"","TREE_ID","INVENTORY_ID_IFN2","PLOT_ID.x","TREE_ID_IFN3_2.x","TREE_ID_IFN3.x","TREE_ID_IFN2.x","TREE_ID_compare","expan_IFN2","dbh_IFN2","h_IFN2","g_IFN2","bal_IFN2","circ_normal_IFN2","esbeltez_IFN2","cr_IFN2","lcw_IFN2","hcb_IFN2","hlcw_IFN2","vob_IFN2","vub_IFN2","vbark_IFN2","v_desenrollo.x","v_chapa.x","v_sierra_gruesa_IFN2","v_sierra_IFN2","v_sierra_canter_IFN2","v_poste.x","v_estaca.x","v_trituracion_IFN2","wsw_IFN2","wthickb_IFN2","wb2_7_IFN2","wtbl_IFN2","wr_IFN2","wt_IFN2","sheet_SM4_IFN2","dbh_i_IFN2","h_i_IFN2","dbh","TREE_ID.y","INVENTORY_ID_IFN3","PLOT_ID.y","TREE_ID_IFN3_2.y","TREE_ID_IFN3.y","TREE_ID_IFN2.y","expan_IFN3","dbh_IFN3","h_IFN3","g_IFN3","bal_IFN3","g_ha","circ_normal_IFN3","esbeltez_IFN3","cr_IFN3","lcw_IFN3","hcb_IFN3","hlcw_IFN3","vob_IFN3","vub_IFN3","vbark_IFN3","v_ha","v_desenrollo.y","v_chapa.y","v_sierra_gruesa_IFN3","v_sierra_IFN3","v_sierra_canter_IFN3","v_poste.y","v_estaca.y","v_trituracion_IFN3","wsw_IFN3","wthickb_IFN3","wb2_7_IFN3","wtbl_IFN3","wr_IFN3","wt_IFN3","sheet_SM4_IFN3","dbh_i_IFN3","h_i_IFN3"
"1","40_1022_1","IFN2","40_1022",NA,NA,1,NA,31.55,26.18,15.1,538.44,21.14,82.26,57.67,0.36,4,9.67,11.31,360.66,335.52,25.14,0,0,0,0,251.89,217.73,51.58,342.02,159.42,0,19.87,30.42,89.12,298.83,"Nodo 3 - Pies inventariados",4.73,3.6,21.45,"40_1022_1","IFN3","40_1022",1,1,1,14.15,26.11,13.58,535.52,18.95,0.76,82.03,52.02,0.4,4.19,8.19,9.68,321.28,300.19,21.1,4.55,0,0,0,0,241.2,209.96,49.35,302.91,142.63,0,21.69,34.16,88.64,287.12,"Nodo 1 - Pies inventariados",4.66,2.08
"2","40_1022_10","IFN2","40_1022",NA,NA,10,NA,14.04,27.34,14.62,586.88,14.92,85.88,53.49,0.38,4.26,9.11,10.76,377.58,354.11,23.47,0,0,0,0,261.36,226.98,48.8,358.18,168.25,0,23.02,34.71,97.14,323.12,"Nodo 3 - Pies inventariados",4.79,3.62,22.55,"40_1022_15","IFN3","40_1022",15,15,10,14.15,27.22,13.92,581.87,16.55,0.82,85.51,51.13,0.4,4.36,8.32,9.86,355.77,334.17,21.59,5.03,0,0,0,0,254.56,221.83,48.2,333.75,158.78,0,23.78,36.4,96.31,315.26,"Nodo 1 - Pies inventariados",4.67,2.92
"3","40_1022_11","IFN2","40_1022",NA,NA,11,NA,31.52,24.81,13.59,483.25,24.42,77.93,54.8,0.36,3.88,8.72,10.23,292.47,271.11,21.37,0,0,0,0,174.39,198.49,51.41,275.93,128.81,0,18.83,30.49,79.99,258.11,"Nodo 3 - Pies inventariados",4.71,3.59,20.1,"40_1022_16","IFN3","40_1022",16,16,11,14.15,24.65,13.33,477.35,19.71,0.68,77.45,54.08,0.4,3.97,8.05,9.52,283.38,262.66,20.72,4.01,0,0,0,0,173.25,196.64,51.86,266.26,124.8,0,18.84,30.76,79.01,253.41,"Nodo 1 - Pies inventariados",4.55,3.33
"4","40_1022_12","IFN2","40_1022",NA,NA,12,NA,14.05,28.01,14.13,616.08,13.2,87.99,50.43,0.38,4.42,8.71,10.33,380.9,359.12,21.78,0,0,0,0,266.02,231.65,46.37,356.99,170.63,0,25.38,38.1,101.97,336.08,"Nodo 3 - Pies inventariados",4.81,3.63,23.2,"40_1022_17","IFN3","40_1022",17,17,12,14.15,27.85,13.42,609.31,14.86,0.86,87.5,48.17,0.41,4.52,7.94,9.44,357.3,337.36,19.93,5.05,0,0,0,0,258.17,225.53,45.54,337.45,160.29,0,26.18,39.94,100.85,327.26,"Nodo 1 - Pies inventariados",4.65,2.92
"5","40_1022_13","IFN2","40_1022",NA,NA,13,NA,14.05,27.96,13.62,613.85,14.06,87.83,48.72,0.38,4.45,8.4,9.97,365.47,345.04,20.43,0,0,0,0,260.02,226.9,45.89,345.35,163.94,0,26.09,39.57,101.6,331.2,"Nodo 3 - Pies inventariados",4.81,3.62,23.15,"40_1022_18","IFN3","40_1022",18,18,13,14.15,27.97,13.33,614.58,13.13,0.87,87.88,47.66,0.41,4.56,7.83,9.33,357.81,338.17,19.64,5.06,0,0,0,0,259.04,226.69,44.97,340.19,160.68,0,26.64,40.61,101.73,329.65,"Nodo 1 - Pies inventariados",4.82,3.33
"6","40_1022_14","IFN2","40_1022",NA,NA,14,NA,31.42,20.96,13.1,344.94,31.12,65.84,62.51,0.34,3.28,8.58,10,206.12,186.48,19.65,0,0,0,0,128.69,0,72.99,193.39,88.6,0,12.26,21.96,57.1,179.92,"Nodo 3 - Pies inventariados",4.61,3.6,16.35,"40_1022_21","IFN3","40_1022",21,21,14,31.83,19.44,12.83,296.94,26.5,0.95,61.09,66,0.38,3.13,7.94,9.33,175.69,157.26,18.43,5.59,0,0,0,0,65.67,0,87.94,164.12,74.72,0,10.17,19.07,49.15,153.11,"Nodo 1 - Pies inventariados",3.09,3.33
"7","40_1022_15","IFN2","40_1022",NA,NA,15,NA,31.3,18.47,12.6,268.05,38.14,58.04,68.21,0.33,2.89,8.43,9.77,156.82,139.39,17.44,0,0,0,0,59.52,0,91.56,145.1,66.23,0,8.98,17.41,44.37,136.99,"Nodo 3 - Pies inventariados",4.52,3.6,13.95,"40_1022_22","IFN3","40_1022",22,22,15,31.83,17.14,12.33,230.78,29.85,0.73,53.85,71.95,0.38,2.77,7.7,9.03,133.56,117.46,16.1,4.25,0,0,0,0,0,0,100.82,124.48,55.81,0,7.46,15.13,38.2,116.6,"Nodo 1 - Pies inventariados",3.19,3.33
"8","40_1022_16","IFN2","40_1022",NA,NA,16,NA,14.08,35.69,16.65,1000.45,1.56,112.13,46.64,0.4,5.46,9.95,11.88,707.48,687.32,20.16,0,0,0,375.72,313.58,273.91,26.26,678.13,326.57,0,42.55,53.72,165.6,588.44,"Nodo 3 - Pies inventariados",4.94,3.65,30.75,"40_1022_24","IFN3","40_1022",24,24,16,14.15,38.22,15.5,1147.57,1.74,1.62,120.09,40.55,0.43,6.09,8.77,10.55,745.23,734.05,11.18,10.54,0,0,0,415.96,228.29,255.8,22.81,708.08,348.77,0.19,54.77,67.83,189.95,661.5,"Nodo 1 - Pies inventariados",7.47,2.5
"9","40_1022_17","IFN2","40_1022",NA,NA,17,NA,14.07,33.36,15.14,874.17,4.22,104.81,45.39,0.4,5.23,9.06,10.84,565.76,546.28,19.48,0,0,0,187.61,318.11,276.96,27.2,537.75,259.56,0,38.51,51.66,144.69,494.42,"Nodo 3 - Pies inventariados",4.91,3.64,28.45,"40_1022_27","IFN3","40_1022",27,27,17,14.15,33.9,14,902.75,4.77,1.28,106.51,41.29,0.43,5.53,7.95,9.57,536.93,521.56,15.36,7.6,0,0,0,188.33,302.53,267.22,25.93,506.11,247.81,0,43.19,58.58,149.42,499.01,"Nodo 1 - Pies inventariados",5.45,2.5
"10","40_1022_18","IFN2","40_1022",NA,NA,18,NA,14.08,33.62,15.65,887.55,2.97,105.61,46.55,0.4,5.23,9.35,11.18,593.82,573.2,20.63,0,0,0,191.54,320.27,279.11,27.66,560.83,272.35,0,38.17,50.57,146.91,508,"Nodo 3 - Pies inventariados",4.92,3.65,28.7,"40_1022_28","IFN3","40_1022",28,28,18,14.15,35.65,14.5,997.91,3.36,1.41,111.98,40.68,0.43,5.77,8.21,9.88,610.96,597.13,13.82,8.64,0,0,0,356.91,232.32,261.52,24.72,575.45,283.72,0,48.01,62.82,165.17,559.72,"Nodo 1 - Pies inventariados",6.95,2.5
"11","40_1022_19","IFN2","40_1022",NA,NA,19,NA,14.07,32.29,15.64,818.86,5.45,101.44,48.44,0.4,5.01,9.44,11.25,551.01,528.59,22.42,0,0,0,177.72,329.64,285.23,28.38,520.18,251.15,0,34.2,46.31,135.54,467.2,"Nodo 3 - Pies inventariados",4.89,3.64,27.4,"40_1022_29","IFN3","40_1022",29,29,19,14.15,30.89,14.5,749.47,8.22,1.06,97.05,46.94,0.42,4.96,8.4,10.04,469.09,448.47,20.62,6.64,0,0,0,160.41,305.47,265,41.4,441.83,213.08,0,32.42,45.85,124.05,415.41,"Nodo 1 - Pies inventariados",3.49,2.5
"12","40_1022_2","IFN2","40_1022",NA,NA,2,NA,14.06,29.85,15.14,699.87,7.59,93.78,50.73,0.39,4.66,9.19,10.94,460.83,437.4,23.43,0,0,0,0,298.32,257.28,44.36,438.04,207.82,0,28.39,40.45,115.84,392.5,"Nodo 3 - Pies inventariados",4.85,3.64,25,"40_1022_2","IFN3","40_1022",2,2,2,14.15,31.61,14.42,784.73,6.05,1.11,99.3,45.61,0.43,5.11,8.26,9.91,486.49,466.88,19.61,6.88,0,0,0,167.08,315.72,274.44,28.25,461.99,221.83,0,34.71,48.55,129.89,434.98,"Nodo 1 - Pies inventariados",6.61,2.92
"13","40_1022_20","IFN2","40_1022",NA,NA,20,NA,124.4,13.86,12.66,150.93,39.69,43.55,91.32,0.33,2.16,8.52,9.85,92.75,78.85,13.9,0,0,0,0,0,0,80.4,85.12,37.47,0,4.07,9.21,24.98,75.72,"Nodo 3 - Pies inventariados",4.41,3.66,9.45,"40_1022_30","IFN3","40_1022",30,30,20,127.32,10.44,9,85.56,31.85,1.09,32.79,86.23,0.39,1.8,5.5,6.55,38.46,31.78,6.68,4.9,0,0,0,0,0,0,31.21,32.93,15.1,0,2.54,7.31,14.16,39.11,"Nodo 1 - Pies inventariados",0.99,0
"14","40_1022_21","IFN2","40_1022",NA,NA,21,NA,14.09,37.58,15.65,1108.95,0,118.05,41.64,0.41,5.88,9.23,11.08,729.22,716.08,13.14,0,0,0,403.31,230.36,259.54,23.69,688.62,340.23,0,51.81,64.61,183.55,640.21,"Nodo 3 - Pies inventariados",4.98,3.65,32.6,"40_1022_31","IFN3","40_1022",31,31,21,14.15,39.54,14.92,1227.72,0,1.74,124.21,37.73,0.44,6.39,8.34,10.07,761.98,755.76,6.22,10.78,0,0,0,436.13,220.33,244.77,21.61,725.25,359.09,1.5,62.18,76.36,203.21,702.35,"Nodo 1 - Pies inventariados",6.94,2.92
"15","40_1022_22","IFN2","40_1022",NA,NA,22,NA,31.59,27.13,14.12,578.18,15.75,85.24,52.03,0.38,4.26,8.8,10.4,359.04,336.86,22.17,0,0,0,0,255.86,221.74,48.51,336.36,160.06,0,23.27,35.55,95.7,314.58,"Nodo 3 - Pies inventariados",4.78,3.62,22.35,"40_1022_32","IFN3","40_1022",32,32,22,14.15,26.3,13,543.12,18.18,0.77,82.61,49.44,0.4,4.28,7.78,9.23,310.9,291.37,19.52,4.4,0,0,0,0,183.84,208.35,47.81,289.98,138.44,0,23,36.5,89.9,287.84,"Nodo 1 - Pies inventariados",3.95,2.5
"16","40_1022_23","IFN2","40_1022",NA,NA,23,NA,31.53,25.27,14.1,501.42,22.84,79.38,55.8,0.36,3.93,9.02,10.58,314.34,291.73,22.61,0,0,0,0,235.58,204.68,51.75,294.16,138.61,0,19.17,30.45,83,271.22,"Nodo 3 - Pies inventariados",4.72,3.6,20.55,"40_1022_33","IFN3","40_1022",33,33,23,14.15,24.21,12.58,460.42,20.38,0.65,76.06,51.97,0.4,3.96,7.58,8.98,258,239.09,18.91,3.65,0,0,0,0,165.5,187.05,50.89,242.68,113.6,0,18.88,31.6,76.21,240.29,"Nodo 1 - Pies inventariados",3.66,2.08
"17","40_1022_24","IFN2","40_1022",NA,NA,24,NA,14.05,28.27,14.13,627.66,11.43,88.81,49.99,0.39,4.47,8.65,10.29,387.72,366.07,21.65,0,0,0,0,268.81,234.07,45.77,363.53,173.93,0,26.02,38.86,103.89,342.7,"Nodo 3 - Pies inventariados",4.82,3.63,23.45,"40_1022_34","IFN3","40_1022",34,34,24,14.15,28.45,13.42,635.64,12.23,0.9,89.37,47.16,0.42,4.64,7.85,9.37,371.52,351.94,19.58,5.26,0,0,0,0,264.23,230.9,44.15,350.89,167.22,0,27.74,41.84,105.21,342.01,"Nodo 1 - Pies inventariados",5,2.92
"18","40_1022_25","IFN2","40_1022",NA,NA,25,NA,31.41,20.9,13.6,342.94,32.2,65.65,65.07,0.34,3.23,8.97,10.43,213.15,192.43,20.73,0,0,0,0,129.81,0,74.19,198.28,91.43,0,11.76,20.91,56.76,180.86,"Nodo 3 - Pies inventariados",4.6,3.6,16.3,"40_1022_35","IFN3","40_1022",35,35,25,31.83,20.3,12.92,323.74,24.44,1.03,63.78,63.62,0.39,3.28,7.93,9.33,191.57,172.57,19,6.1,0,0,0,0,71.34,0,83.99,179.87,81.99,0,11.38,20.82,53.59,167.78,"Nodo 1 - Pies inventariados",4,2.92
"19","40_1022_26","IFN2","40_1022",NA,NA,26,NA,14.07,29.91,14.15,702.81,6.6,93.98,47.3,0.4,4.77,8.49,10.16,430.88,410.36,20.52,0,0,0,0,288.59,251.46,42.67,404.36,194.98,0,30.35,43.95,116.33,385.61,"Nodo 3 - Pies inventariados",4.86,3.65,25.05,"40_1022_36","IFN3","40_1022",36,36,26,14.15,27.92,13.83,612.21,14,0.87,87.71,49.55,0.41,4.5,8.18,9.73,370.52,349.5,21.03,5.24,0,0,0,0,261.59,228,45.92,350.28,166.06,0,25.63,38.76,101.33,331.78,"Nodo 1 - Pies inventariados",2.87,3.33
"20","40_1022_27","IFN2","40_1022",NA,NA,27,NA,31.25,16.98,14.62,226.33,38.98,53.33,86.11,0.32,2.55,9.94,11.42,156.67,136.53,20.14,0,0,0,0,0,0,111.43,146.82,64.87,0,6.23,12.18,37.46,120.75,"Nodo 3 - Pies inventariados",4.48,3.62,12.5,"40_1022_38","IFN3","40_1022",38,38,27,31.83,16.01,13.5,201.44,30.59,0.64,50.31,84.3,0.37,2.53,8.52,9.94,129.47,112.22,17.25,4.12,0,0,0,0,0,0,98.79,121.3,53.32,0,5.71,11.74,33.34,104.11,"Nodo 1 - Pies inventariados",3.51,2.5
"21","40_1022_28","IFN2","40_1022",NA,NA,28,NA,31.44,22.03,14.1,381,29.92,69.19,64,0.34,3.39,9.26,10.76,243.91,221.62,22.29,0,0,0,0,145.3,165.05,72.04,228.21,105.3,0,13.16,22.52,63.06,204.03,"Nodo 3 - Pies inventariados",4.63,3.6,17.4,"40_1022_39","IFN3","40_1022",39,39,28,31.83,21.05,13,347.87,22.25,1.11,66.12,61.77,0.39,3.4,7.91,9.34,206.09,186.63,19.46,6.56,0,0,0,0,129.62,0,72.16,192.22,88.67,0,12.49,22.36,57.58,181.1,"Nodo 1 - Pies inventariados",3.65,2.5
"22","40_1022_29","IFN2","40_1022",NA,NA,29,NA,31.46,22.65,13.59,402.8,28.66,71.15,60.03,0.35,3.52,8.86,10.33,247.23,225.97,21.26,0,0,0,0,150.55,171.2,68.55,233.25,107.37,0,14.67,24.96,66.67,213.66,"Nodo 3 - Pies inventariados",4.65,3.59,18,"40_1022_40","IFN3","40_1022",40,40,29,31.83,20.8,12.92,339.85,23.36,1.08,65.35,62.09,0.39,3.36,7.89,9.31,200.35,181.16,19.19,6.38,0,0,0,0,126.41,0,72.64,188.11,86.07,0,12.17,21.96,56.25,176.45,"Nodo 1 - Pies inventariados",2.8,2.92
"23","40_1022_3","IFN2","40_1022",NA,NA,3,NA,31.35,19.86,13.09,309.7,36.31,62.38,65.93,0.33,3.08,8.74,10.12,186.49,167.32,19.17,0,0,0,0,68.64,0,87.14,174.89,79.5,0,10.58,19.52,51.26,160.86,"Nodo 3 - Pies inventariados",4.56,3.59,15.3,"40_1022_3","IFN3","40_1022",3,3,3,31.83,17.54,12.42,241.54,29.09,0.77,55.09,70.8,0.38,2.84,7.74,9.07,140.28,123.77,16.51,4.47,0,0,0,0,0,0,104.11,129.93,58.81,0,7.89,15.79,39.98,122.47,"Nodo 1 - Pies inventariados",2.24,2.92
"24","40_1022_30","IFN2","40_1022",NA,NA,30,NA,31.36,20.01,13.59,314.55,35.32,62.87,67.93,0.33,3.08,9.07,10.5,196.78,176.46,20.31,0,0,0,0,70.44,0,88.21,183.02,83.84,0,10.45,19.01,52.06,165.37,"Nodo 3 - Pies inventariados",4.56,3.59,15.45,"40_1022_42","IFN3","40_1022",42,42,30,31.83,18.62,12.08,272.23,27.45,0.87,58.49,64.9,0.38,3.04,7.46,8.78,152.26,135.75,16.51,4.85,0,0,0,0,59.49,0,89.1,141.35,64.5,0,9.53,18.58,45.06,137.67,"Nodo 1 - Pies inventariados",3.17,2.08
"25","40_1022_31","IFN2","40_1022",NA,NA,31,NA,31.56,26.7,14.6,560.07,19.37,83.89,54.69,0.37,4.13,9.26,10.88,361.18,337.53,23.65,0,0,0,0,255.08,220.5,49.77,342.28,160.37,0,21.61,33.01,92.7,307.7,"Nodo 3 - Pies inventariados",4.75,3.6,21.95,"40_1022_46","IFN3","40_1022",46,46,31,14.15,26.97,13.92,571.21,17.37,0.81,84.72,51.6,0.4,4.32,8.35,9.89,349.75,328.05,21.69,4.95,0,0,0,0,252.3,219.85,48.07,328.1,155.87,0,23.18,35.66,94.55,309.26,"Nodo 1 - Pies inventariados",5.02,2.92
"26","40_1022_32","IFN2","40_1022",NA,NA,32,NA,14.06,29.18,16.14,668.58,9.56,91.66,55.31,0.38,4.45,9.94,11.76,472.13,445.27,26.86,0,0,0,0,294.84,253.65,47.87,444.3,211.56,0,25.18,35.75,110.66,383.15,"Nodo 3 - Pies inventariados",4.83,3.64,24.35,"40_1022_47","IFN3","40_1022",47,47,32,14.15,29.79,14.17,697.21,10.29,0.99,93.6,47.55,0.42,4.8,8.26,9.86,428.28,407.61,20.67,6.06,0,0,0,0,288.93,251.19,42.63,402.32,193.67,0,29.99,43.5,115.4,382.56,"Nodo 1 - Pies inventariados",5.44,1.67
"27","40_1022_33","IFN2","40_1022",NA,NA,33,NA,31.39,20.42,16.1,327.36,33.28,64.14,78.86,0.33,3,10.83,12.46,243.63,217.49,26.14,0,0,0,0,132.41,151.18,94.3,232.24,103.34,0,9.48,16.35,54.18,183.35,"Nodo 3 - Pies inventariados",4.57,3.6,15.85,"40_1022_49","IFN3","40_1022",49,49,33,31.83,20.3,13.33,323.52,25.47,1.03,63.76,65.69,0.38,3.24,8.24,9.68,197.9,178.02,19.89,6.3,0,0,0,0,72,0,85.79,185.95,84.58,0,11.05,20.05,53.55,169.24,"Nodo 1 - Pies inventariados",4.45,0.83
"28","40_1022_34","IFN2","40_1022",NA,NA,34,NA,31.38,20.29,11.59,323.32,34.31,63.74,57.14,0.34,3.26,7.6,8.88,170.9,154.69,16.21,0,0,0,0,68.91,0,70.33,160.26,73.5,0,12.52,23.55,53.52,163.08,"Nodo 3 - Pies inventariados",4.59,3.59,15.7,"40_1022_50","IFN3","40_1022",50,888,34,31.83,15.7,12.31,193.59,31.23,0.62,49.32,78.43,0.37,2.54,7.73,9.05,113.38,98.38,15,3.61,0,0,0,0,0,0,90.64,105.55,46.74,0,5.87,12.5,32.04,97.16,"Nodo 1 - Pies inventariados",0,4.31
"29","40_1022_35","IFN2","40_1022",NA,NA,35,NA,14.06,29.84,16.14,699.34,8.58,93.75,54.09,0.39,4.56,9.9,11.73,492.17,465.79,26.39,0,0,0,155.03,303.84,261.46,46.21,463.2,221.31,0,26.78,37.55,115.76,401.4,"Nodo 3 - Pies inventariados",4.84,3.64,25,"40_1022_53","IFN3","40_1022",53,52,35,14.15,30.14,13.75,713.65,9.28,1.01,94.7,45.61,0.42,4.9,7.96,9.53,424.15,404.95,19.2,6,0,0,0,0,287.37,251.25,28.83,399,192.4,0,31.8,46.19,118.12,388.52,"Nodo 1 - Pies inventariados",5.14,1.25
"30","40_1022_4","IFN2","40_1022",NA,NA,4,NA,31.5,23.84,13.09,446.19,25.94,74.88,54.94,0.36,3.76,8.42,9.87,261.29,241.13,20.17,0,0,0,0,163.13,185.16,52.33,245.08,114.57,0,17.45,29.16,73.85,235.03,"Nodo 3 - Pies inventariados",4.69,3.59,19.15,"40_1022_6","IFN3","40_1022",6,6,4,14.15,23.44,13.25,431.7,21.04,0.61,73.65,56.52,0.39,3.78,8.04,9.49,256.59,236.05,20.53,3.63,0,0,0,0,159.11,180.37,64.31,239.96,112.16,0,16.51,27.74,71.46,227.86,"Nodo 1 - Pies inventariados",4.29,3.75
"31","40_1022_5","IFN2","40_1022",NA,NA,5,NA,31.58,26.92,14.61,569.01,17.57,84.56,54.28,0.37,4.18,9.2,10.83,366.69,343.09,23.6,0,0,0,0,257,222.12,49.94,347.64,163.02,0,22.07,33.57,94.18,312.85,"Nodo 3 - Pies inventariados",4.77,3.61,22.15,"40_1022_7","IFN3","40_1022",7,7,5,14.15,27.3,13.92,585.53,15.72,0.83,85.78,50.97,0.4,4.38,8.29,9.84,357.83,336.28,21.55,5.06,0,0,0,0,256.04,223.12,47.76,335.68,159.78,0,23.98,36.65,96.92,317.32,"Nodo 1 - Pies inventariados",5.15,2.92
"32","40_1022_6","IFN2","40_1022",NA,NA,6,NA,14.05,28.26,14.63,627.31,12.32,88.79,51.76,0.38,4.42,9.02,10.69,401.73,378.69,23.04,0,0,0,0,272.08,236.29,46.89,381.25,179.93,0,25.21,37.32,103.83,346.29,"Nodo 3 - Pies inventariados",4.81,3.63,23.45,"40_1022_8","IFN3","40_1022",8,8,6,14.15,29.19,14.33,669.3,11.28,0.95,91.71,49.1,0.41,4.68,8.4,10.01,417.51,395.9,21.61,5.91,0,0,0,0,282.18,244.86,44.57,394.49,188.1,0,28.06,41.03,110.78,367.98,"Nodo 1 - Pies inventariados",5.74,3.33
"33","40_1022_7","IFN2","40_1022",NA,NA,7,NA,14.06,29.08,14.63,664.24,10.5,91.36,50.32,0.39,4.56,8.96,10.64,423.64,401.1,22.54,0,0,0,0,283.01,245.82,45.63,402.14,190.58,0,27.25,39.73,109.95,367.51,"Nodo 3 - Pies inventariados",4.83,3.63,24.25,"40_1022_9","IFN3","40_1022",9,9,7,14.15,30.94,13.92,751.99,7.16,1.06,97.21,44.98,0.43,5.04,7.99,9.58,450.78,431.88,18.91,6.38,0,0,0,158.77,300.22,262.17,28.36,422.88,205.2,0,33.8,48.25,124.47,411.72,"Nodo 1 - Pies inventariados",6.69,2.92
"34","40_1022_8","IFN2","40_1022",NA,NA,8,NA,31.32,18.73,12.6,275.65,37.28,58.86,67.26,0.33,2.93,8.41,9.75,160.92,143.34,17.58,0,0,0,0,61.07,0,90.3,148.89,68.1,0,9.34,17.95,45.63,141.02,"Nodo 3 - Pies inventariados",4.53,3.6,14.2,"40_1022_10","IFN3","40_1022",10,10,8,31.83,17.58,12.33,242.67,28.31,0.77,55.22,70.16,0.38,2.85,7.66,8.99,139.9,123.51,16.39,4.45,0,0,0,0,0,0,103.89,130.39,58.69,0,7.99,15.99,40.17,122.84,"Nodo 1 - Pies inventariados",3.38,3.33
"35","40_1022_9","IFN2","40_1022",NA,NA,9,NA,31.48,23,14.6,415.57,27.35,72.26,63.46,0.35,3.52,9.53,11.09,274.1,250.34,23.77,0,0,0,0,159.51,181.59,70.52,256.61,118.94,0,14.36,23.79,68.79,225.88,"Nodo 3 - Pies inventariados",4.65,3.6,18.35,"40_1022_13","IFN3","40_1022",13,13,9,14.15,23.36,13.5,428.47,21.65,0.61,73.38,57.8,0.39,3.74,8.22,9.7,259.84,238.71,21.13,3.68,0,0,0,0,159.48,180.68,66,243.43,113.42,0,16.06,26.92,70.92,227.33,"Nodo 1 - Pies inventariados",5.01,2.5
"36","40_1033_1","IFN2","40_1033",NA,NA,1,NA,31.68,25.63,12.29,515.73,2.86,80.5,47.96,0.44,4.33,6.86,8.34,279.51,261.58,17.93,0,0,0,0,174.45,197.07,47.64,263.56,124.29,0,22.54,36.78,85.36,268.97,"Nodo 3 - Pies inventariados",4.63,3.29,21,"40_1033_1","IFN3","40_1033",1,1,1,14.15,26.9,12.33,568.25,1.98,0.8,84.5,45.85,0.49,4.67,6.34,7.81,306.8,289.23,17.58,4.34,0,0,0,0,185.26,209.61,45.52,290.15,137.42,0,25.66,40.76,94.06,297.9,"Nodo 1 - Pies inventariados",5.9,3.33
"37","40_1033_10","IFN2","40_1033",NA,NA,10,NA,31.67,25.23,10.78,499.78,4.49,79.25,42.75,0.45,4.38,5.98,7.31,236.86,222.43,14.43,0,0,0,0,163.14,0,45.42,219.23,105.69,0,24.28,41.31,82.72,254,"Nodo 3 - Pies inventariados",4.63,3.28,20.6,"40_1033_13","IFN3","40_1033",13,13,10,14.15,25.5,11.25,510.84,2.79,0.72,80.12,44.11,0.49,4.52,5.76,7.11,252.61,237.17,15.44,3.57,0,0,0,0,168.16,188.51,46.16,235.83,112.69,0,24.08,40.31,84.56,261.64,"Nodo 1 - Pies inventariados",4.9,3.75
"38","40_1033_11","IFN2","40_1033",NA,NA,11,NA,31.63,22.76,11.27,406.73,13.29,71.49,49.5,0.42,3.86,6.54,7.87,204.98,189.09,15.89,0,0,0,0,140.87,0,51.01,188.28,89.84,0,17.6,31.32,67.32,206.09,"Nodo 3 - Pies inventariados",4.56,3.27,18.2,"40_1033_14","IFN3","40_1033",14,14,11,31.83,21.79,11.33,373.03,9.19,1.19,68.47,52,0.47,3.81,6,7.33,190.45,174.47,15.98,6.06,0,0,0,0,78.1,0,63.74,175.65,82.9,0,15.55,28.29,61.74,188.47,"Nodo 1 - Pies inventariados",3.59,3.33
"39","40_1033_12","IFN2","40_1033",NA,NA,12,NA,31.58,20.45,11.26,328.34,20.14,64.23,55.07,0.4,3.43,6.73,8.03,168.13,152.56,15.57,0,0,0,0,69.42,0,68.48,154.37,72.49,0,13.13,24.77,54.35,164.73,"Nodo 3 - Pies inventariados",4.5,3.26,15.95,"40_1033_15","IFN3","40_1033",15,15,12,31.83,19.94,11.75,312.2,13.4,0.99,62.64,58.93,0.46,3.43,6.38,7.73,167.81,151.39,16.42,5.34,0,0,0,0,66.97,0,72.53,157.41,71.93,0,11.79,22.31,51.68,157.71,"Nodo 1 - Pies inventariados",3.99,3.75
"40","40_1033_13","IFN2","40_1033",NA,NA,13,NA,31.66,24.96,11.28,489.44,6.07,78.42,45.19,0.44,4.28,6.34,7.7,243.5,227.83,15.66,0,0,0,0,165.38,185.52,46.75,227.83,108.25,0,22.66,38.34,81.01,250.26,"Nodo 3 - Pies inventariados",4.61,3.28,20.35,"40_1033_21","IFN3","40_1033",21,21,13,14.15,25.36,10.92,505.19,3.51,0.71,79.68,43.04,0.49,4.51,5.59,6.91,242.29,227.59,14.7,3.43,0,0,0,0,166.17,0,44.99,224.13,108.14,0,24.37,41.22,83.62,257.35,"Nodo 1 - Pies inventariados",5.01,2.92
"41","40_1033_14","IFN2","40_1033",NA,NA,14,NA,31.62,22.24,11.26,388.62,14.58,69.88,50.64,0.42,3.76,6.58,7.9,196.52,180.65,15.87,0,0,0,0,135.05,0,51.66,180.49,85.83,0,16.54,29.8,64.32,196.49,"Nodo 3 - Pies inventariados",4.54,3.26,17.7,"40_1033_23","IFN3","40_1033",23,23,14,31.83,22.44,10.92,395.59,6.71,1.26,70.51,48.64,0.48,3.97,5.69,6.99,193.33,178.22,15.12,6.15,0,0,0,0,81.65,0,50.76,178.85,84.68,0,17.43,31.5,65.48,199.09,"Nodo 1 - Pies inventariados",4.74,2.92
