"","TREE_ID","INVENTORY_ID_IFN2","PLOT_ID.x","expan_IFN2","dbh_IFN2","h_IFN2","g_IFN2","bal_IFN2","circ_normal_IFN2","esbeltez_IFN2","cr_IFN2","lcw_IFN2","hcb_IFN2","hlcw_IFN2","vob_IFN2","vub_IFN2","vbark_IFN2","v_sierra_gruesa_IFN2","v_sierra_IFN2","v_sierra_canter_IFN2","v_trituracion_IFN2","wsw_IFN2","wb2_t_IFN2","wtbl_IFN2","wr_IFN2","wt_IFN2","n_descorches","w_descorchado","v_descorchado","sheet_SM4_IFN2","dbh_i_IFN2","h_i_IFN2","dbh","TREE_ID.y","INVENTORY_ID_IFN3","PLOT_ID.y","TREE_ID_IFN3_2","TREE_ID_IFN3","TREE_ID_IFN2","expan_IFN3","dbh_IFN3","h_IFN3","g_IFN3","bal_IFN3","circ_normal_IFN3","esbeltez_IFN3","cr_IFN3","lcw_IFN3","hcb_IFN3","hlcw_IFN3","vob_IFN3","vub_IFN3","vbark_IFN3","v_sierra_gruesa_IFN3","v_sierra_IFN3","v_sierra_canter_IFN3","v_trituracion_IFN3","wsw_IFN3","wb2_t_IFN3","wtbl_IFN3","wr_IFN3","wt_IFN3","sheet_SM4_IFN3","dbh_i_IFN3","h_i_IFN3"
"214","19_1065_8",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1065_20","IFN3","19_1065",20,19,8,127.32,9.5,5,70.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",0.949999999999999,0
"215","19_1065_9","IFN2","19_1065",85.34,23.31,10.38,426.84,0,73.24,44.53,0.47,3.59,5.49,6.8,204.96,137.03,67.94,0,0,151.68,191.4,92.16,7.53,19.2,30.35,149.23,0,0,0,"Nodo 3 - Pies inventariados",6.21,2.88,17.1,"19_1065_21","IFN3","19_1065",21,20,9,14.15,25.4,10.5,506.71,1.67,79.8,41.34,0.43,3.84,6.01,7.2,244.54,164.53,80.01,0,0,176.14,228.36,111.27,9.85,23.43,38.6,183.14,"Nodo 1 - Pies mayores",8.3,3
"216","19_1067_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1067_33","IFN3","19_1067",33,21,0,14.15,24.85,9,485,2.23,78.07,36.22,0.47,3.85,4.76,5.85,201.67,134.98,66.69,0,0,100.81,187.64,96.58,9.2,22.27,36.3,164.34,"Nodo 1 - Pies mayores",.,.
"217","19_1067_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1067_1","IFN3","19_1067",1,1,0,31.83,19.25,6.5,291.04,14.97,60.48,33.77,0.46,3,3.52,4.25,89.69,58.5,31.19,0,0,0,79.34,46.03,4.12,12.32,17.74,80.2,"Nodo 1 - Pies mayores",.,.
"218","19_1067_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1067_13","IFN3","19_1067",13,8,0,14.15,25.75,8,520.77,0.79,80.9,31.07,0.48,4.02,4.14,5.1,192.53,128.83,63.7,0,0,103.11,176.43,96.82,10.28,24.19,40.11,171.39,"Nodo 1 - Pies mayores",.,.
"219","19_1067_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1067_21","IFN3","19_1067",21,13,0,14.15,22.95,8.5,413.67,4.81,72.1,37.04,0.47,3.56,4.52,5.53,163.59,108.73,54.86,0,0,85.34,149.59,78.79,7.16,18.52,29.04,133.52,"Nodo 1 - Pies mayores",.,.
"220","19_1067_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1067_25","IFN3","19_1067",25,16,0,14.15,25.15,8,496.78,1.53,79.01,31.81,0.48,3.93,4.15,5.11,183.97,122.9,61.07,0,0,100.03,168.58,92.11,9.55,22.9,37.54,162.1,"Nodo 1 - Pies mayores",.,.
"221","19_1067_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1067_28","IFN3","19_1067",28,18,0,14.15,26.7,8,559.9,0,83.88,29.96,0.48,4.18,4.12,5.08,206.47,138.51,67.96,0,0,107.58,189.2,104.53,11.52,26.31,44.39,186.75,"Nodo 1 - Pies mayores",.,.
"222","19_1067_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1067_29","IFN3","19_1067",29,19,0,31.83,12.6,5.5,124.69,18.08,39.58,43.65,0.46,1.98,2.98,3.58,33.64,21.21,12.43,0,0,0,28.93,16.94,1.09,4.61,5.41,28.04,"Nodo 1 - Pies mayores",.,.
"223","19_1067_1","IFN2","19_1067",34.66,21.21,8.49,353.17,13.07,66.62,40.04,0.37,3.16,5.36,6.21,140.31,92.73,47.58,0,0,73.18,128.19,66.62,5.59,15.42,23.27,110.89,0,0,0,"Nodo 3 - Pies inventariados",4.76,1.99,16.45,"19_1067_2","IFN3","19_1067",2,2,1,31.83,21,7.5,346.36,11.79,65.97,35.71,0.46,3.26,4.06,4.92,121.98,80.33,41.65,0,0,69.34,110.3,60.44,5.42,15.07,22.64,103.57,"Nodo 1 - Pies mayores",4.55,1
"224","19_1067_10","IFN2","19_1067",34.66,20.95,7.91,344.64,14.3,65.81,37.76,0.37,3.13,4.99,5.77,127.88,84.3,43.58,0,0,70.15,114.55,62.13,5.38,14.98,22.48,104.98,0,0,0,"Nodo 3 - Pies inventariados",4.75,1.91,16.2,"19_1067_11","IFN3","19_1067",11,7,10,31.83,21.75,7,371.54,8.36,68.33,32.18,0.47,3.4,3.7,4.51,122.02,80.43,41.6,0,0,72.62,110.67,62.38,6.05,16.35,24.98,109.76,"Nodo 1 - Pies mayores",5.55,1
"225","19_1067_11","IFN2","19_1067",138.63,14.8,7.01,172.14,34.37,46.51,47.34,0.33,2.19,4.69,5.31,58.16,37.3,20.86,0,0,0,50.69,27.67,1.81,6.7,8.5,44.67,0,0,0,"Nodo 3 - Pies inventariados",4.4,2.01,10.4,"19_1067_12","IFN3","19_1067",12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"226","19_1067_12","IFN2","19_1067",34.66,21.42,8.49,360.38,11.82,67.3,39.64,0.37,3.2,5.34,6.19,143.06,94.62,48.44,0,0,74.62,130.71,68.05,5.77,15.78,23.94,113.54,0,0,0,"Nodo 3 - Pies inventariados",4.77,1.99,16.65,"19_1067_14","IFN3","19_1067",14,9,12,14.15,24.5,8,471.44,2.92,76.97,32.65,0.48,3.82,4.18,5.13,174.91,116.63,58.28,0,0,95.1,160.28,87.14,8.8,21.55,34.88,152.37,"Nodo 1 - Pies mayores",7.85,1.5
"227","19_1067_13","IFN2","19_1067",34.66,18.98,7.97,282.97,22.98,59.63,42.01,0.35,2.81,5.19,5.94,106.56,69.77,36.79,0,0,0,95.3,50.69,3.95,11.92,17.05,83.61,0,0,0,"Nodo 3 - Pies inventariados",4.63,1.97,14.35,"19_1067_15","IFN3","19_1067",15,10,13,31.83,21.15,7.5,351.33,10.67,66.44,35.46,0.46,3.29,4.04,4.9,123.67,81.48,42.19,0,0,70.29,111.82,61.36,5.54,15.32,23.1,105.32,"Nodo 1 - Pies mayores",6.8,1.5
"228","19_1067_14","IFN2","19_1067",34.66,21.43,7.9,360.65,10.57,67.32,36.88,0.38,3.22,4.91,5.71,133.49,88.14,45.35,0,0,73.22,119.51,65.16,5.78,15.79,23.96,110.69,0,0,0,"Nodo 3 - Pies inventariados",4.78,1.9,16.65,"19_1067_16","IFN3","19_1067",16,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"229","19_1067_15","IFN2","19_1067",34.66,18.93,7.38,281.38,23.96,59.46,38.97,0.35,2.82,4.79,5.48,98.23,64.18,34.04,0,0,0,88.87,48.02,3.91,11.84,16.92,80.7,0,0,0,"Nodo 3 - Pies inventariados",4.63,1.88,14.3,"19_1067_17","IFN3","19_1067",17,11,15,31.83,20.15,8,318.89,13.95,63.3,39.7,0.45,3.11,4.41,5.32,119.96,78.89,41.08,0,0,65.23,106.78,57.64,4.76,13.69,20.16,96.25,"Nodo 1 - Pies mayores",5.85,2.5
"230","19_1067_16","IFN2","19_1067",34.66,18.23,8,260.93,26.81,57.26,43.88,0.34,2.69,5.27,6.02,98.84,64.54,34.3,0,0,0,88.58,46.61,3.47,10.85,15.22,76.16,0,0,0,"Nodo 3 - Pies inventariados",4.58,2,13.65,"19_1067_18","IFN3","19_1067",18,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"231","19_1067_17","IFN2","19_1067",41.91,23.9,8.97,448.72,5.57,75.09,37.51,0.38,3.58,5.54,6.47,186.41,124.41,62,0,0,93.42,169.28,88.75,8.14,20.35,32.55,149.79,0,0,0,"Nodo 3 - Pies inventariados",4.85,1.97,19.05,"19_1067_19","IFN3","19_1067",19,12,17,14.15,23.15,7.5,420.91,4.22,72.73,32.4,0.48,3.62,3.92,4.8,147.22,97.62,49.6,0,0,83.68,133.12,74.28,7.36,18.9,29.76,130.29,"Nodo 1 - Pies mayores",4.1,0.5
"232","19_1067_18","IFN2","19_1067",34.66,19.95,7.35,312.48,18.84,62.66,36.84,0.36,2.98,4.68,5.39,108.28,71.01,37.27,0,0,62.41,98.3,53.53,4.61,13.37,19.6,91.11,0,0,0,"Nodo 3 - Pies inventariados",4.7,1.85,15.25,"19_1067_20","IFN3","19_1067",20,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"233","19_1067_19","IFN2","19_1067",34.66,18.4,6.8,265.97,25.89,57.81,36.95,0.35,2.75,4.41,5.04,85.93,55.93,30,0,0,0,75.7,43.03,3.58,11.09,15.63,73.34,0,0,0,"Nodo 3 - Pies inventariados",4.6,1.8,13.8,"19_1067_22","IFN3","19_1067",22,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"234","19_1067_2","IFN2","19_1067",140.3,14.46,7.64,164.31,36.75,45.44,52.83,0.32,2.12,5.19,5.86,60.51,38.82,21.68,0,0,0,54.37,27.79,1.68,6.35,7.96,43.77,0,0,0,"Nodo 3 - Pies inventariados",4.36,2.14,10.1,"19_1067_3","IFN3","19_1067",3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"235","19_1067_20","IFN2","19_1067",138.63,16.24,6.3,207.11,31.5,51.02,38.8,0.34,2.42,4.15,4.71,62.66,40.35,22.31,0,0,0,55.72,31.5,2.42,8.3,11.01,53.23,0,0,0,"Nodo 3 - Pies inventariados",4.49,1.8,11.75,"19_1067_23","IFN3","19_1067",23,14,20,31.83,18.65,7,273.18,15.89,58.59,37.53,0.45,2.9,3.84,4.62,90.7,59.13,31.57,0,0,0,78.99,45.06,3.73,11.44,16.23,76.47,"Nodo 1 - Pies mayores",6.9,2.5
"236","19_1067_21","IFN2","19_1067",41.91,23.6,7.81,437.49,7.45,74.15,33.1,0.39,3.56,4.79,5.59,159.03,105.7,53.33,0,0,87.79,142.24,79.36,7.82,19.76,31.41,138.35,0,0,0,"Nodo 3 - Pies inventariados",4.85,1.81,18.75,"19_1067_26","IFN3","19_1067",26,17,21,14.15,23.9,7.5,448.63,3.58,75.08,31.38,0.48,3.74,3.9,4.79,156.56,104.05,52.51,0,0,88.99,141.56,79.46,8.14,20.35,32.54,140.48,"Nodo 1 - Pies mayores",5.15,1.5
"237","19_1067_22","IFN2","19_1067",34.66,18.71,7.38,275.05,24.93,58.79,39.45,0.35,2.78,4.81,5.5,96.18,62.8,33.38,0,0,0,87.07,46.91,3.77,11.53,16.39,78.6,0,0,0,"Nodo 3 - Pies inventariados",4.61,1.88,14.1,"19_1067_27","IFN3","19_1067",27,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"238","19_1067_23","IFN2","19_1067",34.66,19.73,7.95,305.61,19.92,61.97,40.28,0.36,2.93,5.11,5.88,114.39,75.1,39.29,0,0,62.47,102.07,54.87,4.45,13.03,19,91.36,0,0,0,"Nodo 3 - Pies inventariados",4.68,1.95,15.05,"19_1067_30","IFN3","19_1067",30,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"239","19_1067_24","IFN2","19_1067",96.22,27.14,8.84,578.55,0,85.27,32.56,0.4,4.09,5.33,6.28,234.82,158.09,76.74,0,0,178.95,214.37,115.07,12.13,27.33,46.48,201.01,0,0,0,"Nodo 3 - Pies inventariados",4.94,1.84,22.2,"19_1067_31","IFN3","19_1067",31,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"240","19_1067_25","IFN2","19_1067",140.3,14.34,7.02,161.58,39.06,45.06,48.91,0.32,2.11,4.77,5.37,54.77,35.05,19.72,0,0,0,47.76,25.9,1.64,6.22,7.77,41.53,0,0,0,"Nodo 3 - Pies inventariados",4.34,2.02,10,"19_1067_32","IFN3","19_1067",32,20,25,31.83,15.7,7.5,193.59,17.46,49.32,47.77,0.44,2.43,4.17,5.01,69.6,44.9,24.7,0,0,0,62.93,32.67,2.17,7.67,10.02,52.54,"Nodo 1 - Pies mayores",5.7,2.5
"241","19_1067_26","IFN2","19_1067",34.66,19.31,7.37,292.93,20.98,60.67,38.17,0.36,2.88,4.73,5.43,102.06,66.78,35.27,0,0,0,92.29,50.09,4.17,12.41,17.9,84.57,0,0,0,"Nodo 3 - Pies inventariados",4.66,1.87,14.65,"19_1067_34","IFN3","19_1067",34,22,26,31.83,20.6,7,333.29,12.89,64.72,33.98,0.46,3.21,3.78,4.57,109.88,72.15,37.74,0,0,65.4,99.66,55.61,5.1,14.41,21.45,96.58,"Nodo 1 - Pies mayores",5.95,1.5
"242","19_1067_27","IFN2","19_1067",140.3,13.75,7.06,148.44,41.33,43.19,51.33,0.32,2.01,4.83,5.43,50.76,32.39,18.37,0,0,0,44.15,23.76,1.43,5.64,6.9,37.74,0,0,0,"Nodo 3 - Pies inventariados",4.3,2.06,9.45,"19_1067_35","IFN3","19_1067",35,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"243","19_1067_3","IFN2","19_1067",34.66,21.8,7.89,373.17,9.28,68.48,36.22,0.38,3.28,4.88,5.68,137.81,91.11,46.71,0,0,75.59,123.29,67.51,6.09,16.43,25.14,115.17,0,0,0,"Nodo 3 - Pies inventariados",4.8,1.89,17,"19_1067_4","IFN3","19_1067",4,3,3,31.83,21.8,7.5,373.25,5.98,68.49,34.4,0.47,3.4,3.95,4.83,131.11,86.57,44.54,0,0,74.52,118.55,65.41,6.1,16.44,25.14,113.09,"Nodo 1 - Pies mayores",4.8,1.5
"244","19_1067_4","IFN2","19_1067",34.66,17.4,7.45,237.75,27.71,54.66,42.84,0.34,2.58,4.9,5.59,84.35,54.8,29.55,0,0,0,76.41,40.45,3,9.74,13.36,66.55,0,0,0,"Nodo 3 - Pies inventariados",4.55,1.95,12.85,"19_1067_5","IFN3","19_1067",5,4,4,31.83,16.75,6.5,220.35,16.76,52.62,38.81,0.45,2.61,3.55,4.27,68.58,44.29,24.29,0,0,0,60.67,34.29,2.66,8.92,12.01,57.89,"Nodo 1 - Pies mayores",3.9,1
"245","19_1067_5","IFN2","19_1067",138.63,16.48,5.08,213.43,28.54,51.79,30.83,0.36,2.49,3.27,3.72,52.3,33.55,18.76,0,0,0,45.58,28.48,2.53,8.59,11.48,51.09,0,0,0,"Nodo 3 - Pies inventariados",4.53,1.58,11.95,"19_1067_6","IFN3","19_1067",6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"246","19_1067_6","IFN2","19_1067",34.66,20.48,7.34,329.54,15.49,64.35,35.83,0.37,3.07,4.62,5.33,113.84,74.79,39.04,0,0,65.61,103.25,56.58,5.01,14.23,21.11,96.93,0,0,0,"Nodo 3 - Pies inventariados",4.73,1.84,15.75,"19_1067_7","IFN3","19_1067",7,5,6,31.83,21.8,7,373.25,7.17,68.49,32.11,0.47,3.41,3.68,4.49,122.57,80.8,41.77,0,0,72.94,111.17,62.68,6.1,16.44,25.14,110.36,"Nodo 1 - Pies mayores",6.05,1.5
"247","19_1067_7","IFN2","19_1067",34.66,20.21,7.94,320.87,16.63,63.5,39.28,0.36,3.02,5.05,5.83,119.78,78.77,41.01,0,0,65.41,106.81,57.74,4.81,13.79,20.34,96.68,0,0,0,"Nodo 3 - Pies inventariados",4.71,1.94,15.5,"19_1067_8","IFN3","19_1067",8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"248","19_1067_8","IFN2","19_1067",34.66,20.04,8.53,315.55,17.75,62.97,42.57,0.36,2.97,5.48,6.32,126.46,83.25,43.2,0,0,65.81,115.96,59.31,4.68,13.53,19.87,97.39,0,0,0,"Nodo 3 - Pies inventariados",4.69,2.03,15.35,"19_1067_9","IFN3","19_1067",9,6,8,31.83,21.25,7.5,354.66,9.54,66.76,35.29,0.46,3.31,4.02,4.88,124.8,82.25,42.55,0,0,70.94,112.84,61.97,5.63,15.49,23.4,106.49,"Nodo 1 - Pies mayores",5.9,1
"249","19_1067_9","IFN2","19_1067",34.66,18.99,7.98,283.2,22,59.66,42.03,0.35,2.82,5.18,5.94,106.73,69.89,36.84,0,0,0,95.51,50.76,3.95,11.93,17.07,83.72,0,0,0,"Nodo 3 - Pies inventariados",4.64,1.98,14.35,"19_1067_10","IFN3","19_1067",10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"250","19_1067_999",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1067_24","IFN3","19_1067",24,15,999,14.15,22.9,7.5,411.87,5.4,71.94,32.75,0.47,3.58,3.94,4.82,144.17,95.52,48.64,0,0,81.94,130.36,72.59,7.11,18.43,28.86,127,"Nodo 1 - Pies mayores",.,.
"251","19_1074_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1074_6","IFN3","19_1074",6,6,0,14.15,23.45,7.3,431.89,3.63,73.67,31.13,0.47,3.66,3.88,4.71,146.99,97.5,49.5,0,0,85.05,132.79,75.06,7.67,19.47,30.85,133.05,"Nodo 1 - Pies mayores",.,.
"252","19_1074_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1074_10","IFN3","19_1074",10,10,0,31.83,18.7,7.1,274.65,14.66,58.75,37.97,0.44,2.89,3.96,4.73,92.44,60.3,32.14,0,0,0,80.21,45.72,3.77,11.51,16.35,77.35,"Nodo 1 - Pies mayores",.,.
"253","19_1074_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1074_19","IFN3","19_1074",19,19,0,31.83,20.1,5.6,317.31,8.84,63.15,27.86,0.47,3.16,2.98,3.58,84.28,54.95,29.33,0,0,0,72.29,45.99,4.72,13.61,20.02,84.35,"Nodo 1 - Pies mayores",.,.
"254","19_1074_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1074_5","IFN3","19_1074",5,5,0,14.15,23.9,7.8,448.63,2.37,75.08,32.64,0.47,3.72,4.15,5.05,162.67,108.21,54.46,0,0,90,146.31,81.41,8.14,20.35,32.54,142.43,"Nodo 1 - Pies mayores",.,.
"255","19_1074_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1074_7","IFN3","19_1074",7,7,0,31.83,13.35,5.2,139.98,21.02,41.94,38.95,0.44,2.08,2.91,3.44,35.6,22.51,13.09,0,0,0,27.84,18.49,1.31,5.27,6.36,31.42,"Nodo 1 - Pies mayores",.,.
"256","19_1074_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1074_9","IFN3","19_1074",9,9,0,31.83,19.5,6.2,298.65,12.81,61.26,31.79,0.45,3.04,3.39,4.06,87.8,57.26,30.54,0,0,0,78.4,45.94,4.29,12.69,18.39,81.31,"Nodo 1 - Pies mayores",.,.
"257","19_1074_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1074_1","IFN3","19_1074",1,1,0,31.83,16.25,5.2,207.39,18.61,51.05,32,0.45,2.54,2.88,3.42,52.02,33.35,18.67,0,0,0,45.28,28.02,2.42,8.31,11.03,49.79,"Nodo 1 - Pies mayores",.,.
"258","19_1074_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1074_14","IFN3","19_1074",14,14,0,14.15,22.9,7.4,411.87,4.24,71.94,32.31,0.47,3.57,3.95,4.79,142.29,94.25,48.04,0,0,81.52,129.03,71.99,7.11,18.43,28.86,126.4,"Nodo 1 - Pies mayores",.,.
"259","19_1074_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1074_15","IFN3","19_1074",15,15,0,31.83,17.7,6.8,246.06,16.41,55.61,38.42,0.44,2.74,3.81,4.54,79.71,51.74,27.97,0,0,0,70.22,39.63,3.17,10.14,14.02,66.95,"Nodo 1 - Pies mayores",.,.
"260","19_1074_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1074_17","IFN3","19_1074",17,17,0,31.83,19.7,5.8,304.81,11.84,61.89,29.44,0.46,3.09,3.14,3.76,83.9,54.67,29.23,0,0,0,71.39,45.04,4.43,12.99,18.93,81.4,"Nodo 1 - Pies mayores",.,.
"261","19_1074_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1074_18","IFN3","19_1074",18,18,0,31.83,14.05,6.2,155.04,20.52,44.14,44.13,0.43,2.18,3.51,4.16,46.65,29.73,16.93,0,0,0,38.92,22.97,1.53,5.93,7.34,37.77,"Nodo 1 - Pies mayores",.,.
"262","19_1074_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1074_21","IFN3","19_1074",21,21,0,14.15,26.35,9.2,545.32,0.88,82.78,34.91,0.46,4.06,4.96,6.04,230.71,155.14,75.57,0,0,175,213.47,110.82,11.06,25.52,42.78,190.17,"Nodo 1 - Pies mayores",.,.
"263","19_1074_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1074_22","IFN3","19_1074",22,22,0,14.15,23.6,7.3,437.44,3.01,74.14,30.93,0.47,3.68,3.87,4.7,148.81,98.75,50.06,0,0,86.1,134.43,76.08,7.82,19.76,31.41,135.07,"Nodo 1 - Pies mayores",.,.
"264","19_1074_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1074_26","IFN3","19_1074",26,26,0,31.83,16.95,4.9,225.65,17.19,53.25,28.91,0.45,2.66,2.68,3.19,53.25,34.19,19.06,0,0,0,42.63,29.53,2.77,9.17,12.42,53.88,"Nodo 1 - Pies mayores",.,.
"265","19_1074_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1074_8","IFN3","19_1074",8,8,0,31.83,16.2,6.6,206.12,19.27,50.89,40.74,0.43,2.5,3.73,4.43,65.27,42.07,23.2,0,0,0,57.69,32.26,2.4,8.25,10.94,53.85,"Nodo 1 - Pies mayores",.,.
"266","19_1074_1","IFN2","19_1074",39.06,21.13,7.19,350.59,8.06,66.38,34.02,0.47,3.3,3.81,4.64,118.41,77.94,40.48,0,0,69.17,107.7,59.64,5.52,15.28,23.03,103.48,0,0,0,"Nodo 3 - Pies inventariados",5.58,2.19,15.55,"19_1074_2","IFN3","19_1074",2,2,1,31.83,19.85,5.9,309.46,10.85,62.36,29.72,0.46,3.11,3.18,3.82,86.57,56.46,30.11,0,0,0,77.51,46.26,4.54,13.22,19.33,83.36,"Nodo 1 - Pies mayores",4.3,0.9
"267","19_1074_10","IFN2","19_1074",39.06,18.73,5.39,275.5,12.79,58.84,28.78,0.47,2.95,2.85,3.44,70.85,45.92,24.93,0,0,0,61.26,38.68,3.78,11.56,16.43,70.45,0,0,0,"Nodo 3 - Pies inventariados",5.48,1.89,13.25,"19_1074_24","IFN3","19_1074",24,24,10,31.83,16.75,4.7,220.35,17.91,52.62,28.06,0.45,2.63,2.57,3.06,49.97,32.03,17.94,0,0,0,40.47,28.07,2.66,8.92,12.01,51.66,"Nodo 1 - Pies mayores",3.5,1.2
"268","19_1074_11","IFN2","19_1074",55.57,23.19,5.83,422.26,2.79,72.84,25.13,0.49,3.68,2.95,3.62,115.42,76.09,39.33,0,0,76.88,103.32,63.77,7.4,18.97,29.89,120.02,0,0,0,"Nodo 3 - Pies inventariados",5.69,1.83,17.5,"19_1074_25","IFN3","19_1074",25,25,11,14.15,25.45,6.1,508.7,1.65,79.95,23.97,0.48,4.02,3.16,3.84,144.45,95.96,48.49,0,0,93.55,128.76,79.87,9.91,23.54,38.81,152.13,"Nodo 1 - Pies mayores",7.95,2.1
"269","19_1074_12","IFN2","19_1074",55.57,25.28,8.82,501.76,0,79.41,34.88,0.48,3.93,4.6,5.67,204.22,136.78,67.43,0,0,102.19,186.11,98.84,9.7,23.17,38.07,169.77,0,0,0,"Nodo 3 - Pies inventariados",5.73,2.32,19.55,"19_1074_27","IFN3","19_1074",27,27,12,14.15,28.15,7.5,622.37,0,88.44,26.64,0.48,4.4,3.93,4.79,214.68,144.34,70.34,0,0,113.93,194.12,112.33,13.61,29.74,51.49,207.16,"Nodo 1 - Pies mayores",8.6,1
