"","X","TREE_ID","INVENTORY_ID_IFN2","PLOT_ID.x","TREE_ID_IFN3_2.x","TREE_ID_IFN3.x","TREE_ID_IFN2.x","TREE_ID_compare","expan_IFN2","dbh_IFN2","h_IFN2","g_IFN2","bal_IFN2","circ_normal_IFN2","esbeltez_IFN2","cr_IFN2","lcw_IFN2","hcb_IFN2","hlcw_IFN2","vob_IFN2","vub_IFN2","vbark_IFN2","v_desenrollo.x","v_chapa.x","v_sierra_gruesa_IFN2","v_sierra_IFN2","v_sierra_canter_IFN2","v_poste.x","v_estaca.x","v_trituracion_IFN2","wsw_IFN2","wthickb_IFN2","wb2_7_IFN2","wtbl_IFN2","wr_IFN2","wt_IFN2","sheet_SM4_IFN2","dbh_i_IFN2","h_i_IFN2","dbh","TREE_ID.y","INVENTORY_ID_IFN3","PLOT_ID.y","TREE_ID_IFN3_2.y","TREE_ID_IFN3.y","TREE_ID_IFN2.y","expan_IFN3","dbh_IFN3","h_IFN3","g_IFN3","bal_IFN3","g_ha","circ_normal_IFN3","esbeltez_IFN3","cr_IFN3","lcw_IFN3","hcb_IFN3","hlcw_IFN3","vob_IFN3","vub_IFN3","vbark_IFN3","v_ha","v_desenrollo.y","v_chapa.y","v_sierra_gruesa_IFN3","v_sierra_IFN3","v_sierra_canter_IFN3","v_poste.y","v_estaca.y","v_trituracion_IFN3","wsw_IFN3","wthickb_IFN3","wb2_7_IFN3","wtbl_IFN3","wr_IFN3","wt_IFN3","sheet_SM4_IFN3","dbh_i_IFN3","h_i_IFN3"
"370",370,"5_1035_7","IFN2","5_1035",NA,NA,7,NA,16.6,27.76,10.08,605.18,10.37,87.21,36.3,0.46,4.92,5.45,6.66,263.23,251.64,11.59,0,0,0,0,178.1,0,27.52,245.96,119.56,0,33.55,55.15,100.17,308.43,"Nodo 3 - Pies inventariados",1.51,1.08,26.25,"5_1035_9","IFN3","5_1035",9,9,7,14.15,30.55,13.1,733.01,18.23,1.04,95.98,42.88,0.39,4.92,7.99,9.47,413.31,396.28,17.04,5.85,0,0,0,0,287.41,252.85,28.08,387.78,188.28,0,34.46,50.3,121.33,394.38,"Nodo 1 - Pies inventariados",4.3,4.1
"371",371,"5_1035_8","IFN2","5_1035",NA,NA,8,NA,16.57,23.97,9.57,451.43,16.42,75.32,39.91,0.45,4.25,5.31,6.44,190.3,178.27,12.03,0,0,0,0,88.33,0,44.63,175.47,84.7,0,23.51,42.4,74.72,225.34,"Nodo 3 - Pies inventariados",1.42,1.07,22.55,"5_1035_13","IFN3","5_1035",13,13,8,14.15,31.65,11.6,786.75,13.82,1.11,99.43,36.65,0.41,5.3,6.86,8.23,388.55,376.62,11.92,5.5,0,0,0,156.68,223.97,251.61,25.92,364.53,178.95,0,42.35,62.56,130.22,414.08,"Nodo 1 - Pies inventariados",9.1,3.1
"372",372,"5_1035_9","IFN2","5_1035",NA,NA,9,NA,16.62,34.82,12.08,952.13,3.34,109.38,34.69,0.47,6,6.43,7.85,483.39,474.63,8.76,0,0,0,188.87,221.43,246.6,23.67,453.95,225.51,0,53.05,73.64,157.6,509.8,"Nodo 3 - Pies inventariados",1.62,1.08,33.2,"5_1035_15","IFN3","5_1035",15,15,9,14.15,37.85,14.2,1125.18,7.24,1.59,118.91,37.52,0.41,6.08,8.34,9.97,667.79,659.36,8.42,9.45,0,0,0,396.39,223.76,248.67,22.01,633.96,313.29,0.05,57.67,73.43,186.24,630.67,"Nodo 1 - Pies inventariados",4.65,3.2
"373",373,"5_1035_999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5_1035_14","IFN3","5_1035",14,14,999,14.15,31.2,12.7,764.54,17.15,1.08,98.02,40.71,0.39,5.08,7.69,9.14,415.99,400.7,15.29,5.89,0,0,0,156.68,290.44,256.56,27.19,389.8,190.39,0,37.54,54.61,126.55,409.08,"Nodo 1 - Pies inventariados",NA,NA
"374",374,"5_1037_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5_1037_21","IFN3","5_1037",21,10,0,14.15,23.05,6.7,417.28,1.86,0.59,72.41,29.07,0.54,4.53,3.07,3.96,121.94,115.38,6.56,1.73,0,0,0,0,72.2,0,26.97,106.92,54.82,0,29.08,58.66,69.07,211.63,"Nodo 1 - Pies inventariados",NA,NA
"375",375,"5_1037_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5_1037_3","IFN3","5_1037",3,1,0,14.15,23.9,8.3,448.63,0,0.63,75.08,34.73,0.54,4.57,3.83,4.91,163.07,153.67,9.4,2.31,0,0,0,0,83.68,0,28.18,149.3,73.01,0,26.49,49.62,74.26,223.38,"Nodo 1 - Pies inventariados",NA,NA
"376",376,"5_1037_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5_1037_33","IFN3","5_1037",33,17,0,14.15,22.75,10.1,406.49,3.03,0.58,71.47,44.4,0.52,4.19,4.83,6.1,182.77,169.43,13.35,2.59,0,0,0,0,81.54,0,48.62,167.82,80.5,0,19.4,35.51,67.28,202.69,"Nodo 1 - Pies inventariados",NA,NA
"377",377,"5_1037_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5_1037_34","IFN3","5_1037",34,18,0,14.15,23,10,415.48,2.45,0.59,72.26,43.48,0.52,4.25,4.77,6.02,184.57,171.46,13.11,2.61,0,0,0,0,82.81,0,47.95,168.32,81.47,0,20.17,36.79,68.77,207.19,"Nodo 1 - Pies inventariados",NA,NA
"378",378,"5_1037_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5_1037_35","IFN3","5_1037",35,19,0,14.15,23.25,9.1,424.56,1.26,0.6,73.04,39.14,0.53,4.37,4.27,5.43,170.62,159.44,11.18,2.41,0,0,0,0,81.97,0,44.89,153.4,75.75,0,22.61,42,70.27,210.64,"Nodo 1 - Pies inventariados",NA,NA
"379",379,"5_1037_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5_1037_7","IFN3","5_1037",7,2,0,31.83,16.6,7.4,216.42,13.97,0.69,52.15,44.58,0.5,3.16,3.67,4.61,73.81,66.09,7.71,2.35,0,0,0,0,0,0,56.94,66.72,31.4,0,10.81,25.41,35.82,103.45,"Nodo 1 - Pies inventariados",NA,NA
"381",381,"5_1037_10","IFN2","5_1037",NA,NA,10,NA,36.07,14.83,6.75,172.62,10.07,46.57,45.55,0.49,2.82,3.46,4.36,54.44,48.11,6.34,0,0,0,0,0,0,39.29,47.69,22.86,0,8.61,22.02,28.57,82.06,"Nodo 3 - Pies inventariados",0.880000000000001,0.75,13.95,"5_1037_12","IFN3","5_1037",12,6,10,31.83,16.8,8.5,221.67,13.26,0.71,52.78,50.6,0.5,3.13,4.24,5.3,87.22,77.76,9.46,2.78,0,0,0,0,0,0,63.58,79.55,36.95,0,9.86,22.24,36.69,105.74,"Nodo 1 - Pies inventariados",2.85,2.5
"383",383,"5_1037_12","IFN2","5_1037",NA,NA,12,NA,36.14,18.14,6.76,258.54,2.02,57,37.26,0.51,3.5,3.32,4.24,79.13,72.13,7,0,0,0,0,0,0,49.05,68.96,34.27,0,14.97,34.3,42.79,126.33,"Nodo 3 - Pies inventariados",0.940000000000001,0.76,17.2,"5_1037_14","IFN3","5_1037",14,7,12,31.83,21.45,8.3,361.36,4.8,1.15,67.39,38.69,0.52,4.07,3.94,5,133.56,123.78,9.78,4.25,0,0,0,0,68.53,0,46.94,122.28,58.81,0,19.69,39.12,59.81,177.44,"Nodo 1 - Pies inventariados",4.25,2.3
"388",388,"5_1037_17","IFN2","5_1037",NA,NA,17,NA,36.1,15.64,7.26,192.17,6.79,49.14,46.4,0.49,2.96,3.69,4.64,64.82,57.56,7.25,0,0,0,0,0,0,43.04,55.29,27.35,0,9.35,22.8,31.81,91.31,"Nodo 3 - Pies inventariados",0.890000000000001,0.76,14.75,"5_1037_19","IFN3","5_1037",19,8,17,31.83,18.35,7.7,264.46,10.82,0.84,57.65,41.96,0.51,3.49,3.76,4.74,92.57,84.04,8.54,2.95,0,0,0,0,0,0,51.04,82.73,39.93,0,13.73,30.26,43.77,127.7,"Nodo 1 - Pies inventariados",3.6,1.2
"389",389,"5_1037_18","IFN2","5_1037",NA,NA,18,NA,36.09,15.59,6.76,190.97,7.49,48.99,43.33,0.49,2.98,3.41,4.32,59.79,53.24,6.54,0,0,0,0,0,0,41.76,52.38,25.3,0,9.88,24.6,31.61,91.39,"Nodo 3 - Pies inventariados",0.890000000000001,0.76,14.7,"5_1037_20","IFN3","5_1037",20,9,18,31.83,19.75,6.8,306.35,8.05,0.98,62.05,34.43,0.52,3.84,3.23,4.12,93.11,85.97,7.14,2.96,0,0,0,0,0,0,45.11,81.41,40.85,0,18.79,41.05,50.71,151.39,"Nodo 1 - Pies inventariados",5.05,0.8
"390",390,"5_1037_19","IFN2","5_1037",NA,NA,19,NA,36.07,14.83,5.75,172.85,9.44,46.61,38.78,0.5,2.89,2.88,3.69,46.1,41.03,5.06,0,0,0,0,0,0,36.3,38.78,19.5,0,9.96,26.53,28.61,84.6,"Nodo 3 - Pies inventariados",0.880000000000001,0.75,13.95,"5_1037_22","IFN3","5_1037",22,11,19,31.83,20.35,6.1,325.25,7.01,1.04,63.93,29.98,0.53,4.01,2.85,3.67,87.84,81.88,5.96,2.8,0,0,0,0,0,0,28.34,78.02,38.9,0,22.49,49.7,53.84,164.92,"Nodo 1 - Pies inventariados",6.4,1.1
"393",393,"5_1037_21","IFN2","5_1037",NA,NA,21,NA,36.12,16.92,7.76,224.76,2.95,53.15,45.9,0.5,3.19,3.89,4.9,80.37,72.02,8.35,0,0,0,0,0,0,60.61,71.73,34.22,0,10.91,25.06,37.2,107.39,"Nodo 3 - Pies inventariados",0.920000000000002,0.76,16,"5_1037_24","IFN3","5_1037",24,12,21,31.83,21.85,8.9,374.97,3.61,1.19,68.64,40.73,0.53,4.11,4.23,5.36,148.65,137.72,10.93,4.73,0,0,0,0,72.51,0,47.32,134.86,65.44,0,19.46,37.59,62.06,184.55,"Nodo 1 - Pies inventariados",5.85,1.9
"394",394,"5_1037_22","IFN2","5_1037",NA,NA,22,NA,36.15,19.01,7.26,283.69,0,59.71,38.22,0.51,3.63,3.55,4.53,92.92,85.04,7.89,0,0,0,0,0,0,48.33,83.91,40.4,0,15.93,34.96,46.96,138.26,"Nodo 3 - Pies inventariados",0.960000000000001,0.76,18.05,"5_1037_25","IFN3","5_1037",25,13,22,14.15,23.65,9.1,439.29,0.63,0.62,74.3,38.48,0.53,4.45,4.25,5.42,176.08,164.97,11.1,2.49,0,0,0,0,84.59,0,43.92,162.47,78.38,0,23.7,43.61,72.71,218.4,"Nodo 1 - Pies inventariados",5.6,2.6
"397",397,"5_1037_25","IFN2","5_1037",NA,NA,25,NA,36.1,15.75,7.26,194.72,6.09,49.47,46.11,0.49,2.98,3.67,4.63,65.63,58.34,7.29,0,0,0,0,0,0,43.58,55.98,27.72,0,9.52,23.13,32.23,92.59,"Nodo 3 - Pies inventariados",0.9,0.76,14.85,"5_1037_28","IFN3","5_1037",28,14,25,31.83,19.05,8.1,285.02,9.03,0.91,59.85,42.52,0.51,3.6,3.93,4.96,104.59,95.27,9.31,3.33,0,0,0,0,0,0,50.87,92.57,45.27,0,14.54,30.99,47.18,137.98,"Nodo 1 - Pies inventariados",4.2,1.6
"399",399,"5_1037_27","IFN2","5_1037",NA,NA,27,NA,36.03,13.79,6.74,149.38,15.42,43.33,48.89,0.47,2.6,3.55,4.44,47.57,41.57,6,0,0,0,0,0,0,35.56,41.63,19.75,0,7.07,18.82,24.72,70.36,"Nodo 3 - Pies inventariados",0.84,0.74,12.95,"5_1037_30","IFN3","5_1037",30,15,27,31.83,18.85,8.4,279.07,9.93,0.89,59.22,44.56,0.51,3.54,4.11,5.17,106.54,96.74,9.8,3.39,0,0,0,0,0,0,63.04,97.74,45.96,0,13.67,29.04,46.19,134.87,"Nodo 1 - Pies inventariados",5.9,2.4
"400",400,"5_1037_28","IFN2","5_1037",NA,NA,28,NA,130,8.98,5.26,63.37,23.92,28.22,58.56,0.47,1.73,2.8,3.54,16.63,13.75,2.87,0,0,0,0,0,0,9.05,12.67,6.54,0,2.73,9.76,10.49,29.51,"Nodo 3 - Pies inventariados",0.73,0.76,8.25,"5_1037_31","IFN3","5_1037",31,16,28,127.32,11.7,5.8,107.51,14.66,1.37,36.76,49.57,0.51,2.29,2.82,3.59,30,25.73,4.26,3.82,0,0,0,0,0,0,24.08,25.22,12.23,0,5.16,15.59,17.8,50.78,"Nodo 1 - Pies inventariados",3.45,1.3
"408",408,"5_1037_7","IFN2","5_1037",NA,NA,7,NA,36.08,14.88,6.76,173.87,8.82,46.74,45.41,0.49,2.84,3.44,4.34,54.83,48.48,6.35,0,0,0,0,0,0,39.58,48.04,23.03,0,8.69,22.19,28.78,82.69,"Nodo 3 - Pies inventariados",0.880000000000001,0.76,14,"5_1037_9","IFN3","5_1037",9,3,7,31.83,17.7,8.7,246.06,12.48,0.78,55.61,49.15,0.5,3.29,4.33,5.42,98.4,88.34,10.05,3.13,0,0,0,0,0,0,68.97,89.25,41.97,0,11.15,24.28,40.73,118.13,"Nodo 1 - Pies inventariados",3.7,2.7
"409",409,"5_1037_8","IFN2","5_1037",NA,NA,8,NA,36.14,18.7,6.76,274.74,1.03,58.76,36.15,0.51,3.61,3.3,4.22,83.7,76.66,7.05,0,0,0,0,0,0,47.88,72.94,36.42,0,16.26,36.66,45.48,134.83,"Nodo 3 - Pies inventariados",0.949999999999999,0.76,17.75,"5_1037_10","IFN3","5_1037",10,4,8,31.83,20.6,9.6,333.29,5.95,1.06,64.72,46.6,0.52,3.81,4.65,5.85,144.31,132.04,12.27,4.59,0,0,0,0,66.79,0,51.59,133.38,62.74,0,15.47,30.26,55.17,163.63,"Nodo 1 - Pies inventariados",2.85,3.6
"410",410,"5_1037_9","IFN2","5_1037",NA,NA,9,NA,36.05,14.46,6.24,164.26,13.74,45.43,43.17,0.48,2.77,3.23,4.07,47.9,42.32,5.59,0,0,0,0,0,0,36.53,39.28,20.11,0,8.63,22.83,27.19,78.76,"Nodo 3 - Pies inventariados",0.860000000000001,0.74,13.6,"5_1037_11","IFN3","5_1037",11,5,9,31.83,18.1,8.4,257.3,11.66,0.82,56.86,46.41,0.51,3.39,4.15,5.21,98.85,89.19,9.65,3.15,0,0,0,0,0,0,66.26,90.68,42.38,0,12.23,26.56,42.59,123.76,"Nodo 1 - Pies inventariados",4.5,2.9
"412",412,"5_390_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5_390_10","IFN3","5_390",10,10,0,31.83,15.3,6,183.85,0.8,0.59,48.07,39.22,0.56,3.07,2.62,3.45,51,45.52,5.47,1.62,0,0,0,0,0,0,38.01,42.33,21.63,0,10.44,27.05,30.43,89.55,"Nodo 1 - Pies inventariados",NA,NA
"418",418,"5_390_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5_390_16","IFN3","5_390",16,16,0,31.83,13.2,5.5,136.85,2.83,0.44,41.47,41.67,0.56,2.67,2.41,3.18,35.46,31.06,4.4,1.13,0,0,0,0,0,0,29.05,30.23,14.76,0,7.53,21.62,22.65,66.56,"Nodo 1 - Pies inventariados",NA,NA
"419",419,"5_390_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5_390_17","IFN3","5_390",17,17,0,31.83,14,5.5,153.94,1.39,0.49,43.98,39.29,0.57,2.84,2.39,3.16,39.52,34.94,4.58,1.26,0,0,0,0,0,0,32.38,33.7,16.6,0,8.85,24.6,25.48,75.53,"Nodo 1 - Pies inventariados",NA,NA
"420",420,"5_390_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5_390_18","IFN3","5_390",18,18,0,31.83,12.55,6,123.7,4.09,0.39,39.43,47.81,0.55,2.51,2.67,3.5,35.38,30.63,4.75,1.13,0,0,0,0,0,0,27.95,29.36,14.55,0,6.06,17.5,20.48,58.59,"Nodo 1 - Pies inventariados",NA,NA
"423",423,"5_390_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5_390_4","IFN3","5_390",4,4,0,31.83,17.9,5.5,251.65,0,0.8,56.23,30.73,0.57,3.63,2.37,3.14,62.21,57.12,5.09,1.98,0,0,0,0,0,0,44.55,53.04,27.14,0,17.36,42.23,41.65,128.39,"Nodo 1 - Pies inventariados",NA,NA
"428",428,"5_390_1","IFN2","5_390",NA,NA,1,NA,150.18,8.8,4.96,60.85,1.28,27.65,56.38,0.68,1.91,1.56,2.62,15.07,12.46,2.61,0,0,0,0,0,0,8.5,11.76,5.92,0,2.72,9.98,10.07,28.7,"Nodo 3 - Pies inventariados",1.1,0.46,7.7,"5_390_5","IFN3","5_390",5,5,1,127.32,10.65,5.5,89.08,6.96,1.13,33.46,51.64,0.55,2.14,2.47,3.24,23.86,20.22,3.64,3.04,0,0,0,0,0,0,12.6,17.74,9.61,0,4.18,13.48,14.74,42.02,"Nodo 1 - Pies inventariados",2.95,1
"430",430,"5_614_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5_614_11","IFN3","5_614",11,11,0,31.83,13.4,6.5,141.03,9.57,0.45,42.1,48.51,0.5,2.58,3.22,4.08,43.41,37.83,5.58,1.38,0,0,0,0,0,0,33.06,38.2,17.97,0,6.75,18.43,23.34,66.5,"Nodo 1 - Pies inventariados",NA,NA
"431",431,"5_614_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5_614_13","IFN3","5_614",13,13,0,31.83,12.7,6.5,126.68,11.76,0.4,39.9,51.18,0.5,2.44,3.26,4.12,39.31,33.98,5.33,1.25,0,0,0,0,0,0,29.94,31.59,16.15,0,5.83,16.38,20.97,59.32,"Nodo 1 - Pies inventariados",NA,NA
"432",432,"5_614_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5_614_24","IFN3","5_614",24,24,0,31.83,13.15,7.5,135.81,10.91,0.43,41.31,57.03,0.49,2.48,3.8,4.76,48.69,42.04,6.65,1.55,0,0,0,0,0,0,42.43,41.16,19.97,0,5.64,14.99,22.48,63.08,"Nodo 1 - Pies inventariados",NA,NA
"433",433,"5_614_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5_614_9","IFN3","5_614",9,9,0,127.32,8.2,6,52.81,14.99,0.67,25.76,73.17,0.49,1.58,3.04,3.84,16.13,13.08,3.05,2.05,0,0,0,0,0,0,8.02,11.48,6.21,0,1.89,6.86,8.74,23.71,"Nodo 1 - Pies inventariados",NA,NA
"434",434,"5_614_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5_614_26","IFN3","5_614",26,26,0,31.83,13.35,5.5,139.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"435",435,"5_614_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5_614_1","IFN3","5_614",1,1,1,14.15,32,10.5,804.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",2.4,2.5
"436",436,"5_614_10","IFN2","5_614",NA,NA,10,NA,37.6,14.32,6.84,160.98,8.31,44.98,47.77,0.52,2.78,3.25,4.15,51.73,45.44,6.29,0,0,0,0,0,0,37.79,45.12,21.59,0,7.73,20.1,26.65,76.07,"Nodo 3 - Pies inventariados",1.17,0.84,13.15,"5_614_12","IFN3","5_614",12,12,10,31.83,13.75,6,148.49,8.63,0.47,43.2,43.64,0.51,2.68,2.93,3.75,41.87,36.77,5.1,1.33,0,0,0,0,0,0,33.08,34.75,17.47,0,7.79,21.39,24.58,71.23,"Nodo 1 - Pies inventariados",0.6,0
"437",437,"5_614_11","IFN2","5_614",NA,NA,11,NA,37.58,13.8,6.84,149.6,9.49,43.36,49.56,0.52,2.67,3.27,4.17,48.34,42.23,6.12,0,0,0,0,0,0,35.96,42.16,20.06,0,7,18.54,24.76,70.36,"Nodo 3 - Pies inventariados",1.15,0.84,12.65,"5_614_14","IFN3","5_614",14,14,11,31.83,12.95,6.5,131.71,11.34,0.42,40.68,50.19,0.5,2.49,3.26,4.11,40.76,35.33,5.42,1.3,0,0,0,0,0,0,31.04,35.87,16.79,0,6.15,17.09,21.8,61.83,"Nodo 1 - Pies inventariados",0.299999999999999,0.5
"438",438,"5_614_12","IFN2","5_614",NA,NA,12,NA,37.66,16.94,6.84,225.3,2.92,53.21,40.39,0.54,3.31,3.15,4.06,70.56,63.6,6.95,0,0,0,0,0,0,46.97,61.54,30.22,0,12.26,29.08,37.29,108.85,"Nodo 3 - Pies inventariados",1.24,0.84,15.7,"5_614_15","IFN3","5_614",15,15,12,31.83,13.4,7,141.03,10.02,0.45,42.1,52.24,0.5,2.56,3.51,4.42,46.9,40.74,6.16,1.49,0,0,0,0,0,0,34.48,40.47,19.36,0,6.32,16.92,23.34,65.94,"Nodo 1 - Pies inventariados",NA,1
"439",439,"5_614_13","IFN2","5_614",NA,NA,13,NA,37.57,13.7,6.34,147.39,10.61,43.04,46.25,0.52,2.68,3.03,3.87,44.02,38.54,5.48,0,0,0,0,0,0,34.02,35.76,18.31,0,7.34,19.92,24.4,69.97,"Nodo 3 - Pies inventariados",1.15,0.84,12.55,"5_614_16","IFN3","5_614",16,16,13,31.83,13.25,6.5,137.89,10.47,0.44,41.63,49.06,0.5,2.55,3.24,4.1,42.52,36.99,5.53,1.35,0,0,0,0,0,0,32.38,37.42,17.57,0,6.55,17.98,22.82,64.92,"Nodo 1 - Pies inventariados",0.699999999999999,1
"440",440,"5_614_14","IFN2","5_614",NA,NA,14,NA,37.65,16.32,7.34,209.15,3.76,51.27,44.99,0.53,3.16,3.42,4.38,70.93,63.37,7.56,0,0,0,0,0,0,55.59,64.15,30.11,0,10.39,24.7,34.62,99.82,"Nodo 3 - Pies inventariados",1.22,0.84,15.1,"5_614_17","IFN3","5_614",17,17,14,31.83,17.45,7.5,239.16,5.55,0.76,54.82,42.98,0.51,3.32,3.7,4.66,82.08,74.02,8.06,2.61,0,0,0,0,0,0,61.36,73.96,35.17,0,12.25,27.93,39.59,114.93,"Nodo 1 - Pies inventariados",2.35,1
"441",441,"5_614_15","IFN2","5_614",NA,NA,15,NA,136.56,12.21,6.34,117.01,12.95,38.35,51.95,0.52,2.37,3.07,3.91,35.6,30.62,4.99,0,0,0,0,0,0,27.44,28.93,14.55,0,5.35,15.44,19.37,54.7,"Nodo 3 - Pies inventariados",1.11,0.84,11.1,"5_614_18","IFN3","5_614",18,18,15,127.32,12.15,7,115.94,12.17,1.48,38.17,57.61,0.49,2.31,3.55,4.45,39.15,33.49,5.65,4.98,0,0,0,0,0,0,28.77,33.78,15.91,0,4.83,13.64,19.19,53.58,"Nodo 1 - Pies inventariados",1.05,1.5
"442",442,"5_614_16","IFN2","5_614",NA,NA,16,NA,37.58,13.75,6.34,148.54,10.06,43.2,46.08,0.52,2.69,3.02,3.86,44.35,38.85,5.5,0,0,0,0,0,0,34.27,36.03,18.46,0,7.42,20.09,24.59,70.55,"Nodo 3 - Pies inventariados",1.15,0.84,12.6,"5_614_19","IFN3","5_614",19,19,16,31.83,13.7,6,147.41,9.11,0.47,43.04,43.8,0.51,2.67,2.94,3.76,41.59,36.5,5.09,1.32,0,0,0,0,0,0,32.86,34.52,17.34,0,7.71,21.22,24.4,70.67,"Nodo 1 - Pies inventariados",1.1,0.5
"443",443,"5_614_17","IFN2","5_614",NA,NA,17,NA,37.67,18.27,6.84,262.08,1.06,57.39,37.44,0.54,3.59,3.11,4.03,81.11,73.97,7.14,0,0,0,0,0,0,48.83,70.74,35.15,0,15.09,34.35,43.38,127.96,"Nodo 3 - Pies inventariados",1.27,0.84,17,"5_614_20","IFN3","5_614",20,20,17,31.83,18.9,7,280.55,2.15,0.89,59.38,37.04,0.52,3.65,3.36,4.28,88.49,81.04,7.45,2.82,0,0,0,0,0,0,48.29,76.35,38.51,0,16.22,36.04,46.44,137.21,"Nodo 1 - Pies inventariados",1.9,1
"444",444,"5_614_18","IFN2","5_614",NA,NA,18,NA,37.64,16.11,6.84,203.93,5.33,50.62,42.43,0.53,3.14,3.19,4.1,64.32,57.54,6.78,0,0,0,0,0,0,43.4,56.09,27.34,0,10.7,26.08,33.75,97.87,"Nodo 3 - Pies inventariados",1.21,0.84,14.9,"5_614_21","IFN3","5_614",21,21,18,31.83,16.85,7,222.99,6.31,0.71,52.94,41.54,0.51,3.23,3.44,4.35,71.59,64.42,7.17,2.28,0,0,0,0,0,0,46.58,61.77,30.61,0,11.84,28,36.91,107.36,"Nodo 1 - Pies inventariados",1.95,1
