"","TREE_ID","INVENTORY_ID_IFN2","PLOT_ID.x","TREE_ID_IFN3_2.x","TREE_ID_IFN3.x","TREE_ID_IFN2.x","TREE_ID_compare","expan_IFN2","dbh_IFN2","h_IFN2","g_IFN2","bal_IFN2","circ_normal_IFN2","esbeltez_IFN2","cr_IFN2","lcw_IFN2","hcb_IFN2","hlcw_IFN2","vob_IFN2","vub_IFN2","vbark_IFN2","v_desenrollo.x","v_chapa.x","v_sierra_gruesa_IFN2","v_sierra_IFN2","v_sierra_canter_IFN2","v_poste.x","v_estaca.x","v_trituracion_IFN2","wsw_IFN2","wthickb_IFN2","wb2_7_IFN2","wtbl_IFN2","wr_IFN2","wt_IFN2","sheet_SM4_IFN2","dbh_i_IFN2","h_i_IFN2","dbh","TREE_ID.y","INVENTORY_ID_IFN3","PLOT_ID.y","TREE_ID_IFN3_2.y","TREE_ID_IFN3.y","TREE_ID_IFN2.y","expan_IFN3","dbh_IFN3","h_IFN3","g_IFN3","bal_IFN3","g_ha","circ_normal_IFN3","esbeltez_IFN3","cr_IFN3","lcw_IFN3","hcb_IFN3","hlcw_IFN3","vob_IFN3","vub_IFN3","vbark_IFN3","v_ha","v_desenrollo.y","v_chapa.y","v_sierra_gruesa_IFN3","v_sierra_IFN3","v_sierra_canter_IFN3","v_poste.y","v_estaca.y","v_trituracion_IFN3","wsw_IFN3","wthickb_IFN3","wb2_7_IFN3","wtbl_IFN3","wr_IFN3","wt_IFN3","sheet_SM4_IFN3","dbh_i_IFN3","h_i_IFN3"
"992","9_1204_4","IFN2","9_1204",NA,NA,4,NA,31.83,18.73,7.9,275.4,4.42,58.83,42.17,0.48,3.47,4.14,5.19,98.66,89.74,8.92,0,0,0,0,0,0,50.98,87.81,42.64,0,14.19,30.74,45.58,133.15,"Nodo 3 - Pies inventariados",4.18,2.9,14.55,"9_1204_13","IFN3","9_1204",13,13,4,31.83,19.69,9.64,304.34,5.02,0.97,61.84,48.95,0.52,3.66,4.59,5.81,133.22,121.03,12.2,4.24,0,0,0,0,61.49,0,65.19,122.46,57.51,0,13.61,27.27,50.38,148.76,"Nodo 1 - Pies inventariados",5.14,4.64
"993","9_1204_5","IFN2","9_1204",NA,NA,5,NA,142.32,12.19,6.89,116.65,28.73,38.29,56.54,0.42,2.22,3.99,4.88,38.72,33.17,5.55,0,0,0,0,0,0,28.69,33.72,15.76,0,4.94,13.99,19.31,54,"Nodo 3 - Pies inventariados",4.04,2.89,8.15,"9_1204_14","IFN3","9_1204",14,14,5,127.32,9.84,7.45,76.12,13.88,0.97,30.93,75.72,0.51,1.88,3.65,4.61,28.35,23.42,4.94,3.61,0,0,0,0,0,0,20.12,24.05,11.13,0,2.56,7.99,12.6,34.28,"Nodo 1 - Pies inventariados",1.69,3.45
"994","9_1204_6","IFN2","9_1204",NA,NA,6,NA,127.32,15.05,7.89,177.87,18.38,47.28,52.41,0.44,2.73,4.43,5.43,65.83,57.9,7.93,0,0,0,0,0,0,53.12,58.55,27.51,0,7.8,19.03,29.44,83.78,"Nodo 3 - Pies inventariados",4.1,2.89,10.95,"9_1204_15","IFN3","9_1204",15,15,6,31.83,14.87,9.36,173.68,10.95,0.55,46.72,62.97,0.51,2.75,4.6,5.77,77.04,67.11,9.93,2.45,0,0,0,0,0,0,57.64,68.79,31.89,0,6.47,15.21,28.75,82.32,"Nodo 1 - Pies inventariados",3.92,4.36
"995","9_1204_7","IFN2","9_1204",NA,NA,7,NA,127.32,15.36,7.89,185.37,13.68,48.26,51.39,0.45,2.81,4.33,5.35,68.45,60.39,8.06,0,0,0,0,0,0,54.46,60.91,28.7,0,8.25,19.89,30.68,87.52,"Nodo 3 - Pies inventariados",4.11,2.89,11.25,"9_1204_16","IFN3","9_1204",16,16,7,31.83,16.34,9.55,209.82,7.86,0.67,51.35,58.4,0.52,3.03,4.61,5.82,93.59,82.65,10.93,2.98,0,0,0,0,0,0,65.59,83.1,39.27,0,8.24,18.31,34.73,100.56,"Nodo 1 - Pies inventariados",5.09,4.55
"996","9_1204_8","IFN2","9_1204",NA,NA,8,NA,127.32,16.39,7.9,210.93,8.39,51.48,48.2,0.47,3.02,4.22,5.26,77.17,68.76,8.4,0,0,0,0,0,0,58.74,68.7,32.67,0,9.84,22.91,34.91,100.34,"Nodo 3 - Pies inventariados",4.14,2.9,12.25,"9_1204_17","IFN3","9_1204",17,17,8,31.83,16.29,9.82,208.37,8.53,0.66,51.17,60.28,0.51,3,4.78,6.01,95.77,84.42,11.34,3.05,0,0,0,0,0,0,74.68,87.73,40.11,0,7.96,17.59,34.49,100.16,"Nodo 1 - Pies inventariados",4.04,4.82
"997","9_1204_9","IFN2","9_1204",NA,NA,9,NA,130.92,12.85,7.39,129.65,27.03,40.36,57.5,0.42,2.32,4.28,5.21,45.92,39.53,6.39,0,0,0,0,0,0,32.73,39.02,18.78,0,5.36,14.5,21.46,60.1,"Nodo 3 - Pies inventariados",4.05,2.89,8.8,"9_1204_18","IFN3","9_1204",18,18,9,127.32,11.83,8.68,109.86,12.48,1.4,37.16,73.41,0.51,2.21,4.27,5.36,46.65,39.36,7.29,5.94,0,0,0,0,0,0,38.57,40.45,18.7,0,3.7,10.03,18.18,50.61,"Nodo 1 - Pies inventariados",3.03,4.18
"998","9_1226_1","IFN2","9_1226",NA,NA,1,NA,131.11,14.77,9.1,171.23,8.98,46.39,61.63,0.51,2.74,4.49,5.63,73.81,64.31,9.5,0,0,0,0,0,0,56.46,66.36,30.55,0,6.51,15.48,28.34,80.88,"Nodo 3 - Pies inventariados",4.52,3.1,10.25,"9_1226_1","IFN3","9_1226",1,1,1,31.83,13.65,11.18,146.43,7.32,0.47,42.9,81.89,0.49,2.42,5.75,7.08,79.22,67.57,11.65,2.52,0,0,0,0,0,0,66.47,70.43,32.11,0,4.37,10.28,24.24,70.99,"Nodo 1 - Pies inventariados",3.4,5.18
"999","9_1226_10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1226_22","IFN3","9_1226",22,22,10,127.32,11.85,10.55,110.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",2.25,3.55
"1000","9_1226_11","IFN2","9_1226",NA,NA,11,NA,31.83,17.68,11.09,245.47,5.16,55.54,62.72,0.51,3.18,5.46,6.82,126.51,112.33,14.18,0,0,0,0,0,0,89.59,117.22,53.37,0,8.93,18.31,40.63,121.24,"Nodo 3 - Pies inventariados",4.58,3.09,13.1,"9_1226_23","IFN3","9_1226",23,23,11,31.83,17.62,10.91,243.75,4.51,0.78,55.34,61.92,0.49,3.15,5.51,6.83,123.56,109.73,13.83,3.93,0,0,0,0,0,0,89.46,114.25,52.14,0,8.98,18.51,40.34,119.97,"Nodo 1 - Pies inventariados",4.52,2.91
"1001","9_1226_12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1226_26","IFN3","9_1226",26,26,12,127.32,11.55,10.32,104.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",2.8,2.82
"1002","9_1226_13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1226_31","IFN3","9_1226",31,31,13,127.32,10.24,10.59,82.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",1.94,4.09
"1003","9_1226_14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1226_42","IFN3","9_1226",42,42,14,127.32,12.44,8.91,121.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",3.24,1.91
"1004","9_1226_15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1226_47","IFN3","9_1226",47,47,15,127.32,10.82,9.09,92.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",2.27,3.09
"1005","9_1226_16","IFN2","9_1226",NA,NA,16,NA,31.83,17.43,10.09,238.53,5.95,54.75,57.89,0.51,3.19,4.94,6.19,111.61,99.3,12.31,0,0,0,0,0,0,83.2,102.4,47.18,0,9.35,19.79,39.48,115.8,"Nodo 3 - Pies inventariados",4.58,3.09,12.85,"9_1226_49","IFN3","9_1226",49,49,16,31.83,17.74,10.82,247.26,2.94,0.79,55.74,60.97,0.5,3.19,5.41,6.73,124.12,110.39,13.73,3.95,0,0,0,0,0,0,87.53,115.14,52.45,0,9.22,18.99,40.93,121.59,"Nodo 1 - Pies inventariados",4.89,3.82
"1006","9_1226_17","IFN2","9_1226",NA,NA,17,NA,131.11,13.54,8.11,143.9,11.22,42.52,59.88,0.51,2.55,4.01,5.03,55.7,48.14,7.56,0,0,0,0,0,0,47.4,49.32,22.87,0,5.69,14.61,23.82,66.99,"Nodo 3 - Pies inventariados",4.49,3.11,9.05,"9_1226_51","IFN3","9_1226",51,51,17,127.32,11.38,8.64,101.71,9.23,1.29,35.75,75.89,0.49,2.11,4.38,5.45,43.21,36.25,6.96,5.5,0,0,0,0,0,0,35.79,37.37,17.22,0,3.34,9.27,16.83,46.67,"Nodo 1 - Pies inventariados",2.33,3.64
"1007","9_1226_18","IFN2","9_1226",NA,NA,18,NA,131.11,13.17,8.1,136.16,14.94,41.36,61.53,0.49,2.46,4.09,5.1,52.89,45.52,7.38,0,0,0,0,0,0,45.01,46.82,21.63,0,5.28,13.75,22.54,63.2,"Nodo 3 - Pies inventariados",4.47,3.1,8.7,"9_1226_54","IFN3","9_1226",54,54,18,127.32,9.73,8.27,74.4,10.53,0.95,30.58,85,0.49,1.81,4.21,5.23,30.95,25.4,5.55,3.94,0,0,0,0,0,0,20.66,25.02,12.07,0,2.26,6.91,12.31,33.55,"Nodo 1 - Pies inventariados",1.03,3.27
"1008","9_1226_19","IFN2","9_1226",NA,NA,19,NA,31.83,18.45,10.59,267.49,1.91,57.98,57.4,0.52,3.37,5.1,6.41,130.56,116.93,13.62,0,0,0,0,56.36,0,73.38,121.45,55.56,0,10.47,21.21,44.28,131.52,"Nodo 3 - Pies inventariados",4.6,3.09,13.85,"9_1226_55","IFN3","9_1226",55,55,19,31.83,18.3,10.77,263.14,2.1,0.84,57.5,58.85,0.5,3.29,5.36,6.67,130.88,116.99,13.9,4.17,0,0,0,0,0,0,84.13,121.03,55.58,0,10.09,20.43,43.56,129.66,"Nodo 1 - Pies inventariados",4.45,3.27
"1009","9_1226_2","IFN2","9_1226",NA,NA,2,NA,131.11,13.32,8.6,139.38,13.11,41.85,64.59,0.5,2.47,4.33,5.39,57.56,49.49,8.07,0,0,0,0,0,0,47.8,50.06,23.51,0,5.17,13.17,23.07,64.92,"Nodo 3 - Pies inventariados",4.47,3.1,8.85,"9_1226_4","IFN3","9_1226",4,4,2,127.32,12.04,10.32,113.9,7.78,1.45,37.83,85.68,0.49,2.16,5.28,6.52,57.77,48.5,9.27,7.35,0,0,0,0,0,0,50.75,49.84,23.04,0,3.33,8.55,18.85,53.78,"Nodo 1 - Pies inventariados",3.19,4.82
"1010","9_1226_20","IFN2","9_1226",NA,NA,20,NA,31.83,17.79,9.59,248.61,4.37,55.89,53.9,0.52,3.29,4.64,5.83,109.98,98.38,11.59,0,0,0,0,0,0,72.06,101.57,46.75,0,10.36,21.95,41.15,120.21,"Nodo 3 - Pies inventariados",4.59,3.09,13.2,"9_1226_57","IFN3","9_1226",57,57,20,31.83,17.02,10.86,227.56,6.01,0.72,53.47,63.82,0.49,3.04,5.53,6.84,115.46,102.02,13.45,3.68,0,0,0,0,0,0,84.82,107.46,48.47,0,8.2,17.25,37.67,111.59,"Nodo 1 - Pies inventariados",3.82,4.36
"1011","9_1226_21","IFN2","9_1226",NA,NA,21,NA,31.83,20.2,10.09,320.33,0,63.45,49.95,0.53,3.73,4.78,6.04,146.51,133.35,13.16,0,0,0,0,65.35,0,65.27,134.42,63.36,0,14.01,27.36,53.02,157.76,"Nodo 3 - Pies inventariados",4.65,3.09,15.55,"9_1226_58","IFN3","9_1226",58,58,21,31.83,20.78,11.18,339.2,0,1.08,65.29,53.81,0.51,3.73,5.52,6.88,172.01,156.52,15.49,5.48,0,0,0,0,71.24,0,67.61,158.75,74.37,0,13.81,25.88,56.14,170.21,"Nodo 1 - Pies inventariados",5.23,4.18
"1012","9_1226_3","IFN2","9_1226",NA,NA,3,NA,127.32,15.07,10.1,178.42,6.71,47.35,67.04,0.51,2.75,4.97,6.22,85.52,74.4,11.12,0,0,0,0,0,0,69.48,77.85,35.35,0,6.27,14.35,29.53,85.51,"Nodo 3 - Pies inventariados",4.52,3.1,10.55,"9_1226_8","IFN3","9_1226",8,8,3,31.83,15.22,11.91,182.02,6.74,0.58,47.83,78.23,0.48,2.66,6.14,7.55,103.43,89.46,13.97,3.29,0,0,0,0,0,0,78.17,93.51,42.5,0,5.56,12.14,30.13,90.33,"Nodo 1 - Pies inventariados",4.67,4.91
"1013","9_1226_4","IFN2","9_1226",NA,NA,4,NA,31.83,17.85,8.59,250.29,3.58,56.08,48.12,0.52,3.37,4.09,5.19,98.65,88.73,9.91,0,0,0,0,0,0,68.03,90.02,42.16,0,11.54,25.1,41.43,120.23,"Nodo 3 - Pies inventariados",4.6,3.09,13.25,"9_1226_10","IFN3","9_1226",10,10,4,31.83,17.06,10.05,228.47,5.29,0.73,53.58,58.9,0.5,3.1,5.06,6.28,106.79,94.71,12.07,3.4,0,0,0,0,0,0,81.34,97.69,45,0,8.85,18.96,37.82,110.63,"Nodo 1 - Pies inventariados",3.81,4.55
"1014","9_1226_5","IFN2","9_1226",NA,NA,5,NA,31.83,18.01,8.59,254.65,2.77,56.57,47.72,0.53,3.4,4.08,5.17,100.25,90.3,9.95,0,0,0,0,0,0,67.66,91.49,42.9,0,11.82,25.58,42.15,122.45,"Nodo 3 - Pies inventariados",4.61,3.09,13.4,"9_1226_11","IFN3","9_1226",11,11,5,31.83,17.73,10.32,246.99,3.72,0.79,55.71,58.18,0.5,3.21,5.16,6.42,118.01,105.17,12.84,3.76,0,0,0,0,0,0,85.24,106.97,49.97,0,9.61,20.03,40.88,120.49,"Nodo 1 - Pies inventariados",4.33,4.82
"1015","9_1226_6","IFN2","9_1226",NA,NA,6,NA,31.83,18.92,9.59,281.2,1.02,59.45,50.69,0.53,3.52,4.55,5.76,123.25,111.31,11.94,0,0,0,0,57.04,0,68.37,113.85,52.89,0,12.26,25.13,46.55,136.82,"Nodo 3 - Pies inventariados",4.62,3.09,14.3,"9_1226_15","IFN3","9_1226",15,15,6,31.83,20.21,12.86,320.64,1.08,1.02,63.48,63.67,0.5,3.5,6.48,8.01,189.05,170.21,18.84,6.02,0,0,0,0,70.68,0,73.76,176.93,80.87,0,11.27,20.7,53.07,165.92,"Nodo 1 - Pies inventariados",5.91,6.36
"1016","9_1226_7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1226_18","IFN3","9_1226",18,18,7,127.32,9.57,7.64,71.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",1.17,2.64
"1017","9_1226_8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1226_20","IFN3","9_1226",20,20,8,31.83,17.35,10.64,236.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",2.85,2.64
"1018","9_1226_9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1226_21","IFN3","9_1226",21,21,9,31.83,12.95,11,131.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",2.35,3
"1019","9_1227_1","IFN2","9_1227",NA,NA,1,NA,133.41,14.54,8.58,165.99,17.49,45.67,59.01,0.47,2.66,4.53,5.56,67.43,58.77,8.66,0,0,0,0,0,0,53.54,58.56,27.92,0,6.58,16.01,27.48,77.99,"Nodo 3 - Pies inventariados",4.49,3.08,10.05,"9_1227_2","IFN3","9_1227",2,2,1,31.83,14.46,11.68,164.25,11.77,0.52,45.43,80.78,0.5,2.56,5.86,7.29,92.2,79.18,13.02,2.93,0,0,0,0,0,0,72.3,84.12,37.62,0,4.91,11.08,27.19,80.81,"Nodo 1 - Pies inventariados",4.41,6.18
"1020","9_1227_10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1227_20","IFN3","9_1227",20,20,10,127.32,11.32,10.09,100.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",1.82,4.09
"1021","9_1227_11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1227_22","IFN3","9_1227",22,22,11,127.32,8.73,7.64,59.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",0.280000000000001,1.64
"1022","9_1227_12","IFN2","9_1227",NA,NA,12,NA,31.83,17.89,9.08,251.38,6.37,56.2,50.76,0.5,3.3,4.54,5.66,104.97,94.22,10.75,0,0,0,0,0,0,70.04,95.01,44.77,0,11.04,23.66,41.61,121.08,"Nodo 3 - Pies inventariados",4.59,3.08,13.3,"9_1227_27","IFN3","9_1227",27,27,12,31.83,17.16,9.55,231.15,7.68,0.74,53.9,55.64,0.52,3.18,4.61,5.81,102.33,91.06,11.28,3.26,0,0,0,0,0,0,69.66,94.18,43.26,0,9.41,20.37,38.26,111.31,"Nodo 1 - Pies inventariados",3.86,3.55
"1023","9_1227_13","IFN2","9_1227",NA,NA,13,NA,31.83,17.94,9.08,252.88,5.57,56.37,50.63,0.5,3.32,4.52,5.65,105.57,94.8,10.77,0,0,0,0,0,0,69.75,95.57,45.04,0,11.13,23.81,41.86,121.84,"Nodo 3 - Pies inventariados",4.59,3.08,13.35,"9_1227_37","IFN3","9_1227",37,37,13,31.83,19.09,11.18,286.2,5.08,0.91,59.97,58.58,0.52,3.45,5.39,6.79,147.05,132.07,14.98,4.68,0,0,0,0,60.9,0,73.08,135.71,62.75,0,10.94,21.47,47.37,142.53,"Nodo 1 - Pies inventariados",5.74,5.18
"1024","9_1227_14","IFN2","9_1227",NA,NA,14,NA,31.83,18.35,9.08,264.58,4.73,57.66,49.49,0.5,3.4,4.5,5.63,110.07,99.18,10.89,0,0,0,0,0,0,68.36,99.63,47.13,0,11.84,25.02,43.79,127.79,"Nodo 3 - Pies inventariados",4.6,3.08,13.75,"9_1227_39","IFN3","9_1227",39,39,14,31.83,18.35,9.91,264.6,6.84,0.84,57.66,53.99,0.52,3.38,4.77,6.02,120.55,108.2,12.35,3.84,0,0,0,0,0,0,71.4,110.2,51.41,0,10.95,22.64,43.8,128.8,"Nodo 1 - Pies inventariados",4.6,3.91
"1025","9_1227_15","IFN2","9_1227",NA,NA,15,NA,127.32,15.63,8.58,191.8,12.79,49.09,54.91,0.49,2.88,4.42,5.47,77.07,67.92,9.15,0,0,0,0,0,0,58.05,70.27,32.27,0,8.02,18.76,31.75,90.8,"Nodo 3 - Pies inventariados",4.53,3.08,11.1,"9_1227_38","IFN3","9_1227",38,38,15,31.83,15.1,9.14,179.1,11.2,0.57,47.44,60.5,0.51,2.8,4.48,5.63,77.25,67.53,9.72,2.46,0,0,0,0,0,0,57.74,69.63,32.08,0,6.9,16.19,29.64,84.82,"Nodo 1 - Pies inventariados",4,3.64
"1026","9_1227_16","IFN2","9_1227",NA,NA,16,NA,31.83,17.42,10.08,238.29,8.71,54.72,57.87,0.49,3.14,5.15,6.37,111.41,99.12,12.29,0,0,0,0,0,0,83,102.15,47.09,0,9.35,19.78,39.44,115.67,"Nodo 3 - Pies inventariados",4.57,3.08,12.85,"9_1227_41","IFN3","9_1227",41,41,16,31.83,17.03,9.82,227.75,9.15,0.72,53.5,57.66,0.51,3.13,4.79,6.02,103.96,92.28,11.68,3.31,0,0,0,0,0,0,79.33,95.24,43.85,0,8.99,19.4,37.7,109.94,"Nodo 1 - Pies inventariados",4.18,2.82
"1027","9_1227_17","IFN2","9_1227",NA,NA,17,NA,31.83,17.12,8.58,230.19,9.47,53.78,50.11,0.49,3.18,4.34,5.4,91.18,81.49,9.68,0,0,0,0,0,0,65.54,83.11,38.72,0,10.3,22.94,38.1,110.06,"Nodo 3 - Pies inventariados",4.57,3.08,12.55,"9_1227_42","IFN3","9_1227",42,42,17,31.83,18.47,11.68,267.9,5.99,0.85,58.02,63.25,0.51,3.3,5.68,7.13,144.82,129.15,15.67,4.61,0,0,0,0,58.21,0,88.21,132.14,61.36,0,9.61,18.98,44.34,134.3,"Nodo 1 - Pies inventariados",5.92,6.18
"1028","9_1227_18","IFN2","9_1227",NA,NA,18,NA,31.83,17.47,9.58,239.83,7.95,54.9,54.83,0.49,3.19,4.86,6.02,106.29,94.82,11.46,0,0,0,0,0,0,71.51,98.09,45.05,0,9.87,21.12,39.7,115.74,"Nodo 3 - Pies inventariados",4.57,3.08,12.9,"9_1227_43","IFN3","9_1227",43,43,18,31.83,16.77,9.95,220.91,9.87,0.7,52.69,59.36,0.51,3.07,4.88,6.12,102.54,90.75,11.79,3.26,0,0,0,0,0,0,78.79,94.04,43.12,0,8.52,18.47,36.56,106.67,"Nodo 1 - Pies inventariados",3.87,3.45
"1029","9_1227_2","IFN2","9_1227",NA,NA,2,NA,31.83,20.3,9.59,323.64,0,63.77,47.22,0.51,3.75,4.65,5.85,140.24,128.04,12.2,0,0,0,0,64.9,0,51.73,129.48,60.84,0,14.87,29.35,53.57,158.63,"Nodo 3 - Pies inventariados",4.65,3.09,15.65,"9_1227_4","IFN3","9_1227",4,4,2,31.83,20.48,10.32,329.49,1.13,1.05,64.35,50.38,0.53,3.78,4.83,6.14,153.97,140.3,13.67,4.9,0,0,0,0,67.68,0,65.1,139.57,66.66,0,14.27,27.5,54.54,162.96,"Nodo 1 - Pies inventariados",4.83,3.82
"1030","9_1227_3","IFN2","9_1227",NA,NA,3,NA,31.83,19.07,9.58,285.6,2.95,59.91,50.26,0.51,3.51,4.73,5.91,124.93,112.97,11.96,0,0,0,0,57.82,0,67.78,115.33,53.68,0,12.53,25.58,47.27,139.07,"Nodo 3 - Pies inventariados",4.62,3.08,14.45,"9_1227_8","IFN3","9_1227",8,8,3,31.83,19.23,7.86,290.43,4.15,0.92,60.41,40.89,0.54,3.7,3.65,4.68,103.17,94.25,8.92,3.28,0,0,0,0,0,0,49.75,92.21,44.78,0,15.32,32.74,48.07,140.91,"Nodo 1 - Pies inventariados",4.78,1.36
"1031","9_1227_4","IFN2","9_1227",NA,NA,4,NA,133.41,14.69,9.08,169.6,15.23,46.17,61.81,0.48,2.67,4.76,5.86,73.01,63.57,9.44,0,0,0,0,0,0,56.05,66.09,30.21,0,6.44,15.35,28.07,80.06,"Nodo 3 - Pies inventariados",4.49,3.08,10.2,"9_1227_10","IFN3","9_1227",10,10,4,31.83,12.98,7.82,132.33,12.29,0.42,40.78,60.23,0.51,2.46,3.81,4.81,49.64,42.69,6.95,1.58,0,0,0,0,0,0,42.78,44.21,20.29,0,5.24,13.89,21.9,61.32,"Nodo 1 - Pies inventariados",2.78,1.82
"1032","9_1227_5","IFN2","9_1227",NA,NA,5,NA,31.83,17.59,8.58,242.89,7.17,55.25,48.8,0.5,3.27,4.29,5.36,95.85,86.02,9.83,0,0,0,0,0,0,68.18,87.39,40.87,0,11.09,24.32,40.2,116.48,"Nodo 3 - Pies inventariados",4.59,3.08,13,"9_1227_11","IFN3","9_1227",11,11,5,31.83,17.07,7.77,228.96,8.42,0.73,53.64,45.52,0.52,3.26,3.7,4.7,81.84,73.44,8.4,2.61,0,0,0,0,0,0,61.76,73.1,34.89,0,11.18,25.55,37.9,109.51,"Nodo 1 - Pies inventariados",4.07,2.27
"1033","9_1227_6","IFN2","9_1227",NA,NA,6,NA,127.32,16.09,9.08,203.37,10.2,50.55,56.46,0.49,2.95,4.64,5.75,86.35,76.24,10.1,0,0,0,0,0,0,62.44,78.17,36.23,0,8.26,18.74,33.66,96.88,"Nodo 3 - Pies inventariados",4.54,3.08,11.55,"9_1227_13","IFN3","9_1227",13,13,6,31.83,15.79,11.09,195.84,10.58,0.62,49.61,70.24,0.5,2.83,5.51,6.87,102.73,89.64,13.09,3.27,0,0,0,0,0,0,77.99,95.2,42.59,0,6.55,14.28,32.42,95.84,"Nodo 1 - Pies inventariados",4.24,5.09
"1034","9_1227_7","IFN2","9_1227",NA,NA,7,NA,31.83,19.27,10.09,291.72,2.02,60.55,52.34,0.51,3.52,4.97,6.21,134.38,121.43,12.95,0,0,0,0,59.94,0,68.58,123.27,57.7,0,12.32,24.69,48.29,143,"Nodo 3 - Pies inventariados",4.62,3.09,14.65,"9_1227_14","IFN3","9_1227",14,14,7,31.83,20.46,11.18,328.7,2.18,1.05,64.27,54.66,0.53,3.71,5.3,6.71,167.09,151.68,15.41,5.32,0,0,0,0,69.2,0,68.61,154.21,72.07,0,13.23,25,54.41,164.7,"Nodo 1 - Pies inventariados",5.81,4.18
