"","TREE_ID","INVENTORY_ID_IFN2","PLOT_ID.x","TREE_ID_IFN3_2.x","TREE_ID_IFN3.x","TREE_ID_IFN2.x","TREE_ID_compare","expan_IFN2","dbh_IFN2","h_IFN2","g_IFN2","bal_IFN2","circ_normal_IFN2","esbeltez_IFN2","cr_IFN2","lcw_IFN2","hcb_IFN2","hlcw_IFN2","vob_IFN2","vub_IFN2","vbark_IFN2","v_desenrollo.x","v_chapa.x","v_sierra_gruesa_IFN2","v_sierra_IFN2","v_sierra_canter_IFN2","v_poste.x","v_estaca.x","v_trituracion_IFN2","wsw_IFN2","wthickb_IFN2","wb2_7_IFN2","wtbl_IFN2","wr_IFN2","wt_IFN2","sheet_SM4_IFN2","dbh_i_IFN2","h_i_IFN2","dbh","TREE_ID.y","INVENTORY_ID_IFN3","PLOT_ID.y","TREE_ID_IFN3_2.y","TREE_ID_IFN3.y","TREE_ID_IFN2.y","expan_IFN3","dbh_IFN3","h_IFN3","g_IFN3","bal_IFN3","g_ha","circ_normal_IFN3","esbeltez_IFN3","cr_IFN3","lcw_IFN3","hcb_IFN3","hlcw_IFN3","vob_IFN3","vub_IFN3","vbark_IFN3","v_ha","v_desenrollo.y","v_chapa.y","v_sierra_gruesa_IFN3","v_sierra_IFN3","v_sierra_canter_IFN3","v_poste.y","v_estaca.y","v_trituracion_IFN3","wsw_IFN3","wthickb_IFN3","wb2_7_IFN3","wtbl_IFN3","wr_IFN3","wt_IFN3","sheet_SM4_IFN3","dbh_i_IFN3","h_i_IFN3"
"1630","9_1342_54","IFN2","9_1342",NA,NA,54,NA,14.15,27.51,13.61,594.53,0,86.44,49.46,0.37,4.33,8.61,10.53,354.48,333.86,20.62,0,0,0,0,256.17,223.56,46.6,334.7,158.63,0,24.99,38.25,98.41,320.27,"Nodo 3 - Pies inventariados",4.41,3.61,23.1,"9_1342_71","IFN3","9_1342",71,0,54,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"1631","9_1342_55","IFN2","9_1342",NA,NA,55,NA,31.83,18.47,12,268.01,43.08,58.03,64.94,0.28,2.83,8.6,10.06,148.94,132.68,16.27,0,0,0,0,58.62,0,89.89,139,63.04,0,9.39,18.42,44.36,135.21,"Nodo 3 - Pies inventariados",4.17,3.5,14.3,"9_1342_74","IFN3","9_1342",74,35,55,31.83,20.48,14.95,329.51,7.38,1.05,64.35,73.01,0.49,3.42,7.61,9.4,226.93,203.36,23.57,7.22,0,0,0,0,129.93,0,91,213.51,96.62,0,10.22,17.93,54.54,179.31,"Nodo 1 - Pies inventariados",6.18,6.45
"1632","9_1342_56","IFN2","9_1342",NA,NA,56,NA,31.83,17.33,12.49,235.79,49.38,54.43,72.09,0.27,2.6,9.16,10.59,138.06,121.55,16.51,0,0,0,0,0,0,103.77,128.41,57.75,0,7.6,15.27,39.03,119.65,"Nodo 3 - Pies inventariados",4.13,3.49,13.2,"9_1342_75","IFN3","9_1342",75,0,56,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"1633","9_1342_57","IFN2","9_1342",NA,NA,57,NA,31.83,19.1,12.51,286.55,36.85,60.01,65.48,0.29,2.92,8.85,10.39,165.5,147.91,17.59,0,0,0,0,63.04,0,88.22,152.35,70.28,0,9.91,18.89,47.43,146.51,"Nodo 3 - Pies inventariados",4.2,3.51,14.9,"9_1342_76","IFN3","9_1342",76,0,57,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"1634","9_1342_6","IFN2","9_1342",NA,NA,6,NA,31.83,19.67,13.02,303.92,33.04,61.8,66.17,0.3,2.99,9.15,10.76,182.18,163.26,18.92,0,0,0,0,67.6,0,87.45,170.09,77.57,0,10.37,19.25,50.31,157.49,"Nodo 3 - Pies inventariados",4.22,3.52,15.45,"9_1342_9","IFN3","9_1342",9,0,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"1635","9_1342_7","IFN2","9_1342",NA,NA,7,NA,31.83,19.73,13.02,305.61,32.07,61.97,66,0.3,3,9.13,10.74,183.15,164.2,18.95,0,0,0,0,67.96,0,87.14,171.03,78.02,0,10.44,19.36,50.58,158.41,"Nodo 3 - Pies inventariados",4.23,3.52,15.5,"9_1342_10","IFN3","9_1342",10,0,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"1636","9_1342_8","IFN2","9_1342",NA,NA,8,NA,31.83,17.55,12.5,241.79,45.59,55.12,71.24,0.27,2.65,9.07,10.54,141.39,124.72,16.67,0,0,0,0,0,0,105.47,131.56,59.26,0,7.86,15.69,40.02,122.82,"Nodo 3 - Pies inventariados",4.15,3.5,13.4,"9_1342_12","IFN3","9_1342",12,6,8,31.83,18.31,13.27,263.43,11.41,0.84,57.54,72.47,0.49,3.13,6.83,8.41,162.94,144.29,18.65,5.19,0,0,0,0,59.52,0,95.2,152.58,68.56,0,8.37,16.08,43.6,136.62,"Nodo 1 - Pies inventariados",4.91,4.27
"1637","9_1342_9","IFN2","9_1342",NA,NA,9,NA,31.83,17.44,12.5,238.91,46.36,54.79,71.66,0.27,2.63,9.09,10.55,139.82,123.22,16.6,0,0,0,0,0,0,104.3,130.1,58.55,0,7.73,15.48,39.54,121.3,"Nodo 3 - Pies inventariados",4.14,3.5,13.3,"9_1342_13","IFN3","9_1342",13,0,9,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"1638","9_1343_1","IFN2","9_1343",NA,NA,1,NA,31.83,24.8,14.24,482.91,13.33,77.9,57.42,0.32,3.74,9.75,11.76,306.77,283.75,23.02,0,0,0,0,232.66,202.37,63.3,289.31,134.82,0,18.04,28.88,79.93,261.68,"Nodo 3 - Pies inventariados",4.3,3.74,20.5,"9_1343_2","IFN3","9_1343",2,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"1639","9_1343_10","IFN2","9_1343",NA,NA,10,NA,31.83,20.85,14.65,341.44,40.53,65.5,70.26,0.26,3,10.88,12.64,229.51,206.43,23.08,0,0,0,0,132.98,0,87.78,215.43,98.08,0,10.93,19.09,56.52,184.62,"Nodo 3 - Pies inventariados",4.15,3.65,16.7,"9_1343_13","IFN3","9_1343",13,7,10,31.83,21.25,15.45,354.53,15.47,1.13,66.75,72.74,0.42,3.35,9,10.68,251.28,226.11,25.16,8,0,0,0,0,140.2,160.35,89.33,236.01,107.43,0,10.97,18.71,58.68,195.8,"Nodo 1 - Pies inventariados",4.55,4.45
"1640","9_1343_11","IFN2","9_1343",NA,NA,11,NA,31.83,16.69,13.12,218.8,68.02,52.44,78.63,0.22,2.39,10.26,11.69,135.68,118.51,17.18,0,0,0,0,0,0,101.99,127.48,56.31,0,6.56,13.28,36.22,112.36,"Nodo 3 - Pies inventariados",3.99,3.62,12.7,"9_1343_14","IFN3","9_1343",14,0,11,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"1641","9_1343_12","IFN2","9_1343",NA,NA,12,NA,31.83,17.05,14.12,228.19,66.59,53.55,82.86,0.21,2.4,11.09,12.58,152.28,133,19.29,0,0,0,0,0,0,109.85,139.98,63.19,0,6.5,12.79,37.77,120.25,"Nodo 3 - Pies inventariados",4,3.62,13.05,"9_1343_15","IFN3","9_1343",15,0,12,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"1642","9_1343_13","IFN2","9_1343",NA,NA,13,NA,31.83,20.37,13.63,326.04,46.89,64.01,66.91,0.25,2.97,10.2,11.84,204.01,183.43,20.58,0,0,0,0,124.29,0,86.85,190.13,87.15,0,10.95,19.71,53.97,171.79,"Nodo 3 - Pies inventariados",4.12,3.63,16.25,"9_1343_18","IFN3","9_1343",18,10,13,31.83,20.33,15.18,324.67,17.72,1.03,63.87,74.67,0.41,3.21,8.91,10.56,227.4,203.41,23.99,7.24,0,0,0,0,128.53,0,92.24,213.61,96.65,0,9.88,17.33,53.74,177.6,"Nodo 1 - Pies inventariados",4.08,5.18
"1643","9_1343_14","IFN2","9_1343",NA,NA,14,NA,31.83,21.21,10.66,353.38,36.1,66.64,50.24,0.3,3.35,7.48,9.07,169.9,155.43,14.47,0,0,0,0,72.88,0,63.45,157.32,73.85,0,15.26,28.61,58.49,176.21,"Nodo 3 - Pies inventariados",4.21,3.66,17,"9_1343_19","IFN3","9_1343",19,0,14,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"1644","9_1343_15","IFN2","9_1343",NA,NA,15,NA,31.83,19.18,13.62,288.82,54.73,60.24,71.04,0.24,2.77,10.38,11.96,182.28,162.37,19.9,0,0,0,0,65.26,0,92.7,169.79,77.15,0,9.28,17.27,47.81,151.5,"Nodo 3 - Pies inventariados",4.08,3.62,15.1,"9_1343_20","IFN3","9_1343",20,0,15,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"1645","9_1343_16","IFN2","9_1343",NA,NA,16,NA,31.83,18.27,14.11,262.27,63.5,57.41,77.23,0.22,2.58,11.01,12.53,173.03,152.75,20.28,0,0,0,0,60.45,0,108.14,162.06,72.58,0,7.87,14.91,43.41,138.77,"Nodo 3 - Pies inventariados",4.02,3.61,14.25,"9_1343_21","IFN3","9_1343",21,11,16,31.83,18.52,15.59,269.5,24.43,0.86,58.2,84.17,0.39,2.87,9.44,11.08,196.89,173.4,23.49,6.27,0,0,0,0,63.81,0,113.06,186.19,82.39,0,7.47,13.7,44.61,148.17,"Nodo 1 - Pies inventariados",4.27,5.09
"1646","9_1343_17","IFN2","9_1343",NA,NA,17,NA,31.83,26.33,14.78,544.54,5.15,82.72,56.11,0.33,3.97,9.9,12.03,356.26,332.03,24.22,0,0,0,0,252.11,218.02,51.03,336.42,157.76,0,20.57,31.58,90.13,300.05,"Nodo 3 - Pies inventariados",4.33,3.78,22,"9_1343_22","IFN3","9_1343",22,12,17,14.15,26.77,16.45,562.89,4.45,0.8,84.1,61.46,0.44,4.23,9.16,11.02,411.06,382.23,28.83,5.82,0,0,0,0,267.46,229.91,52.38,387.05,181.61,0,19.55,28.93,93.17,323.26,"Nodo 1 - Pies inventariados",4.77,5.45
"1647","9_1343_18","IFN2","9_1343",NA,NA,18,NA,31.83,21.07,14.66,348.55,37.23,66.18,69.59,0.26,3.05,10.79,12.59,234.08,210.87,23.22,0,0,0,0,135.64,0,86.37,219.84,100.19,0,11.24,19.51,57.69,188.63,"Nodo 3 - Pies inventariados",4.17,3.66,16.9,"9_1343_23","IFN3","9_1343",23,13,18,31.83,21.12,15.64,350.44,16.6,1.12,66.36,74.02,0.41,3.31,9.16,10.85,251.65,226.13,25.52,8.01,0,0,0,0,139.17,159.21,90.31,235.1,107.44,0,10.69,18.22,58,194.35,"Nodo 1 - Pies inventariados",4.22,4.64
"1648","9_1343_19","IFN2","9_1343",NA,NA,19,NA,31.83,20.27,9.12,322.74,48.95,63.68,44.99,0.29,3.27,6.46,7.89,132.77,121.47,11.31,0,0,0,0,63.8,0,50.73,119.54,57.71,0,15.5,30.99,53.42,157.62,"Nodo 3 - Pies inventariados",4.17,3.62,16.1,"9_1343_24","IFN3","9_1343",24,0,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"1649","9_1343_2","IFN2","9_1343",NA,NA,2,NA,31.83,21.49,14.17,362.8,32.67,67.52,65.95,0.28,3.16,10.27,12.08,234.48,212.2,22.28,0,0,0,0,139.15,158.2,73.67,220.35,100.83,0,12.24,21.2,60.05,194.31,"Nodo 3 - Pies inventariados",4.19,3.67,17.3,"9_1343_3","IFN3","9_1343",3,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"1650","9_1343_20","IFN2","9_1343",NA,NA,20,NA,31.83,19.44,13.63,296.87,51.92,61.08,70.09,0.24,2.82,10.32,11.92,187.03,166.96,20.07,0,0,0,0,66.96,0,91.5,174.26,79.33,0,9.63,17.79,49.14,155.89,"Nodo 3 - Pies inventariados",4.09,3.63,15.35,"9_1343_25","IFN3","9_1343",25,14,20,31.83,18.9,15.73,280.62,22.67,0.89,59.38,83.2,0.4,2.93,9.46,11.13,206.24,182.13,24.11,6.56,0,0,0,0,66.21,0,111.56,193.52,86.54,0,7.84,14.18,46.45,155,"Nodo 1 - Pies inventariados",3.55,5.73
"1651","9_1343_21","IFN2","9_1343",NA,NA,21,NA,31.83,19.38,14.13,295.1,52.86,60.9,72.88,0.24,2.78,10.76,12.38,193.11,172.03,21.08,0,0,0,0,67.16,0,93.06,181,81.74,0,9.25,16.96,48.85,156.79,"Nodo 3 - Pies inventariados",4.08,3.63,15.3,"9_1343_26","IFN3","9_1343",26,15,21,31.83,20.07,16.59,316.25,19.76,1.01,63.04,82.68,0.4,3.08,9.9,11.67,243.53,216.53,27,7.75,0,0,0,0,129.27,0,107.39,230.8,102.88,0,8.8,15.2,52.35,179.23,"Nodo 1 - Pies inventariados",4.77,6.09
"1652","9_1343_22","IFN2","9_1343",NA,NA,22,NA,31.83,18.98,12.62,282.86,55.65,59.62,66.51,0.24,2.79,9.56,11.07,165.1,147.34,17.76,0,0,0,0,62.67,0,89.77,152.93,70.01,0,9.66,18.43,46.82,144.91,"Nodo 3 - Pies inventariados",4.08,3.62,14.9,"9_1343_27","IFN3","9_1343",27,0,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"1653","9_1343_23","IFN2","9_1343",NA,NA,23,NA,130.99,13.39,12.17,140.82,70.76,42.07,90.92,0.22,1.95,9.5,10.87,83.52,70.75,12.77,0,0,0,0,0,0,74.58,75.68,33.62,0,3.83,8.92,23.31,69.68,"Nodo 3 - Pies inventariados",3.94,3.67,9.45,"9_1343_28","IFN3","9_1343",28,0,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"1654","9_1343_24","IFN2","9_1343",NA,NA,24,NA,14.15,26.84,15.29,565.73,2.59,84.32,56.97,0.33,4.02,10.2,12.4,382.44,356.94,25.5,0,0,0,0,261.38,225.56,50.52,361.26,169.6,0,21.02,31.66,93.64,315.92,"Nodo 3 - Pies inventariados",4.34,3.79,22.5,"9_1343_30","IFN3","9_1343",30,17,24,14.15,28.06,18.23,618.58,1.89,0.88,88.17,64.95,0.44,4.3,10.13,12.18,499.06,465.3,33.76,7.06,0,0,0,0,353.66,250.37,52.36,472.21,221.08,0,20.29,28.52,102.39,372.28,"Nodo 1 - Pies inventariados",5.56,6.73
"1655","9_1343_25","IFN2","9_1343",NA,NA,25,NA,31.83,20.54,14.15,331.39,42.68,64.53,68.86,0.26,2.98,10.52,12.23,215.24,193.45,21.79,0,0,0,0,127.69,0,88.1,201.95,91.91,0,10.83,19.23,54.85,176.83,"Nodo 3 - Pies inventariados",4.14,3.65,16.4,"9_1343_31","IFN3","9_1343",31,18,25,31.83,21.85,16.59,374.87,13.15,1.19,68.64,75.94,0.42,3.39,9.62,11.43,284.91,256.67,28.25,9.07,0,0,0,0,151.24,173.26,90.09,270.02,121.95,0,11.11,18.33,62.05,213.44,"Nodo 1 - Pies inventariados",5.45,6.09
"1656","9_1343_26","IFN2","9_1343",NA,NA,26,NA,31.83,20.48,14.14,329.47,44.79,64.34,69.03,0.25,2.96,10.57,12.26,213.98,192.24,21.74,0,0,0,0,126.93,0,88.33,200.7,91.34,0,10.75,19.12,54.53,175.74,"Nodo 3 - Pies inventariados",4.13,3.64,16.35,"9_1343_32","IFN3","9_1343",32,0,26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"1657","9_1343_27","IFN2","9_1343",NA,NA,27,NA,31.83,20.96,14.66,345.06,38.33,65.85,69.93,0.26,3.03,10.82,12.61,231.87,208.71,23.16,0,0,0,0,134.36,0,87.14,217.72,99.17,0,11.09,19.3,57.11,186.67,"Nodo 3 - Pies inventariados",4.16,3.66,16.8,"9_1343_33","IFN3","9_1343",33,0,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"1658","9_1343_28","IFN2","9_1343",NA,NA,28,NA,31.83,18.43,14.11,266.86,61.81,57.91,76.57,0.22,2.61,10.97,12.5,175.85,155.45,20.4,0,0,0,0,61.43,0,107.46,164.71,73.86,0,8.06,15.2,44.17,141.29,"Nodo 3 - Pies inventariados",4.03,3.61,14.4,"9_1343_34","IFN3","9_1343",34,19,28,31.83,18.58,17.41,271.27,23.57,0.86,58.39,93.67,0.39,2.79,10.61,12.42,222.28,194.89,27.39,7.08,0,0,0,0,66.28,0,129.31,211.09,92.6,0,6.83,12.15,44.9,156.48,"Nodo 1 - Pies inventariados",4.18,6.91
"1659","9_1343_29","IFN2","9_1343",NA,NA,29,NA,31.83,21.34,13.67,357.67,33.82,67.04,64.06,0.28,3.16,9.89,11.66,222.84,201.77,21.07,0,0,0,0,135.2,0,73.02,208.07,95.87,0,12.4,21.76,59.2,189.23,"Nodo 3 - Pies inventariados",4.19,3.67,17.15,"9_1343_36","IFN3","9_1343",36,21,29,31.83,19.79,15.73,307.48,20.77,0.98,62.16,79.49,0.4,3.08,9.38,11.06,224.39,199.56,24.83,7.14,0,0,0,0,123.54,0,105.42,210.55,94.82,0,8.88,15.68,50.89,170.27,"Nodo 1 - Pies inventariados",2.64,5.73
"1660","9_1343_3","IFN2","9_1343",NA,NA,3,NA,31.83,25.1,14.75,495,10.18,78.87,58.77,0.32,3.76,10.05,12.13,325.75,301.4,24.35,0,0,0,0,238.23,206.25,63.14,307.25,143.21,0,18.08,28.48,81.93,271.7,"Nodo 3 - Pies inventariados",4.3,3.75,20.8,"9_1343_4","IFN3","9_1343",4,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"1661","9_1343_30","IFN2","9_1343",NA,NA,30,NA,31.83,20.48,13.64,329.44,45.84,64.34,66.58,0.25,2.99,10.17,11.83,206,185.37,20.63,0,0,0,0,125.51,0,86.05,192.01,88.08,0,11.1,19.94,54.53,173.65,"Nodo 3 - Pies inventariados",4.13,3.64,16.35,"9_1343_37","IFN3","9_1343",37,22,30,31.83,20.15,16.45,318.99,18.75,1.02,63.31,81.65,0.41,3.1,9.77,11.53,243.36,216.61,26.76,7.75,0,0,0,0,129.77,0,106.15,229.15,102.92,0,8.97,15.49,52.8,180.18,"Nodo 1 - Pies inventariados",3.8,6.45
"1662","9_1343_31","IFN2","9_1343",NA,NA,31,NA,31.83,18.33,13.61,263.92,62.66,57.59,74.27,0.22,2.62,10.56,12.06,167.61,148.28,19.33,0,0,0,0,60.01,0,105.6,156.05,70.45,0,8.2,15.65,43.68,137.99,"Nodo 3 - Pies inventariados",4.03,3.61,14.3,"9_1343_38","IFN3","9_1343",38,23,31,31.83,16.93,15.45,225.11,26.83,0.72,53.19,91.29,0.39,2.62,9.44,11.06,165.23,143.57,21.66,5.26,0,0,0,0,0,0,123.82,155.19,68.21,0,5.89,11.35,37.26,122.71,"Nodo 1 - Pies inventariados",2.63,5.45
"1663","9_1343_32","IFN2","9_1343",NA,NA,32,NA,31.83,23.86,14.71,447.06,20.84,74.95,61.64,0.3,3.52,10.35,12.31,295.52,271.32,24.19,0,0,0,0,223.86,194.53,68.03,277.96,128.92,0,15.77,25.56,74,244.24,"Nodo 3 - Pies inventariados",4.26,3.71,19.6,"9_1343_39","IFN3","9_1343",39,24,32,14.15,24.91,12.55,487.35,8.15,0.69,78.26,50.36,0.45,4.21,6.92,8.37,271.04,252.31,18.73,3.83,0,0,0,0,170.68,192.83,49.44,254.32,119.88,0,20.47,33.76,80.67,254.78,"Nodo 1 - Pies inventariados",5.31,1.55
"1664","9_1343_33","IFN2","9_1343",NA,NA,33,NA,31.83,19.86,13.63,309.63,49.98,62.38,68.64,0.25,2.88,10.27,11.89,194.45,174.15,20.31,0,0,0,0,69.62,0,88.99,181.18,82.74,0,10.2,18.63,51.25,162.83,"Nodo 3 - Pies inventariados",4.11,3.63,15.75,"9_1343_41","IFN3","9_1343",41,0,33,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"1665","9_1343_34","IFN2","9_1343",NA,NA,34,NA,31.83,18.7,13.62,274.68,59.21,58.75,72.82,0.23,2.68,10.49,12.02,173.95,154.36,19.59,0,0,0,0,62.28,0,94.54,161.98,73.34,0,8.66,16.35,45.46,143.82,"Nodo 3 - Pies inventariados",4.05,3.62,14.65,"9_1343_42","IFN3","9_1343",42,0,34,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"1666","9_1343_35","IFN2","9_1343",NA,NA,35,NA,31.83,18.92,13.62,281.01,56.55,59.42,72.01,0.23,2.72,10.43,11.98,177.7,157.96,19.74,0,0,0,0,63.62,0,93.82,165.51,75.05,0,8.94,16.76,46.51,147.26,"Nodo 3 - Pies inventariados",4.07,3.62,14.85,"9_1343_43","IFN3","9_1343",43,26,35,31.83,18.18,15.82,259.49,25.29,0.83,57.1,87.03,0.39,2.8,9.62,11.28,193.02,169.39,23.63,6.14,0,0,0,0,61.98,0,116,181.9,80.48,0,7,12.92,42.95,143.36,"Nodo 1 - Pies inventariados",3.33,5.82
"1667","9_1343_36","IFN2","9_1343",NA,NA,36,NA,31.83,20.91,14.65,343.25,39.43,65.68,70.09,0.26,3.01,10.85,12.62,230.69,207.57,23.12,0,0,0,0,133.67,0,87.46,216.58,98.62,0,11.01,19.2,56.81,185.64,"Nodo 3 - Pies inventariados",4.16,3.65,16.75,"9_1343_44","IFN3","9_1343",44,0,36,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"1668","9_1343_37","IFN2","9_1343",NA,NA,37,NA,31.83,25.97,14.77,529.83,6.89,81.6,56.86,0.33,3.91,9.95,12.07,347.17,322.89,24.28,0,0,0,0,247.62,214.2,51.43,327.68,153.41,0,19.83,30.66,87.7,291.6,"Nodo 3 - Pies inventariados",4.32,3.77,21.65,"9_1343_45","IFN3","9_1343",45,27,37,14.15,27.51,18.18,594.51,3.61,0.84,86.43,66.09,0.44,4.21,10.19,12.22,479.85,446.08,33.78,6.79,0,0,0,0,343.7,243.53,64.22,453.09,211.95,0,19.26,27.38,98.4,356.99,"Nodo 1 - Pies inventariados",5.86,7.18
"1669","9_1343_38","IFN2","9_1343",NA,NA,38,NA,130.99,12.98,12.18,132.25,72.61,40.77,93.87,0.22,1.88,9.54,10.89,78.86,66.48,12.38,0,0,0,0,0,0,71.24,71.48,31.59,0,3.52,8.32,21.89,65.32,"Nodo 3 - Pies inventariados",3.93,3.68,9.05,"9_1343_46","IFN3","9_1343",46,0,38,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"1670","9_1343_39","IFN2","9_1343",NA,NA,39,NA,31.83,24.48,14.72,470.66,16.38,76.91,60.15,0.31,3.64,10.22,12.24,310.28,285.99,24.28,0,0,0,0,230.83,200.39,65.91,292.15,135.89,0,16.9,27.01,77.9,257.7,"Nodo 3 - Pies inventariados",4.28,3.72,20.2,"9_1343_47","IFN3","9_1343",47,28,39,14.15,25.35,17.09,504.65,6.03,0.71,79.63,67.42,0.44,3.94,9.62,11.53,386.67,355.93,30.74,5.47,0,0,0,0,256.25,219.42,68.83,367.47,169.12,0,16.26,24.56,83.53,293.47,"Nodo 1 - Pies inventariados",5.15,6.09
"1671","9_1343_4","IFN2","9_1343",NA,NA,4,NA,31.83,17.66,14.12,245.02,64.34,55.49,79.94,0.22,2.49,11.04,12.54,162.57,142.77,19.81,0,0,0,0,56.79,0,112.79,152.32,67.83,0,7.17,13.83,40.56,129.39,"Nodo 3 - Pies inventariados",4.01,3.62,13.65,"9_1343_7","IFN3","9_1343",7,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"1672","9_1343_40","IFN2","9_1343",NA,NA,40,NA,31.83,17.2,14.12,232.45,65.12,54.05,82.1,0.22,2.43,11.06,12.56,154.91,135.49,19.43,0,0,0,0,0,0,111.03,142.4,64.37,0,6.67,13.05,38.48,122.57,"Nodo 3 - Pies inventariados",4,3.62,13.2,"9_1343_48","IFN3","9_1343",48,0,40,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
