"","TREE_ID","INVENTORY_ID_IFN2","PLOT_ID.x","expan_IFN2","dbh_IFN2","h_IFN2","g_IFN2","bal_IFN2","circ_normal_IFN2","esbeltez_IFN2","cr_IFN2","lcw_IFN2","hcb_IFN2","hlcw_IFN2","vob_IFN2","vub_IFN2","vbark_IFN2","v_sierra_gruesa_IFN2","v_sierra_IFN2","v_sierra_canter_IFN2","v_trituracion_IFN2","wsw_IFN2","wb2_t_IFN2","wtbl_IFN2","wr_IFN2","wt_IFN2","sheet_SM4_IFN2","dbh_i_IFN2","h_i_IFN2","dbh","TREE_ID.y","INVENTORY_ID_IFN3","PLOT_ID.y","TREE_ID_IFN3_2","TREE_ID_IFN3","TREE_ID_IFN2","expan_IFN3","dbh_IFN3","h_IFN3","g_IFN3","bal_IFN3","g_ha","circ_normal_IFN3","esbeltez_IFN3","cr_IFN3","lcw_IFN3","hcb_IFN3","hlcw_IFN3","vob_IFN3","vub_IFN3","vbark_IFN3","v_ha","v_sierra_gruesa_IFN3","v_sierra_IFN3","v_sierra_canter_IFN3","v_trituracion_IFN3","wsw_IFN3","wb2_t_IFN3","wtbl_IFN3","wr_IFN3","wt_IFN3","sheet_SM4_IFN3","dbh_i_IFN3","h_i_IFN3"
"52","19_1051_17","IFN2","19_1051",31.83,20.02,8.94,314.84,16.12,62.9,44.66,0.43,3.05,5.12,6.12,132.1,87.06,45.04,0,0,66.38,119.73,60.91,4.67,13.49,19.81,98.88,"Nodo 3 - Pies inventariados",5.52,2.44,14.5,"19_1051_22","IFN3","19_1051",22,18,17,31.83,19.2,8,289.53,11.38,0.92,60.32,41.67,0.47,2.98,4.26,5.22,109.29,71.63,37.67,3.48,0,0,59.42,97.28,52.04,4.09,12.24,17.61,85.98,"Nodo 1 - Pies inventariados",4.7,1.5
"53","19_1051_18","IFN2","19_1051",31.83,19.83,7.08,308.79,17.13,62.29,35.71,0.44,3.06,3.97,4.74,103.22,67.61,35.62,0,0,0,93.9,51.66,4.53,13.19,19.27,88.65,"Nodo 3 - Pies inventariados",5.53,2.08,14.3,"19_1051_23","IFN3","19_1051",23,19,18,31.83,18.95,5.6,282.04,13.21,0.9,59.53,29.55,0.48,3,2.91,3.55,75.23,48.84,26.39,2.39,0,0,0,64.52,40.6,3.93,11.88,16.97,73.38,"Nodo 1 - Pies inventariados",4.65,0.6
"54","19_1051_2","IFN2","19_1051",31.83,22.81,8.19,408.6,6.81,71.66,35.91,0.46,3.53,4.45,5.39,155.93,103.51,52.43,0,0,83.46,143.64,76.02,7.03,18.26,28.54,129.84,"Nodo 3 - Pies inventariados",5.71,2.19,17.1,"19_1051_2","IFN3","19_1051",2,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"55","19_1051_3","IFN2","19_1051",31.83,24.93,8.67,488.29,5.26,78.33,34.78,0.46,3.85,4.71,5.72,195.79,130.97,64.83,0,0,100.65,179.05,95.08,9.3,22.45,36.64,163.46,"Nodo 3 - Pies inventariados",5.78,2.17,19.15,"19_1051_4","IFN3","19_1051",4,3,3,14.15,23.6,6.8,437.44,3.9,0.62,74.14,28.81,0.5,3.73,3.43,4.25,138.85,91.98,46.87,1.96,0,0,84.11,122.32,72.82,7.82,19.76,31.41,131.8,"Nodo 1 - Pies inventariados",4.45,0.3
"56","19_1051_4","IFN2","19_1051",31.83,22.38,8.21,393.55,8.11,70.32,36.68,0.45,3.46,4.49,5.43,150.72,99.92,50.8,0,0,80.48,138.1,73.16,6.62,17.48,27.08,124.34,"Nodo 3 - Pies inventariados",5.68,2.21,16.7,"19_1051_5","IFN3","19_1051",5,4,4,31.83,19.05,6.7,285.02,12.3,0.91,59.85,35.17,0.47,2.99,3.52,4.3,90.54,59.05,31.48,2.88,0,0,0,79.91,45.87,3.99,12.02,17.23,79.11,"Nodo 1 - Pies inventariados",2.35,0.7
"57","19_1051_5","IFN2","19_1051",31.83,21.1,8.88,349.52,12.9,66.27,42.12,0.44,3.23,5.01,6.01,145.19,96.03,49.16,0,0,73.33,132.03,67.76,5.5,15.23,22.93,111.42,"Nodo 3 - Pies inventariados",5.6,2.38,15.5,"19_1051_6","IFN3","19_1051",6,5,5,31.83,21.85,6.7,374.97,5.13,1.19,68.64,30.66,0.49,3.45,3.4,4.2,117.96,77.69,40.27,3.75,0,0,72.2,104.11,61.31,6.14,16.52,25.3,109.27,"Nodo 1 - Pies inventariados",6.35,0.2
"58","19_1051_6","IFN2","19_1051",31.83,21.12,7.03,350.43,11.78,66.36,33.28,0.45,3.28,3.85,4.62,115.8,76.17,39.63,0,0,68.66,105.37,58.79,5.52,15.28,23.01,102.6,"Nodo 3 - Pies inventariados",5.62,2.03,15.5,"19_1051_7","IFN3","19_1051",7,6,6,31.83,19.35,5.7,294.07,10.45,0.94,60.79,29.46,0.49,3.06,2.92,3.58,79.69,51.83,27.85,2.54,0,0,0,68.1,42.9,4.19,12.46,18,77.56,"Nodo 1 - Pies inventariados",3.85,0.7
"59","19_1051_7","IFN2","19_1051",31.83,18.23,7.82,260.87,19.93,57.26,42.9,0.43,2.79,4.49,5.33,96.65,63.07,33.58,0,0,0,86.48,45.95,3.47,10.85,15.22,75.49,"Nodo 3 - Pies inventariados",5.43,2.32,12.8,"19_1051_9","IFN3","19_1051",9,0,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"60","19_1051_8","IFN2","19_1051",14.15,29.48,9.64,682.56,0.98,92.61,32.7,0.46,4.53,5.21,6.36,299.88,203.49,96.39,0,0,205.45,276.28,144.64,15.73,33.1,58.61,252.08,"Nodo 3 - Pies inventariados",5.93,2.14,23.55,"19_1051_10","IFN3","19_1051",10,8,8,14.15,27.05,9.2,574.68,0.94,0.81,84.98,34.01,0.48,4.21,4.74,5.9,242.68,163.49,79.19,3.43,0,0,179.84,224.55,117.14,12.01,27.12,46.04,202.3,"Nodo 1 - Pies inventariados",3.5,1.7
"61","19_1051_9","IFN2","19_1051",31.83,26.35,8.62,545.23,1.95,82.77,32.71,0.47,4.08,4.61,5.62,216.43,145.31,71.12,0,0,107.31,198.48,106.42,11.05,25.51,42.77,185.76,"Nodo 3 - Pies inventariados",5.85,2.12,20.5,"19_1051_11","IFN3","19_1051",11,9,9,14.15,25.05,7.8,492.84,2.57,0.7,78.7,31.14,0.49,3.93,3.97,4.93,178.11,118.87,59.23,2.52,0,0,98.54,160.19,89.92,9.43,22.69,37.12,159.16,"Nodo 1 - Pies inventariados",4.55,1.3
"62","19_1052_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_1052_1","IFN3","19_1052",1,1,0,31.83,13.95,5.6,152.84,21.86,0.49,43.83,40.14,0.42,2.16,3.25,3.8,41.66,26.47,15.19,1.33,0,0,0,35.73,21.24,1.5,5.83,7.19,35.77,"Nodo 1 - Pies inventariados",NA,NA
"63","19_1052_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_1052_2","IFN3","19_1052",2,2,0,31.83,15.95,5.8,199.81,19.03,0.64,50.11,36.36,0.42,2.47,3.34,3.92,55.83,35.84,19.99,1.78,0,0,0,47.5,28.82,2.28,7.96,10.47,49.53,"Nodo 1 - Pies inventariados",NA,NA
"64","19_1052_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_1052_24","IFN3","19_1052",24,15,0,14.15,25.1,8.2,494.81,2,0.7,78.85,32.67,0.45,3.87,4.52,5.43,187.74,125.47,62.27,2.66,0,0,100.24,171.86,93.13,9.49,22.79,37.33,162.75,"Nodo 1 - Pies inventariados",NA,NA
"65","19_1052_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_1052_3","IFN3","19_1052",3,3,0,31.83,13.7,5.9,147.41,22.35,0.47,43.04,43.07,0.42,2.11,3.45,4.03,42.34,26.9,15.44,1.35,0,0,0,35.84,21.12,1.42,5.59,6.84,34.96,"Nodo 1 - Pies inventariados",NA,NA
"66","19_1052_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_1052_33","IFN3","19_1052",33,24,0,31.83,14.2,5.4,158.37,20.87,0.5,44.61,38.03,0.42,2.2,3.11,3.65,41.61,26.45,15.16,1.32,0,0,0,36.02,21.57,1.59,6.08,7.56,36.79,"Nodo 1 - Pies inventariados",NA,NA
"67","19_1052_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_1052_36","IFN3","19_1052",36,26,0,14.15,24.65,6.8,477.23,2.7,0.68,77.44,27.59,0.46,3.84,3.69,4.42,151.01,100.35,50.66,2.14,0,0,91.48,137.71,79.84,8.97,21.86,35.48,146.15,"Nodo 1 - Pies inventariados",NA,NA
"68","19_1052_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_1052_43","IFN3","19_1052",43,30,0,31.83,15.65,5.6,192.36,19.67,0.61,49.17,35.78,0.42,2.42,3.22,3.78,52.01,33.31,18.7,1.66,0,0,0,44.61,27.09,2.15,7.62,9.93,46.79,"Nodo 1 - Pies inventariados",NA,NA
"69","19_1052_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_1052_45","IFN3","19_1052",45,32,0,14.15,22.5,5.8,397.61,5.91,0.56,70.69,25.78,0.46,3.52,3.15,3.76,108.42,71.31,37.11,1.53,0,0,72.41,97.15,59.66,6.73,17.69,27.47,111.56,"Nodo 1 - Pies inventariados",NA,NA
"70","19_1052_1","IFN2","19_1052",31.83,17.95,7.32,253.19,28.3,56.41,40.77,0.34,2.65,4.86,5.53,88.05,57.31,30.74,0,0,0,79.71,42.75,3.31,10.48,14.59,71.13,"Nodo 3 - Pies inventariados",4.5,1.82,13.45,"19_1052_4","IFN3","19_1052",4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"71","19_1052_10","IFN2","19_1052",31.83,21.53,8.39,364.03,12.95,67.63,38.95,0.36,3.2,5.34,6.18,142.73,94.41,48.32,0,0,75.17,131.08,68.26,5.86,15.97,24.28,114.36,"Nodo 3 - Pies inventariados",4.73,1.89,16.8,"19_1052_13","IFN3","19_1052",13,7,10,14.15,22.85,8.3,410.07,5.33,0.58,71.79,36.32,0.44,3.51,4.65,5.56,158.49,105.25,53.24,2.24,0,0,84.05,145.44,76.93,7.07,18.33,28.69,131.01,"Nodo 1 - Pies inventariados",6.05,1.8
"72","19_1052_11","IFN2","19_1052",135.44,13.55,6.98,144.13,38.48,42.56,51.56,0.32,1.99,4.77,5.38,48.85,31.13,17.72,0,0,0,42.74,22.89,1.37,5.45,6.62,36.33,"Nodo 3 - Pies inventariados",4.25,1.98,9.3,"19_1052_14","IFN3","19_1052",14,0,11,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"73","19_1052_12","IFN2","19_1052",31.83,21.58,9.55,365.59,11.79,67.78,44.26,0.36,3.18,6.13,7.1,162.69,107.95,54.73,0,0,77.87,150.04,74.3,5.9,16.05,24.42,120.66,"Nodo 3 - Pies inventariados",4.73,2.05,16.85,"19_1052_15","IFN3","19_1052",15,0,12,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"74","19_1052_13","IFN2","19_1052",31.83,21.04,8.39,347.69,16.37,66.1,39.87,0.36,3.12,5.41,6.23,136.6,90.2,46.39,0,0,71.75,125.48,65.04,5.45,15.14,22.76,108.39,"Nodo 3 - Pies inventariados",4.69,1.89,16.35,"19_1052_16","IFN3","19_1052",16,8,13,31.83,21,8.6,346.36,11.24,1.1,65.97,40.95,0.42,3.2,4.96,5.89,139.42,92.11,47.31,4.44,0,0,72.02,127.66,65.77,5.42,15.07,22.64,108.91,"Nodo 1 - Pies inventariados",4.65,2.1
"75","19_1052_14","IFN2","19_1052",31.83,19.6,10.19,301.64,20.46,61.57,52.01,0.33,2.85,6.78,7.78,144.04,95.08,48.96,0,0,65.8,132.34,63.12,4.36,12.84,18.65,98.97,"Nodo 3 - Pies inventariados",4.6,2.19,15,"19_1052_17","IFN3","19_1052",17,9,14,31.83,19.45,8,297.12,13.44,0.95,61.1,41.13,0.42,2.97,4.62,5.47,112.05,73.5,38.55,3.57,0,0,60.92,99.74,53.48,4.26,12.61,18.26,88.62,"Nodo 1 - Pies inventariados",4.45,0
"76","19_1052_15","IFN2","19_1052",31.83,24.79,9.42,482.83,5.13,77.89,37.99,0.37,3.69,5.89,6.88,209.93,140.64,69.29,0,0,163.71,194.77,98.87,9.13,22.16,36.07,166.22,"Nodo 3 - Pies inventariados",4.84,1.92,19.95,"19_1052_18","IFN3","19_1052",18,10,15,14.15,24.05,7.4,454.28,4.69,0.64,75.56,30.77,0.45,3.72,4.08,4.89,156.4,103.95,52.44,2.21,0,0,89.6,141.83,79.85,8.3,20.64,33.12,141.91,"Nodo 1 - Pies inventariados",4.1,NA
"77","19_1052_16","IFN2","19_1052",31.83,22.2,10.1,386.95,10.55,69.73,45.5,0.36,3.27,6.49,7.53,181.52,120.86,60.67,0,0,83.43,167.19,81.68,6.45,17.14,26.45,131.71,"Nodo 3 - Pies inventariados",4.75,2.1,17.45,"19_1052_19","IFN3","19_1052",19,11,16,31.83,19.2,8.9,289.53,14.38,0.92,60.32,46.35,0.41,2.91,5.22,6.17,121.28,79.68,41.6,3.86,0,0,61.09,110.43,55.58,4.09,12.24,17.61,89.53,"Nodo 1 - Pies inventariados",1.75,0.9
"78","19_1052_17","IFN2","19_1052",127.32,14.83,5.67,172.77,36.28,46.59,38.25,0.33,2.2,3.8,4.29,47.49,30.31,17.18,0,0,0,40.66,24.38,1.82,6.73,8.54,41.46,"Nodo 3 - Pies inventariados",4.33,1.67,10.5,"19_1052_20","IFN3","19_1052",20,12,17,127.32,11.1,4.9,96.77,22.82,1.23,34.87,44.14,0.42,1.72,2.83,3.31,23.53,14.66,8.87,3,0,0,0,18.84,12.06,0.73,3.43,3.79,20.02,"Nodo 1 - Pies inventariados",0.6,0.9
"79","19_1052_18","IFN2","19_1052",146.3,12.42,5.82,121.15,42.28,39.02,46.87,0.32,1.83,3.98,4.47,34.58,21.81,12.77,0,0,0,29.34,17.02,1.04,4.46,5.19,27.71,"Nodo 3 - Pies inventariados",4.17,1.82,8.25,"19_1052_21","IFN3","19_1052",21,13,18,127.32,9.15,5,65.76,25.02,0.84,28.75,54.64,0.42,1.42,2.92,3.4,16.53,10.17,6.37,2.11,0,0,0,13.09,8.12,0.4,2.19,2.2,12.91,"Nodo 1 - Pies inventariados",0.9,1
"80","19_1052_19","IFN2","19_1052",31.83,21.2,8.39,353.1,15.25,66.61,39.56,0.36,3.15,5.38,6.21,138.63,91.59,47.03,0,0,73.01,127.34,66.1,5.59,15.41,23.26,110.36,"Nodo 3 - Pies inventariados",4.7,1.89,16.5,"19_1052_22","IFN3","19_1052",22,0,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"81","19_1052_2","IFN2","19_1052",31.83,23.24,10.06,424.27,6.67,73.02,43.29,0.37,3.43,6.38,7.43,197.65,132.02,65.64,0,0,91.12,181.55,89.82,7.45,19.07,30.09,146.44,"Nodo 3 - Pies inventariados",4.79,2.06,18.45,"19_1052_5","IFN3","19_1052",5,4,2,14.15,24.25,8.5,461.86,4.03,0.65,76.18,35.05,0.44,3.72,4.75,5.69,181.94,121.4,60.54,2.57,0,0,94.91,166.36,88.53,8.52,21.04,33.89,151.98,"Nodo 1 - Pies inventariados",5.8,0.5
"82","19_1052_20","IFN2","19_1052",31.83,19.04,7.88,284.68,22.37,59.81,41.4,0.35,2.82,5.16,5.91,105.99,69.39,36.59,0,0,0,94.71,50.65,3.98,12,17.2,83.84,"Nodo 3 - Pies inventariados",4.59,1.88,14.45,"19_1052_23","IFN3","19_1052",23,14,20,31.83,18.05,6.5,255.88,15.31,0.81,56.71,36.01,0.43,2.79,3.71,4.38,79.21,51.43,27.78,2.52,0,0,0,70.08,40.17,3.37,10.61,14.81,68.95,"Nodo 1 - Pies inventariados",3.6,0.5
"83","19_1052_21","IFN2","19_1052",31.83,18.29,7.91,262.78,24.99,57.47,43.25,0.34,2.7,5.23,5.97,98.46,64.29,34.17,0,0,0,88.21,46.65,3.51,10.94,15.37,76.47,"Nodo 3 - Pies inventariados",4.54,1.91,13.75,"19_1052_25","IFN3","19_1052",25,16,21,31.83,18,7.2,254.47,16.12,0.81,56.55,40,0.42,2.76,4.17,4.91,87.07,56.66,30.41,2.77,0,0,0,78.8,42.54,3.34,10.54,14.69,71.11,"Nodo 1 - Pies inventariados",4.25,1.2
"84","19_1052_22","IFN2","19_1052",31.83,17.69,7.33,245.72,29.1,55.57,41.45,0.33,2.61,4.88,5.55,85.68,55.71,29.97,0,0,0,77.64,41.45,3.16,10.12,13.99,68.73,"Nodo 3 - Pies inventariados",4.49,1.83,13.2,"19_1052_26","IFN3","19_1052",26,17,22,31.83,16,5.6,201.06,18.39,0.64,50.27,35,0.43,2.48,3.2,3.77,54.28,34.82,19.46,1.73,0,0,0,46.55,28.39,2.31,8.02,10.56,49.28,"Nodo 1 - Pies inventariados",2.8,0.0999999999999996
"85","19_1052_23","IFN2","19_1052",31.83,21.38,7.23,358.99,14.11,67.17,33.8,0.37,3.21,4.56,5.27,121.78,80.23,41.55,0,0,70.86,110.54,61.35,5.73,15.71,23.81,106.6,"Nodo 3 - Pies inventariados",4.73,1.73,16.65,"19_1052_27","IFN3","19_1052",27,18,23,31.83,22.05,6.3,381.86,8.92,1.22,69.27,28.57,0.45,3.43,3.49,4.15,113.04,74.39,38.65,3.6,0,0,71.8,100.53,60.17,6.32,16.88,25.96,109.32,"Nodo 1 - Pies inventariados",5.4,0.8
"86","19_1052_24","IFN2","19_1052",31.83,18.68,7.31,273.93,23.28,58.67,39.15,0.35,2.77,4.77,5.46,94.88,61.93,32.96,0,0,0,85.81,46.42,3.75,11.48,16.29,77.95,"Nodo 3 - Pies inventariados",4.58,1.81,14.1,"19_1052_28","IFN3","19_1052",28,19,24,31.83,16.5,5.6,213.82,17.71,0.68,51.84,33.94,0.43,2.56,3.19,3.76,57.6,37.03,20.57,1.83,0,0,0,49.4,30.3,2.54,8.61,11.51,52.96,"Nodo 1 - Pies inventariados",2.4,0.0999999999999996
"87","19_1052_25","IFN2","19_1052",146.3,12.4,6.44,120.7,44.06,38.95,51.94,0.31,1.82,4.45,4.99,38.02,24.03,13.99,0,0,0,31.29,18.04,1.04,4.44,5.16,28.67,"Nodo 3 - Pies inventariados",4.15,1.94,8.25,"19_1052_29","IFN3","19_1052",29,20,25,127.32,9.85,5.1,76.2,24.05,0.97,30.94,51.78,0.42,1.52,2.97,3.46,19.43,12.02,7.41,2.47,0,0,0,15.33,9.6,0.5,2.6,2.71,15.42,"Nodo 1 - Pies inventariados",1.6,0.6
"88","19_1052_26","IFN2","19_1052",31.83,25.27,8.84,501.52,3.53,79.39,34.98,0.38,3.78,5.46,6.39,204.65,137.08,67.57,0,0,102.14,186.86,98.95,9.69,23.15,38.04,169.84,"Nodo 3 - Pies inventariados",4.87,1.84,20.4,"19_1052_30","IFN3","19_1052",30,21,26,14.15,24.3,7.3,463.77,3.38,0.66,76.34,30.04,0.45,3.77,4,4.79,157.44,104.69,52.75,2.23,0,0,91.09,142.23,80.93,8.57,21.14,34.09,144.74,"Nodo 1 - Pies inventariados",3.9,0.3
"89","19_1052_27","IFN2","19_1052",31.83,19.73,7.86,305.87,19.49,62,39.83,0.35,2.93,5.09,5.85,113.28,74.36,38.93,0,0,62.41,101.74,54.56,4.46,13.05,19.02,91.08,"Nodo 3 - Pies inventariados",4.63,1.86,15.1,"19_1052_31","IFN3","19_1052",31,22,27,31.83,22.2,6.3,387.08,6.47,1.23,69.74,28.38,0.45,3.46,3.45,4.12,114.53,75.41,39.12,3.65,0,0,72.75,101.85,61.03,6.45,17.14,26.46,111.09,"Nodo 1 - Pies inventariados",7.1,0.3
"90","19_1052_28","IFN2","19_1052",127.32,15.63,6.84,191.76,33.83,49.09,43.8,0.33,2.31,4.6,5.21,63.07,40.58,22.48,0,0,0,55.46,30.56,2.14,7.59,9.88,50.18,"Nodo 3 - Pies inventariados",4.38,1.84,11.25,"19_1052_32","IFN3","19_1052",32,23,28,31.83,14,5,153.94,21.37,0.49,43.98,35.71,0.43,2.17,2.87,3.37,37.56,23.8,13.75,1.2,0,0,0,29.73,19.96,1.52,5.88,7.26,34.62,"Nodo 1 - Pies inventariados",2.75,0
"91","19_1052_29","IFN2","19_1052",31.83,19.52,7.28,299.19,21.42,61.32,37.28,0.35,2.91,4.72,5.4,102.82,67.31,35.51,0,0,0,93.22,50.81,4.31,12.72,18.44,86.27,"Nodo 3 - Pies inventariados",4.62,1.78,14.9,"19_1052_34","IFN3","19_1052",34,25,29,31.83,20.9,6.9,343.07,12.35,1.09,65.66,33.01,0.43,3.22,3.91,4.63,111.42,73.2,38.21,3.55,0,0,66.9,97.33,56.83,5.34,14.9,22.34,99.41,"Nodo 1 - Pies inventariados",6,1.4
"92","19_1052_3","IFN2","19_1052",31.83,18.06,8.5,256.1,27.48,56.73,47.07,0.33,2.65,5.69,6.48,103.01,67.31,35.7,0,0,0,94.19,47.45,3.37,10.62,14.83,76.27,"Nodo 3 - Pies inventariados",4.51,2,13.55,"19_1052_6","IFN3","19_1052",6,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"93","19_1052_30","IFN2","19_1052",31.83,20.2,9.01,320.53,17.48,63.47,44.61,0.35,2.98,5.87,6.75,135.44,89.33,46.11,0,0,67.71,122.47,62.38,4.8,13.78,20.31,101.26,"Nodo 3 - Pies inventariados",4.65,2.01,15.55,"19_1052_35","IFN3","19_1052",35,0,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"94","19_1052_31","IFN2","19_1052",31.83,17.01,6.77,227.13,30.66,53.42,39.82,0.33,2.52,4.51,5.11,73.49,47.56,25.93,0,0,0,64.56,36.32,2.79,9.24,12.53,60.88,"Nodo 3 - Pies inventariados",4.46,1.77,12.55,"19_1052_37","IFN3","19_1052",37,0,31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"95","19_1052_32","IFN2","19_1052",31.83,22.22,7.79,387.91,9.32,69.82,35.06,0.38,3.34,4.86,5.65,141.24,93.47,47.77,0,0,78.14,126.95,69.76,6.48,17.19,26.54,119.96,"Nodo 3 - Pies inventariados",4.77,1.79,17.45,"19_1052_38","IFN3","19_1052",38,27,32,31.83,21.05,5.8,348.01,10.14,1.11,66.13,27.55,0.45,3.28,3.21,3.81,95.35,62.42,32.93,3.03,0,0,0,81.13,51.82,5.46,15.15,22.79,95.23,"Nodo 1 - Pies inventariados",3.6,NA
"96","19_1052_33","IFN2","19_1052",31.83,17.63,7.33,244.06,29.89,55.38,41.58,0.33,2.6,4.89,5.56,85.1,55.32,29.78,0,0,0,77.1,41.15,3.13,10.04,13.86,68.18,"Nodo 3 - Pies inventariados",4.48,1.83,13.15,"19_1052_39","IFN3","19_1052",39,28,33,31.83,15.35,5.2,185.06,20.28,0.59,48.22,33.88,0.43,2.38,2.98,3.5,46.61,29.76,16.85,1.48,0,0,0,40.57,24.84,2.03,7.28,9.4,43.55,"Nodo 1 - Pies inventariados",2.2,NA
"97","19_1052_34","IFN2","19_1052",31.83,18.08,6.73,256.67,26.67,56.79,37.24,0.34,2.69,4.42,5.03,82.21,53.43,28.78,0,0,0,72.37,41.18,3.39,10.65,14.87,70.08,"Nodo 3 - Pies inventariados",4.53,1.73,13.55,"19_1052_40","IFN3","19_1052",40,29,34,31.83,17.7,5.7,246.06,16.93,0.78,55.61,32.2,0.43,2.75,3.24,3.82,67.1,43.37,23.73,2.14,0,0,0,57.34,35.53,3.17,10.14,14.02,62.86,"Nodo 1 - Pies inventariados",4.15,0.7
"98","19_1052_35","IFN2","19_1052",31.83,18.36,6.73,264.87,24.15,57.69,36.67,0.35,2.74,4.38,5.01,84.77,55.15,29.61,0,0,0,74.64,42.58,3.56,11.04,15.54,72.72,"Nodo 3 - Pies inventariados",4.56,1.73,13.8,"19_1052_41","IFN3","19_1052",41,0,35,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"99","19_1052_36","IFN2","19_1052",31.83,18.29,7.32,262.73,25.83,57.46,40,0.34,2.71,4.82,5.49,91.21,59.44,31.77,0,0,0,82.53,44.44,3.51,10.94,15.37,74.25,"Nodo 3 - Pies inventariados",4.54,1.82,13.75,"19_1052_42","IFN3","19_1052",42,0,36,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"100","19_1052_37","IFN2","19_1052",31.83,25.74,8.83,520.25,1.88,80.86,34.3,0.39,3.86,5.42,6.35,211.79,142.04,69.75,0,0,104.56,193.22,102.79,10.27,24.16,40.05,177.27,"Nodo 3 - Pies inventariados",4.89,1.83,20.85,"19_1052_44","IFN3","19_1052",44,31,37,14.15,25.75,7.5,520.77,1.27,0.74,80.9,29.13,0.46,4,4.08,4.91,180.78,120.78,60,2.56,0,0,101.15,163.46,93.03,10.28,24.19,40.11,167.61,"Nodo 1 - Pies inventariados",4.9,0.5
"101","19_1052_4","IFN2","19_1052",31.83,22.83,9.5,409.39,8.02,71.73,41.62,0.37,3.38,6.01,7,180.58,120.3,60.29,0,0,86.94,167.31,83.49,7.05,18.3,28.62,137.45,"Nodo 3 - Pies inventariados",4.78,2,18.05,"19_1052_7","IFN3","19_1052",7,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
