"","TREE_ID","INVENTORY_ID_IFN2","PLOT_ID.x","expan_IFN2","dbh_IFN2","h_IFN2","g_IFN2","bal_IFN2","circ_normal_IFN2","esbeltez_IFN2","cr_IFN2","lcw_IFN2","hcb_IFN2","hlcw_IFN2","vob_IFN2","vub_IFN2","vbark_IFN2","v_sierra_gruesa_IFN2","v_sierra_IFN2","v_sierra_canter_IFN2","v_trituracion_IFN2","wsw_IFN2","wb2_t_IFN2","wtbl_IFN2","wr_IFN2","wt_IFN2","sheet_SM4_IFN2","dbh_i_IFN2","h_i_IFN2","TREE_ID.y","INVENTORY_ID_IFN3","PLOT_ID.y","TREE_ID_IFN3_2","TREE_ID_IFN3","TREE_ID_IFN2","expan_IFN3","dbh_IFN3","h_IFN3","g_IFN3","bal_IFN3","circ_normal_IFN3","esbeltez_IFN3","cr_IFN3","lcw_IFN3","hcb_IFN3","hlcw_IFN3","vob_IFN3","vub_IFN3","vbark_IFN3","v_sierra_gruesa_IFN3","v_sierra_IFN3","v_sierra_canter_IFN3","v_trituracion_IFN3","wsw_IFN3","wb2_t_IFN3","wtbl_IFN3","wr_IFN3","wt_IFN3","sheet_SM4_IFN3","dbh_i_IFN3","h_i_IFN3"
"1004","19_617_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_617_8","IFN3","19_617",8,8,0,14.15,32.1,10,809.28,1.16,100.85,31.15,0.47,4.94,5.35,6.57,366.26,250.26,116,0,169.33,194.05,340.56,177.13,20.55,40.33,74.41,312.43,"Nodo 1 - Pies mayores",.,.
"1005","19_617_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_617_18","IFN3","19_617",18,18,0,14.15,25.25,9,500.74,8.28,79.33,35.64,0.45,3.89,4.91,5.97,207.98,139.36,68.62,0,0,102.49,193.51,99.9,9.67,23.11,37.96,170.64,"Nodo 1 - Pies mayores",.,.
"1006","19_617_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_617_15","IFN3","19_617",15,15,0,14.15,22.85,9,410.07,11.54,71.79,39.39,0.45,3.51,4.98,6.03,171.53,114.13,57.4,0,0,85.74,156.18,80.87,7.07,18.33,28.69,134.96,"Nodo 1 - Pies mayores",.,.
"1007","19_617_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_617_7","IFN3","19_617",7,7,0,14.15,22.65,8.5,402.93,12.12,71.16,37.53,0.45,3.49,4.69,5.66,159.49,105.91,53.58,0,0,83.2,145.84,76.63,6.87,17.96,27.99,129.45,"Nodo 1 - Pies mayores",.,.
"1008","19_617_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_617_6","IFN3","19_617",6,6,0,31.83,20.75,7.5,338.16,16.34,65.19,36.14,0.45,3.21,4.16,4.99,119.2,78.43,40.77,0,0,67.75,107.78,58.93,5.22,14.66,21.89,100.7,"Nodo 1 - Pies mayores",.,.
"1009","19_617_1","IFN2","19_617",26.98,26.71,7.71,560.15,0,83.9,28.88,0.48,4.17,4.04,4.94,199.34,133.61,65.72,0,0,106.5,179.11,102.25,11.53,26.32,44.42,184.52,"Nodo 3 - Pies mayores",3.46,1.21,"19_617_1","IFN3","19_617",1,1,1,14.15,32.3,8.5,819.4,0,101.47,26.32,0.48,5.03,4.42,5.45,316.29,215.38,100.91,0,164.99,118.71,289.21,162.33,20.96,40.92,75.72,299.92,"Nodo 1 - Pies mayores",9.05,2
"1010","19_617_10","IFN2","19_617",43.67,23.32,8.47,427.02,7.18,73.25,36.32,0.45,3.6,4.64,5.61,168.07,111.82,56.25,0,0,87.88,154.38,81.3,7.53,19.21,30.36,138.4,"Nodo 3 - Pies mayores",3.32,1.47,"19_617_13","IFN3","19_617",13,13,10,14.15,28.35,9,631.24,4.26,89.06,31.75,0.46,4.38,4.82,5.89,260.04,175.68,84.36,0,0,190.22,241.95,127.62,13.91,30.24,52.52,224.29,"Nodo 1 - Pies mayores",8.35,2
"1011","19_617_11","IFN2","19_617",179.8,11.25,5.76,99.48,19.27,35.36,51.14,0.44,1.75,3.21,3.81,28.28,17.71,10.57,0,0,0,24.07,13.72,0.76,3.55,3.94,21.97,"Nodo 3 - Pies mayores",2.75,1.76,"19_617_16","IFN3","19_617",16,16,11,31.83,14.75,8,170.87,18.21,46.34,54.24,0.44,2.27,4.5,5.39,65.72,42.27,23.45,0,0,0,58.5,29.8,1.79,6.64,8.41,46.63,"Nodo 1 - Pies mayores",6.25,4
"1012","19_617_12","IFN2","19_617",39.29,20.62,6.78,333.97,11.78,64.78,32.89,0.45,3.21,3.71,4.45,106.75,70.04,36.71,0,0,64.78,93.88,54.65,5.12,14.45,21.51,95.73,"Nodo 3 - Pies mayores",3.22,1.28,"19_617_17","IFN3","19_617",17,17,12,14.15,27.35,9.5,587.5,5.16,85.92,34.73,0.46,4.21,5.14,6.28,255.79,172.59,83.2,0,0,187.22,236.94,122.3,12.43,27.82,47.49,210.04,"Nodo 1 - Pies mayores",9.95,4
"1013","19_617_13","IFN2","19_617",39.28,20.39,7.41,326.69,13.09,64.07,36.32,0.45,3.15,4.11,4.92,113.9,74.83,39.07,0,0,65.26,103.37,56.38,4.94,14.08,20.86,96.27,"Nodo 3 - Pies mayores",3.19,1.41,"19_617_20","IFN3","19_617",20,20,13,14.15,25.9,8.5,526.85,6.8,81.37,32.82,0.46,4.01,4.57,5.57,206.58,138.48,68.09,0,0,104.74,188.89,101.75,10.47,24.52,40.76,177.51,"Nodo 1 - Pies mayores",8.7,2.5
"1014","19_617_14","IFN2","19_617",39.19,17.57,6.99,242.34,16.6,55.18,39.79,0.44,2.72,3.92,4.67,80.68,52.37,28.31,0,0,0,70.62,39.66,3.09,9.96,13.72,66.43,"Nodo 3 - Pies mayores",3.07,1.49,"19_617_22","IFN3","19_617",22,22,14,14.15,25.7,9,518.75,7.54,80.74,35.02,0.46,3.96,4.89,5.95,215.19,144.37,70.82,0,0,104.63,200.22,103.7,10.22,24.08,39.89,177.89,"Nodo 1 - Pies mayores",11.2,3.5
"1015","19_617_2","IFN2","19_617",39.23,18.56,7.54,270.44,15.54,58.3,40.64,0.44,2.86,4.24,5.06,96.6,63.06,33.53,0,0,0,87.12,46.68,3.68,11.31,16,77.67,"Nodo 3 - Pies mayores",3.11,1.54,"19_617_2","IFN3","19_617",2,2,2,31.83,21.45,8,361.36,15.19,67.39,37.3,0.44,3.31,4.44,5.35,135.34,89.4,45.94,0,0,73.59,120.46,65.78,5.79,15.83,24.03,111.44,"Nodo 1 - Pies mayores",6,2
"1016","19_617_3","IFN2","19_617",60.69,24.41,9.64,467.92,1.51,76.68,39.48,0.46,3.75,5.23,6.37,208.26,139.44,68.82,0,0,160.54,191.8,97,8.69,21.36,34.52,161.57,"Nodo 3 - Pies mayores",3.36,1.64,"19_617_3","IFN3","19_617",3,3,3,14.15,29.4,9,678.87,3.3,92.36,30.61,0.47,4.55,4.79,5.87,278.94,188.94,90,0,0,197.75,259.53,137.82,15.6,32.9,58.16,244.48,"Nodo 1 - Pies mayores",8.35,1
"1017","19_617_4","IFN2","19_617",39.3,21.09,8.01,349.36,9.04,66.26,37.98,0.45,3.26,4.4,5.3,131.15,86.53,44.62,0,0,71.31,116.83,63.52,5.49,15.22,22.92,107.15,"Nodo 3 - Pies mayores",3.24,1.51,"19_617_4","IFN3","19_617",4,4,4,14.15,27,9.5,572.56,5.99,84.82,35.19,0.46,4.15,5.16,6.3,249.51,168.2,81.31,0,0,182.63,231.13,119.02,11.94,27,45.81,203.76,"Nodo 1 - Pies mayores",9.15,3
"1018","19_617_5","IFN2","19_617",39.13,16.36,5.79,210.31,18.45,51.41,35.4,0.44,2.55,3.22,3.83,58.58,37.67,20.91,0,0,0,49.81,30.4,2.48,8.45,11.25,52.57,"Nodo 3 - Pies mayores",3.01,1.29,"19_617_5","IFN3","19_617",5,5,5,31.83,22.35,7.5,392.32,12.69,70.21,33.56,0.45,3.47,4.09,4.94,137.56,90.99,46.57,0,0,78.19,124.38,68.95,6.59,17.41,26.96,119.92,"Nodo 1 - Pies mayores",9,3
"1019","19_617_6","IFN2","19_617",39.29,21.03,8,347.33,10.42,66.07,38.05,0.45,3.24,4.42,5.32,130.28,85.94,44.35,0,0,70.84,115.97,63.09,5.44,15.12,22.73,106.38,"Nodo 3 - Pies mayores",3.23,1.5,"19_617_9","IFN3","19_617",9,9,6,14.15,23.25,8.5,424.56,10.94,73.04,36.56,0.45,3.58,4.66,5.64,167.74,111.59,56.15,0,0,87.5,153.38,80.99,7.46,19.08,30.12,137.65,"Nodo 1 - Pies mayores",5.45,2
"1020","19_617_7","IFN2","19_617",39.17,17.04,7.03,227.93,17.55,53.52,41.28,0.44,2.63,3.96,4.72,76.51,49.56,26.94,0,0,0,66.81,37.31,2.81,9.28,12.59,61.99,"Nodo 3 - Pies mayores",3.04,1.53,"19_617_10","IFN3","19_617",10,10,7,31.83,22.3,8,390.57,13.94,70.06,35.87,0.45,3.44,4.42,5.32,145.88,96.62,49.26,0,0,79.31,129.84,71.42,6.55,17.32,26.79,122.08,"Nodo 1 - Pies mayores",8.3,2.5
"1021","19_617_8","IFN2","19_617",60.69,24.35,9.02,465.85,4.35,76.51,37.03,0.45,3.75,4.92,5.96,194.38,129.92,64.46,0,0,97.17,179.76,92.67,8.63,21.25,34.3,156.86,"Nodo 3 - Pies mayores",3.35,1.52,"19_617_11","IFN3","19_617",11,11,8,14.15,30,10,706.86,2.3,94.25,33.33,0.46,4.61,5.38,6.6,321.45,218.59,102.86,0,0,204.74,298.89,153.52,16.62,34.48,61.55,266.16,"Nodo 1 - Pies mayores",9,2.5
"1022","19_617_9","IFN2","19_617",39.26,19.45,7.47,297.12,14.38,61.1,38.42,0.44,3,4.17,4.99,104.83,68.65,36.18,0,0,0,94.53,51.27,4.26,12.62,18.26,86.41,"Nodo 3 - Pies mayores",3.15,1.47,"19_617_12","IFN3","19_617",12,12,9,14.15,23.4,8.5,430.05,10.33,73.51,36.32,0.45,3.61,4.65,5.63,169.84,113.04,56.8,0,0,88.59,155.3,82.1,7.61,19.37,30.67,139.75,"Nodo 1 - Pies mayores",7.1,2.5
"1023","42_1858_1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"42_1858_3","IFN3","42_1858",3,3,1,127.32,11.37,7.17,101.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",1.82,1.67
"1024","42_1858_10","IFN2","42_1858",189.23,14.34,5.73,161.58,6.69,45.06,39.92,0.51,2.29,2.79,3.51,44.93,28.61,16.31,0,0,0,38.31,22.84,1.64,6.22,7.77,38.48,"Nodo 3 - Pies mayores",3.49,1.73,"42_1858_19","IFN3","42_1858",19,19,10,31.83,17.78,8.58,248.34,4.04,55.86,48.27,0.52,2.8,4.15,5.37,100.96,65.92,35.04,0,0,0,92.31,46.21,3.21,10.25,14.2,73.87,"Nodo 1 - Pies mayores",6.93,4.58
"1025","42_1858_2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"42_1858_4","IFN3","42_1858",4,4,2,127.32,10.35,7.33,84.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",1.55,0.83
"1026","42_1858_3","IFN2","42_1858",47.36,16.3,6.92,208.77,2.28,51.22,42.47,0.51,2.59,3.36,4.25,69.23,44.7,24.54,0,0,0,60.61,33.68,2.45,8.38,11.13,55.64,"Nodo 3 - Pies mayores",3.6,1.92,"42_1858_5","IFN3","42_1858",5,5,3,31.83,19.08,8.75,286.02,2.31,59.95,45.85,0.52,3.01,4.21,5.46,117.89,77.39,40.5,0,0,60.15,107.69,54.3,4.01,12.07,17.31,87.69,"Nodo 1 - Pies mayores",6.38,3.75
"1027","42_1858_4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"42_1858_6","IFN3","42_1858",6,6,4,127.32,10.37,6.83,84.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",1.62,0.83
"1028","42_1858_5","IFN2","42_1858",47.37,17.51,7.48,240.93,0,55.02,42.69,0.52,2.78,3.61,4.59,85.69,55.7,29.99,0,0,0,77.3,41.09,3.07,9.89,13.61,67.66,"Nodo 3 - Pies mayores",3.66,1.98,"42_1858_9","IFN3","42_1858",9,9,5,31.83,21.52,9.25,363.59,0,67.59,42.99,0.52,3.39,4.42,5.77,156.88,104,52.88,0,0,76.98,145.8,72.43,5.85,15.94,24.23,118.46,"Nodo 1 - Pies mayores",7.67,3.75
"1029","42_1858_6","IFN2","42_1858",170.06,11.28,6.28,99.9,9.74,35.43,55.64,0.5,1.79,3.13,3.92,30.89,19.38,11.51,0,0,0,25.66,14.54,0.77,3.56,3.96,22.83,"Nodo 3 - Pies mayores",3.28,2.28,"42_1858_10","IFN3","42_1858",10,10,6,31.83,13.75,6.5,148.39,4.83,43.18,47.29,0.53,2.2,3.06,3.95,46.83,29.83,17.01,0,0,0,41.43,22.57,1.43,5.64,6.9,36.54,"Nodo 1 - Pies mayores",5.75,2.5
"1030","42_1858_7","IFN2","42_1858",47.37,17.51,7.47,240.82,1.14,55.01,42.63,0.51,2.77,3.63,4.61,85.53,55.6,29.93,0,0,0,77.07,41.04,3.06,9.89,13.6,67.59,"Nodo 3 - Pies mayores",3.66,1.97,"42_1858_11","IFN3","42_1858",11,11,7,31.83,21.48,9.25,362.49,1.16,67.49,43.06,0.52,3.38,4.45,5.79,156.42,103.69,52.73,0,0,76.76,145.37,72.2,5.82,15.89,24.13,118.04,"Nodo 1 - Pies mayores",7.63,3.75
"1031","42_1858_8","IFN2","42_1858",169.78,10.73,6.4,90.39,11.44,33.7,59.64,0.5,1.7,3.23,4.03,28.59,17.88,10.7,0,0,0,23.59,13.23,0.66,3.17,3.44,20.51,"Nodo 3 - Pies mayores",3.23,2.4,"42_1858_12","IFN3","42_1858",12,12,8,127.32,11.9,6.92,111.3,5.3,37.4,58.1,0.53,1.9,3.28,4.24,37.71,23.8,13.9,0,0,0,32.99,17.31,0.91,4.04,4.61,26.86,"Nodo 1 - Pies mayores",4.4,2.92
"1032","42_1858_9","IFN2","42_1858",189.33,15.15,5.65,180.37,3.27,47.61,37.25,0.52,2.43,2.7,3.41,49.26,31.49,17.78,0,0,0,42.26,25.43,1.95,7.07,9.07,43.52,"Nodo 3 - Pies mayores",3.55,1.65,"42_1858_18","IFN3","42_1858",18,18,9,31.83,18.04,6.92,255.65,3.22,56.68,38.34,0.53,2.88,3.25,4.2,84.09,54.68,29.41,0,0,0,73.57,41.7,3.36,10.6,14.79,70.45,"Nodo 1 - Pies mayores",6.44,2.92
"1033","42_1890_1","IFN2","42_1890",38.41,19.18,8.05,289.02,15.28,60.27,41.97,0.43,2.93,4.62,5.48,109.79,71.96,37.83,0,0,59.43,98.14,52.15,4.08,12.22,17.57,86.01,"Nodo 3 - Pies mayores",3.28,1.55,"42_1890_1","IFN3","42_1890",1,0,1,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"1034","42_1890_10","IFN2","42_1890",38.43,19.91,9.23,311.19,14.08,62.53,46.37,0.42,3.02,5.35,6.36,134.72,88.82,45.91,0,0,66.1,121.84,61.35,4.58,13.31,19.48,98.73,"Nodo 3 - Pies mayores",3.31,1.73,"42_1890_14","IFN3","42_1890",14,10,10,31.83,21.56,10.42,365.2,7.89,67.74,48.31,0.49,3.33,5.36,6.82,176.92,117.64,59.29,0,0,79.33,164.15,78.31,5.89,16.03,24.39,124.61,"Nodo 1 - Pies mayores",4.96,2.92
"1035","42_1890_11","IFN2","42_1890",38.4,19.1,9.28,286.59,16.39,60.01,48.6,0.41,2.89,5.44,6.45,125.15,82.28,42.87,0,0,61.25,112.7,56.44,4.03,12.1,17.36,89.93,"Nodo 3 - Pies mayores",3.25,1.78,"42_1890_15","IFN3","42_1890",15,0,11,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"1036","42_1890_12","IFN2","42_1890",21.95,28.13,9.92,621.68,3.06,88.39,35.25,0.44,4.29,5.53,6.68,281.72,190.67,91.06,0,0,198.15,258.34,133.34,13.58,29.7,51.41,228.04,"Nodo 3 - Pies mayores",3.63,1.42,"42_1890_16","IFN3","42_1890",16,11,12,14.15,31.2,12.67,764.58,2.66,98.02,40.6,0.48,4.77,6.55,8.41,436.74,299.48,137.26,0,168.94,220.86,408.77,193.04,18.8,37.76,68.71,318.31,"Nodo 1 - Pies mayores",6.7,4.17
"1037","42_1890_13","IFN2","42_1890",21.95,29.07,9.88,663.61,1.61,91.32,33.98,0.45,4.44,5.47,6.62,298.87,202.72,96.15,0,0,206.68,275.67,142.52,15.05,32.04,56.34,245.95,"Nodo 3 - Pies mayores",3.67,1.38,"42_1890_17","IFN3","42_1890",17,12,13,14.15,32.95,12.25,852.54,1.45,103.51,37.18,0.49,5.05,6.26,8.06,469.52,322.95,146.57,0,186.62,212.17,441.97,212.17,22.3,42.85,80.04,357.37,"Nodo 1 - Pies mayores",7.55,3.75
"1038","42_1890_14",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"42_1890_18","IFN3","42_1890",18,13,14,127.32,10.33,6.75,83.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",1.38,1.25
"1039","42_1890_15","IFN2","42_1890",38.35,17.84,9.41,249.97,17.49,56.05,52.76,0.41,2.69,5.55,6.57,111.18,72.76,38.42,0,0,0,100.2,49.26,3.25,10.32,14.33,77.17,"Nodo 3 - Pies mayores",3.19,1.91,"42_1890_19","IFN3","42_1890",19,0,15,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"1040","42_1890_16","IFN2","42_1890",38.25,16.17,7.69,205.46,19.24,50.81,47.55,0.42,2.47,4.47,5.28,75.55,48.87,26.68,0,0,0,68.2,35.34,2.39,8.22,10.89,56.83,"Nodo 3 - Pies mayores",3.12,1.69,"42_1890_20","IFN3","42_1890",20,0,16,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"1041","42_1890_17",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"42_1890_21","IFN3","42_1890",21,14,17,127.32,10.28,7.25,83.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",1.43,1.25
"1042","42_1890_18","IFN2","42_1890",38.24,16.11,7.69,203.91,20.02,50.62,47.72,0.42,2.46,4.48,5.29,74.98,48.49,26.49,0,0,0,67.67,35.05,2.36,8.15,10.77,56.33,"Nodo 3 - Pies mayores",3.11,1.69,"42_1890_22","IFN3","42_1890",22,0,18,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"1043","42_1890_19","IFN2","42_1890",38.25,16.21,9.62,206.35,18.45,50.92,59.35,0.41,2.44,5.71,6.75,94.39,61.39,33,0,0,0,84.1,40.77,2.4,8.26,10.95,62.39,"Nodo 3 - Pies mayores",3.11,2.12,"42_1890_24","IFN3","42_1890",24,0,19,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"1044","42_1890_2","IFN2","42_1890",21.94,26.18,8.84,538.33,5.71,82.25,33.76,0.44,4.02,4.91,5.91,219.14,147.16,71.99,0,0,106.55,200.11,106.65,10.83,25.14,42.01,184.64,"Nodo 3 - Pies mayores",3.58,1.34,"42_1890_2","IFN3","42_1890",2,1,2,14.15,30.03,11.25,708.23,3.74,94.34,37.46,0.49,4.63,5.74,7.35,361.3,246.39,114.91,0,153.24,216.7,337.71,165.45,16.67,34.55,61.72,278.39,"Nodo 1 - Pies mayores",7.43,3.75
"1045","42_1890_20","IFN2","42_1890",21.95,30.51,9.82,731.29,0,95.86,32.18,0.45,4.67,5.39,6.54,326.26,222.03,104.23,0,0,201.16,299.56,157.34,17.53,35.86,64.55,275.28,"Nodo 3 - Pies mayores",3.71,1.32,"42_1890_26","IFN3","42_1890",26,17,20,14.15,36.17,14.75,1027.67,0,113.64,40.78,0.47,5.45,7.75,9.99,674.01,468.74,205.27,0,400.45,214.46,636.04,289.96,29.91,53.21,104.01,477.09,"Nodo 1 - Pies mayores",9.37,6.25
"1046","42_1890_3","IFN2","42_1890",21.95,27.32,8.79,586.3,4.43,85.83,32.16,0.45,4.2,4.85,5.85,236.56,159.31,77.25,0,0,112.96,215.09,116.3,12.39,27.75,47.36,203.79,"Nodo 3 - Pies mayores",3.62,1.29,"42_1890_5","IFN3","42_1890",5,4,3,14.15,29.84,10.83,699.45,4.74,93.75,36.3,0.49,4.61,5.52,7.06,344.06,234.32,109.74,0,0,212.73,320.08,159.51,16.34,34.06,60.65,270.56,"Nodo 1 - Pies mayores",6.14,3.33
"1047","42_1890_4","IFN2","42_1890",40.07,23.25,9.59,424.73,9.42,73.06,41.26,0.43,3.53,5.48,6.55,188.87,126.01,62.86,0,0,90.16,174.83,87.32,7.47,19.09,30.14,144.01,"Nodo 3 - Pies mayores",3.45,1.59,"42_1890_6","IFN3","42_1890",6,5,4,14.15,26.69,10.92,559.3,5.73,83.84,40.91,0.49,4.12,5.6,7.14,279.4,188.81,90.58,0,0,191.09,258.93,126.52,11.5,26.28,44.33,208.63,"Nodo 1 - Pies mayores",6.89,2.92
"1048","42_1890_5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"42_1890_7","IFN3","42_1890",7,0,5,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"1049","42_1890_6","IFN2","42_1890",38.45,20.61,7.95,333.63,12.8,64.75,38.6,0.43,3.16,4.51,5.37,124.62,82.07,42.55,0,0,68.06,111.28,60.25,5.11,14.43,21.48,101.27,"Nodo 3 - Pies mayores",3.36,1.45,"42_1890_9","IFN3","42_1890",9,7,6,14.15,23.25,9.83,424.41,7.29,73.03,42.3,0.49,3.61,5,6.37,193.33,129.06,64.27,0,0,90.72,177.71,88.59,7.46,19.08,30.1,145.23,"Nodo 1 - Pies mayores",6,3.33
"1050","42_1890_7","IFN2","42_1890",49.37,25.51,8.28,511.19,6.89,80.15,32.45,0.45,3.93,4.59,5.51,195.56,130.88,64.68,0,0,102.17,179.09,96.97,9.99,23.67,39.07,169.7,"Nodo 3 - Pies mayores",3.56,1.28,"42_1890_10","IFN3","42_1890",10,0,7,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"1051","42_1890_8","IFN2","42_1890",152.35,14.52,8.55,165.59,20.8,45.62,58.91,0.41,2.2,5.06,5.96,68.06,43.8,24.26,0,0,0,59.6,30.04,1.7,6.4,8.05,46.19,"Nodo 3 - Pies mayores",3.02,2.05,"42_1890_11","IFN3","42_1890",11,0,8,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"1052","42_1890_9","IFN2","42_1890",40.07,23.1,8.39,419.25,11.12,72.58,36.33,0.43,3.54,4.75,5.67,163.69,108.81,54.87,0,0,85.98,150.42,79.29,7.32,18.81,29.59,135.01,"Nodo 3 - Pies mayores",3.45,1.39,"42_1890_12","IFN3","42_1890",12,8,9,14.15,26.23,11.17,540.45,6.52,82.41,42.57,0.48,4.04,5.77,7.35,276.35,186.62,89.72,0,0,187.95,259.26,123.74,10.9,25.25,42.25,202.13,"Nodo 1 - Pies mayores",6.58,4.17
"1053","42_1902_1","IFN2","42_1902",48.61,16.94,6.83,225.35,6.9,53.22,40.31,0.48,2.66,3.54,4.34,73.53,47.58,25.95,0,0,0,64.57,36.2,2.76,9.15,12.39,60.51,"Nodo 3 - Pies mayores",3.74,1.83,"42_1902_3","IFN3","42_1902",3,3,1,31.83,18.24,7.5,261.43,2.36,57.32,41.11,0.57,2.94,3.24,4.49,93,60.63,32.36,0,0,0,84.09,44.89,3.48,10.87,15.26,74.51,"Nodo 1 - Pies mayores",5.04,2.5
"1054","42_1902_2","IFN2","42_1902",48.65,19.31,6.58,292.94,5.48,60.67,34.07,0.49,3.04,3.37,4.15,91.35,59.61,31.73,0,0,0,80.59,46.7,4.17,12.41,17.9,81.18,"Nodo 3 - Pies mayores",3.86,1.58,"42_1902_4","IFN3","42_1902",4,4,2,31.83,21.09,8.33,349.24,1.25,66.25,39.52,0.56,3.39,3.63,5.04,136.28,90,46.29,0,0,72.11,125.28,65.07,5.49,15.22,22.9,108.68,"Nodo 1 - Pies mayores",5.64,3.33
"1055","42_1902_3","IFN2","42_1902",48.6,16.46,6.88,212.74,8,51.7,41.81,0.48,2.58,3.59,4.39,70.08,45.26,24.81,0,0,0,61.47,34.22,2.52,8.56,11.43,56.74,"Nodo 3 - Pies mayores",3.71,1.88,"42_1902_5","IFN3","42_1902",5,5,3,31.83,17.87,8.75,250.87,3.19,56.15,48.96,0.56,2.86,3.88,5.37,103.89,67.88,36,0,0,0,94.89,47.27,3.27,10.37,14.4,75.31,"Nodo 1 - Pies mayores",5.12,3.75
"1056","42_1902_4","IFN2","42_1902",151.32,13.37,6.62,140.32,11.26,41.99,49.5,0.47,2.1,3.49,4.25,45.15,28.71,16.44,0,0,0,39.98,21.51,1.31,5.28,6.38,34.49,"Nodo 3 - Pies mayores",3.52,2.12,"42_1902_8","IFN3","42_1902",8,8,4,31.83,14.18,7.42,157.96,4.52,44.55,52.3,0.56,2.28,3.24,4.47,56.58,36.23,20.35,0,0,0,48.47,26.17,1.58,6.06,7.53,41.34,"Nodo 1 - Pies mayores",4.33,2.92
"1057","42_1902_5","IFN2","42_1902",160.87,12.17,6.04,116.27,15.35,38.22,49.65,0.47,1.91,3.23,3.9,34.46,21.72,12.74,0,0,0,28.96,16.67,0.98,4.25,4.9,26.8,"Nodo 3 - Pies mayores",3.42,2.04,"42_1902_11","IFN3","42_1902",11,11,5,31.83,12.6,6.08,124.68,5.52,39.58,48.28,0.57,2.05,2.62,3.6,37.11,23.46,13.66,0,0,0,31.14,18.03,1.09,4.61,5.4,29.13,"Nodo 1 - Pies mayores",3.85,2.08
"1058","42_1902_6","IFN2","42_1902",151.4,13.7,6.58,147.42,9.03,43.04,48.04,0.48,2.15,3.43,4.2,47.11,30,17.1,0,0,0,41.56,22.59,1.42,5.6,6.84,36.44,"Nodo 3 - Pies mayores",3.55,2.08,"42_1902_14","IFN3","42_1902",14,14,6,31.83,14.6,7.42,167.36,3.99,45.86,50.81,0.56,2.35,3.23,4.47,59.83,38.38,21.44,0,0,0,51.25,27.82,1.73,6.48,8.17,44.19,"Nodo 1 - Pies mayores",4.45,2.92
