"","TREE_ID","INVENTORY_ID_IFN2","PLOT_ID.x","expan_IFN2","dbh_IFN2","h_IFN2","g_IFN2","bal_IFN2","circ_normal_IFN2","esbeltez_IFN2","cr_IFN2","lcw_IFN2","hcb_IFN2","hlcw_IFN2","vob_IFN2","vub_IFN2","vbark_IFN2","v_sierra_gruesa_IFN2","v_sierra_IFN2","v_sierra_canter_IFN2","v_trituracion_IFN2","wsw_IFN2","wb2_t_IFN2","wtbl_IFN2","wr_IFN2","wt_IFN2","sheet_SM4_IFN2","dbh_i_IFN2","h_i_IFN2","TREE_ID.y","INVENTORY_ID_IFN3","PLOT_ID.y","TREE_ID_IFN3_2","TREE_ID_IFN3","TREE_ID_IFN2","expan_IFN3","dbh_IFN3","h_IFN3","g_IFN3","bal_IFN3","circ_normal_IFN3","esbeltez_IFN3","cr_IFN3","lcw_IFN3","hcb_IFN3","hlcw_IFN3","vob_IFN3","vub_IFN3","vbark_IFN3","v_sierra_gruesa_IFN3","v_sierra_IFN3","v_sierra_canter_IFN3","v_trituracion_IFN3","wsw_IFN3","wb2_t_IFN3","wtbl_IFN3","wr_IFN3","wt_IFN3","sheet_SM4_IFN3","dbh_i_IFN3","h_i_IFN3"
"1","16_2992_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"16_2992_2","IFN3","16_2992",2,2,0,127.32,8.95,3.5,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"2","16_2992_1","IFN2","16_2992",14.12,31.14,10.56,761.77,0,97.84,33.92,0.6,5,4.26,6.51,364.51,248.85,115.66,0,161.91,206.01,338.86,171.89,18.69,37.6,68.36,296.53,"Nodo 3 - Pies mayores",6.94,2.56,"16_2992_1","IFN3","16_2992",1,1,1,14.15,24.95,11,488.91,0,78.38,44.09,0.6,4.01,4.4,6.82,247.23,166.31,80.92,0,0,175.39,228.19,110.26,9.31,22.48,36.71,178.77,"Nodo 1 - Pies mayores",0.75,3
"3","16_2992_2","IFN2","16_2992",31.62,24.36,9.97,466.01,1.08,76.52,40.93,0.6,3.93,4.01,6.11,214.46,143.69,70.77,0,0,162.27,197.44,98.64,8.64,21.26,34.32,162.86,"Nodo 3 - Pies mayores",6.56,2.97,"16_2992_3","IFN3","16_2992",3,3,2,31.83,17.05,7.5,228.32,0.69,53.56,43.99,0.62,2.8,2.84,4.4,81.61,52.95,28.65,0,0,0,73.79,38.9,2.82,9.29,12.62,63.63,"Nodo 1 - Pies mayores",.,0.5
"4","16_2992_3","IFN2","16_2992",5.09,44.4,11.5,1548.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 3 - Pies mayores",0,0,"16_2992_4","IFN3","16_2992",4,4,3,5.09,46.75,12.5,1716.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",2.35,1
"5","19_1047_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1047_1","IFN3","19_1047",1,1,0,14.15,23.15,8.4,420.91,4.11,72.73,36.29,0.47,3.59,4.45,5.45,164.44,109.34,55.11,0,0,86.39,151.21,79.67,7.36,18.9,29.76,135.68,"Nodo 1 - Pies mayores",.,.
"6","19_1047_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1047_11","IFN3","19_1047",11,9,0,31.83,16.1,8,203.58,16.42,50.58,49.69,0.44,2.48,4.46,5.36,77.82,50.36,27.45,0,0,0,69.26,35.86,2.35,8.14,10.75,57.1,"Nodo 1 - Pies mayores",.,.
"7","19_1047_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1047_15","IFN3","19_1047",15,11,0,31.83,15.25,5.6,182.65,17.68,47.91,36.72,0.46,2.39,3.04,3.65,49.47,31.63,17.84,0,0,0,42.43,25.65,1.98,7.17,9.23,44.04,"Nodo 1 - Pies mayores",.,.
"8","19_1047_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1047_19","IFN3","19_1047",19,14,0,31.83,16.55,6.7,215.12,15.07,51.99,40.48,0.46,2.58,3.65,4.39,69.02,44.57,24.45,0,0,0,60.92,34.07,2.57,8.67,11.61,56.92,"Nodo 1 - Pies mayores",.,.
"9","19_1047_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1047_26","IFN3","19_1047",26,18,0,14.15,24.1,9.6,456.17,2.82,75.71,39.83,0.46,3.71,5.14,6.31,202.46,135.42,67.04,0,0,96.65,187.5,94.2,8.35,20.74,33.31,156.61,"Nodo 1 - Pies mayores",.,.
"10","19_1047_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1047_29","IFN3","19_1047",29,21,0,31.83,16.3,6.2,208.67,15.76,51.21,38.04,0.46,2.55,3.36,4.05,62.13,40.01,22.13,0,0,0,55.48,31.44,2.45,8.37,11.13,53.39,"Nodo 1 - Pies mayores",.,.
"11","19_1047_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1047_3","IFN3","19_1047",3,3,0,31.83,15.6,6.4,191.13,17.07,49.01,41.03,0.45,2.43,3.5,4.21,58.89,37.83,21.06,0,0,0,52.39,29.22,2.13,7.56,9.84,48.75,"Nodo 1 - Pies mayores",.,.
"12","19_1047_1","IFN2","19_1047",35.43,16.79,7.33,221.52,20.57,52.76,43.67,0.4,2.55,4.43,5.16,77.55,50.24,27.31,0,0,0,70.3,37.16,2.69,8.97,12.1,60.92,"Nodo 3 - Pies mayores",2.44,1.33,"19_1047_2","IFN3","19_1047",2,2,1,31.83,19.2,7.1,289.53,6.82,60.32,36.98,0.47,3,3.74,4.56,97.27,63.57,33.7,0,0,0,88.16,48.34,4.09,12.24,17.61,82.28,"Nodo 1 - Pies mayores",4.85,1.1
"13","19_1047_10","IFN2","19_1047",35.39,15.98,6.75,200.66,24.36,50.21,42.24,0.39,2.43,4.11,4.76,65.02,41.9,23.13,0,0,0,57.35,31.8,2.3,8,10.53,52.63,"Nodo 3 - Pies mayores",2.38,1.25,"19_1047_13","IFN3","19_1047",13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"14","19_1047_11","IFN2","19_1047",35.47,17.99,7.3,254.24,13.85,56.52,40.57,0.41,2.75,4.29,5.04,88.16,57.39,30.77,0,0,0,80.13,42.86,3.34,10.53,14.68,71.4,"Nodo 3 - Pies mayores",2.54,1.3,"19_1047_14","IFN3","19_1047",14,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"15","19_1047_12","IFN2","19_1047",35.41,16.3,7.35,208.78,22.89,51.22,45.11,0.39,2.47,4.49,5.21,73.44,47.48,25.96,0,0,0,66.3,34.96,2.45,8.38,11.13,56.92,"Nodo 3 - Pies mayores",2.4,1.35,"19_1047_16","IFN3","19_1047",16,12,12,31.83,17.1,7.9,229.66,14.34,53.72,46.2,0.45,2.64,4.36,5.26,86.34,56.1,30.24,0,0,0,77.27,40.42,2.84,9.36,12.73,65.34,"Nodo 1 - Pies mayores",3.2,1.9
"16","19_1047_13","IFN2","19_1047",35.44,17.08,6.72,229.2,18.17,53.67,39.33,0.41,2.61,3.99,4.66,73.58,47.62,25.95,0,0,0,64.69,36.49,2.83,9.34,12.69,61.35,"Nodo 3 - Pies mayores",2.48,1.22,"19_1047_17","IFN3","19_1047",17,13,13,31.83,18.5,7.4,268.8,9.49,58.12,40,0.46,2.88,3.97,4.81,94.28,61.51,32.77,0,0,0,85.5,45.85,3.64,11.23,15.87,76.59,"Nodo 1 - Pies mayores",3.9,1.9
"17","19_1047_14","IFN2","19_1047",35.42,16.7,6.11,218.94,21.36,52.45,36.57,0.4,2.56,3.65,4.24,64.11,41.34,22.77,0,0,0,53.62,32.77,2.64,8.85,11.9,56.16,"Nodo 3 - Pies mayores",2.45,1.11,"19_1047_18","IFN3","19_1047",18,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"18","19_1047_15","IFN2","19_1047",35.51,19.72,7.2,305.3,10.89,61.94,36.51,0.42,3.02,4.17,4.92,103.76,67.96,35.8,0,0,0,93.89,51.56,4.45,13.02,18.97,88,"Nodo 3 - Pies mayores",2.62,1.2,"19_1047_20","IFN3","19_1047",20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"19","19_1047_16","IFN2","19_1047",35.47,18.1,7.91,257.16,12.94,56.85,43.71,0.41,2.75,4.67,5.48,96.41,62.9,33.51,0,0,0,86.35,45.59,3.4,10.67,14.91,74.57,"Nodo 3 - Pies mayores",2.55,1.41,"19_1047_21","IFN3","19_1047",21,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"20","19_1047_17","IFN2","19_1047",35.54,21.53,7.71,364.17,7.19,67.65,35.8,0.43,3.3,4.43,5.24,131.51,86.82,44.7,0,0,73.38,118.13,64.82,5.86,15.97,24.29,110.95,"Nodo 3 - Pies mayores",2.68,1.21,"19_1047_22","IFN3","19_1047",22,15,17,31.83,21.55,8.2,364.74,4.71,67.7,38.05,0.47,3.35,4.35,5.31,139.89,92.49,47.41,0,0,74.7,128.06,67.46,5.88,16,24.34,113.68,"Nodo 1 - Pies mayores",2.7,1.7
"21","19_1047_18","IFN2","19_1047",35.45,17.36,6.71,236.6,16.51,54.53,38.68,0.41,2.66,3.96,4.63,75.8,49.11,26.68,0,0,0,66.6,37.72,2.98,9.69,13.27,63.65,"Nodo 3 - Pies mayores",2.51,1.21,"19_1047_23","IFN3","19_1047",23,16,18,31.83,18.8,7.1,277.59,7.74,59.06,37.77,0.47,2.94,3.76,4.57,93.4,60.95,32.45,0,0,0,81.04,46.23,3.83,11.66,16.6,78.32,"Nodo 1 - Pies mayores",3.95,1.6
"22","19_1047_19","IFN2","19_1047",35.44,17.17,8.56,231.63,17.35,53.95,49.83,0.39,2.59,5.18,6.06,94.13,61.3,32.83,0,0,0,85.87,42.85,2.88,9.45,12.88,68.06,"Nodo 3 - Pies mayores",2.47,1.56,"19_1047_24","IFN3","19_1047",24,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"23","19_1047_2","IFN2","19_1047",35.43,16.91,7.34,224.67,18.99,53.13,43.4,0.4,2.57,4.41,5.14,78.68,51,27.68,0,0,0,71.36,37.74,2.75,9.12,12.34,61.94,"Nodo 3 - Pies mayores",2.46,1.34,"19_1047_4","IFN3","19_1047",4,4,2,31.83,18.4,7,265.9,10.34,57.81,38.04,0.46,2.87,3.75,4.54,88.37,57.56,30.81,0,0,0,76.96,43.79,3.58,11.09,15.63,74.09,"Nodo 1 - Pies mayores",3.95,1
"24","19_1047_20","IFN2","19_1047",35.43,16.86,6.72,223.27,19.78,52.97,39.87,0.4,2.57,4.02,4.68,71.77,46.41,25.36,0,0,0,63.12,35.5,2.72,9.06,12.23,59.51,"Nodo 3 - Pies mayores",2.46,1.22,"19_1047_25","IFN3","19_1047",25,17,20,31.83,18.3,6.6,263.02,11.19,57.49,36.07,0.47,2.86,3.53,4.27,82.57,53.68,28.88,0,0,0,72.98,41.75,3.52,10.95,15.39,71.61,"Nodo 1 - Pies mayores",3.9,1.1
"25","19_1047_21","IFN2","19_1047",35.46,17.66,7.92,244.95,15.65,55.48,44.84,0.4,2.68,4.73,5.53,92.11,59.99,32.11,0,0,0,82.57,43.34,3.15,10.08,13.93,70.5,"Nodo 3 - Pies mayores",2.51,1.42,"19_1047_27","IFN3","19_1047",27,19,21,31.83,18.6,7.6,271.72,8.62,58.43,40.86,0.46,2.89,4.07,4.95,97.78,63.86,33.92,0,0,0,88.1,47.14,3.7,11.37,16.11,78.33,"Nodo 1 - Pies mayores",3.45,1.1
"26","19_1047_22","IFN2","19_1047",45.18,22.91,8.81,412.36,5.32,71.99,38.47,0.42,3.49,5.1,6.05,168.99,112.4,56.59,0,0,85.78,154,80.31,7.13,18.45,28.91,134.8,"Nodo 3 - Pies mayores",2.71,1.31,"19_1047_28","IFN3","19_1047",28,20,22,14.15,27,9,572.56,2.01,84.82,33.33,0.47,4.18,4.76,5.85,236.68,159.35,77.33,0,0,179.07,220.21,115.11,11.94,27,45.81,199.85,"Nodo 1 - Pies mayores",6.8,1.5
"27","19_1047_23","IFN2","19_1047",35.47,17.93,7.3,252.58,14.75,56.34,40.68,0.41,2.74,4.3,5.05,87.56,56.98,30.58,0,0,0,79.55,42.55,3.3,10.45,14.54,70.84,"Nodo 3 - Pies mayores",2.53,1.3,"19_1047_30","IFN3","19_1047",30,22,23,31.83,17.75,6.9,247.45,12.03,55.76,38.87,0.46,2.77,3.72,4.49,81.3,52.8,28.5,0,0,0,71.02,40.23,3.2,10.2,14.13,67.76,"Nodo 1 - Pies mayores",2.35,0.9
"28","19_1047_24","IFN2","19_1047",41.73,28.61,8.55,643.02,0,89.89,29.89,0.44,4.38,4.82,5.76,251.83,170.04,81.79,0,0,120.15,229.61,126.09,14.32,30.89,53.9,225.21,"Nodo 3 - Pies mayores",2.86,1.05,"19_1047_31","IFN3","19_1047",31,23,24,14.15,29.9,8.7,702.15,1.02,93.93,29.1,0.48,4.65,4.56,5.61,278.78,188.9,89.88,0,0,123.24,253.58,139.87,16.44,34.21,60.98,251.5,"Nodo 1 - Pies mayores",4.15,1.2
"29","19_1047_25","IFN2","19_1047",144.3,13.04,7.7,133.64,26.36,40.98,58.99,0.38,1.96,4.78,5.52,49.92,31.8,18.12,0,0,0,42.2,22.43,1.21,4.99,5.96,34.59,"Nodo 3 - Pies mayores",2.24,1.7,"19_1047_32","IFN3","19_1047",32,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"30","19_1047_26","IFN2","19_1047",41.73,28.37,6.84,632.29,2.68,89.14,24.1,0.44,4.4,3.81,4.53,199.21,133.73,65.49,0,0,113.27,181.49,107.89,13.95,30.29,52.64,204.78,"Nodo 3 - Pies mayores",2.87,0.84,"19_1047_33","IFN3","19_1047",33,24,26,14.15,30.3,8.8,721.07,0,95.19,29.04,0.48,4.71,4.6,5.66,289.23,196.22,93.01,0,0,123.53,268.1,144.87,17.14,35.28,63.29,260.59,"Nodo 1 - Pies mayores",4.8,2.8
"31","19_1047_27","IFN2","19_1047",35.33,14.9,9.33,174.48,25.74,46.82,62.61,0.37,2.21,5.89,6.81,77.93,50.35,27.59,0,0,0,70.42,33.5,1.85,6.8,8.66,50.81,"Nodo 3 - Pies mayores",2.3,1.83,"19_1047_34","IFN3","19_1047",34,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"32","19_1047_3","IFN2","19_1047",35.4,16.19,7.36,205.93,23.63,50.87,45.43,0.39,2.45,4.5,5.22,72.5,46.85,25.65,0,0,0,62.23,34.46,2.4,8.25,10.92,56.03,"Nodo 3 - Pies mayores",2.39,1.36,"19_1047_5","IFN3","19_1047",5,5,3,31.83,17.35,7,236.42,13.59,54.51,40.35,0.46,2.7,3.8,4.59,78.9,51.18,27.72,0,0,0,68.71,38.68,2.98,9.68,13.25,64.58,"Nodo 1 - Pies mayores",3.55,1
"33","19_1047_4","IFN2","19_1047",35.37,15.61,6.78,191.45,25.07,49.05,43.41,0.39,2.37,4.14,4.79,62.38,40.13,22.25,0,0,0,54.84,30.33,2.14,7.58,9.86,49.91,"Nodo 3 - Pies mayores",2.36,1.28,"19_1047_6","IFN3","19_1047",6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"34","19_1047_5","IFN2","19_1047",144.27,12.97,7.68,132.12,28.29,40.75,59.21,0.37,1.95,4.8,5.54,49.27,31.38,17.9,0,0,0,41.9,22.13,1.19,4.93,5.86,34.12,"Nodo 3 - Pies mayores",2.22,1.68,"19_1047_7","IFN3","19_1047",7,6,5,31.83,13.55,6.6,144.2,18.26,42.57,48.71,0.45,2.11,3.64,4.37,46.24,29.43,16.81,0,0,0,40.87,22.11,1.37,5.45,6.63,35.56,"Nodo 1 - Pies mayores",2.8,0.6
"35","19_1047_6","IFN2","19_1047",35.41,16.46,7.96,212.81,22.13,51.71,48.37,0.39,2.48,4.88,5.67,80.84,52.4,28.44,0,0,0,72.23,37.47,2.52,8.57,11.44,59.99,"Nodo 3 - Pies mayores",2.41,1.46,"19_1047_8","IFN3","19_1047",8,7,6,31.83,17.6,7.5,243.28,12.82,55.29,42.61,0.45,2.73,4.09,4.94,86.76,56.42,30.34,0,0,0,78.45,41.6,3.11,10,13.8,68.51,"Nodo 1 - Pies mayores",3.55,1
"36","19_1047_7","IFN2","19_1047",35.49,18.57,7.88,270.75,11.98,58.33,42.44,0.41,2.83,4.63,5.45,100.93,65.97,34.97,0,0,0,90.17,48.02,3.68,11.33,16.03,79.06,"Nodo 3 - Pies mayores",2.57,1.38,"19_1047_9","IFN3","19_1047",9,8,7,31.83,19.5,8.1,298.65,5.87,61.26,41.54,0.47,3.03,4.31,5.26,113.99,74.81,39.18,0,0,61.42,101.56,54.19,4.29,12.69,18.39,89.57,"Nodo 1 - Pies mayores",3.5,1.6
"37","19_1047_8","IFN2","19_1047",35.52,20.33,7.77,324.76,9.74,63.88,38.19,0.42,3.11,4.51,5.33,118.6,77.99,40.61,0,0,65.75,106.35,57.69,4.9,13.99,20.69,97.26,"Nodo 3 - Pies mayores",2.63,1.27,"19_1047_10","IFN3","19_1047",10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"38","19_1047_9","IFN2","19_1047",35.53,21.23,6.53,354.04,8.48,66.7,30.74,0.43,3.28,3.71,4.39,108.77,71.45,37.32,0,0,67.7,96.49,56.76,5.61,15.46,23.35,101.18,"Nodo 3 - Pies mayores",2.68,1.03,"19_1047_12","IFN3","19_1047",12,10,9,14.15,24.05,7.1,454.28,3.47,75.56,29.52,0.48,3.77,3.68,4.51,150.2,99.74,50.46,0,0,88.58,136.13,77.84,8.3,20.64,33.12,139.89,"Nodo 1 - Pies mayores",5.5,1.6
"39","19_1051_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1051_12","IFN3","19_1051",12,10,0,14.15,29.1,10.3,665.08,0,91.42,35.4,0.48,4.49,5.37,6.69,311.98,211.84,100.14,0,0,211.24,292.12,146.59,15.1,32.12,56.51,250.33,"Nodo 1 - Pies mayores",.,.
"40","19_1051_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1051_13","IFN3","19_1051",13,11,0,14.15,23.95,9.3,450.51,3.26,75.24,38.83,0.48,3.71,4.85,6.02,193.93,129.56,64.37,0,0,94.64,179.56,91.16,8.19,20.44,32.73,152.52,"Nodo 1 - Pies mayores",.,.
"41","19_1051_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1051_15","IFN3","19_1051",15,13,0,14.15,27.05,9.4,574.68,1.75,84.98,34.75,0.48,4.2,4.88,6.07,247.83,167.05,80.78,0,0,181.83,229.55,118.71,12.01,27.12,46.04,203.87,"Nodo 1 - Pies mayores",.,.
"42","19_1051_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1051_3","IFN3","19_1051",3,2,0,31.83,15.15,5.8,180.27,15,47.6,38.28,0.47,2.39,3.05,3.71,50.55,32.33,18.22,0,0,0,43.01,25.85,1.94,7.07,9.06,43.92,"Nodo 1 - Pies mayores",.,.
"43","19_1051_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1051_8","IFN3","19_1051",8,7,0,31.83,12.75,4.4,127.68,15.57,40.06,34.51,0.48,2.03,2.27,2.76,27.68,17.37,10.3,0,0,0,22.88,15.13,1.13,4.74,5.59,26.58,"Nodo 1 - Pies mayores",.,.
"44","19_1051_1","IFN2","19_1051",36.48,16.19,6.42,205.98,20.49,50.88,39.64,0.43,2.5,3.65,4.32,63.48,40.89,22.59,0,0,0,56.28,31.69,2.4,8.25,10.93,53.26,"Nodo 3 - Pies mayores",3.04,1.42,"19_1051_1","IFN3","19_1051",1,1,1,31.83,18.85,6,279.07,14.11,59.22,31.83,0.48,2.97,3.15,3.84,79.65,51.78,27.87,0,0,0,71.19,41.9,3.86,11.73,16.72,74.22,"Nodo 1 - Pies mayores",5.7,1
"45","19_1051_10","IFN2","19_1051",36.6,18.22,6.91,260.66,16,57.23,37.96,0.44,2.82,3.89,4.62,85.66,55.74,29.92,0,0,0,74.93,42.56,3.47,10.84,15.2,72.06,"Nodo 3 - Pies mayores",3.17,1.41,"19_1051_14","IFN3","19_1051",14,12,10,31.83,20.9,7.7,343.07,7.44,65.66,36.84,0.48,3.27,4.01,4.94,124.01,81.69,42.32,0,0,69.19,111.3,60.81,5.34,14.9,22.34,103.4,"Nodo 1 - Pies mayores",5.85,2.2
"46","19_1051_11","IFN2","19_1051",36.6,18.1,7.55,257.18,16.95,56.85,41.72,0.43,2.78,4.3,5.11,92.11,60.03,32.08,0,0,0,83.14,44.29,3.4,10.67,14.91,73.27,"Nodo 3 - Pies mayores",3.15,1.55,"19_1051_16","IFN3","19_1051",16,14,11,31.83,19.7,7.7,304.81,8.54,61.89,39.09,0.48,3.08,4.03,4.96,110.64,72.58,38.07,0,0,61.73,99.3,53.67,4.43,12.99,18.93,90.02,"Nodo 1 - Pies mayores",4.75,1.7
"47","19_1051_12","IFN2","19_1051",37.34,27.3,8.26,585.26,0,85.76,30.26,0.47,4.24,4.39,5.35,222.35,149.52,72.84,0,0,111.96,204.75,111.74,12.35,27.7,47.24,199.03,"Nodo 3 - Pies mayores",3.55,1.26,"19_1051_17","IFN3","19_1051",17,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"48","19_1051_13","IFN2","19_1051",36.54,17.08,6.98,229.23,19.66,53.67,40.87,0.43,2.63,3.99,4.73,76.4,49.5,26.9,0,0,0,66.84,37.38,2.83,9.34,12.69,62.24,"Nodo 3 - Pies mayores",3.08,1.48,"19_1051_18","IFN3","19_1051",18,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"49","19_1051_14","IFN2","19_1051",40.7,22.7,7.29,404.63,6.17,71.31,32.11,0.46,3.53,3.94,4.75,137.8,91.19,46.62,0,0,79.89,125.1,69.99,6.92,18.05,28.16,123.11,"Nodo 3 - Pies mayores",3.4,1.29,"19_1051_19","IFN3","19_1051",19,15,14,14.15,23.35,7.9,428.22,4.52,73.36,33.83,0.49,3.66,4.06,5.03,157.47,104.61,52.86,0,0,86.37,140.93,78.11,7.56,19.28,30.48,135.43,"Nodo 1 - Pies mayores",4.05,1.9
"50","19_1051_15","IFN2","19_1051",36.66,19.86,7.44,309.77,11.78,62.39,37.49,0.44,3.07,4.13,4.95,108.74,71.31,37.43,0,0,62.05,98.42,53.46,4.55,13.24,19.36,90.61,"Nodo 3 - Pies mayores",3.26,1.44,"19_1051_20","IFN3","19_1051",20,16,15,31.83,19.4,7,295.59,9.51,60.95,36.08,0.48,3.04,3.64,4.47,97.87,63.99,33.89,0,0,0,85.23,48.98,4.23,12.54,18.13,83.87,"Nodo 1 - Pies mayores",2.8,1
"51","19_1051_16","IFN2","19_1051",36.64,19.28,7.48,291.9,12.92,60.57,38.81,0.44,2.98,4.18,4.99,103.19,67.54,35.65,0,0,0,93.15,50.37,4.14,12.36,17.81,84.68,"Nodo 3 - Pies mayores",3.23,1.48,"19_1051_21","IFN3","19_1051",21,17,16,31.83,21.2,6.8,352.99,6.32,66.6,32.08,0.49,3.34,3.47,4.29,112.9,74.23,38.67,0,0,68.39,99.46,58.04,5.58,15.41,23.25,102.28,"Nodo 1 - Pies mayores",5.15,0.8
"52","19_1051_17","IFN2","19_1051",36.57,17.61,8.22,243.52,17.9,55.32,46.69,0.42,2.69,4.74,5.63,94.98,61.91,33.08,0,0,0,84.23,44.07,3.12,10.02,13.82,71.02,"Nodo 3 - Pies mayores",3.11,1.72,"19_1051_22","IFN3","19_1051",22,18,17,31.83,19.2,8,289.53,11.38,60.32,41.67,0.47,2.98,4.26,5.22,109.29,71.63,37.67,0,0,59.42,97.28,52.04,4.09,12.24,17.61,85.98,"Nodo 1 - Pies mayores",4.7,1.5
"53","19_1051_18","IFN2","19_1051",36.56,17.42,6.32,238.2,18.79,54.71,36.3,0.44,2.7,3.57,4.23,71.95,46.57,25.38,0,0,0,64.14,36.6,3.01,9.76,13.39,62.77,"Nodo 3 - Pies mayores",3.12,1.32,"19_1051_23","IFN3","19_1051",23,19,18,31.83,18.95,5.6,282.04,13.21,59.53,29.55,0.48,3,2.91,3.55,75.23,48.84,26.39,0,0,0,64.52,40.6,3.93,11.88,16.97,73.38,"Nodo 1 - Pies mayores",4.65,0.6
"54","19_1051_2","IFN2","19_1051",36.68,20.4,7.42,326.77,9.44,64.08,36.4,0.45,3.16,4.08,4.9,114.18,75.02,39.16,0,0,65.29,103.14,56.47,4.95,14.09,20.87,96.37,"Nodo 3 - Pies mayores",3.3,1.42,"19_1051_2","IFN3","19_1051",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"55","19_1051_3","IFN2","19_1051",40.7,22.52,7.89,398.47,7.81,70.76,35.05,0.45,3.48,4.33,5.22,146.81,97.28,49.53,0,0,80.52,131.33,72.35,6.75,17.73,27.56,124.39,"Nodo 3 - Pies mayores",3.37,1.39,"19_1051_4","IFN3","19_1051",4,3,3,14.15,23.6,6.8,437.44,3.9,74.14,28.81,0.5,3.73,3.43,4.25,138.85,91.98,46.87,0,0,84.11,122.32,72.82,7.82,19.76,31.41,131.8,"Nodo 1 - Pies mayores",4.45,0.3
"56","19_1051_4","IFN2","19_1051",36.67,19.97,7.45,313.31,10.64,62.75,37.28,0.45,3.09,4.11,4.93,109.97,72.15,37.82,0,0,62.75,99.55,54.12,4.63,13.42,19.67,91.84,"Nodo 3 - Pies mayores",3.27,1.45,"19_1051_5","IFN3","19_1051",5,4,4,31.83,19.05,6.7,285.02,12.3,59.85,35.17,0.47,2.99,3.52,4.3,90.54,59.05,31.48,0,0,0,79.91,45.87,3.99,12.02,17.23,79.11,"Nodo 1 - Pies mayores",2.35,0.7
