"","PLOT_ID","Hoja_arboles.x","INVENTORY_ID_IFN2","ID_sp1.x","ID_sp2.x","Precipitacion_Media_Anual.x","Temperatura_Media_Anual.x","Indice_Martonne.x","Indice_Martonne_1.x","Indice_Martonne_2.x","Indice_Martonne_3.x","Indice_Martonne_4.x","Anyo.x","T_IFN2","Proporcion_sp1.x","Proporcion_sp2.x","N_IFN2","N_sp1.x","N_sp2.x","N_muerto_IFN2","N_incorporado_IFN2","G_IFN2","G_sp1.x","G_sp2.x","g_max_sp1.x","g_max_sp2.x","g_min_sp1.x","g_min_sp2.x","g_media_sp1.x","g_media_sp2.x","G_muerta_IFN2","G_incorporada_IFN2","dbh_max_sp1.x","dbh_max_sp2.x","dbh_min_sp1.x","dbh_min_sp2.x","dbh_medio_sp1.x","dbh_medio_sp2.x","dg_IFN2","dg_sp1.x","dg_sp2.x","Do_IFN2","Do_sp1.x","Do_sp2.x","Seccion_domi.nte_IFN2","Seccion_Domi.nte_sp1.x","Seccion_Domi.nte_sp2.x","h_max_sp1.x","h_max_sp2.x","h_min_sp1.x","h_min_sp2.x","h_media_sp1.x","h_media_sp2.x","Ho_IFN2","Ho_sp1.x","Ho_sp2.x","d_copa_IFN2","d_medio_copa_sp1.x","d_medio_copa_sp2.x","Do_copa_IFN2","Do_copa_sp1.x","Do_copa_sp2.x","FCC_IFN2","FCC_sp1.x","FCC_sp2.x","Esbeltez_(hq/dq).x","Esbeltez_(h100/d100).x","SDI_IFN2","SDI_sp1.x","SDI_sp2.x","SDImax.x","SDImax_sp1.x","SDImax_sp2.x","Hart_IFN2","Hart_tresbolillo_IFN2","SI_IFN2","VOB_IFN2","VUB_IFN2","VBARK_IFN2","V_muerto_IFN2","V_incorporado_IFN2","V_sp1.x","Bole_V_sp1.x","Bark_V_sp1.x","V_sp2.x","Bole_V_sp2.x","Bark_V_sp2.x","V_sierra_gruesa_IFN2","V_sierra_IFN2","V_sierra_canter_IFN2","V_trituracion_IFN2","V_desenrollo_sp1.x","V_chapa_sp1.x","V_sierra_gruesa_sp1.x","V_sierra_sp1.x","V_sierra_canter_sp1.x","V_postes_sp1.x","V_estacas_sp1.x","V_trituracion_sp1.x","V_desenrollo_sp2.x","V_chapa_sp2.x","V_sierra_gruesa_sp2.x","V_sierra_sp2.x","V_sierra_canter_sp2.x","V_postes_sp2.x","V_estacas_sp2.x","V_trituracion_sp2.x","WSW_IFN2","WB2_t_IFN2","WTBL_IFN2","WR_IFN2","WT_IFN2","WT_muerta_IFN2","WT_incorporada_IFN2","WSW_sp1.x","WSB_sp1.x","WSWB_sp1.x","WTHICKB_sp1.x","WSTB_sp1.x","WB2_7_sp1.x","WB_2_T_sp1.x","WTHINB_sp1.x","WB05_sp1.x","WB05_7_sp1.x","WB0_2_sp1.x","WDB_sp1.x","WL_sp1.x","WTBL_sp1.x","WBL0_7_sp1.x","WR_sp1.x","WT_sp1.x","WSW_sp2.x","WSB_sp2.x","WSWB_sp2.x","WTHICKB_sp2.x","WSTB_sp2.x","WB2_7_sp2.x","WB_2_T_sp2.x","WTHINB_sp2.x","WB05_sp2.x","WB05_7_sp2.x","WB0_2_sp2.x","WDB_sp2.x","WL_sp2.x","WTBL_sp2.x","WBL0_7_sp2.x","WR_sp2.x","WT_sp2.x","W_descorchado.x","V_descorchado.x","ID_esce.rio","Hoja_arboles.y","INVENTORY_ID_IFN3","ID_sp1.y","ID_sp2.y","Precipitacion_Media_Anual.y","Temperatura_Media_Anual.y","Indice_Martonne.y","Indice_Martonne_1.y","Indice_Martonne_2.y","Indice_Martonne_3.y","Indice_Martonne_4.y","Anyo.y","T_IFN3","Proporcion_sp1.y","Proporcion_sp2.y","N_IFN3","N_sp1.y","N_sp2.y","N_muerto_IFN3.x","N_incorporado_IFN3.x","G_IFN3","G_sp1.y","G_sp2.y","g_max_sp1.y","g_max_sp2.y","g_min_sp1.y","g_min_sp2.y","g_media_sp1.y","g_media_sp2.y","G_muerta_IFN3.x","G_incorporada_IFN3.x","dbh_max_sp1.y","dbh_max_sp2.y","dbh_min_sp1.y","dbh_min_sp2.y","dbh_medio_sp1.y","dbh_medio_sp2.y","dg_IFN3","dg_sp1.y","dg_sp2.y","Do_IFN3","Do_sp1.y","Do_sp2.y","Seccion_domi.nte_IFN3","Seccion_Domi.nte_sp1.y","Seccion_Domi.nte_sp2.y","h_max_sp1.y","h_max_sp2.y","h_min_sp1.y","h_min_sp2.y","h_media_sp1.y","h_media_sp2.y","Ho_IFN3","Ho_sp1.y","Ho_sp2.y","d_copa_IFN3","d_medio_copa_sp1.y","d_medio_copa_sp2.y","Do_copa_IFN3","Do_copa_sp1.y","Do_copa_sp2.y","FCC_IFN3","FCC_sp1.y","FCC_sp2.y","Esbeltez_(hq/dq).y","Esbeltez_(h100/d100).y","SDI_IFN3","SDI_sp1.y","SDI_sp2.y","SDImax.y","SDImax_sp1.y","SDImax_sp2.y","Hart_IFN3","Hart_tresbolillo_IFN3","SI_IFN3","VOB_IFN3","VUB_IFN3","VBARK_IFN3","V_muerto_IFN3.x","V_incorporado_IFN3.x","V_sp1.y","Bole_V_sp1.y","Bark_V_sp1.y","V_sp2.y","Bole_V_sp2.y","Bark_V_sp2.y","V_sierra_gruesa_IFN3","V_sierra_IFN3","V_sierra_canter_IFN3","V_trituracion_IFN3","V_desenrollo_sp1.y","V_chapa_sp1.y","V_sierra_gruesa_sp1.y","V_sierra_sp1.y","V_sierra_canter_sp1.y","V_postes_sp1.y","V_estacas_sp1.y","V_trituracion_sp1.y","V_desenrollo_sp2.y","V_chapa_sp2.y","V_sierra_gruesa_sp2.y","V_sierra_sp2.y","V_sierra_canter_sp2.y","V_postes_sp2.y","V_estacas_sp2.y","V_trituracion_sp2.y","WSW_IFN3","WB2_t_IFN3","WTBL_IFN3","WR_IFN3","WT_IFN3","WT_muerta_IFN3.x","WT_incorporada_IFN3.x","WSW_sp1.y","WSB_sp1.y","WSWB_sp1.y","WTHICKB_sp1.y","WSTB_sp1.y","WB2_7_sp1.y","WB_2_T_sp1.y","WTHINB_sp1.y","WB05_sp1.y","WB05_7_sp1.y","WB0_2_sp1.y","WDB_sp1.y","WL_sp1.y","WTBL_sp1.y","WBL0_7_sp1.y","WR_sp1.y","WT_sp1.y","WSW_sp2.y","WSB_sp2.y","WSWB_sp2.y","WTHICKB_sp2.y","WSTB_sp2.y","WB2_7_sp2.y","WB_2_T_sp2.y","WTHINB_sp2.y","WB05_sp2.y","WB05_7_sp2.y","WB0_2_sp2.y","WDB_sp2.y","WL_sp2.y","WTBL_sp2.y","WBL0_7_sp2.y","WR_sp2.y","WT_sp2.y","W_descorchado.y","V_descorchado.y","G_incorporada_IFN3.y","N_incorporado_IFN3.y","V_incorporado_IFN3.y","WT_incorporada_IFN3.y","G_cortada_IFN3","N_cortado_IFN3","V_cortado_IFN3","WT_cortada_IFN3","G_muerta_IFN3.y","N_muerto_IFN3.y","V_muerto_IFN3.y","WT_muerta_IFN3.y"
"37","19_616","Nodo 3 - Pies inventariados","IFN2",.,.,.,.,.,.,.,.,.,.,35,.,.,814.48,.,.,0,103.59,35.98,.,.,.,.,.,.,.,.,.,4.18,.,.,.,.,.,.,23.72,.,.,27.99,.,.,615.36,.,.,.,.,.,.,.,.,11.06,.,.,3.46,.,.,3.49,.,.,0.78,.,.,43.95,39.53,747.4,.,.,.,.,.,31.68,34.04,20.04,173.97,116.67,57.3,0,19.29,.,.,.,.,.,.,0,0,102.58,161.51,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78.44,6.66,16.38,26.41,127.89,.,10.35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Nodo 1 - Pies inventariados",25,"IFN3",.,.,.,.,.,.,.,.,.,.,35,.,.,679.06,.,.,0,0,31.44,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24.28,.,.,30.55,.,.,733.71,.,.,.,.,.,.,.,.,11.92,.,.,3.51,.,.,3.58,.,.,0.68,.,.,46.05,39.03,647.43,.,.,.,.,.,32.18,34.58,20.06,162.48,109.52,52.96,.,.,.,.,.,.,.,.,0,13.84,93.9,151.26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,72.04,6.18,14.53,24.04,116.79,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10.56231249,215.78,53.9648472,39.5121434,.,.,.,.,.,.,.,.
"38","19_617","Nodo 3 - Pies inventariados","IFN2",.,.,.,.,.,.,.,.,.,.,35,.,.,693.28,.,.,0,169.84,24.76,.,.,.,.,.,.,.,.,.,5.47,.,.,.,.,.,.,21.33,.,.,27.21,.,.,582.06,.,.,.,.,.,.,.,.,9.77,.,.,3.18,.,.,3.26,.,.,0.58,.,.,38.24,35.91,535.13,.,.,.,.,.,38.87,41.77,18.02,97.23,64.62,32.62,0,20.55,.,.,.,.,.,.,0,0,52.88,88.38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46.8,4.27,11.02,17.25,79.34,.,11.67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Nodo 1 - Pies inventariados",25,"IFN3",.,.,.,.,.,.,.,.,.,.,35,.,.,417.34,.,.,0,0,18.75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23.92,.,.,29.47,.,.,684.98,.,.,.,.,.,.,.,.,9.35,.,.,3.63,.,.,3.69,.,.,0.45,.,.,35.62,31.73,388.34,.,.,.,.,.,52.36,56.26,17.02,74.54,49.87,24.67,.,.,.,.,.,.,.,.,0,4.73,40.48,68.15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36.28,3.61,8.61,14.12,62.62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6.22529338,148.56,24.5837875,20.4443098,.,.,.,.,.,.,.,.
"39","42_1858","Nodo 3 - Pies inventariados","IFN2",.,.,.,.,.,.,.,.,.,.,25,.,.,792.44,.,.,0,187.65,16.15,.,.,.,.,.,.,.,.,.,3.08,.,.,.,.,.,.,16.11,.,.,19.66,.,.,303.69,.,.,.,.,.,.,.,.,8.03,.,.,2.51,.,.,2.54,.,.,0.4,.,.,42.58,40.87,387.37,.,.,.,.,.,44.21,47.51,18.93,52.95,34.21,18.74,0,9.08,.,.,.,.,.,.,0,0,5.44,47.02,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25.9,1.94,6.51,8.73,43.08,.,4.23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Nodo 1 - Pies inventariados",25,"IFN3",.,.,.,.,.,.,.,.,.,.,27,.,.,700.28,.,.,0,0,10.15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13.59,.,.,20.57,.,.,333.68,.,.,.,.,.,.,.,.,8.99,.,.,2.53,.,.,2.6,.,.,0.17,.,.,56.41,43.67,259.38,.,.,.,.,.,42.05,45.19,18.78,25.91,16.89,9.01,.,.,.,.,.,.,.,.,0,0,6.81,23.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12.05,0.87,2.75,3.82,19.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"40","42_1890","Nodo 3 - Pies inventariados","IFN2",.,.,.,.,.,.,.,.,.,.,30,.,.,687.27,.,.,0,139.07,27.7,.,.,.,.,.,.,.,.,.,5.19,.,.,.,.,.,.,22.65,.,.,30.44,.,.,729.6,.,.,.,.,.,.,.,.,10.15,.,.,3.33,.,.,3.41,.,.,0.63,.,.,42.51,33.35,585.34,.,.,.,.,.,37.57,40.37,20.83,122.53,81.89,40.64,0,21.64,.,.,.,.,.,.,0,9.57,56.86,112.82,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56.96,5.12,12.56,20.24,94.87,.,11.97,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Nodo 1 - Pies inventariados",25,"IFN3",.,.,.,.,.,.,.,.,.,.,32,.,.,399.66,.,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18.87,.,.,30.37,.,.,733.01,.,.,.,.,.,.,.,.,11.96,.,.,4.27,.,.,4.33,.,.,0.21,.,.,51.68,39.36,252.74,.,.,.,.,.,41.84,44.96,20.8,48.56,33.12,15.44,.,.,.,.,.,.,.,.,0,12.86,24.41,45.41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21.72,2.08,4.37,7.73,35.91,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,.,.,.,.
"41","42_1902","Nodo 3 - Pies inventariados","IFN2",.,.,.,.,.,.,.,.,.,.,25,.,.,869.03,.,.,0,200.58,20.91,.,.,.,.,.,.,.,.,.,4.95,.,.,.,.,.,.,17.5,.,.,24.39,.,.,467.94,.,.,.,.,.,.,.,.,7.62,.,.,2.67,.,.,2.72,.,.,0.51,.,.,41.7,31.25,486.24,.,.,.,.,.,44.51,47.83,19.88,72.07,46.96,25.11,0,16.41,.,.,.,.,.,.,0,0,13.83,63.78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35.2,2.85,8.7,12.33,59.08,.,8.87,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Nodo 1 - Pies inventariados",25,"IFN3",.,.,.,.,.,.,.,.,.,.,27,.,.,251.11,.,.,0,0,5.92,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17.33,.,.,20.66,.,.,339.49,.,.,.,.,.,.,.,.,7.94,.,.,2.73,.,.,2.79,.,.,0.15,.,.,44.72,38.42,138.2,.,.,.,.,.,79.51,85.44,18.2,21.79,14.22,7.57,.,.,.,.,.,.,.,.,0,0,4.8,19.49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10.38,0.8,2.46,3.48,17.13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"42","42_1927","Nodo 3 - Pies inventariados","IFN2",.,.,.,.,.,.,.,.,.,.,30,.,.,235.24,.,.,0,107.91,11.35,.,.,.,.,.,.,.,.,.,4.59,.,.,.,.,.,.,24.79,.,.,28.12,.,.,624.76,.,.,.,.,.,.,.,.,11.51,.,.,3.8,.,.,3.84,.,.,0.27,.,.,42.41,40.94,232.04,.,.,.,.,.,56.63,60.86,21.48,55.96,37.71,18.25,0,21.4,.,.,.,.,.,.,0,0,30.51,52.21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25.22,2.23,5.25,8.68,41.37,.,10.36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Nodo 1 - Pies inventariados",25,"IFN3",.,.,.,.,.,.,.,.,.,.,32,.,.,155.62,.,.,0,0,4.77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19.76,.,.,21.03,.,.,356.74,.,.,.,.,.,.,.,.,10.7,.,.,3.39,.,.,3.43,.,.,0.08,.,.,53.99,50.9,106.1,.,.,.,.,.,74.9,80.48,19.66,17.22,11.5,5.71,.,.,.,.,.,.,.,.,0,0,10.25,16.06,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7.51,0.58,1.5,2.33,11.92,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"43","42_1928","Nodo 3 - Pies inventariados","IFN2",.,.,.,.,.,.,.,.,.,.,30,.,.,619.37,.,.,0,191.42,19.46,.,.,.,.,.,.,.,.,.,6.52,.,.,.,.,.,.,20,.,.,28.72,.,.,657.14,.,.,.,.,.,.,.,.,10.93,.,.,3.01,.,.,3.09,.,.,0.46,.,.,38.65,38.04,430.58,.,.,.,.,.,36.78,39.52,21.7,76.4,50.76,25.64,0,27.08,.,.,.,.,.,.,0,11,25.1,69.81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36.47,3.24,8.53,13.15,61.38,.,14.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Nodo 1 - Pies inventariados",25,"IFN3",.,.,.,.,.,.,.,.,.,.,32,.,.,268.8,.,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18.42,.,.,20.9,.,.,345.03,.,.,.,.,.,.,.,.,9.27,.,.,3.15,.,.,3.18,.,.,0.09,.,.,47.4,44.34,163.37,.,.,.,.,.,65.81,70.72,17.92,14.68,9.7,4.98,.,.,.,.,.,.,.,.,0,0,6.85,13.51,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6.75,0.53,1.49,2.21,10.98,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,.,.,.,.
"44","42_1980","Nodo 3 - Pies inventariados","IFN2",.,.,.,.,.,.,.,.,.,.,27,.,.,470.5,.,.,0,106.21,22.54,.,.,.,.,.,.,.,.,.,5.14,.,.,.,.,.,.,24.7,.,.,31.19,.,.,823.15,.,.,.,.,.,.,.,.,10.55,.,.,3.64,.,.,3.74,.,.,0.52,.,.,39.75,33.83,461.27,.,.,.,.,.,43.69,46.95,22.65,104.74,70.82,33.93,0,23.42,.,.,.,.,.,.,0,20.37,52.64,96.91,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,48.73,4.84,10.59,18.17,82.33,.,13.72,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Nodo 1 - Pies inventariados",25,"IFN3",.,.,.,.,.,.,.,.,.,.,29,.,.,807.94,.,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14.79,.,.,25.77,.,.,543.64,.,.,.,.,.,.,.,.,11.8,.,.,3.63,.,.,3.7,.,.,0.18,.,.,71.09,45.8,343.49,.,.,.,.,.,29.81,32.04,21.93,42.85,28.92,13.93,.,.,.,.,.,.,.,.,0,4.11,22.92,40.09,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18.69,1.6,3.66,6.13,30.09,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,.,.,.,.
"45","44_1589","Nodo 3 - Pies inventariados","IFN2",.,.,.,.,.,.,.,.,.,.,35,.,.,56.65,.,.,0,24.82,3.51,.,.,.,.,.,.,.,.,.,1.19,.,.,.,.,.,.,28.07,.,.,28.07,.,.,619.04,.,.,.,.,.,.,.,.,9.6,.,.,4.53,.,.,4.53,.,.,0.09,.,.,34.19,34.19,68.43,.,.,.,.,.,138.43,148.75,16.8,15.39,10.41,4.98,0,4.47,.,.,.,.,.,.,0,0,10.97,14.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7.37,0.76,1.67,2.9,12.7,.,2.46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Nodo 1 - Pies inventariados",25,"IFN3",.,.,.,.,.,.,.,.,.,.,36,.,.,14.15,.,.,0,0,0.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26.82,.,.,26.82,.,.,564.97,.,.,.,.,.,.,.,.,7.95,.,.,4.54,.,.,4.54,.,.,0.02,.,.,29.66,29.66,15.86,.,.,.,.,.,334.23,359.16,15.12,2.93,1.97,0.96,.,.,.,.,.,.,.,.,0,0,1.53,2.69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.49,0.17,0.38,0.64,2.67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"46","44_1615","Nodo 3 - Pies inventariados","IFN2",.,.,.,.,.,.,.,.,.,.,35,.,.,446.99,.,.,0,153.44,18.26,.,.,.,.,.,.,.,.,.,5.63,.,.,.,.,.,.,22.81,.,.,34.76,.,.,957.34,.,.,.,.,.,.,.,.,9.52,.,.,3.31,.,.,3.52,.,.,0.43,.,.,39.1,27.38,384.88,.,.,.,.,.,49.69,53.4,17.59,74.57,50.13,24.44,0,21.52,.,.,.,.,.,.,0,15.21,21.31,68.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36.28,3.92,8.55,14.68,63.42,.,13.55,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Nodo 1 - Pies inventariados",25,"IFN3",.,.,.,.,.,.,.,.,.,.,35,.,.,908.95,.,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17.02,.,.,29.41,.,.,697.95,.,.,.,.,.,.,.,.,8.46,.,.,3.9,.,.,4.01,.,.,0.22,.,.,47.19,28.77,486.05,.,.,.,.,.,39.19,42.12,15.92,35.79,24.11,11.69,.,.,.,.,.,.,.,.,0,8.07,14.82,32.77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17.95,2.05,4.43,7.69,32.13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10.95983905,597.71,9.458143,8.214641,0,0,0,0,.,.,.,.
"47","44_164","Nodo 3 - Pies inventariados","IFN2",.,.,.,.,.,.,.,.,.,.,42,.,.,752.46,.,.,0,80.48,37.78,.,.,.,.,.,.,.,.,.,3.42,.,.,.,.,.,.,25.28,.,.,33.65,.,.,891.59,.,.,.,.,.,.,.,.,12.36,.,.,3.62,.,.,3.7,.,.,0.81,.,.,42.76,36.72,766.42,.,.,.,.,.,29.5,31.7,19.05,188.67,127.57,61.11,0,16.18,.,.,.,.,.,.,0,33.31,98.1,175.75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,85.28,7.88,17.72,30.08,140.96,.,9.08,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Nodo 1 - Pies inventariados",25,"IFN3",.,.,.,.,.,.,.,.,.,.,43,.,.,601.25,.,.,0,0,25.28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23.14,.,.,31.64,.,.,788.97,.,.,.,.,.,.,.,.,10.8,.,.,3.38,.,.,3.5,.,.,0.58,.,.,39.95,34.13,529.96,.,.,.,.,.,37.76,40.58,16.51,110.08,73.9,36.18,.,.,.,.,.,.,.,.,0,12.39,53.44,101.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,51.84,4.96,11.63,19.24,87.68,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.87643905,63.66,3.3701604,2.3095848
"48","44_168","Nodo 3 - Pies inventariados","IFN2",.,.,.,.,.,.,.,.,.,.,40,.,.,1134.15,.,.,0,179.22,22.71,.,.,.,.,.,.,.,.,.,2.9,.,.,.,.,.,.,15.97,.,.,18.31,.,.,263.47,.,.,.,.,.,.,.,.,6.52,.,.,2.48,.,.,2.49,.,.,0.55,.,.,40.87,35.61,546.29,.,.,.,.,.,45.53,48.92,12.37,71.16,45.84,25.32,0,8.28,.,.,.,.,.,.,0,0,0,62.11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35.26,2.63,9.07,12,58.98,.,4.39,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Nodo 1 - Pies inventariados",25,"IFN3",.,.,.,.,.,.,.,.,.,.,41,.,.,477.46,.,.,0,0,9.23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15.69,.,.,18.71,.,.,275.04,.,.,.,.,.,.,.,.,7.09,.,.,2.49,.,.,2.52,.,.,0.24,.,.,40.55,37.88,223.52,.,.,.,.,.,64.58,69.39,12.82,28.67,18.48,10.19,.,.,.,.,.,.,.,.,0,0,0,24.91,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14.26,1.08,3.69,4.91,23.95,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"49","44_317","Nodo 3 - Pies inventariados","IFN2",.,.,.,.,.,.,.,.,.,.,40,.,.,477.09,.,.,0,126.95,20.43,.,.,.,.,.,.,.,.,.,4.81,.,.,.,.,.,.,23.35,.,.,26.42,.,.,548.36,.,.,.,.,.,.,.,.,11.51,.,.,3.5,.,.,3.53,.,.,0.47,.,.,45.77,43.57,426.93,.,.,.,.,.,39.77,42.74,18.7,101.6,68.11,33.49,0,22.59,.,.,.,.,.,.,0,0,60.4,94.42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,45.19,3.7,9.25,14.79,72.92,.,11.49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Nodo 1 - Pies inventariados",25,"IFN3",.,.,.,.,.,.,.,.,.,.,41,.,.,512.83,.,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19.36,.,.,25.72,.,.,523.27,.,.,.,.,.,.,.,.,11.48,.,.,3.23,.,.,3.27,.,.,0.17,.,.,56.87,44.65,338.14,.,.,.,.,.,38.46,41.32,17.54,32.59,21.68,10.9,.,.,.,.,.,.,.,.,0,0,18.44,30.04,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14.63,1.15,3.07,4.71,23.55,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,.,.,.,.
