"","Provincia","Estadillo","Clase","Subclase","TREE_ID_IFN3_2","TREE_ID_IFN3","TREE_ID_IFN2","rumbo","distancia","DRed","specie","dbh_1","dbh_2","height","quality","shape","special_param","Agente","Import","Elemento","Compara","INVENTORY_ID","PLOT_ID","TREE_ID","IFN_TREE_ID","IFN3_ID","dbh","expan","basal_area"
"112",40,1033,"A","3C",24,24,0,235,4.9,NA,21,95,95,11,2,2,42,NA,NA,NA,"","IFN3","40_1033","40_1033_0","IFN3_40_1033_0","40_1033_A_3C",9.5,127.323954473516,70.8821842466197
"113",40,1033,"A","3C",25,25,15,235,5,NA,21,147,142,6.5,4,3,42,NA,NA,NA,"","IFN3","40_1033","40_1033_15","IFN3_40_1033_15","40_1033_A_3C",14.45,31.8309886183791,163.993100012796
"114",40,1033,"A","3C",26,26,0,243,11.3,NA,21,228,232,12,2,2,42,NA,NA,NA,"","IFN3","40_1033","40_1033_0","IFN3_40_1033_0","40_1033_A_3C",23,14.1471060526129,415.47562843725
"115",40,1033,"A","3C",27,27,0,250,15.5,NA,21,277,268,11,2,2,NA,NA,NA,NA,"","IFN3","40_1033","40_1033_0","IFN3_40_1033_0","40_1033_A_3C",27.25,14.1471060526129,583.207223707818
"116",40,1033,"A","3C",28,28,16,252,4.7,NA,21,234,243,13.5,2,2,NA,NA,NA,NA,"","IFN3","40_1033","40_1033_16","IFN3_40_1033_16","40_1033_A_3C",23.85,14.1471060526129,446.752146799145
"117",40,1033,"A","3C",29,29,17,253,10.8,NA,21,186,183,12,2,2,NA,NA,NA,NA,"","IFN3","40_1033","40_1033_17","IFN3_40_1033_17","40_1033_A_3C",18.45,31.8309886183791,267.3514983159
"118",40,1033,"A","3C",30,30,18,264,10.8,NA,21,202,204,10.5,2,2,NA,NA,NA,NA,"","IFN3","40_1033","40_1033_18","IFN3_40_1033_18","40_1033_A_3C",20.3,31.8309886183791,323.654729154455
"119",40,1033,"A","3C",31,31,19,265,4.7,NA,21,172,173,12.5,2,2,NA,NA,NA,NA,"","IFN3","40_1033","40_1033_19","IFN3_40_1033_19","40_1033_A_3C",17.25,31.8309886183791,233.705040995953
"120",40,1033,"A","3C",32,32,20,271,10.9,NA,21,243,234,12.5,2,2,NA,NA,NA,NA,"","IFN3","40_1033","40_1033_20","IFN3_40_1033_20","40_1033_A_3C",23.85,14.1471060526129,446.752146799145
"121",40,1033,"A","3C",33,33,21,278,4.8,NA,21,197,225,12.5,2,2,NA,NA,NA,NA,"","IFN3","40_1033","40_1033_21","IFN3_40_1033_21","40_1033_A_3C",21.1,31.8309886183791,349.667116326178
"122",40,1033,"A","3C",34,34,0,291,12.1,NA,21,282,280,11.5,2,2,NA,NA,NA,NA,"","IFN3","40_1033","40_1033_0","IFN3_40_1033_0","40_1033_A_3C",28.1,14.1471060526129,620.158243800259
"123",40,1033,"A","3C",35,35,0,296,12.8,NA,21,255,258,12,2,2,NA,NA,NA,NA,"","IFN3","40_1033","40_1033_0","IFN3_40_1033_0","40_1033_A_3C",25.65,14.1471060526129,516.731123157858
"124",40,1033,"A","3C",36,36,0,314,12.4,NA,21,218,234,9.5,2,2,NA,NA,NA,NA,"","IFN3","40_1033","40_1033_0","IFN3_40_1033_0","40_1033_A_3C",22.6,14.1471060526129,401.149965936881
"125",40,1033,"A","3C",37,37,22,323,7.3,NA,21,166,165,10.5,2,2,42,NA,NA,NA,"","IFN3","40_1033","40_1033_22","IFN3_40_1033_22","40_1033_A_3C",16.55,31.8309886183791,215.12252044997
"126",40,1033,"A","3C",38,38,23,323,7.1,NA,21,165,169,10,2,2,42,NA,NA,NA,"","IFN3","40_1033","40_1033_23","IFN3_40_1033_23","40_1033_A_3C",16.7,31.8309886183791,219.039693789914
"127",40,1033,"A","3C",39,39,24,329,8.5,NA,21,228,241,10,2,2,NA,NA,NA,NA,"","IFN3","40_1033","40_1033_24","IFN3_40_1033_24","40_1033_A_3C",23.45,14.1471060526129,431.892413547665
"128",40,1033,"A","3C",40,0,25,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"","IFN3","40_1033","40_1033_25","IFN3_40_1033_25","40_1033_A_3C",0,0,0
"129",40,1033,"A","3C",41,40,26,374,2.4,NA,21,145,158,12,2,2,NA,NA,NA,NA,"","IFN3","40_1033","40_1033_26","IFN3_40_1033_26","40_1033_A_3C",15.15,31.8309886183791,180.266549958391
"130",40,1033,"A","3C",42,41,27,377,4.8,NA,21,298,296,12.5,2,2,NA,NA,NA,NA,"","IFN3","40_1033","40_1033_27","IFN3_40_1033_27","40_1033_A_3C",29.7,14.1471060526129,692.791865951255
"131",40,1033,"A","3C",43,42,28,385,1.1,NA,21,180,192,11.5,2,2,NA,NA,NA,NA,"","IFN3","40_1033","40_1033_28","IFN3_40_1033_28","40_1033_A_3C",18.6,31.8309886183791,271.716348608981
