"","TREE_ID","INVENTORY_ID_IFN2","PLOT_ID.x","TREE_ID_IFN3_2.x","TREE_ID_IFN3.x","TREE_ID_IFN2.x","TREE_ID_compare","expan_IFN2","dbh_IFN2","h_IFN2","g_IFN2","bal_IFN2","circ_normal_IFN2","esbeltez_IFN2","cr_IFN2","lcw_IFN2","hcb_IFN2","hlcw_IFN2","vob_IFN2","vub_IFN2","vbark_IFN2","v_desenrollo.x","v_chapa.x","v_sierra_gruesa_IFN2","v_sierra_IFN2","v_sierra_canter_IFN2","v_poste.x","v_estaca.x","v_trituracion_IFN2","wsw_IFN2","wthickb_IFN2","wb2_7_IFN2","wtbl_IFN2","wr_IFN2","wt_IFN2","sheet_SM4_IFN2","dbh_i_IFN2","h_i_IFN2","dbh","TREE_ID.y","INVENTORY_ID_IFN3","PLOT_ID.y","TREE_ID_IFN3_2.y","TREE_ID_IFN3.y","TREE_ID_IFN2.y","expan_IFN3","dbh_IFN3","h_IFN3","g_IFN3","bal_IFN3","g_ha","circ_normal_IFN3","esbeltez_IFN3","cr_IFN3","lcw_IFN3","hcb_IFN3","hlcw_IFN3","vob_IFN3","vub_IFN3","vbark_IFN3","v_ha","v_desenrollo.y","v_chapa.y","v_sierra_gruesa_IFN3","v_sierra_IFN3","v_sierra_canter_IFN3","v_poste.y","v_estaca.y","v_trituracion_IFN3","wsw_IFN3","wthickb_IFN3","wb2_7_IFN3","wtbl_IFN3","wr_IFN3","wt_IFN3","sheet_SM4_IFN3","dbh_i_IFN3","h_i_IFN3"
"11","40_1022_19","IFN2","40_1022",NA,NA,19,NA,14.15,32.29,15.64,818.76,5.48,101.43,48.45,0.39,5,9.47,11.28,550.97,528.55,22.42,0,0,0,177.71,329.63,285.22,28.38,520.17,251.13,0,34.19,46.3,135.52,467.15,"Nodo 3 - Pies inventariados",4.89,3.64,27.4,"40_1022_29","IFN3","40_1022",29,29,19,14.15,30.89,14.5,749.47,8.22,1.06,97.05,46.94,0.42,4.96,8.4,10.04,469.09,448.47,20.62,6.64,0,0,0,160.41,305.47,265,41.4,441.83,213.08,0,32.42,45.85,124.05,415.41,"Nodo 1 - Pies inventariados",3.49,2.5
"12","40_1022_2","IFN2","40_1022",NA,NA,2,NA,14.15,29.85,15.14,699.77,7.63,93.77,50.74,0.39,4.65,9.21,10.97,460.79,437.36,23.44,0,0,0,0,298.3,257.26,44.36,438.03,207.8,0,28.38,40.44,115.83,392.45,"Nodo 3 - Pies inventariados",4.85,3.64,25,"40_1022_2","IFN3","40_1022",2,2,2,14.15,31.61,14.42,784.73,6.05,1.11,99.3,45.61,0.43,5.11,8.26,9.91,486.49,466.88,19.61,6.88,0,0,0,167.08,315.72,274.44,28.25,461.99,221.83,0,34.71,48.55,129.89,434.98,"Nodo 1 - Pies inventariados",6.61,2.92
"13","40_1022_20","IFN2","40_1022",NA,NA,20,NA,127.32,13.86,12.66,150.89,40.05,43.54,91.34,0.33,2.16,8.54,9.87,92.73,78.83,13.9,0,0,0,0,0,0,80.38,85.1,37.46,0,4.07,9.2,24.98,75.7,"Nodo 3 - Pies inventariados",4.41,3.66,9.45,"40_1022_30","IFN3","40_1022",30,30,20,127.32,10.44,9,85.56,31.85,1.09,32.79,86.23,0.39,1.8,5.5,6.55,38.46,31.78,6.68,4.9,0,0,0,0,0,0,31.21,32.93,15.1,0,2.54,7.31,14.16,39.11,"Nodo 1 - Pies inventariados",0.99,0
"14","40_1022_21","IFN2","40_1022",NA,NA,21,NA,14.15,37.57,15.65,1108.82,0,118.04,41.65,0.41,5.87,9.25,11.1,729.18,716.03,13.15,0,0,0,403.3,230.36,259.53,23.7,688.62,340.21,0,51.8,64.6,183.53,640.15,"Nodo 3 - Pies inventariados",4.97,3.65,32.6,"40_1022_31","IFN3","40_1022",31,31,21,14.15,39.54,14.92,1227.72,0,1.74,124.21,37.73,0.44,6.39,8.34,10.07,761.98,755.76,6.22,10.78,0,0,0,436.13,220.33,244.77,21.61,725.25,359.09,1.5,62.18,76.36,203.21,702.35,"Nodo 1 - Pies inventariados",6.94,2.92
"15","40_1022_22","IFN2","40_1022",NA,NA,22,NA,31.83,27.13,14.12,578.1,15.84,85.23,52.04,0.38,4.26,8.81,10.42,359,336.83,22.18,0,0,0,0,255.85,221.72,48.51,336.35,160.04,0,23.26,35.54,95.69,314.53,"Nodo 3 - Pies inventariados",4.78,3.62,22.35,"40_1022_32","IFN3","40_1022",32,32,22,14.15,26.3,13,543.12,18.18,0.77,82.61,49.44,0.4,4.28,7.78,9.23,310.9,291.37,19.52,4.4,0,0,0,0,183.84,208.35,47.81,289.98,138.44,0,23,36.5,89.9,287.84,"Nodo 1 - Pies inventariados",3.95,2.5
"16","40_1022_23","IFN2","40_1022",NA,NA,23,NA,31.83,25.27,14.1,501.35,22.99,79.37,55.8,0.36,3.92,9.05,10.6,314.31,291.69,22.62,0,0,0,0,235.56,204.66,51.75,294.14,138.59,0,19.16,30.44,82.98,271.18,"Nodo 3 - Pies inventariados",4.72,3.6,20.55,"40_1022_33","IFN3","40_1022",33,33,23,14.15,24.21,12.58,460.42,20.38,0.65,76.06,51.97,0.4,3.96,7.58,8.98,258,239.09,18.91,3.65,0,0,0,0,165.5,187.05,50.89,242.68,113.6,0,18.88,31.6,76.21,240.29,"Nodo 1 - Pies inventariados",3.66,2.08
"17","40_1022_24","IFN2","40_1022",NA,NA,24,NA,14.15,28.27,14.13,627.58,11.49,88.81,50,0.39,4.47,8.67,10.31,387.69,366.03,21.65,0,0,0,0,268.8,234.05,45.77,363.52,173.92,0,26.01,38.85,103.88,342.66,"Nodo 3 - Pies inventariados",4.82,3.63,23.45,"40_1022_34","IFN3","40_1022",34,34,24,14.15,28.45,13.42,635.64,12.23,0.9,89.37,47.16,0.42,4.64,7.85,9.37,371.52,351.94,19.58,5.26,0,0,0,0,264.23,230.9,44.15,350.89,167.22,0,27.74,41.84,105.21,342.01,"Nodo 1 - Pies inventariados",5,2.92
"18","40_1022_25","IFN2","40_1022",NA,NA,25,NA,31.83,20.89,13.6,342.88,32.45,65.64,65.08,0.34,3.23,9,10.45,213.13,192.4,20.73,0,0,0,0,129.79,0,74.19,198.25,91.41,0,11.76,20.9,56.75,180.83,"Nodo 3 - Pies inventariados",4.59,3.6,16.3,"40_1022_35","IFN3","40_1022",35,35,25,31.83,20.3,12.92,323.74,24.44,1.03,63.78,63.62,0.39,3.28,7.93,9.33,191.57,172.57,19,6.1,0,0,0,0,71.34,0,83.99,179.87,81.99,0,11.38,20.82,53.59,167.78,"Nodo 1 - Pies inventariados",4,2.92
"19","40_1022_26","IFN2","40_1022",NA,NA,26,NA,14.15,29.91,14.15,702.71,6.63,93.97,47.3,0.4,4.76,8.51,10.18,430.85,410.33,20.53,0,0,0,0,288.58,251.45,42.68,404.35,194.96,0,30.34,43.94,116.31,385.56,"Nodo 3 - Pies inventariados",4.86,3.65,25.05,"40_1022_36","IFN3","40_1022",36,36,26,14.15,27.92,13.83,612.21,14,0.87,87.71,49.55,0.41,4.5,8.18,9.73,370.52,349.5,21.03,5.24,0,0,0,0,261.59,228,45.92,350.28,166.06,0,25.63,38.76,101.33,331.78,"Nodo 1 - Pies inventariados",2.87,3.33
"20","40_1022_27","IFN2","40_1022",NA,NA,27,NA,31.83,16.97,14.62,226.28,39.33,53.32,86.12,0.32,2.55,9.96,11.44,156.64,136.5,20.14,0,0,0,0,0,0,111.41,146.79,64.86,0,6.23,12.17,37.45,120.72,"Nodo 3 - Pies inventariados",4.47,3.62,12.5,"40_1022_38","IFN3","40_1022",38,38,27,31.83,16.01,13.5,201.44,30.59,0.64,50.31,84.3,0.37,2.53,8.52,9.94,129.47,112.22,17.25,4.12,0,0,0,0,0,0,98.79,121.3,53.32,0,5.71,11.74,33.34,104.11,"Nodo 1 - Pies inventariados",3.51,2.5
"21","40_1022_28","IFN2","40_1022",NA,NA,28,NA,31.83,22.02,14.1,380.93,30.14,69.19,64,0.34,3.38,9.28,10.79,243.87,221.59,22.29,0,0,0,0,145.28,165.02,72.03,228.19,105.28,0,13.15,22.51,63.05,204,"Nodo 3 - Pies inventariados",4.62,3.6,17.4,"40_1022_39","IFN3","40_1022",39,39,28,31.83,21.05,13,347.87,22.25,1.11,66.12,61.77,0.39,3.4,7.91,9.34,206.09,186.63,19.46,6.56,0,0,0,0,129.62,0,72.16,192.22,88.67,0,12.49,22.36,57.58,181.1,"Nodo 1 - Pies inventariados",3.65,2.5
"22","40_1022_29","IFN2","40_1022",NA,NA,29,NA,31.83,22.64,13.59,402.73,28.86,71.14,60.04,0.35,3.52,8.88,10.36,247.2,225.94,21.26,0,0,0,0,150.53,171.18,68.54,233.23,107.35,0,14.66,24.95,66.66,213.63,"Nodo 3 - Pies inventariados",4.64,3.59,18,"40_1022_40","IFN3","40_1022",40,40,29,31.83,20.8,12.92,339.85,23.36,1.08,65.35,62.09,0.39,3.36,7.89,9.31,200.35,181.16,19.19,6.38,0,0,0,0,126.41,0,72.64,188.11,86.07,0,12.17,21.96,56.25,176.45,"Nodo 1 - Pies inventariados",2.8,2.92
"23","40_1022_3","IFN2","40_1022",NA,NA,3,NA,31.83,19.86,13.09,309.63,36.62,62.38,65.94,0.33,3.08,8.76,10.14,186.46,167.29,19.17,0,0,0,0,68.63,0,87.13,174.87,79.49,0,10.58,19.52,51.25,160.83,"Nodo 3 - Pies inventariados",4.56,3.59,15.3,"40_1022_3","IFN3","40_1022",3,3,3,31.83,17.54,12.42,241.54,29.09,0.77,55.09,70.8,0.38,2.84,7.74,9.07,140.28,123.77,16.51,4.47,0,0,0,0,0,0,104.11,129.93,58.81,0,7.89,15.79,39.98,122.47,"Nodo 1 - Pies inventariados",2.24,2.92
"24","40_1022_30","IFN2","40_1022",NA,NA,30,NA,31.83,20.01,13.59,314.48,35.62,62.86,67.94,0.33,3.08,9.09,10.52,196.75,176.43,20.31,0,0,0,0,70.43,0,88.2,183,83.83,0,10.45,19.01,52.05,165.34,"Nodo 3 - Pies inventariados",4.56,3.59,15.45,"40_1022_42","IFN3","40_1022",42,42,30,31.83,18.62,12.08,272.23,27.45,0.87,58.49,64.9,0.38,3.04,7.46,8.78,152.26,135.75,16.51,4.85,0,0,0,0,59.49,0,89.1,141.35,64.5,0,9.53,18.58,45.06,137.67,"Nodo 1 - Pies inventariados",3.17,2.08
"25","40_1022_31","IFN2","40_1022",NA,NA,31,NA,31.83,26.7,14.6,559.98,19.49,83.89,54.69,0.36,4.13,9.28,10.9,361.15,337.5,23.65,0,0,0,0,255.06,220.48,49.77,342.26,160.36,0,21.6,33.01,92.69,307.66,"Nodo 3 - Pies inventariados",4.75,3.6,21.95,"40_1022_46","IFN3","40_1022",46,46,31,14.15,26.97,13.92,571.21,17.37,0.81,84.72,51.6,0.4,4.32,8.35,9.89,349.75,328.05,21.69,4.95,0,0,0,0,252.3,219.85,48.07,328.1,155.87,0,23.18,35.66,94.55,309.26,"Nodo 1 - Pies inventariados",5.02,2.92
"26","40_1022_32","IFN2","40_1022",NA,NA,32,NA,14.15,29.17,16.14,668.49,9.61,91.65,55.32,0.38,4.45,9.96,11.79,472.09,445.23,26.86,0,0,0,0,294.82,253.63,47.88,444.29,211.54,0,25.18,35.74,110.65,383.11,"Nodo 3 - Pies inventariados",4.82,3.64,24.35,"40_1022_47","IFN3","40_1022",47,47,32,14.15,29.79,14.17,697.21,10.29,0.99,93.6,47.55,0.42,4.8,8.26,9.86,428.28,407.61,20.67,6.06,0,0,0,0,288.93,251.19,42.63,402.32,193.67,0,29.99,43.5,115.4,382.56,"Nodo 1 - Pies inventariados",5.44,1.67
"27","40_1022_33","IFN2","40_1022",NA,NA,33,NA,31.83,20.41,16.1,327.29,33.55,64.13,78.87,0.33,3,10.85,12.49,243.59,217.45,26.14,0,0,0,0,132.39,151.15,94.29,232.21,103.32,0,9.48,16.34,54.17,183.31,"Nodo 3 - Pies inventariados",4.56,3.6,15.85,"40_1022_49","IFN3","40_1022",49,49,33,31.83,20.3,13.33,323.52,25.47,1.03,63.76,65.69,0.38,3.24,8.24,9.68,197.9,178.02,19.89,6.3,0,0,0,0,72,0,85.79,185.95,84.58,0,11.05,20.05,53.55,169.24,"Nodo 1 - Pies inventariados",4.45,0.83
"28","40_1022_34","IFN2","40_1022",NA,NA,34,NA,31.83,20.29,11.59,323.25,34.59,63.73,57.15,0.34,3.25,7.61,8.9,170.87,154.66,16.21,0,0,0,0,68.9,0,70.33,160.24,73.48,0,12.52,23.54,53.51,163.05,"Nodo 3 - Pies inventariados",4.59,3.59,15.7,"40_1022_50","IFN3","40_1022",50,888,34,31.83,15.7,12.31,193.59,31.23,0.62,49.32,78.43,0.37,2.54,7.73,9.05,113.38,98.38,15,3.61,0,0,0,0,0,0,90.64,105.55,46.74,0,5.87,12.5,32.04,97.16,"Nodo 1 - Pies inventariados",0,4.31
"29","40_1022_35","IFN2","40_1022",NA,NA,35,NA,14.15,29.84,16.14,699.24,8.62,93.74,54.09,0.39,4.55,9.93,11.76,492.14,465.74,26.39,0,0,0,155.01,303.83,261.44,46.22,463.18,221.29,0,26.78,37.55,115.74,401.35,"Nodo 3 - Pies inventariados",4.84,3.64,25,"40_1022_53","IFN3","40_1022",53,52,35,14.15,30.14,13.75,713.65,9.28,1.01,94.7,45.61,0.42,4.9,7.96,9.53,424.15,404.95,19.2,6,0,0,0,0,287.37,251.25,28.83,399,192.4,0,31.8,46.19,118.12,388.52,"Nodo 1 - Pies inventariados",5.14,1.25
"30","40_1022_4","IFN2","40_1022",NA,NA,4,NA,31.83,23.83,13.1,446.12,26.12,74.87,54.95,0.36,3.76,8.44,9.9,261.27,241.1,20.17,0,0,0,0,163.11,185.14,52.33,245.06,114.55,0,17.45,29.15,73.84,235,"Nodo 3 - Pies inventariados",4.68,3.6,19.15,"40_1022_6","IFN3","40_1022",6,6,4,14.15,23.44,13.25,431.7,21.04,0.61,73.65,56.52,0.39,3.78,8.04,9.49,256.59,236.05,20.53,3.63,0,0,0,0,159.11,180.37,64.31,239.96,112.16,0,16.51,27.74,71.46,227.86,"Nodo 1 - Pies inventariados",4.29,3.75
"31","40_1022_5","IFN2","40_1022",NA,NA,5,NA,31.83,26.91,14.61,568.93,17.68,84.55,54.29,0.37,4.17,9.22,10.85,366.66,343.06,23.6,0,0,0,0,256.98,222.1,49.94,347.62,163,0,22.07,33.57,94.17,312.8,"Nodo 3 - Pies inventariados",4.76,3.61,22.15,"40_1022_7","IFN3","40_1022",7,7,5,14.15,27.3,13.92,585.53,15.72,0.83,85.78,50.97,0.4,4.38,8.29,9.84,357.83,336.28,21.55,5.06,0,0,0,0,256.04,223.12,47.76,335.68,159.78,0,23.98,36.65,96.92,317.32,"Nodo 1 - Pies inventariados",5.15,2.92
"32","40_1022_6","IFN2","40_1022",NA,NA,6,NA,14.15,28.26,14.63,627.22,12.38,88.78,51.77,0.38,4.42,9.04,10.71,401.7,378.66,23.04,0,0,0,0,272.06,236.27,46.9,381.23,179.91,0,25.2,37.32,103.82,346.25,"Nodo 3 - Pies inventariados",4.81,3.63,23.45,"40_1022_8","IFN3","40_1022",8,8,6,14.15,29.19,14.33,669.3,11.28,0.95,91.71,49.1,0.41,4.68,8.4,10.01,417.51,395.9,21.61,5.91,0,0,0,0,282.18,244.86,44.57,394.49,188.1,0,28.06,41.03,110.78,367.98,"Nodo 1 - Pies inventariados",5.74,3.33
"33","40_1022_7","IFN2","40_1022",NA,NA,7,NA,14.15,29.08,14.63,664.15,10.55,91.36,50.32,0.39,4.56,8.98,10.66,423.61,401.07,22.54,0,0,0,0,282.99,245.81,45.63,402.12,190.56,0,27.25,39.73,109.93,367.47,"Nodo 3 - Pies inventariados",4.83,3.63,24.25,"40_1022_9","IFN3","40_1022",9,9,7,14.15,30.94,13.92,751.99,7.16,1.06,97.21,44.98,0.43,5.04,7.99,9.58,450.78,431.88,18.91,6.38,0,0,0,158.77,300.22,262.17,28.36,422.88,205.2,0,33.8,48.25,124.47,411.72,"Nodo 1 - Pies inventariados",6.69,2.92
"34","40_1022_8","IFN2","40_1022",NA,NA,8,NA,31.83,18.73,12.6,275.59,37.6,58.85,67.27,0.33,2.93,8.43,9.77,160.89,143.31,17.58,0,0,0,0,61.06,0,90.28,148.87,68.09,0,9.33,17.94,45.62,140.99,"Nodo 3 - Pies inventariados",4.53,3.6,14.2,"40_1022_10","IFN3","40_1022",10,10,8,31.83,17.58,12.33,242.67,28.31,0.77,55.22,70.16,0.38,2.85,7.66,8.99,139.9,123.51,16.39,4.45,0,0,0,0,0,0,103.89,130.39,58.69,0,7.99,15.99,40.17,122.84,"Nodo 1 - Pies inventariados",3.38,3.33
"35","40_1022_9","IFN2","40_1022",NA,NA,9,NA,31.83,23,14.6,415.5,27.54,72.26,63.47,0.35,3.51,9.55,11.12,274.07,250.3,23.77,0,0,0,0,159.49,181.57,70.51,256.58,118.93,0,14.36,23.79,68.77,225.84,"Nodo 3 - Pies inventariados",4.65,3.6,18.35,"40_1022_13","IFN3","40_1022",13,13,9,14.15,23.36,13.5,428.47,21.65,0.61,73.38,57.8,0.39,3.74,8.22,9.7,259.84,238.71,21.13,3.68,0,0,0,0,159.48,180.68,66,243.43,113.42,0,16.06,26.92,70.92,227.33,"Nodo 1 - Pies inventariados",5.01,2.5
"36","40_1033_1","IFN2","40_1033",NA,NA,1,NA,31.83,25.62,12.29,515.68,2.87,80.5,47.97,0.44,4.33,6.88,8.35,279.5,261.56,17.94,0,0,0,0,174.45,197.06,47.64,263.56,124.28,0,22.53,36.78,85.36,268.95,"Nodo 3 - Pies inventariados",4.62,3.29,21,"40_1033_1","IFN3","40_1033",1,1,1,14.15,26.9,12.33,568.25,1.98,0.8,84.5,45.85,0.49,4.67,6.34,7.81,306.8,289.23,17.58,4.34,0,0,0,0,185.26,209.61,45.52,290.15,137.42,0,25.66,40.76,94.06,297.9,"Nodo 1 - Pies inventariados",5.9,3.33
"37","40_1033_10","IFN2","40_1033",NA,NA,10,NA,31.83,25.22,10.79,499.74,4.51,79.25,42.76,0.44,4.38,5.99,7.32,236.85,222.42,14.43,0,0,0,0,163.13,0,45.42,219.22,105.68,0,24.27,41.31,82.72,253.98,"Nodo 3 - Pies inventariados",4.62,3.29,20.6,"40_1033_13","IFN3","40_1033",13,13,10,14.15,25.5,11.25,510.84,2.79,0.72,80.12,44.11,0.49,4.52,5.76,7.11,252.61,237.17,15.44,3.57,0,0,0,0,168.16,188.51,46.16,235.83,112.69,0,24.08,40.31,84.56,261.64,"Nodo 1 - Pies inventariados",4.9,3.75
"38","40_1033_11","IFN2","40_1033",NA,NA,11,NA,31.83,22.76,11.27,406.69,13.36,71.49,49.51,0.42,3.85,6.55,7.88,204.97,189.08,15.89,0,0,0,0,140.87,0,51.01,188.27,89.84,0,17.6,31.32,67.32,206.07,"Nodo 3 - Pies inventariados",4.56,3.27,18.2,"40_1033_14","IFN3","40_1033",14,14,11,31.83,21.79,11.33,373.03,9.19,1.19,68.47,52,0.47,3.81,6,7.33,190.45,174.47,15.98,6.06,0,0,0,0,78.1,0,63.74,175.65,82.9,0,15.55,28.29,61.74,188.47,"Nodo 1 - Pies inventariados",3.59,3.33
"39","40_1033_12","IFN2","40_1033",NA,NA,12,NA,31.83,20.45,11.26,328.3,20.25,64.23,55.07,0.4,3.42,6.75,8.04,168.12,152.55,15.57,0,0,0,0,69.41,0,68.48,154.36,72.48,0,13.13,24.77,54.34,164.71,"Nodo 3 - Pies inventariados",4.5,3.26,15.95,"40_1033_15","IFN3","40_1033",15,15,12,31.83,19.94,11.75,312.2,13.4,0.99,62.64,58.93,0.46,3.43,6.38,7.73,167.81,151.39,16.42,5.34,0,0,0,0,66.97,0,72.53,157.41,71.93,0,11.79,22.31,51.68,157.71,"Nodo 1 - Pies inventariados",3.99,3.75
