"","PLOT_ID","Hoja_arboles.x","INVENTORY_ID_IFN2","ID_sp1.x","ID_sp2.x","Precipitacion_Media_Anual.x","Temperatura_Media_Anual.x","Indice_Martonne.x","Indice_Martonne_1.x","Indice_Martonne_2.x","Indice_Martonne_3.x","Indice_Martonne_4.x","Anyo.x","T_IFN2","Proporcion_sp1.x","Proporcion_sp2.x","N_IFN2","N_sp1.x","N_sp2.x","N_muerto_IFN2","N_incorporado_IFN2","G_IFN2","G_sp1.x","G_sp2.x","g_max_sp1.x","g_max_sp2.x","g_min_sp1.x","g_min_sp2.x","g_media_sp1.x","g_media_sp2.x","G_muerta_IFN2","G_incorporada_IFN2","dbh_max_sp1.x","dbh_max_sp2.x","dbh_min_sp1.x","dbh_min_sp2.x","dbh_medio_sp1.x","dbh_medio_sp2.x","dg_IFN2","dg_sp1.x","dg_sp2.x","Do_IFN2","Do_sp1.x","Do_sp2.x","Seccion_dominante_IFN2","Seccion_Dominante_sp1.x","Seccion_Dominante_sp2.x","h_max_sp1.x","h_max_sp2.x","h_min_sp1.x","h_min_sp2.x","h_media_sp1.x","h_media_sp2.x","Ho_IFN2","Ho_sp1.x","Ho_sp2.x","d_copa_IFN2","d_medio_copa_sp1.x","d_medio_copa_sp2.x","Do_copa_IFN2","Do_copa_sp1.x","Do_copa_sp2.x","FCC_IFN2","FCC_sp1.x","FCC_sp2.x","Esbeltez_(hq/dq).x","Esbeltez_(h100/d100).x","SDI_IFN2","SDI_sp1.x","SDI_sp2.x","SDImax.x","SDImax_sp1.x","SDImax_sp2.x","Hart_IFN2","Hart_tresbolillo_IFN2","SI_IFN2","VOB_IFN2","VUB_IFN2","VBARK_IFN2","V_muerto_IFN2","V_incorporado_IFN2","V_sp1.x","Bole_V_sp1.x","Bark_V_sp1.x","V_sp2.x","Bole_V_sp2.x","Bark_V_sp2.x","V_sierra_gruesa_IFN2","V_sierra_IFN2","V_sierra_canter_IFN2","V_trituracion_IFN2","V_desenrollo_sp1.x","V_chapa_sp1.x","V_sierra_gruesa_sp1.x","V_sierra_sp1.x","V_sierra_canter_sp1.x","V_postes_sp1.x","V_estacas_sp1.x","V_trituracion_sp1.x","V_desenrollo_sp2.x","V_chapa_sp2.x","V_sierra_gruesa_sp2.x","V_sierra_sp2.x","V_sierra_canter_sp2.x","V_postes_sp2.x","V_estacas_sp2.x","V_trituracion_sp2.x","WSW_IFN2","WB2_t_IFN2","WTBL_IFN2","WR_IFN2","WT_IFN2","WT_muerta_IFN2","WT_incorporada_IFN2","WSW_sp1.x","WSB_sp1.x","WSWB_sp1.x","WTHICKB_sp1.x","WSTB_sp1.x","WB2_7_sp1.x","WB_2_T_sp1.x","WTHINB_sp1.x","WB05_sp1.x","WB05_7_sp1.x","WB0_2_sp1.x","WDB_sp1.x","WL_sp1.x","WTBL_sp1.x","WBL0_7_sp1.x","WR_sp1.x","WT_sp1.x","WSW_sp2.x","WSB_sp2.x","WSWB_sp2.x","WTHICKB_sp2.x","WSTB_sp2.x","WB2_7_sp2.x","WB_2_T_sp2.x","WTHINB_sp2.x","WB05_sp2.x","WB05_7_sp2.x","WB0_2_sp2.x","WDB_sp2.x","WL_sp2.x","WTBL_sp2.x","WBL0_7_sp2.x","WR_sp2.x","WT_sp2.x","W_descorchado.x","V_descorchado.x","ID_escenario","Hoja_arboles.y","INVENTORY_ID_IFN3","ID_sp1.y","ID_sp2.y","Precipitacion_Media_Anual.y","Temperatura_Media_Anual.y","Indice_Martonne.y","Indice_Martonne_1.y","Indice_Martonne_2.y","Indice_Martonne_3.y","Indice_Martonne_4.y","Anyo.y","T_IFN3","Proporcion_sp1.y","Proporcion_sp2.y","N_IFN3","N_sp1.y","N_sp2.y","N_muerto_IFN3.x","N_incorporado_IFN3.x","G_IFN3","G_sp1.y","G_sp2.y","g_max_sp1.y","g_max_sp2.y","g_min_sp1.y","g_min_sp2.y","g_media_sp1.y","g_media_sp2.y","G_muerta_IFN3.x","G_incorporada_IFN3.x","dbh_max_sp1.y","dbh_max_sp2.y","dbh_min_sp1.y","dbh_min_sp2.y","dbh_medio_sp1.y","dbh_medio_sp2.y","dg_IFN3","dg_sp1.y","dg_sp2.y","Do_IFN3","Do_sp1.y","Do_sp2.y","Seccion_dominante_IFN3","Seccion_Dominante_sp1.y","Seccion_Dominante_sp2.y","h_max_sp1.y","h_max_sp2.y","h_min_sp1.y","h_min_sp2.y","h_media_sp1.y","h_media_sp2.y","Ho_IFN3","Ho_sp1.y","Ho_sp2.y","d_copa_IFN3","d_medio_copa_sp1.y","d_medio_copa_sp2.y","Do_copa_IFN3","Do_copa_sp1.y","Do_copa_sp2.y","FCC_IFN3","FCC_sp1.y","FCC_sp2.y","Esbeltez_(hq/dq).y","Esbeltez_(h100/d100).y","SDI_IFN3","SDI_sp1.y","SDI_sp2.y","SDImax.y","SDImax_sp1.y","SDImax_sp2.y","Hart_IFN3","Hart_tresbolillo_IFN3","SI_IFN3","VOB_IFN3","VUB_IFN3","VBARK_IFN3","V_muerto_IFN3.x","V_incorporado_IFN3.x","V_sp1.y","Bole_V_sp1.y","Bark_V_sp1.y","V_sp2.y","Bole_V_sp2.y","Bark_V_sp2.y","V_sierra_gruesa_IFN3","V_sierra_IFN3","V_sierra_canter_IFN3","V_trituracion_IFN3","V_desenrollo_sp1.y","V_chapa_sp1.y","V_sierra_gruesa_sp1.y","V_sierra_sp1.y","V_sierra_canter_sp1.y","V_postes_sp1.y","V_estacas_sp1.y","V_trituracion_sp1.y","V_desenrollo_sp2.y","V_chapa_sp2.y","V_sierra_gruesa_sp2.y","V_sierra_sp2.y","V_sierra_canter_sp2.y","V_postes_sp2.y","V_estacas_sp2.y","V_trituracion_sp2.y","WSW_IFN3","WB2_t_IFN3","WTBL_IFN3","WR_IFN3","WT_IFN3","WT_muerta_IFN3.x","WT_incorporada_IFN3.x","WSW_sp1.y","WSB_sp1.y","WSWB_sp1.y","WTHICKB_sp1.y","WSTB_sp1.y","WB2_7_sp1.y","WB_2_T_sp1.y","WTHINB_sp1.y","WB05_sp1.y","WB05_7_sp1.y","WB0_2_sp1.y","WDB_sp1.y","WL_sp1.y","WTBL_sp1.y","WBL0_7_sp1.y","WR_sp1.y","WT_sp1.y","WSW_sp2.y","WSB_sp2.y","WSWB_sp2.y","WTHICKB_sp2.y","WSTB_sp2.y","WB2_7_sp2.y","WB_2_T_sp2.y","WTHINB_sp2.y","WB05_sp2.y","WB05_7_sp2.y","WB0_2_sp2.y","WDB_sp2.y","WL_sp2.y","WTBL_sp2.y","WBL0_7_sp2.y","WR_sp2.y","WT_sp2.y","W_descorchado.y","V_descorchado.y","G_incorporada_IFN3.y","N_incorporado_IFN3.y","V_incorporado_IFN3.y","WT_incorporada_IFN3.y","G_cortada_IFN3","N_cortado_IFN3","V_cortado_IFN3","WT_cortada_IFN3","G_muerta_IFN3.y","N_muerto_IFN3.y","V_muerto_IFN3.y","WT_muerta_IFN3.y"
"31","19_603","Nodo 3 - Pies inventariados","IFN2",NA,NA,284.7,NA,11.96,NA,NA,NA,NA,NA,35,NA,NA,222.82,NA,NA,0,0,8.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,21.88,NA,NA,24.3,NA,NA,468.5,NA,NA,NA,NA,NA,NA,NA,NA,9.59,NA,NA,3.43,NA,NA,3.46,NA,NA,0.21,NA,NA,40.48,39.48,173.15,NA,NA,869.38,NA,NA,69.82,75.03,16.98,34.95,23.23,11.72,0,0,NA,NA,NA,NA,NA,NA,0,0,17.93,31.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.42,1.42,3.72,5.78,27.33,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",25,"IFN3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,555.27,NA,NA,0,0,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.43,NA,NA,27.37,NA,NA,595.21,NA,NA,NA,NA,NA,NA,NA,NA,9.71,NA,NA,3.07,NA,NA,3.15,NA,NA,0.43,NA,NA,43.33,35.48,399.64,NA,NA,NA,NA,NA,43.69,46.95,17.54,76.67,50.89,25.77,NA,NA,NA,NA,NA,NA,NA,NA,0,4.56,31.59,70.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.72,3.03,8,12.34,59.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6112372,403.2,47.6434408,36.4973952,NA,NA,NA,NA,NA,NA,NA,NA
"32","19_604","Nodo 3 - Pies inventariados","IFN2",NA,NA,284.7,NA,11.96,NA,NA,NA,NA,NA,25,NA,NA,986.76,NA,NA,0,0,27.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,18.79,NA,NA,24.54,NA,NA,473.86,NA,NA,NA,NA,NA,NA,NA,NA,9.69,NA,NA,2.81,NA,NA,2.85,NA,NA,0.63,NA,NA,44.99,39.5,574.76,NA,NA,869.38,NA,NA,32.84,35.29,22.92,110.32,72.57,37.75,0,0,NA,NA,NA,NA,NA,NA,0,0,35.12,99.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.27,3.99,11.62,16.93,83.81,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",25,"IFN3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,940.78,NA,NA,0,0,26.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.94,NA,NA,26.48,NA,NA,552.04,NA,NA,NA,NA,NA,NA,NA,NA,9.65,NA,NA,2.78,NA,NA,2.88,NA,NA,0.61,NA,NA,41.62,36.42,598.73,NA,NA,NA,NA,NA,33.8,36.32,20.99,105.8,69.96,35.83,NA,NA,NA,NA,NA,NA,NA,NA,0,0,46.76,95.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.82,4.15,11.45,17.2,82.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.32956806,459.8,42.6474822,34.3814633,NA,NA,NA,NA,NA,NA,NA,NA
"33","19_606","Nodo 3 - Pies inventariados","IFN2",NA,NA,284.7,NA,11.96,NA,NA,NA,NA,NA,30,NA,NA,763.94,NA,NA,0,0,16.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,16.77,NA,NA,22.73,NA,NA,407.8,NA,NA,NA,NA,NA,NA,NA,NA,9.21,NA,NA,2.56,NA,NA,2.61,NA,NA,0.41,NA,NA,47.4,40.52,359.1,NA,NA,869.38,NA,NA,39.28,42.21,18.89,65.07,42.43,22.64,0,0,NA,NA,NA,NA,NA,NA,0,0,19.92,58.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.3,2.19,6.93,9.62,49.04,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",25,"IFN3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,756.87,NA,NA,0,0,19.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.1,NA,NA,23.06,NA,NA,419.6,NA,NA,NA,NA,NA,NA,NA,NA,9.77,NA,NA,2.75,NA,NA,2.78,NA,NA,0.46,NA,NA,48.83,42.36,447.17,NA,NA,NA,NA,NA,37.2,39.98,19.26,81.7,53.59,28.11,NA,NA,NA,NA,NA,NA,NA,NA,0,0,21.31,74.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.23,2.69,8.15,11.62,59.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.27521276,410.26,38.1121114,27.5711797,NA,NA,NA,NA,NA,NA,NA,NA
"34","19_609","Nodo 3 - Pies inventariados","IFN2",NA,NA,284.7,NA,11.96,NA,NA,NA,NA,NA,30,NA,NA,1414.71,NA,NA,0,0,38.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,18.53,NA,NA,26.96,NA,NA,571.92,NA,NA,NA,NA,NA,NA,NA,NA,10.85,NA,NA,2.69,NA,NA,2.75,NA,NA,0.84,NA,NA,46.25,40.23,803.07,NA,NA,869.38,NA,NA,24.51,26.34,21.97,159.77,105.33,54.44,0,0,NA,NA,NA,NA,NA,NA,0,0,54.53,145.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.45,5.64,16.24,23.81,119.14,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",25,"IFN3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,1542.03,NA,NA,0,0,29.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.74,NA,NA,26.41,NA,NA,550.12,NA,NA,NA,NA,NA,NA,NA,NA,10.06,NA,NA,2.26,NA,NA,2.39,NA,NA,0.69,NA,NA,47.42,38.08,725.5,NA,NA,NA,NA,NA,25.32,27.21,19.34,113.71,74.36,39.34,NA,NA,NA,NA,NA,NA,NA,NA,0,0,33.49,101.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.4,4.06,12.38,17.47,87.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.93178805,346.6,17.3461514,13.1821315,NA,NA,NA,NA,NA,NA,NA,NA
"35","19_611","Nodo 3 - Pies inventariados","IFN2",NA,NA,284.7,NA,11.96,NA,NA,NA,NA,NA,30,NA,NA,159.15,NA,NA,0,0,6.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,21.95,NA,NA,22.59,NA,NA,401.37,NA,NA,NA,NA,NA,NA,NA,NA,9.52,NA,NA,3.49,NA,NA,3.49,NA,NA,0.15,NA,NA,42.88,42.13,124.41,NA,NA,869.38,NA,NA,83.28,89.49,18.89,26.53,17.63,8.9,0,0,NA,NA,NA,NA,NA,NA,0,0,16.51,24.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.19,1,2.66,4.09,19.93,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",25,"IFN3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,399.66,NA,NA,0,0,17.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.67,NA,NA,28.95,NA,NA,666.18,NA,NA,NA,NA,NA,NA,NA,NA,11.35,NA,NA,3.52,NA,NA,3.61,NA,NA,0.41,NA,NA,43.5,39.2,365.54,NA,NA,NA,NA,NA,44.08,47.36,20.94,84.75,57,27.75,NA,NA,NA,NA,NA,NA,NA,NA,0,7.56,44.84,78.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.45,3.42,8.09,13.31,63.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.12312952,328.95,69.0320897,51.1109189,NA,NA,NA,NA,NA,NA,NA,NA
"36","19_613","Nodo 3 - Pies inventariados","IFN2",NA,NA,284.7,NA,11.96,NA,NA,NA,NA,NA,30,NA,NA,155.62,NA,NA,0,0,5.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,21.91,NA,NA,25.23,NA,NA,515.44,NA,NA,NA,NA,NA,NA,NA,NA,10.86,NA,NA,4.13,NA,NA,4.15,NA,NA,0.12,NA,NA,40.12,43.05,121.23,NA,NA,869.38,NA,NA,73.78,79.28,19.79,26.84,18.18,8.66,0,0,NA,NA,NA,NA,NA,NA,0,4.49,17.25,25.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.88,1.05,2.37,4.02,19.31,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",25,"IFN3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,190.99,NA,NA,0,0,8.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.07,NA,NA,28.43,NA,NA,646.78,NA,NA,NA,NA,NA,NA,NA,NA,12.15,NA,NA,4.19,NA,NA,4.24,NA,NA,0.18,NA,NA,41.24,42.72,179.52,NA,NA,NA,NA,NA,59.57,64.02,21.99,42.66,29.06,13.6,NA,NA,NA,NA,NA,NA,NA,NA,0,10.19,24.01,39.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.64,1.68,3.62,6.32,30.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.85354025,70.75,20.195729,14.6088845,NA,NA,NA,NA,NA,NA,NA,NA
"37","19_616","Nodo 3 - Pies inventariados","IFN2",NA,NA,284.7,NA,11.96,NA,NA,NA,NA,NA,35,NA,NA,710.89,NA,NA,0,0,31.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,23.71,NA,NA,27.87,NA,NA,610.33,NA,NA,NA,NA,NA,NA,NA,NA,11.11,NA,NA,3.49,NA,NA,3.52,NA,NA,0.69,NA,NA,44.04,39.87,643.21,NA,NA,869.38,NA,NA,33.75,36.27,20.04,152.05,101.98,50.08,0,0,NA,NA,NA,NA,NA,NA,0,0,90.86,141.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.52,5.81,14.29,23.04,111.65,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",25,"IFN3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,679.06,NA,NA,0,0,31.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.28,NA,NA,30.55,NA,NA,733.71,NA,NA,NA,NA,NA,NA,NA,NA,11.92,NA,NA,3.51,NA,NA,3.58,NA,NA,0.68,NA,NA,46.05,39.03,647.43,NA,NA,NA,NA,NA,32.18,34.58,20.06,162.48,109.52,52.96,NA,NA,NA,NA,NA,NA,NA,NA,0,13.84,93.9,151.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.04,6.18,14.53,24.04,116.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.56231249,215.78,53.9648472,39.5121434,NA,NA,NA,NA,NA,NA,NA,NA
"38","19_617","Nodo 3 - Pies inventariados","IFN2",NA,NA,284.7,NA,11.96,NA,NA,NA,NA,NA,35,NA,NA,523.44,NA,NA,0,0,18.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,21.26,NA,NA,26.9,NA,NA,569.02,NA,NA,NA,NA,NA,NA,NA,NA,9.69,NA,NA,3.21,NA,NA,3.29,NA,NA,0.44,NA,NA,38.36,36.03,385.37,NA,NA,869.38,NA,NA,45.1,48.46,18.02,72.87,48.4,24.47,0,0,NA,NA,NA,NA,NA,NA,0,0,39.7,66.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.07,3.18,8.26,12.89,59.4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",25,"IFN3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,417.34,NA,NA,0,0,18.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.92,NA,NA,29.47,NA,NA,684.98,NA,NA,NA,NA,NA,NA,NA,NA,9.35,NA,NA,3.63,NA,NA,3.69,NA,NA,0.45,NA,NA,35.62,31.73,388.34,NA,NA,NA,NA,NA,52.36,56.26,17.02,74.54,49.87,24.67,NA,NA,NA,NA,NA,NA,NA,NA,0,4.73,40.48,68.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.28,3.61,8.61,14.12,62.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.22529338,148.56,24.5837875,20.4443098,NA,NA,NA,NA,NA,NA,NA,NA
"39","42_1858","Nodo 3 - Pies inventariados","IFN2",NA,NA,416.5,NA,19.46,NA,NA,NA,NA,NA,25,NA,NA,986.76,NA,NA,0,0,14.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,13.75,NA,NA,19.32,NA,NA,293.42,NA,NA,NA,NA,NA,NA,NA,NA,7.84,NA,NA,2.51,NA,NA,2.53,NA,NA,0.3,NA,NA,49.04,40.6,313.54,NA,NA,1013.64,NA,NA,40.59,43.62,18.93,39.94,25.79,14.14,0,0,NA,NA,NA,NA,NA,NA,0,0,4.03,35.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.52,1.45,4.9,6.57,32.45,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",25,"IFN3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,700.28,NA,NA,0,0,10.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.59,NA,NA,20.57,NA,NA,333.68,NA,NA,NA,NA,NA,NA,NA,NA,8.99,NA,NA,2.53,NA,NA,2.6,NA,NA,0.17,NA,NA,56.41,43.67,259.38,NA,NA,NA,NA,NA,42.05,45.19,18.78,25.91,16.89,9.01,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6.81,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.05,0.87,2.75,3.82,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","42_1890","Nodo 3 - Pies inventariados","IFN2",NA,NA,416.5,NA,19.46,NA,NA,NA,NA,NA,30,NA,NA,834.68,NA,NA,0,0,23.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,19.05,NA,NA,29.79,NA,NA,699.58,NA,NA,NA,NA,NA,NA,NA,NA,9.88,NA,NA,3.33,NA,NA,3.41,NA,NA,0.5,NA,NA,46.49,33.15,495.69,NA,NA,1013.64,NA,NA,35.05,37.66,20.83,96.3,64.32,31.98,0,0,NA,NA,NA,NA,NA,NA,0,7.09,43.61,88.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.67,3.98,9.83,15.77,74.24,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",25,"IFN3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,399.66,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.87,NA,NA,30.37,NA,NA,733.01,NA,NA,NA,NA,NA,NA,NA,NA,11.96,NA,NA,4.27,NA,NA,4.33,NA,NA,0.21,NA,NA,51.68,39.36,252.74,NA,NA,NA,NA,NA,41.84,44.96,20.8,48.56,33.12,15.44,NA,NA,NA,NA,NA,NA,NA,NA,0,12.86,24.41,45.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.72,2.08,4.37,7.73,35.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
