"","PLOT_ID","Hoja_arboles.x","INVENTORY_ID_IFN2","ID_sp1.x","ID_sp2.x","Precipitacion_Media_Anual.x","Temperatura_Media_Anual.x","Indice_Martonne.x","Indice_Martonne_1.x","Indice_Martonne_2.x","Indice_Martonne_3.x","Indice_Martonne_4.x","Anyo.x","T_IFN2","Proporcion_sp1.x","Proporcion_sp2.x","N_IFN2","N_sp1.x","N_sp2.x","N_muerto_IFN2","N_incorporado_IFN2","G_IFN2","G_sp1.x","G_sp2.x","g_max_sp1.x","g_max_sp2.x","g_min_sp1.x","g_min_sp2.x","g_media_sp1.x","g_media_sp2.x","G_muerta_IFN2","G_incorporada_IFN2","dbh_max_sp1.x","dbh_max_sp2.x","dbh_min_sp1.x","dbh_min_sp2.x","dbh_medio_sp1.x","dbh_medio_sp2.x","dg_IFN2","dg_sp1.x","dg_sp2.x","Do_IFN2","Do_sp1.x","Do_sp2.x","Seccion_dominante_IFN2","Seccion_Dominante_sp1.x","Seccion_Dominante_sp2.x","h_max_sp1.x","h_max_sp2.x","h_min_sp1.x","h_min_sp2.x","h_media_sp1.x","h_media_sp2.x","Ho_IFN2","Ho_sp1.x","Ho_sp2.x","d_copa_IFN2","d_medio_copa_sp1.x","d_medio_copa_sp2.x","Do_copa_IFN2","Do_copa_sp1.x","Do_copa_sp2.x","FCC_IFN2","FCC_sp1.x","FCC_sp2.x","Esbeltez_(hq/dq).x","Esbeltez_(h100/d100).x","SDI_IFN2","SDI_sp1.x","SDI_sp2.x","SDImax.x","SDImax_sp1.x","SDImax_sp2.x","Hart_IFN2","Hart_tresbolillo_IFN2","SI_IFN2","VOB_IFN2","VUB_IFN2","VBARK_IFN2","V_muerto_IFN2","V_incorporado_IFN2","V_sp1.x","Bole_V_sp1.x","Bark_V_sp1.x","V_sp2.x","Bole_V_sp2.x","Bark_V_sp2.x","V_sierra_gruesa_IFN2","V_sierra_IFN2","V_sierra_canter_IFN2","V_trituracion_IFN2","V_desenrollo_sp1.x","V_chapa_sp1.x","V_sierra_gruesa_sp1.x","V_sierra_sp1.x","V_sierra_canter_sp1.x","V_postes_sp1.x","V_estacas_sp1.x","V_trituracion_sp1.x","V_desenrollo_sp2.x","V_chapa_sp2.x","V_sierra_gruesa_sp2.x","V_sierra_sp2.x","V_sierra_canter_sp2.x","V_postes_sp2.x","V_estacas_sp2.x","V_trituracion_sp2.x","WSW_IFN2","WB2_t_IFN2","WTBL_IFN2","WR_IFN2","WT_IFN2","WT_muerta_IFN2","WT_incorporada_IFN2","WSW_sp1.x","WSB_sp1.x","WSWB_sp1.x","WTHICKB_sp1.x","WSTB_sp1.x","WB2_7_sp1.x","WB_2_T_sp1.x","WTHINB_sp1.x","WB05_sp1.x","WB05_7_sp1.x","WB0_2_sp1.x","WDB_sp1.x","WL_sp1.x","WTBL_sp1.x","WBL0_7_sp1.x","WR_sp1.x","WT_sp1.x","WSW_sp2.x","WSB_sp2.x","WSWB_sp2.x","WTHICKB_sp2.x","WSTB_sp2.x","WB2_7_sp2.x","WB_2_T_sp2.x","WTHINB_sp2.x","WB05_sp2.x","WB05_7_sp2.x","WB0_2_sp2.x","WDB_sp2.x","WL_sp2.x","WTBL_sp2.x","WBL0_7_sp2.x","WR_sp2.x","WT_sp2.x","W_descorchado.x","V_descorchado.x","ID_escenario","Hoja_arboles.y","INVENTORY_ID_IFN3","ID_sp1.y","ID_sp2.y","Precipitacion_Media_Anual.y","Temperatura_Media_Anual.y","Indice_Martonne.y","Indice_Martonne_1.y","Indice_Martonne_2.y","Indice_Martonne_3.y","Indice_Martonne_4.y","Anyo.y","T_IFN3","Proporcion_sp1.y","Proporcion_sp2.y","N_IFN3","N_sp1.y","N_sp2.y","N_muerto_IFN3.x","N_incorporado_IFN3.x","G_IFN3","G_sp1.y","G_sp2.y","g_max_sp1.y","g_max_sp2.y","g_min_sp1.y","g_min_sp2.y","g_media_sp1.y","g_media_sp2.y","G_muerta_IFN3.x","G_incorporada_IFN3.x","dbh_max_sp1.y","dbh_max_sp2.y","dbh_min_sp1.y","dbh_min_sp2.y","dbh_medio_sp1.y","dbh_medio_sp2.y","dg_IFN3","dg_sp1.y","dg_sp2.y","Do_IFN3","Do_sp1.y","Do_sp2.y","Seccion_dominante_IFN3","Seccion_Dominante_sp1.y","Seccion_Dominante_sp2.y","h_max_sp1.y","h_max_sp2.y","h_min_sp1.y","h_min_sp2.y","h_media_sp1.y","h_media_sp2.y","Ho_IFN3","Ho_sp1.y","Ho_sp2.y","d_copa_IFN3","d_medio_copa_sp1.y","d_medio_copa_sp2.y","Do_copa_IFN3","Do_copa_sp1.y","Do_copa_sp2.y","FCC_IFN3","FCC_sp1.y","FCC_sp2.y","Esbeltez_(hq/dq).y","Esbeltez_(h100/d100).y","SDI_IFN3","SDI_sp1.y","SDI_sp2.y","SDImax.y","SDImax_sp1.y","SDImax_sp2.y","Hart_IFN3","Hart_tresbolillo_IFN3","SI_IFN3","VOB_IFN3","VUB_IFN3","VBARK_IFN3","V_muerto_IFN3.x","V_incorporado_IFN3.x","V_sp1.y","Bole_V_sp1.y","Bark_V_sp1.y","V_sp2.y","Bole_V_sp2.y","Bark_V_sp2.y","V_sierra_gruesa_IFN3","V_sierra_IFN3","V_sierra_canter_IFN3","V_trituracion_IFN3","V_desenrollo_sp1.y","V_chapa_sp1.y","V_sierra_gruesa_sp1.y","V_sierra_sp1.y","V_sierra_canter_sp1.y","V_postes_sp1.y","V_estacas_sp1.y","V_trituracion_sp1.y","V_desenrollo_sp2.y","V_chapa_sp2.y","V_sierra_gruesa_sp2.y","V_sierra_sp2.y","V_sierra_canter_sp2.y","V_postes_sp2.y","V_estacas_sp2.y","V_trituracion_sp2.y","WSW_IFN3","WB2_t_IFN3","WTBL_IFN3","WR_IFN3","WT_IFN3","WT_muerta_IFN3.x","WT_incorporada_IFN3.x","WSW_sp1.y","WSB_sp1.y","WSWB_sp1.y","WTHICKB_sp1.y","WSTB_sp1.y","WB2_7_sp1.y","WB_2_T_sp1.y","WTHINB_sp1.y","WB05_sp1.y","WB05_7_sp1.y","WB0_2_sp1.y","WDB_sp1.y","WL_sp1.y","WTBL_sp1.y","WBL0_7_sp1.y","WR_sp1.y","WT_sp1.y","WSW_sp2.y","WSB_sp2.y","WSWB_sp2.y","WTHICKB_sp2.y","WSTB_sp2.y","WB2_7_sp2.y","WB_2_T_sp2.y","WTHINB_sp2.y","WB05_sp2.y","WB05_7_sp2.y","WB0_2_sp2.y","WDB_sp2.y","WL_sp2.y","WTBL_sp2.y","WBL0_7_sp2.y","WR_sp2.y","WT_sp2.y","W_descorchado.y","V_descorchado.y","G_incorporada_IFN3.y","N_incorporado_IFN3.y","V_incorporado_IFN3.y","WT_incorporada_IFN3.y","G_cortada_IFN3","N_cortado_IFN3","V_cortado_IFN3","WT_cortada_IFN3","G_muerta_IFN3.y","N_muerto_IFN3.y","V_muerto_IFN3.y","WT_muerta_IFN3.y"
"11","19_2197","Nodo 3 - Pies inventariados","IFN2",NA,NA,284.7,NA,11.96,NA,NA,NA,NA,NA,31,NA,NA,226.35,NA,NA,0,0,14.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,28.47,NA,NA,31.92,NA,NA,802.1,NA,NA,NA,NA,NA,NA,NA,NA,9.66,NA,NA,4.35,NA,NA,4.41,NA,NA,0.35,NA,NA,33.17,30.25,289.46,NA,NA,869.38,NA,NA,68.82,73.95,19.99,62.76,42.57,20.18,0,0,NA,NA,NA,NA,NA,NA,0,12.39,32.15,58.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.28,3.31,6.97,12.33,52.89,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",25,"IFN3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,173.3,NA,NA,0,0,10.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.82,NA,NA,31.25,NA,NA,769.41,NA,NA,NA,NA,NA,NA,NA,NA,9.63,NA,NA,4.28,NA,NA,4.36,NA,NA,0.26,NA,NA,31.93,30.83,206.21,NA,NA,NA,NA,NA,78.86,84.74,18.91,44.24,29.99,14.25,NA,NA,NA,NA,NA,NA,NA,NA,0,10.04,20.73,40.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.63,2.41,5.08,8.97,38.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","19_2200","Nodo 3 - Pies inventariados","IFN2",NA,NA,284.7,NA,11.96,NA,NA,NA,NA,NA,21,NA,NA,732.11,NA,NA,0,0,17.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,17.26,NA,NA,21.89,NA,NA,378.67,NA,NA,NA,NA,NA,NA,NA,NA,8.74,NA,NA,2.66,NA,NA,2.7,NA,NA,0.42,NA,NA,40.57,39.93,363.43,NA,NA,869.38,NA,NA,42.27,45.43,24.44,59.28,38.64,20.63,0,0,NA,NA,NA,NA,NA,NA,0,0,15.97,53.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.78,2.27,7.08,9.9,48.03,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",25,"IFN3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,523.44,NA,NA,0,0,9.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.42,NA,NA,19.95,NA,NA,313.84,NA,NA,NA,NA,NA,NA,NA,NA,9.92,NA,NA,2.36,NA,NA,2.42,NA,NA,0.24,NA,NA,58.07,49.74,238.12,NA,NA,NA,NA,NA,44.05,47.34,23.6,43.33,28.23,15.1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,12.12,38.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.95,1.18,3.92,5.27,29.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","19_241","Nodo 3 - Pies inventariados","IFN2",NA,NA,284.7,NA,11.96,NA,NA,NA,NA,NA,30,NA,NA,668.45,NA,NA,0,0,15.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,17.03,NA,NA,21.72,NA,NA,370.72,NA,NA,NA,NA,NA,NA,NA,NA,10.79,NA,NA,2.61,NA,NA,2.64,NA,NA,0.37,NA,NA,51.74,49.66,323.41,NA,NA,869.38,NA,NA,35.86,38.53,20.49,65.18,42.62,22.56,0,0,NA,NA,NA,NA,NA,NA,0,0,13.86,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.2,1.96,6.25,8.66,46.08,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",25,"IFN3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,891.27,NA,NA,0,0,18.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.18,NA,NA,21.63,NA,NA,367.79,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,2.44,NA,NA,2.49,NA,NA,0.43,NA,NA,55.36,48.53,438.7,NA,NA,NA,NA,NA,31.9,34.28,20.08,80.61,52.63,27.98,NA,NA,NA,NA,NA,NA,NA,NA,0,0,19.34,73.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.56,2.29,7.45,10.16,55.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.37883993,604.77,43.7748441,29.8094316,NA,NA,NA,NA,NA,NA,NA,NA
"14","19_242","Nodo 3 - Pies inventariados","IFN2",NA,NA,284.7,NA,11.96,NA,NA,NA,NA,NA,30,NA,NA,63.66,NA,NA,0,0,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,23.23,NA,NA,23.06,NA,NA,423.94,NA,NA,NA,NA,NA,NA,NA,NA,10.03,NA,NA,3.73,NA,NA,3.76,NA,NA,0.07,NA,NA,43.5,43.5,55.42,NA,NA,869.38,NA,NA,124.96,134.28,18.71,12.72,8.51,4.21,0,0,NA,NA,NA,NA,NA,NA,0,0,7.98,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.77,0.49,1.22,1.95,9.42,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",25,"IFN3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,120.25,NA,NA,0,0,4.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.65,NA,NA,23.04,NA,NA,421.43,NA,NA,NA,NA,NA,NA,NA,NA,8.87,NA,NA,3.62,NA,NA,3.64,NA,NA,0.13,NA,NA,38.73,38.49,102.42,NA,NA,NA,NA,NA,102.85,110.52,17.93,19.94,13.27,6.66,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.99,18.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.46,0.85,2.17,3.42,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99118522,74.28,12.5948814,9.9002974,NA,NA,NA,NA,NA,NA,NA,NA
"15","19_248","Nodo 3 - Pies inventariados","IFN2",NA,NA,284.7,NA,11.96,NA,NA,NA,NA,NA,35,NA,NA,109.64,NA,NA,0,0,4.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,23.83,NA,NA,23.85,NA,NA,453.64,NA,NA,NA,NA,NA,NA,NA,NA,11.41,NA,NA,3.73,NA,NA,3.76,NA,NA,0.12,NA,NA,48.24,47.85,100.12,NA,NA,869.38,NA,NA,83.68,89.92,18.52,26.23,17.65,8.58,0,0,NA,NA,NA,NA,NA,NA,0,2.4,16.33,24.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.39,0.91,2.23,3.6,18.14,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",25,"IFN3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,113.18,NA,NA,0,0,6.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.47,NA,NA,27.67,NA,NA,613.45,NA,NA,NA,NA,NA,NA,NA,NA,10.15,NA,NA,4.28,NA,NA,4.32,NA,NA,0.17,NA,NA,37.7,36.69,131.97,NA,NA,NA,NA,NA,92.6,99.5,18.21,32.76,22.26,10.49,NA,NA,NA,NA,NA,NA,NA,NA,0,5.62,18.59,30.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.99,1.49,3.21,5.58,25.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1663738,56.6,13.925864,11.1998665,NA,NA,NA,NA,NA,NA,NA,NA
"16","19_259","Nodo 3 - Pies inventariados","IFN2",NA,NA,284.7,NA,11.96,NA,NA,NA,NA,NA,35,NA,NA,516.37,NA,NA,0,0,22.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,23.53,NA,NA,30.58,NA,NA,741.84,NA,NA,NA,NA,NA,NA,NA,NA,12.36,NA,NA,3.42,NA,NA,3.53,NA,NA,0.51,NA,NA,47.05,40.43,460.55,NA,NA,869.38,NA,NA,35.59,38.25,21.26,114.93,77.47,37.46,0,0,NA,NA,NA,NA,NA,NA,0,14.81,62.25,106.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.03,4.43,10.36,17.16,82.99,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",25,"IFN3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,456.24,NA,NA,0,0,22.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.32,NA,NA,32,NA,NA,814.84,NA,NA,NA,NA,NA,NA,NA,NA,12.5,NA,NA,3.7,NA,NA,3.79,NA,NA,0.51,NA,NA,44.78,39.05,465.72,NA,NA,NA,NA,NA,37.47,40.26,20.69,120.73,81.77,38.95,NA,NA,NA,NA,NA,NA,NA,NA,0,18.86,65.11,112.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.59,4.82,10.79,18.35,87.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.83991981,173.33,41.3390234,29.1442349,0,0,0,0,NA,NA,NA,NA
"17","19_262","Nodo 3 - Pies inventariados","IFN2",NA,NA,284.7,NA,11.96,NA,NA,NA,NA,NA,40,NA,NA,1420.75,NA,NA,8.1,0,52.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,21.64,NA,NA,28.71,NA,NA,647.84,NA,NA,NA,NA,NA,NA,NA,NA,11.54,NA,NA,3.02,NA,NA,3.1,NA,NA,1.07,NA,NA,49.61,40.21,1080.94,NA,NA,869.38,NA,NA,22.98,24.69,19.04,262.68,175.57,87.11,0,0,NA,NA,NA,NA,NA,NA,0,4.36,143.29,243.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.58,9.08,23.3,36.6,184.56,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",25,"IFN3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,633.08,NA,NA,0,0,27.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.67,NA,NA,28.61,NA,NA,644.21,NA,NA,NA,NA,NA,NA,NA,NA,13.35,NA,NA,3.44,NA,NA,3.48,NA,NA,0.6,NA,NA,52.88,46.66,578.98,NA,NA,NA,NA,NA,29.77,31.99,20.2,160.32,107.98,52.34,NA,NA,NA,NA,NA,NA,NA,NA,0,4.65,98.15,150.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.82,5.18,12.68,20.5,106.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.60110235,141.5,38.7731225,25.438021,0,0,0,0,NA,NA,NA,NA
"18","19_270","Nodo 3 - Pies inventariados","IFN2",NA,NA,284.7,NA,11.96,NA,NA,NA,NA,NA,35,NA,NA,91.96,NA,NA,0,0,6.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,30.6,NA,NA,30.39,NA,NA,735.59,NA,NA,NA,NA,NA,NA,NA,NA,12.62,NA,NA,4.71,NA,NA,4.74,NA,NA,0.16,NA,NA,41.55,41.55,134.79,NA,NA,869.38,NA,NA,82.6,88.76,20.71,38.94,26.71,12.23,0,0,NA,NA,NA,NA,NA,NA,0,10.71,21.34,36.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.15,1.67,3.34,6.08,28.25,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",25,"IFN3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,99.03,NA,NA,0,0,8.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.62,NA,NA,31.99,NA,NA,835.61,NA,NA,NA,NA,NA,NA,NA,NA,11.64,NA,NA,4.95,NA,NA,5.05,NA,NA,0.2,NA,NA,36.39,36.39,152.74,NA,NA,NA,NA,NA,86.31,92.75,19.81,44.45,30.64,13.8,NA,NA,NA,NA,NA,NA,NA,NA,0,18.66,16.4,41.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.38,2.29,4.2,8.04,34.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2740465,42.45,11.2290155,8.402553,NA,NA,NA,NA,NA,NA,NA,NA
"19","19_271","Nodo 3 - Pies inventariados","IFN2",NA,NA,284.7,NA,11.96,NA,NA,NA,NA,NA,35,NA,NA,1404.17,NA,NA,10.54,0,54.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,22.16,NA,NA,30.24,NA,NA,718.48,NA,NA,NA,NA,NA,NA,NA,NA,13.83,NA,NA,3.02,NA,NA,3.1,NA,NA,1.06,NA,NA,60.98,45.74,1118.24,NA,NA,869.38,NA,NA,19.29,20.73,23.37,337.13,226.86,110.27,0.02,0,NA,NA,NA,NA,NA,NA,0,20.23,195.71,315.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.79,9.72,24.38,38.81,210.7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",25,"IFN3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,445.63,NA,NA,0,0,24.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.58,NA,NA,32.14,NA,NA,814.07,NA,NA,NA,NA,NA,NA,NA,NA,15.77,NA,NA,3.77,NA,NA,3.84,NA,NA,0.52,NA,NA,57.78,49.06,492.28,NA,NA,NA,NA,NA,30.04,32.28,23.98,171.48,117.12,54.36,NA,NA,NA,NA,NA,NA,NA,NA,0,36.12,105.83,162.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.19,5.36,11.75,20.26,106.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.28562275,141.5,49.4968415,30.3946245,0,0,0,0,NA,NA,NA,NA
"20","19_274","Nodo 3 - Pies inventariados","IFN2",NA,NA,284.7,NA,11.96,NA,NA,NA,NA,NA,35,NA,NA,484.54,NA,NA,0,0,22.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,24.49,NA,NA,28.82,NA,NA,652.92,NA,NA,NA,NA,NA,NA,NA,NA,11.44,NA,NA,3.66,NA,NA,3.7,NA,NA,0.52,NA,NA,41.65,39.71,465.84,NA,NA,869.38,NA,NA,39.7,42.66,20.59,109.02,73.33,35.69,0,0,NA,NA,NA,NA,NA,NA,0,4.41,63.22,101.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.67,4.41,10.51,17.26,81.85,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",25,"IFN3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,311.24,NA,NA,0,0,22.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.16,NA,NA,33.77,NA,NA,897.8,NA,NA,NA,NA,NA,NA,NA,NA,12.56,NA,NA,4.47,NA,NA,4.5,NA,NA,0.5,NA,NA,39.42,37.18,422.58,NA,NA,NA,NA,NA,45.14,48.51,20.62,120.08,82.13,37.95,NA,NA,NA,NA,NA,NA,NA,NA,0,32.81,63.37,112.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.97,5.37,10.91,19.72,89.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.45047715,169.8,61.1383295,45.566679,0,0,0,0,NA,NA,NA,NA
