"","TREE_ID","INVENTORY_ID_IFN2","PLOT_ID.x","expan_IFN2","dbh_IFN2","h_IFN2","g_IFN2","bal_IFN2","circ_normal_IFN2","esbeltez_IFN2","cr_IFN2","lcw_IFN2","hcb_IFN2","hlcw_IFN2","vob_IFN2","vub_IFN2","vbark_IFN2","v_sierra_gruesa_IFN2","v_sierra_IFN2","v_sierra_canter_IFN2","v_trituracion_IFN2","wsw_IFN2","wb2_t_IFN2","wtbl_IFN2","wr_IFN2","wt_IFN2","sheet_SM4_IFN2","dbh_i_IFN2","h_i_IFN2","dbh","TREE_ID.y","INVENTORY_ID_IFN3","PLOT_ID.y","TREE_ID_IFN3_2","TREE_ID_IFN3","TREE_ID_IFN2","expan_IFN3","dbh_IFN3","h_IFN3","g_IFN3","bal_IFN3","circ_normal_IFN3","esbeltez_IFN3","cr_IFN3","lcw_IFN3","hcb_IFN3","hlcw_IFN3","vob_IFN3","vub_IFN3","vbark_IFN3","v_sierra_gruesa_IFN3","v_sierra_IFN3","v_sierra_canter_IFN3","v_trituracion_IFN3","wsw_IFN3","wb2_t_IFN3","wtbl_IFN3","wr_IFN3","wt_IFN3","sheet_SM4_IFN3","dbh_i_IFN3","h_i_IFN3"
"151","19_1064_10","IFN2","19_1064",21.68,28.53,9.63,639.09,1.42,89.62,33.77,0.39,4.27,5.84,6.88,281.18,190.35,90.83,0,0,198.15,258.86,134.83,14.18,30.67,53.44,233.13,"Nodo 3 - Pies inventariados",5.13,1.13,23.4,"19_1064_16","IFN3","19_1064",16,10,10,14.15,30.05,10,709.22,1.05,94.4,33.28,0.48,4.64,5.23,6.5,322.48,219.31,103.17,0,0,205.4,299.85,154.06,16.7,34.61,61.84,267.21,"Nodo 1 - Pies mayores",6.65,1.5
"152","19_1064_11","IFN2","19_1064",35.61,23.81,9.8,445.19,12.72,74.8,41.18,0.37,3.52,6.22,7.22,201.85,134.96,66.89,0,0,95,186.74,93,8.04,20.16,32.19,153.4,"Nodo 3 - Pies inventariados",4.96,1.3,18.85,"19_1064_17","IFN3","19_1064",17,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"153","19_1064_12","IFN2","19_1064",34.44,18.04,8.26,255.61,36.51,56.68,45.8,0.32,2.64,5.59,6.33,100.02,65.31,34.71,0,0,0,88.97,46.53,3.36,10.59,14.79,75.28,"Nodo 3 - Pies inventariados",4.59,1.26,13.45,"19_1064_20","IFN3","19_1064",20,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"154","19_1064_13","IFN2","19_1064",35.59,22.75,8.67,406.5,18.8,71.47,38.11,0.36,3.38,5.55,6.4,164,108.98,55.01,0,0,84.3,149.93,78.3,6.97,18.15,28.34,131.75,"Nodo 3 - Pies inventariados",4.9,1.17,17.85,"19_1064_22","IFN3","19_1064",22,14,13,14.15,24.35,10.2,465.68,9.13,76.5,41.89,0.46,3.73,5.56,6.82,219.12,146.88,72.24,0,0,164.11,205.36,99.96,8.63,21.25,34.29,164.12,"Nodo 1 - Pies mayores",6.5,2.7
"155","19_1064_14","IFN2","19_1064",34.47,18.46,8.83,267.59,35.59,57.99,47.81,0.32,2.69,5.99,6.78,111.49,73.03,38.46,0,0,0,101.68,50.87,3.61,11.17,15.77,81.43,"Nodo 3 - Pies inventariados",4.61,1.33,13.85,"19_1064_23","IFN3","19_1064",23,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"156","19_1064_15","IFN2","19_1064",34.53,19.42,8.78,296.25,32.61,61.01,45.19,0.33,2.84,5.9,6.7,122.32,80.4,41.92,0,0,62.25,111.12,56.46,4.24,12.57,18.19,91.46,"Nodo 3 - Pies inventariados",4.67,1.28,14.75,"19_1064_24","IFN3","19_1064",24,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"157","19_1064_16","IFN2","19_1064",35.62,24.47,8.08,470.45,7.82,76.89,33,0.39,3.69,4.93,5.76,176.18,117.49,58.69,0,0,95.15,161.57,87.46,8.77,21.5,34.78,152.51,"Nodo 3 - Pies inventariados",5.02,1.08,19.45,"19_1064_26","IFN3","19_1064",26,16,16,14.15,26.25,9.8,541.19,2.05,82.47,37.33,0.48,4.06,5.13,6.37,243.6,164.01,79.59,0,0,179.73,225.3,114.31,10.92,25.29,42.33,192.85,"Nodo 1 - Pies mayores",6.8,2.8
"158","19_1064_17","IFN2","19_1064",34.55,19.86,8.18,309.91,30.47,62.41,41.17,0.34,2.92,5.42,6.17,119.25,78.38,40.87,0,0,63.82,109.72,56.69,4.55,13.25,19.37,93.86,"Nodo 3 - Pies inventariados",4.71,1.18,15.15,"19_1064_27","IFN3","19_1064",27,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"159","19_1064_18","IFN2","19_1064",34.64,22.36,8.08,392.68,23.06,70.25,36.15,0.35,3.32,5.22,5.99,148.14,98.16,49.98,0,0,80.01,135.96,72.29,6.6,17.43,27,123.32,"Nodo 3 - Pies inventariados",4.86,1.08,17.5,"19_1064_28","IFN3","19_1064",28,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"160","19_1064_19","IFN2","19_1064",34.51,19.12,7.03,287.12,33.63,60.07,36.77,0.34,2.83,4.66,5.28,95.57,62.42,33.15,0,0,0,83.45,47.62,4.04,12.12,17.4,81.19,"Nodo 3 - Pies inventariados",4.67,1.03,14.45,"19_1064_29","IFN3","19_1064",29,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"161","19_1064_2","IFN2","19_1064",34.41,17.67,8.28,245.17,37.39,55.51,46.89,0.32,2.58,5.62,6.36,96.33,62.81,33.52,0,0,0,85.22,44.6,3.15,10.09,13.95,71.79,"Nodo 3 - Pies inventariados",4.57,1.28,13.1,"19_1064_2","IFN3","19_1064",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"162","19_1064_20","IFN2","19_1064",48.75,25.67,8.05,517.73,2.81,80.66,31.34,0.4,3.89,4.81,5.66,192.52,128.82,63.71,0,0,102.65,177.25,96.56,10.19,24.02,39.78,170.55,"Nodo 3 - Pies inventariados",5.07,1.05,20.6,"19_1064_30","IFN3","19_1064",30,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"163","19_1064_21","IFN2","19_1064",35.59,22.7,7.51,404.74,20.25,71.32,33.07,0.36,3.4,4.77,5.49,141.89,93.96,47.93,0,0,80.66,128.39,71.3,6.92,18.06,28.17,124.45,"Nodo 3 - Pies inventariados",4.9,1.01,17.8,"19_1064_31","IFN3","19_1064",31,17,21,14.15,23.8,10.2,444.88,10.43,74.77,42.86,0.45,3.64,5.59,6.85,209.67,140.32,69.35,0,0,157.04,196.51,95.24,8.03,20.15,32.16,155.58,"Nodo 1 - Pies mayores",6,3.7
"164","19_1064_22","IFN2","19_1064",34.55,19.8,8.17,307.94,31.54,62.21,41.28,0.33,2.91,5.44,6.19,118.46,77.84,40.62,0,0,63.4,108.94,56.29,4.51,13.15,19.2,93.15,"Nodo 3 - Pies inventariados",4.7,1.17,15.1,"19_1064_32","IFN3","19_1064",32,18,22,14.15,22.85,10.5,410.07,11.67,71.79,45.95,0.45,3.48,5.81,7.1,199.39,133.15,66.24,0,0,146.98,186.2,88.96,7.07,18.33,28.69,143.04,"Nodo 1 - Pies mayores",7.75,3.5
"165","19_1064_23","IFN2","19_1064",34.39,17.37,6.52,236.87,38.24,54.56,37.54,0.33,2.57,4.36,4.93,73.73,47.75,25.99,0,0,0,65.35,37.08,2.98,9.7,13.29,63.06,"Nodo 3 - Pies inventariados",4.57,1.02,12.8,"19_1064_33","IFN3","19_1064",33,19,23,31.83,17.55,8.6,241.9,14.3,55.13,49,0.45,2.71,4.69,5.72,98.62,64.33,34.29,0,0,0,90.3,45,3.08,9.94,13.69,71.71,"Nodo 1 - Pies mayores",4.75,3.1
"166","19_1064_24","IFN2","19_1064",34.5,18.89,8.21,280.23,34.62,59.34,43.48,0.33,2.77,5.52,6.26,108.66,71.17,37.49,0,0,0,96.3,51.1,3.89,11.79,16.82,83.59,"Nodo 3 - Pies inventariados",4.64,1.21,14.25,"19_1064_34","IFN3","19_1064",34,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"167","19_1064_25","IFN2","19_1064",156.51,12.99,6.29,132.51,39.05,40.81,48.4,0.33,1.93,4.21,4.75,40.64,25.76,14.88,0,0,0,33.78,19.62,1.2,4.94,5.89,31.65,"Nodo 3 - Pies inventariados",4.39,1.29,8.6,"19_1064_35","IFN3","19_1064",35,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"168","19_1064_26","IFN2","19_1064",34.63,21.99,8.09,379.69,24.42,69.07,36.82,0.35,3.26,5.25,6.02,143.6,95.04,48.55,0,0,77.37,131.93,69.82,6.26,16.77,25.75,118.6,"Nodo 3 - Pies inventariados",4.84,1.09,17.15,"19_1064_36","IFN3","19_1064",36,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"169","19_1064_27","IFN2","19_1064",35.62,24.05,8.66,454.18,9.5,75.55,36.03,0.38,3.6,5.36,6.25,182.38,121.68,60.7,0,0,93.75,166.65,88,8.3,20.64,33.11,150.04,"Nodo 3 - Pies inventariados",5,1.16,19.05,"19_1064_37","IFN3","19_1064",37,20,27,14.15,24.85,10.5,485,7.76,78.07,42.25,0.46,3.8,5.71,7.02,234.43,157.48,76.95,0,0,170.79,218.92,106.23,9.2,22.27,36.3,174,"Nodo 1 - Pies mayores",5.8,3
"170","19_1064_28","IFN2","19_1064",34.55,19.92,8.77,311.68,29.4,62.58,44.01,0.34,2.92,5.83,6.64,128.33,84.51,43.83,0,0,65.48,117.4,59.54,4.59,13.33,19.53,96.99,"Nodo 3 - Pies inventariados",4.72,1.27,15.2,"19_1064_38","IFN3","19_1064",38,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"171","19_1064_29","IFN2","19_1064",35.62,23.94,8.66,449.95,11.11,75.19,36.17,0.38,3.58,5.39,6.27,180.64,120.47,60.17,0,0,92.85,164.99,87.11,8.17,20.42,32.67,148.37,"Nodo 3 - Pies inventariados",4.99,1.16,18.95,"19_1064_39","IFN3","19_1064",39,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"172","19_1064_3","IFN2","19_1064",34.62,21.91,9.24,376.99,25.73,68.83,42.19,0.34,3.21,6.1,6.98,162.33,107.76,54.58,0,0,79.66,150.78,75.22,6.19,16.63,25.5,123.54,"Nodo 3 - Pies inventariados",4.81,1.24,17.1,"19_1064_3","IFN3","19_1064",3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"173","19_1064_30","IFN2","19_1064",34.64,22.42,8.09,394.93,21.69,70.45,36.08,0.36,3.33,5.2,5.98,149.07,98.8,50.27,0,0,80.52,136.91,72.77,6.66,17.55,27.21,124.19,"Nodo 3 - Pies inventariados",4.87,1.09,17.55,"19_1064_41","IFN3","19_1064",41,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"174","19_1064_4","IFN2","19_1064",48.75,25.5,9.19,510.58,5.33,80.1,36.03,0.39,3.82,5.63,6.59,216.22,145.05,71.17,0,0,103.8,199.83,103.28,9.97,23.64,39.01,175.9,"Nodo 3 - Pies inventariados",5.05,1.19,20.45,"19_1064_4","IFN3","19_1064",4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"175","19_1064_5","IFN2","19_1064",35.6,23.08,8.67,418.42,15.84,72.51,37.57,0.37,3.43,5.49,6.35,168.68,112.21,56.47,0,0,86.71,154.25,80.75,7.29,18.77,29.51,136.31,"Nodo 3 - Pies inventariados",4.93,1.17,18.15,"19_1064_6","IFN3","19_1064",6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"176","19_1064_6","IFN2","19_1064",34.62,21.65,8.67,367.97,27.04,68,40.07,0.34,3.18,5.71,6.53,149.02,98.68,50.34,0,0,76.6,136.27,70.49,5.96,16.17,24.65,117.26,"Nodo 3 - Pies inventariados",4.8,1.17,16.85,"19_1064_7","IFN3","19_1064",7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"177","19_1064_7","IFN2","19_1064",21.68,28.89,9.62,655.43,0,90.75,33.31,0.4,4.33,5.8,6.84,287.88,195.06,92.82,0,0,202.82,264.87,138.41,14.76,31.58,55.37,240.12,"Nodo 3 - Pies inventariados",5.14,1.12,23.75,"19_1064_8","IFN3","19_1064",8,3,7,14.15,30.7,11.6,740.23,0,96.45,37.79,0.47,4.69,6.17,7.69,388.48,265.53,122.95,0,160.77,215.52,364.93,176.68,17.87,36.37,65.66,296.58,"Nodo 1 - Pies mayores",6.95,3.1
"178","19_1064_8","IFN2","19_1064",35.61,23.44,9.24,431.71,14.3,73.65,39.41,0.37,3.48,5.86,6.79,184.92,123.34,61.58,0,0,90.74,171.7,86.79,7.66,19.46,30.83,144.74,"Nodo 3 - Pies inventariados",4.94,1.24,18.5,"19_1064_9","IFN3","19_1064",9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"179","19_1064_9","IFN2","19_1064",34.55,20,7.6,314.07,28.31,62.82,38.02,0.35,2.96,4.97,5.68,112.47,73.83,38.64,0,0,63.27,101.36,54.95,4.65,13.45,19.74,92.79,"Nodo 3 - Pies inventariados",4.75,1.1,15.25,"19_1064_13","IFN3","19_1064",13,7,9,31.83,21.45,9.9,361.36,12.25,67.39,46.15,0.45,3.28,5.45,6.66,166.64,110.63,56.01,0,0,77.74,153.95,75.04,5.79,15.83,24.03,120.7,"Nodo 1 - Pies mayores",6.2,3.4
"180","19_1065_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1065_19","IFN3","19_1065",19,18,0,31.83,14.45,8.5,163.99,18.72,45.4,58.82,0.4,2.18,5.09,5.97,67.02,43.11,23.91,0,0,0,58.91,29.62,1.68,6.33,7.94,45.56,"Nodo 1 - Pies mayores",.,.
"181","19_1065_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1065_2","IFN3","19_1065",2,2,0,31.83,20.15,10,318.89,12.28,63.3,49.63,0.41,3.03,5.95,7.03,149.17,98.61,50.55,0,0,68.96,136.4,66.16,4.76,13.69,20.16,104.78,"Nodo 1 - Pies mayores",.,.
"182","19_1065_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1065_25","IFN3","19_1065",25,24,0,127.32,9.45,8.5,70.14,21.43,29.69,89.95,0.39,1.42,5.15,6.01,29.54,18.44,11.1,0,0,0,24.07,12.06,0.44,2.36,2.41,17.28,"Nodo 1 - Pies mayores",.,.
"183","19_1065_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1065_3","IFN3","19_1065",3,3,0,31.83,19.3,9,292.55,14.29,60.63,46.63,0.41,2.92,5.33,6.28,123.85,81.42,42.43,0,0,61.91,112.76,56.59,4.16,12.39,17.87,91,"Nodo 1 - Pies mayores",.,.
"184","19_1065_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1065_32","IFN3","19_1065",32,31,0,127.32,7.55,4,44.77,22.33,23.72,52.98,0.43,1.18,2.3,2.68,9.18,5.54,3.64,0,0,0,3.95,4.71,0.22,1.4,1.29,7.62,"Nodo 1 - Pies mayores",.,.
"185","19_1065_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1065_33","IFN3","19_1065",33,32,0,31.83,20.75,9.5,338.16,10.18,65.19,45.78,0.41,3.14,5.57,6.6,150.14,99.34,50.8,0,0,72.28,139.08,68.2,5.22,14.66,21.89,109.97,"Nodo 1 - Pies mayores",.,.
"186","19_1065_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1065_8","IFN3","19_1065",8,7,0,31.83,12.8,4.5,128.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"187","19_1065_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1065_1","IFN3","19_1065",1,1,0,127.32,7.9,4,49.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"188","19_1065_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1065_10","IFN3","19_1065",10,9,0,31.83,16.15,9.5,204.85,17.47,50.74,58.82,0.4,2.42,5.73,6.73,92.58,60.18,32.4,0,0,0,83.24,40.14,2.38,8.2,10.84,61.55,"Nodo 1 - Pies mayores",.,.
"189","19_1065_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1065_11","IFN3","19_1065",11,10,0,31.83,18.25,9.5,261.59,15.22,57.33,52.05,0.4,2.74,5.68,6.69,117.21,76.85,40.36,0,0,56.43,108.57,51.98,3.49,10.88,15.27,81.63,"Nodo 1 - Pies mayores",.,.
"190","19_1065_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1065_12","IFN3","19_1065",12,11,0,31.83,12.75,9.5,127.68,19.67,40.06,74.51,0.39,1.91,5.78,6.77,58.68,37.51,21.17,0,0,0,52.76,24.35,1.13,4.74,5.59,35.8,"Nodo 1 - Pies mayores",.,.
"191","19_1065_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1065_13","IFN3","19_1065",13,12,0,14.15,24.25,12,461.86,3.75,76.18,49.48,0.41,3.61,7.06,8.44,254.77,171.39,83.38,0,0,173.46,238.19,109.56,8.52,21.04,33.89,173.01,"Nodo 1 - Pies mayores",.,.
"192","19_1065_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1065_14","IFN3","19_1065",14,13,0,14.15,23.4,11,430.05,4.4,73.51,47.01,0.42,3.51,6.41,7.66,218.46,146.29,72.17,0,0,156.73,201.63,96.28,7.61,19.37,30.67,153.93,"Nodo 1 - Pies mayores",.,.
"193","19_1065_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1065_17","IFN3","19_1065",17,16,0,14.15,25.7,11,518.75,0.94,80.74,42.8,0.43,3.87,6.32,7.58,261.76,176.46,85.31,0,0,181.75,241.61,117.39,10.22,24.08,39.89,191.58,"Nodo 1 - Pies mayores",.,.
"194","19_1065_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1065_22","IFN3","19_1065",22,21,0,31.83,13.15,8,135.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"195","19_1065_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1065_23","IFN3","19_1065",23,22,0,31.83,22.15,11.5,385.33,5.62,69.59,51.92,0.41,3.31,6.78,8.08,205.22,137.03,68.19,0,0,143.36,191.41,88.11,6.41,17.06,26.29,137.86,"Nodo 1 - Pies mayores",.,.
"196","19_1065_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1065_24","IFN3","19_1065",24,23,0,14.15,25,12,490.87,2.39,78.54,48,0.41,3.73,7.02,8.41,270.19,182.15,88.04,0,0,180.18,252.6,116.85,9.37,22.58,36.92,185.72,"Nodo 1 - Pies mayores",.,.
"197","19_1065_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1065_26","IFN3","19_1065",26,25,0,14.15,24.5,11.5,471.44,3.08,76.97,46.94,0.42,3.67,6.71,8.02,249.29,167.65,81.63,0,0,174.15,232.52,109.05,8.8,21.55,34.88,174.28,"Nodo 1 - Pies mayores",.,.
"198","19_1065_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1065_27","IFN3","19_1065",27,26,0,31.83,13.1,6.5,134.78,19.24,41.15,49.62,0.41,2.01,3.81,4.46,42.68,27.09,15.59,0,0,0,34.9,20.39,1.23,5.04,6.03,32.69,"Nodo 1 - Pies mayores",.,.
"199","19_1065_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1065_30","IFN3","19_1065",30,29,0,127.32,11.65,7.5,106.6,20.08,36.6,64.38,0.4,1.77,4.46,5.22,39.14,24.72,14.42,0,0,0,33.52,17.38,0.85,3.84,4.34,26.41,"Nodo 1 - Pies mayores",.,.
"200","19_1065_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1065_31","IFN3","19_1065",31,30,0,31.83,19.9,9.5,311.03,13.3,62.52,47.74,0.41,3,5.64,6.65,138.5,91.37,47.13,0,0,66.68,128.3,62.42,4.58,13.3,19.47,99.77,"Nodo 1 - Pies mayores",.,.
"201","19_1065_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1065_34","IFN3","19_1065",34,33,0,14.15,29.05,11,662.8,0,91.26,37.87,0.43,4.38,6.29,7.56,331.56,225.46,106.1,0,0,215.93,310.11,152.12,15.02,32,56.24,255.37,"Nodo 1 - Pies mayores",.,.
"202","19_1065_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1065_35","IFN3","19_1065",35,34,0,127.32,7.5,3.5,44.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"203","19_1065_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1065_9","IFN3","19_1065",9,8,0,31.83,16.25,8.5,207.39,16.81,51.05,52.31,0.41,2.46,5.06,5.94,84.05,54.51,29.54,0,0,0,73.88,37.96,2.42,8.31,11.03,59.73,"Nodo 1 - Pies mayores",.,.
"204","19_1065_1","IFN2","19_1065",41.85,18.59,8.69,271.37,8.83,58.4,46.75,0.46,2.87,4.68,5.71,111.31,72.92,38.39,0,0,0,101.93,51.14,3.69,11.36,16.08,82.28,"Nodo 3 - Pies inventariados",5.99,2.19,12.6,"19_1065_4","IFN3","19_1065",4,4,1,31.83,20.8,10,339.79,9.1,65.35,48.08,0.41,3.13,5.87,6.96,158.59,105.08,53.51,0,0,73.32,145.01,70.75,5.26,14.74,22.04,112.79,"Nodo 1 - Pies mayores",8.2,3.5
"205","19_1065_10","IFN2","19_1065",41.88,20.41,7.85,327.09,3.64,64.11,38.47,0.48,3.19,4.07,5.01,120.69,79.4,41.29,0,0,66.49,108.29,58.52,4.95,14.1,20.89,98.47,"Nodo 3 - Pies inventariados",6.11,1.85,14.3,"19_1065_28","IFN3","19_1065",28,27,10,31.83,21.25,9.5,354.66,7.97,66.76,44.71,0.42,3.22,5.52,6.55,157.2,104.19,53.01,0,0,75.68,145.62,71.72,5.63,15.49,23.4,116.24,"Nodo 1 - Pies mayores",6.95,3.5
"206","19_1065_11","IFN2","19_1065",166.88,15.57,8.48,190.29,11.11,48.9,54.47,0.46,2.41,4.6,5.6,77.16,49.89,27.27,0,0,0,67.72,34.61,2.12,7.52,9.78,54.02,"Nodo 3 - Pies inventariados",5.82,2.48,9.75,"19_1065_29","IFN3","19_1065",29,28,11,31.83,15.45,9,187.48,18.12,48.54,58.25,0.4,2.33,5.41,6.35,80.63,52.18,28.45,0,0,0,73.41,35.35,2.07,7.39,9.57,54.38,"Nodo 1 - Pies mayores",5.7,3
"207","19_1065_12",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1065_36","IFN3","19_1065",36,35,12,127.32,9.2,5,66.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",0.949999999999999,0.5
"208","19_1065_2","IFN2","19_1065",41.88,19.91,9.21,311.4,5.01,62.56,46.27,0.47,3.08,4.9,6.03,134.57,88.71,45.85,0,0,66.21,121.54,61.33,4.59,13.32,19.5,98.74,"Nodo 3 - Pies inventariados",6.06,2.21,13.85,"19_1065_5","IFN3","19_1065",5,5,2,14.15,23.35,10.5,428.22,5.01,73.36,44.97,0.42,3.52,6.1,7.27,207.9,139.04,68.85,0,0,153.25,194.14,93.13,7.56,19.28,30.48,150.45,"Nodo 1 - Pies mayores",9.5,3.5
"209","19_1065_3","IFN2","19_1065",41.87,19.6,8.58,301.72,6.32,61.58,43.77,0.47,3.04,4.55,5.59,121.77,80.05,41.72,0,0,63.06,111.3,56.76,4.36,12.84,18.66,92.63,"Nodo 3 - Pies inventariados",6.05,2.08,13.55,"19_1065_6","IFN3","19_1065",6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"210","19_1065_4","IFN2","19_1065",169.53,15.19,7.08,181.28,14.28,47.73,46.63,0.46,2.37,3.82,4.63,61.79,39.71,22.08,0,0,0,53.87,29.42,1.96,7.11,9.13,47.63,"Nodo 3 - Pies inventariados",5.79,2.08,9.4,"19_1065_7","IFN3","19_1065",7,6,4,31.83,17.4,8.5,237.79,16.05,54.66,48.85,0.41,2.64,5.04,5.93,95.9,62.5,33.4,0,0,0,87.69,43.87,3,9.74,13.36,69.98,"Nodo 1 - Pies mayores",8,3.5
