"","X","PLOT_ID","Hoja_arboles.x","INVENTORY_ID_IFN2","Anho.x","T_IFN2","N_IFN2","N_muerto_IFN2","N_incorporado_IFN2","G_IFN2","G_muerta_IFN2","G_incorporada_IFN2","dg_IFN2","Do_IFN2","Seccion_dominante_IFN2","Ho_IFN2","d_copa_IFN2","Do_copa_IFN2","FCC_IFN2","Esbeltez.x","Esbeltez_dominante.x","SDI_IFN2","Hart_IFN2","Hart_tresbolillo_IFN2","SI_IFN2","VOB_IFN2","VUB_IFN2","VBARK_IFN2","V_muerto_IFN2","V_incorporado_IFN2","V_desenrollo.x","V_chapa.x","V_sierra_gruesa_IFN2","V_sierra_IFN2","V_sierra_canter_IFN2","V_postes.x","V_estacas.x","V_trituracion_IFN2","WSW_IFN2","WTHICKB_IFN2","WB2_7_IFN2","WTBL_IFN2","WR_IFN2","WT_IFN2","WT_muerta_IFN2","WT_incorporada_IFN2","Hoja_arboles.y","INVENTORY_ID_IFN3","Anho.y","T_IFN3","N_IFN3","N_muerto_IFN3.x","N_incorporado_IFN3.x","G_IFN3","G_muerta_IFN3.x","G_incorporada_IFN3.x","dg_IFN3","Do_IFN3","Seccion_dominante_IFN3","Ho_IFN3","d_copa_IFN3","Do_copa_IFN3","FCC_IFN3","Esbeltez.y","Esbeltez_dominante.y","SDI_IFN3","Hart_IFN3","Hart_tresbolillo_IFN3","SI_IFN3","VOB_IFN3","VUB_IFN3","VBARK_IFN3","V_muerto_IFN3.x","V_incorporado_IFN3.x","V_desenrollo.y","V_chapa.y","V_sierra_gruesa_IFN3","V_sierra_IFN3","V_sierra_canter_IFN3","V_postes.y","V_estacas.y","V_trituracion_IFN3","WSW_IFN3","WTHICKB_IFN3","WB2_7_IFN3","WTBL_IFN3","WR_IFN3","WT_IFN3","WT_muerta_IFN3.x","WT_incorporada_IFN3.x","G_incorporada_IFN3.y","N_incorporado_IFN3.y","V_incorporado_IFN3.y","WT_incorporada_IFN3.y","G_cortada_IFN3","N_cortado_IFN3","V_cortado_IFN3","WT_cortada_IFN3","G_muerta_IFN3.y","N_muerto_IFN3.y","V_muerto_IFN3.y","WT_muerta_IFN3.y"
"120",121,"9_245","Nodo 3 - Pies inventariados","IFN2",10,41,120.9,0.36,43.46,7.27,0,2.35,27.67,27.83,609.38,8.58,5.42,5.42,0.28,31.18,30.82,144.4,106.04,113.94,5.8,26.88,25.87,1.01,0.01,7.89,0,0,0,0,13.97,0,3.16,24.52,12.29,0,4.64,7.93,12.03,36.9,0.02,9.96,"Nodo 1 - Pies inventariados","IFN3",2003,42,42.44,0,0,2.79,NA,NA,28.94,28.9,657.98,7.5,6,6.01,0.12,25.95,25.95,54.84,204.67,219.93,7.5,8.91,8.69,0.22,NA,NA,0,0,0,0,5.45,0,0.99,8.01,4.13,0,2.1,3.64,4.62,14.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",122,"9_246","Nodo 3 - Pies inventariados","IFN2",10,45,979.13,6.52,179.26,28.73,0,6.08,19.33,27.85,612.73,8.78,3.39,3.5,0.94,45.39,31.53,624.2,36.39,39.1,5.7,110.92,101.86,9.06,0.02,20.95,0,0,0,0,36.02,0,49.13,100.21,48.4,0,14.93,29.81,47.56,140.7,0.02,24.95,"Nodo 1 - Pies inventariados","IFN3",2003,46,120.25,0,0,6.27,NA,NA,25.76,26.32,563.29,8.32,5,5.13,0.25,33.89,31.62,126.75,109.6,117.77,8.56,21.66,20.67,0.99,NA,NA,0,0,0,0,10.46,0,4.36,19.62,9.82,0,4.45,7.83,10.38,32.47,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"122",123,"9_305","Nodo 3 - Pies inventariados","IFN2",10,39,627.74,4.26,83.81,32.95,0,3.85,25.85,32.47,831.5,15.91,4.14,4.19,0.86,50.6,48.98,665.73,25.09,26.96,12.06,196.29,184.46,11.82,0.03,21.24,0,0,0,22.45,116.37,93.09,32.11,184.8,87.65,0,13.89,22.1,54.55,178.18,0.03,15.88,"Nodo 1 - Pies inventariados","IFN3",2003,40,173.3,0,0,11.21,NA,NA,28.7,31.25,774.62,14.38,4.98,5.03,0.34,47.24,46.02,220.7,52.82,56.76,14.12,66.62,63.45,3.17,NA,NA,0,0,0,14.96,39.87,31.1,7.36,62.76,30.15,0,4.97,7.35,18.56,61.03,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"123",124,"9_355","Nodo 3 - Pies inventariados","IFN2",10,30,879.26,5.33,152.47,21.69,0,4.34,17.72,23.74,443.57,9.24,3.25,3.32,0.76,44.08,38.92,481.46,36.51,39.23,5.75,77.89,70.82,7.07,0.01,15.9,0,0,0,0,16.75,0,40.16,69.37,33.65,0,11.2,24.62,35.89,105.36,0.02,17.13,"Nodo 1 - Pies inventariados","IFN3",2003,31,618.94,0,0,14.05,NA,NA,17,21.35,360.1,9.25,3.13,3.22,0.43,48.87,43.31,315.23,43.47,46.71,9.24,46.19,41.72,4.47,NA,NA,0,0,0,0,12.42,0,23.97,41.25,19.82,0,5.62,12.32,19.6,57.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",125,"9_382","Nodo 3 - Pies inventariados","IFN2",10,31,1589.67,17.75,192.71,42.63,0,6.28,18.48,26.12,536.42,11.99,3.01,3.1,1.2,55.61,45.91,936.59,20.91,22.47,8.26,203.87,185.01,18.85,0.02,28.77,0,0,0,0,77.39,40.19,91.14,187.49,87.91,0,17.81,34.97,70.56,211.24,0.02,24.58,"Nodo 1 - Pies inventariados","IFN3",2003,32,997.37,0,0,24.32,NA,NA,17.62,26.54,556.09,11.59,2.91,3.02,0.61,60.57,43.66,540.76,27.32,29.36,11.73,102.46,92.07,10.4,NA,NA,0,0,0,0,33.94,19.52,50.5,94.29,43.74,0,7.74,15.32,33.24,100.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",126,"9_393","Nodo 3 - Pies inventariados","IFN2",10,29,600.75,2.74,126.03,16.79,0,3.81,18.86,22.71,405.38,8.17,3.55,3.58,0.61,41.95,35.98,366.94,49.92,53.64,5.12,59.93,54.75,5.18,0.01,13.22,0,0,0,0,13.77,0,30.66,53.77,26.01,0,8.86,18.89,27.79,81.55,0.02,14.99,"Nodo 1 - Pies inventariados","IFN3",2003,30,314.77,0,0,9.59,NA,NA,19.7,22.62,402.93,8.19,3.81,3.84,0.36,41.03,36.2,207.39,68.82,73.96,7.93,34.73,31.89,2.84,NA,NA,0,0,0,0,7.08,0,16.45,31.11,15.15,0,5.14,10.68,15.88,46.84,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"126",127,"9_467","Nodo 3 - Pies inventariados","IFN2",10,31,931.24,6.49,159.64,30.39,0,5.84,20.38,27.14,580.82,13.23,3.41,3.46,0.88,54.82,48.74,651.44,24.77,26.62,9.79,156.93,143.38,13.56,0.02,29.8,0,0,0,0,68.09,39.8,61.86,145.52,68.12,0,12.37,22.98,50.3,153.78,0.02,22.8,"Nodo 1 - Pies inventariados","IFN3",2003,32,537.59,0,0,12.46,NA,NA,17.18,21.92,382.63,12.02,3.37,3.41,0.37,60.58,54.82,278.8,35.9,38.57,11.93,57.75,51.93,5.81,NA,NA,0,0,0,0,15.38,5.8,30.58,53.39,24.68,0,4.37,8.59,18.66,56.28,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"127",128,"9_610","Nodo 3 - Pies inventariados","IFN2",10,45,697.14,4.78,86.53,36.03,0,3.85,25.65,31.1,760.59,14.58,4.01,4.08,0.91,54.22,46.88,729.26,25.98,27.92,10.81,221.19,206.95,14.24,0.03,22.09,0,0,0,13.22,137.63,109.64,40.52,208.38,98.33,0,14.51,22.53,59.63,195,0.03,15.9,"Nodo 1 - Pies inventariados","IFN3",2003,46,544.66,0,0,28.71,NA,NA,25.91,31.84,797.91,12.58,4.28,4.37,0.82,46.16,39.5,579.71,34.07,36.61,12.48,150.91,142.66,8.25,NA,NA,0,0,0,9.71,86.47,77.76,25.43,141.11,67.79,0,13.39,21.34,47.52,150.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",129,"9_621","Nodo 3 - Pies inventariados","IFN2",10,35,1414.21,9.24,118.38,40.61,0,3.69,19.12,22.65,402.81,9.43,3.25,3.28,1.2,50.72,41.64,884.69,28.2,30.3,7.12,178.86,162.15,16.71,0.02,15.7,0,0,0,0,52.8,0,86.21,163.59,77.04,0,18.08,36.45,67.22,198.8,0.02,14.3,"Nodo 1 - Pies inventariados","IFN3",2003,36,930.17,0,0,27.69,NA,NA,19.47,23.12,420.05,11.34,3.42,3.46,0.88,52.26,49.08,600.48,28.9,31.06,11.33,127.56,115.56,12,NA,NA,0,0,0,0,45.13,2.46,58.9,117.04,54.9,0,17.3,46.17,45.83,164.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07789112,31.83,0.2530485,32.4745575
"129",130,"9_68","Nodo 3 - Pies inventariados","IFN2",10,35,1078.25,7.38,194.37,29.13,0,6.4,18.55,25.22,499.71,9.51,3.24,3.31,0.93,48.97,37.7,639.42,32.03,34.41,6.5,120.61,109.7,10.91,0.03,24.37,0,0,0,0,36.8,0,58.24,109.61,52.12,0,13.65,27.91,48.22,141.9,0.05,25.21,"Nodo 1 - Pies inventariados","IFN3",2003,36,534.05,0,0,15.45,NA,NA,19.19,22.92,414.6,9.35,3.49,3.53,0.52,51.47,40.79,336.22,46.28,49.73,9.08,69.15,62.74,6.41,NA,NA,0,0,0,0,25,0,33.21,63.29,29.81,0,6.85,13.67,25.57,75.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",131,"9_714","Nodo 3 - Pies inventariados","IFN2",10,37,1310.13,9.49,145.42,43.35,0,5.55,20.53,27.43,591.2,12.69,3.33,3.38,1.17,54.95,46.29,927.8,21.76,23.39,8.67,222.52,202.96,19.56,0.02,26.98,0,0,0,0,93.85,28.72,89.43,206.75,96.43,0,17.76,32.95,71.76,218.9,0.02,22.1,"Nodo 1 - Pies inventariados","IFN3",2003,38,859.44,0,0,27.24,NA,NA,20.09,26.38,551.38,11.27,3.46,3.51,0.83,52.08,42.72,586.1,30.27,32.53,11.23,129.38,118.03,11.34,NA,NA,0,0,0,0,53.56,9.64,54.98,119.14,56.08,0,11.78,22.51,45.09,135.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",132,"9_72","Nodo 3 - Pies inventariados","IFN2",10,30,385.29,1.48,167.5,12.52,0,5.78,20.34,27.56,597.72,8.17,3.83,3.96,0.47,36.12,29.64,268.61,62.37,67.02,4.19,41.5,38.86,2.64,0.01,17.71,0,0,0,0,13.6,0,14.26,37.55,18.46,0,7.64,15.42,20.73,62.25,0.03,24.42,"Nodo 1 - Pies inventariados","IFN3",2003,31,106.1,0,0,3.93,NA,NA,21.71,21.36,382.32,7.35,4.29,4.42,0.16,34.6,34.4,82.88,132.09,141.94,7.26,13.42,12.67,0.75,NA,NA,0,0,0,0,5.32,0,3.99,12.19,6.02,0,2.44,4.76,6.5,19.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",133,"9_76","Nodo 3 - Pies inventariados","IFN2",10,30,750.72,3.99,86.26,18.88,0,1.86,17.89,19.85,309.53,8.75,3.34,3.35,0.66,46.76,44.06,418.14,41.73,44.84,5.75,72.29,65.18,7.11,0.01,6.51,0,0,0,0,6.47,0,44.87,64.95,30.97,0,9,19.64,31.25,90.86,0.02,6.85,"Nodo 1 - Pies inventariados","IFN3",2003,31,763.94,0,0,14.56,NA,NA,15.58,20.22,321.5,9.12,3.39,3.41,0.44,55.35,45.12,333.87,39.65,42.61,8.93,46.87,42.3,4.57,NA,NA,0,0,0,0,4.31,0,27.11,42.14,20.1,0,5.83,12.69,20.04,58.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",134,"9_77","Nodo 3 - Pies inventariados","IFN2",10,30,558.52,2.97,147.69,9.21,0,2.42,14.49,17.01,227.2,7.25,2.88,2.89,0.37,46.77,42.61,215.1,58.39,62.74,4.5,29.5,26.04,3.46,0.02,7.17,0,0,0,0,0,0,22.2,25.7,12.37,0,4.52,11.63,15.25,43.77,0.04,8.73,"Nodo 1 - Pies inventariados","IFN3",2003,31,222.82,0,0,2.84,NA,NA,12.74,14.42,165.62,6.96,2.67,2.7,0.13,45.94,48.27,68.5,96.26,103.44,5.78,8.25,7.21,1.04,NA,NA,0,0,0,0,0,0,5.7,7.02,3.42,0,1.43,4.11,4.7,13.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",135,"9_903","Nodo 3 - Pies inventariados","IFN2",10,20,28.24,0.06,0,2.63,0,0,34.43,33.42,931.15,12.33,8.15,8.15,0.07,36.9,36.9,49.44,152.62,164,10.75,9.58,9.67,-0.09,0.02,0,0,0,0,6.28,1.75,0,0,9.05,4.59,0.1,1.22,1.53,3.19,10.63,0.03,0,"Nodo 1 - Pies inventariados","IFN3",2003,21,28.29,0,0,2.8,NA,NA,35.52,35.43,990.86,9.66,7.75,7.75,0.07,27.26,27.26,52.31,194.63,209.15,9.66,5.7,5.75,-0.05,NA,NA,0,0,0,2.82,1.69,0,0,5.27,2.73,0,1.27,1.83,2.64,8.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",136,"9_904","Nodo 3 - Pies inventariados","IFN2",10,19,108.03,0.43,29.09,8.81,0,2.02,32.22,31.78,836.85,10.04,5.95,6.14,0.32,32.2,31.58,168.44,95.84,102.99,7.16,35.93,35.34,0.59,0.01,7,0,0,0,8.32,17.51,12.7,2.9,33.26,16.79,0.57,6.15,8.97,14.58,47.07,0.01,9.34,"Nodo 1 - Pies inventariados","IFN3",2003,20,408.29,0,0,11.42,NA,NA,18.87,29.23,709.38,7.22,6.03,6.26,0.19,33.86,24.72,249.54,68.51,73.62,7,13.69,13.66,0.03,NA,NA,0,0,0,1.53,3.76,0,1.13,12.37,6.49,0.31,4.59,7.36,7.97,26.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",137,"9_919","Nodo 3 - Pies inventariados","IFN2",10,48,600.4,3.74,98.38,31.25,0,4.25,25.74,31.78,795.71,14.06,4.1,4.17,0.82,53.46,44.25,632.01,29.03,31.19,10.5,189.21,177.18,12.03,0.02,23.75,0,0,0,13.9,120.12,104.67,33.85,178.49,84.18,0,12.79,19.92,51.73,168.62,0.02,17.49,"Nodo 1 - Pies inventariados","IFN3",2003,49,848.83,0,0,34.12,NA,NA,22.62,32.02,808.62,14.94,4.15,4.25,0.57,58.25,46.64,712.67,22.98,24.69,14.79,110.94,104.58,6.36,NA,NA,0,0,0,14.51,62.42,56.31,19.65,103.72,49.69,0,11.41,25.1,32.93,119.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86023758,31.83,0.305568,17.079978
"137",138,"9_924","Nodo 3 - Pies inventariados","IFN2",10,45,748.54,5.29,180.87,21.17,0,6.52,18.98,26.32,543.92,9.44,3.37,3.49,0.72,44.92,35.86,462.12,38.73,41.62,6.25,84.39,77.66,6.73,0.04,24.41,0,0,0,0,38.4,0,30.33,76.53,36.9,0,10.65,21.56,35.05,104.16,0.05,26.07,"Nodo 1 - Pies inventariados","IFN3",2003,46,519.91,0,0,10.5,NA,NA,16.03,22.29,395.27,7.47,2.99,3.17,0.41,39.59,33.53,238.94,58.68,63.05,7.52,33.67,30.83,2.84,NA,NA,0,0,0,0,9.52,0,13.51,29.65,14.65,0,6.08,14.48,17.37,52.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",140,"9_959","Nodo 3 - Pies inventariados","IFN2",10,39,632.24,5.97,132.45,28.63,0,5.05,24.01,31.71,790.22,14.97,3.77,3.92,0.76,55.61,47.2,589.09,26.57,28.56,11.62,174.14,162.97,11.16,0.02,28.23,0,0,0,22.86,103.64,82.97,32.97,163.42,77.43,0,11.53,18.26,47.38,154.61,0.02,20.47,"Nodo 1 - Pies inventariados","IFN3",2003,40,820.53,0,0,27.18,NA,NA,20.54,33.35,877.2,14.75,3.65,3.9,0.5,46.77,44.22,581.65,23.67,25.44,14.73,103.05,97.33,5.72,NA,NA,0,0,0,14.69,61.55,55.32,13.65,96.69,46.24,0,8.67,17.81,29.14,101.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86845283,190.98,0.1390971,NA
