"","X","PLOT_ID","Hoja_arboles.x","INVENTORY_ID_IFN2","Anho.x","T_IFN2","N_IFN2","N_muerto_IFN2","N_incorporado_IFN2","G_IFN2","G_muerta_IFN2","G_incorporada_IFN2","dg_IFN2","Do_IFN2","Seccion_dominante_IFN2","Ho_IFN2","d_copa_IFN2","Do_copa_IFN2","FCC_IFN2","Esbeltez.x","Esbeltez_dominante.x","SDI_IFN2","Hart_IFN2","Hart_tresbolillo_IFN2","SI_IFN2","VOB_IFN2","VUB_IFN2","VBARK_IFN2","V_muerto_IFN2","V_incorporado_IFN2","V_desenrollo.x","V_chapa.x","V_sierra_gruesa_IFN2","V_sierra_IFN2","V_sierra_canter_IFN2","V_postes.x","V_estacas.x","V_trituracion_IFN2","WSW_IFN2","WTHICKB_IFN2","WB2_7_IFN2","WTBL_IFN2","WR_IFN2","WT_IFN2","WT_muerta_IFN2","WT_incorporada_IFN2","Hoja_arboles.y","INVENTORY_ID_IFN3","Anho.y","T_IFN3","N_IFN3","N_muerto_IFN3.x","N_incorporado_IFN3.x","G_IFN3","G_muerta_IFN3.x","G_incorporada_IFN3.x","dg_IFN3","Do_IFN3","Seccion_dominante_IFN3","Ho_IFN3","d_copa_IFN3","Do_copa_IFN3","FCC_IFN3","Esbeltez.y","Esbeltez_dominante.y","SDI_IFN3","Hart_IFN3","Hart_tresbolillo_IFN3","SI_IFN3","VOB_IFN3","VUB_IFN3","VBARK_IFN3","V_muerto_IFN3.x","V_incorporado_IFN3.x","V_desenrollo.y","V_chapa.y","V_sierra_gruesa_IFN3","V_sierra_IFN3","V_sierra_canter_IFN3","V_postes.y","V_estacas.y","V_trituracion_IFN3","WSW_IFN3","WTHICKB_IFN3","WB2_7_IFN3","WTBL_IFN3","WR_IFN3","WT_IFN3","WT_muerta_IFN3.x","WT_incorporada_IFN3.x","G_incorporada_IFN3.y","N_incorporado_IFN3.y","V_incorporado_IFN3.y","WT_incorporada_IFN3.y","G_cortada_IFN3","N_cortado_IFN3","V_cortado_IFN3","WT_cortada_IFN3","G_muerta_IFN3.y","N_muerto_IFN3.y","V_muerto_IFN3.y","WT_muerta_IFN3.y"
"87",88,"9_1489","Nodo 3 - Pies inventariados","IFN2",10,40,837.36,8.12,81.54,43.32,0,3.85,25.67,34.71,950.67,15.61,3.97,4.06,1.08,50.46,44.97,876.82,22.14,23.79,11.75,255.12,240.39,14.73,0.03,21.12,0,0,0,42.79,144.24,116.76,44.45,240.22,114.22,0.01,18.78,29.78,71.71,234.49,0.03,16.34,"Nodo 1 - Pies inventariados","IFN3",2003,41,693.21,0,0,33.9,NA,NA,24.95,36.35,1042.49,15.39,4.23,4.35,1.03,39.28,42.35,690.9,24.67,26.51,15.52,178.04,170.03,8,NA,NA,0,0,0,52.65,88.45,70.54,21.63,166.48,80.79,0.08,33.13,108,56.11,278.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.86343903,173.3,1.0888596,111.6547062
"88",89,"9_1490","Nodo 3 - Pies inventariados","IFN2",10,30,1560.5,14.78,210.09,36.78,0,6.91,17.32,28.23,632.05,11.4,2.94,3.03,1.13,51.26,40.39,821.15,22.2,23.86,6.94,153.71,139.35,14.36,0.03,29,0,0,0,5.4,41.02,15.72,80.54,139.11,66.21,0,16.71,35.17,60.87,178.96,0.03,27.5,"Nodo 1 - Pies inventariados","IFN3",2003,31,930.17,0,0,20.2,NA,NA,16.63,25.44,523.46,11.63,2.93,3.04,0.67,56.17,45.71,455.72,28.2,30.3,11.64,93.99,84.7,9.29,NA,NA,0,0,0,2.75,22.92,6.66,45.73,86.21,40.24,0,12.5,45.9,33.44,132.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02008784,127.32,0.1820676,37.0959552
"89",90,"9_1491","Nodo 3 - Pies inventariados","IFN2",10,33,198.01,0.52,103.04,6.81,0,3.43,20.92,22.54,399.55,7.83,4.14,4.16,0.27,37.98,34.74,145.02,90.77,97.54,5.17,23.97,22.2,1.77,0.01,11.5,0,0,0,0,10,0,8.68,21.54,10.55,0,3.85,7.78,11.27,33.45,0.02,13.45,"Nodo 1 - Pies inventariados","IFN3",2003,34,77.81,0,0,2.91,NA,NA,21.84,21.79,374.57,10.84,4.31,4.32,0.11,49.74,49.74,61.42,104.61,112.41,10.84,14.07,12.92,1.15,NA,NA,0,0,0,0,5.99,0,4.62,13.1,6.14,0,1.3,2.38,4.82,14.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",91,"9_1507","Nodo 3 - Pies inventariados","IFN2",10,47,1393.54,19.38,125.54,56.69,0.01,4.78,22.76,29.01,661.82,17.64,3.19,3.26,1.16,73.68,60.82,1182.26,15.18,16.31,13.88,430.3,392.4,37.89,0.06,34.16,0,0,0,5.23,252.29,203.3,114.78,407.97,186.45,0,17.73,27.87,93.83,325.87,0.04,20.43,"Nodo 1 - Pies inventariados","IFN3",2003,48,309.26,0,0,18.38,NA,NA,27.51,31.99,935.93,16.29,4.14,4.17,0.42,57.57,50.92,365.52,34.9,37.51,16.29,104.9,97.37,7.53,NA,NA,0,0,0,4.58,68.48,54.55,18.97,99.2,46.27,0,5.58,8.69,25.32,85.85,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"91",92,"9_1508","Nodo 3 - Pies inventariados","IFN2",10,38,1184.32,7.01,126.76,44.83,0,4.99,21.95,26.3,543.41,9.72,3.63,3.67,1.25,47.8,36.96,943.52,29.89,32.12,6.84,211.32,194.9,16.41,0.02,21.4,0,0,0,0,113.91,29.45,65.79,194.9,92.61,0,20.73,38.34,74.21,225.89,0.02,20.61,"Nodo 1 - Pies inventariados","IFN3",2003,39,710.89,0,0,24.26,NA,NA,20.84,26.19,539.75,11.45,3.75,3.79,0.8,45.58,43.71,517.12,32.77,35.21,11.64,110.01,101.14,8.87,NA,NA,0,0,0,0,54.29,21.84,36.78,101.06,48.06,0,17.44,51.78,40.15,157.42,NA,NA,NA,NA,NA,NA,0,0,0,NA,1.76032632,95.49,0.4854075,43.6446594
"92",93,"9_1509","Nodo 3 - Pies inventariados","IFN2",10,36,995.83,5.84,128.08,36.62,0,5.21,21.64,27.03,578.38,11.98,3.59,3.62,1.02,52.24,44.32,773.51,26.45,28.42,8.47,186.89,171.58,15.31,0.03,25.14,0,0,0,4.05,89.33,35.43,63.4,173.5,81.52,0,15.49,28.11,60.62,185.74,0.03,20.87,"Nodo 1 - Pies inventariados","IFN3",2003,37,785.16,0,0,26.17,NA,NA,20.6,25.96,539.38,14.26,3.4,3.43,0.73,62.85,54.95,559.56,25.02,26.88,14.15,156.28,141.69,14.6,NA,NA,0,0,0,4.86,73.7,28.93,61.81,146,67.32,0,9.44,16.99,43.32,137.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",94,"9_1524","Nodo 3 - Pies inventariados","IFN2",10,40,543.02,2.75,85.99,27.51,0,4.01,25.4,29.64,691.62,13.44,4.19,4.22,0.76,51.1,45.36,558.23,31.92,34.3,10.06,157.49,147.16,10.34,0.02,21.42,0,0,0,3.04,104.53,87.63,28.98,147.7,69.92,0,11.53,18.49,45.54,145.48,0.02,16.2,"Nodo 1 - Pies inventariados","IFN3",2003,41,159.15,0,0,9.35,NA,NA,27.35,29.39,687.86,15.07,4.69,4.74,0.28,55.05,51.27,186.25,52.6,56.52,15.12,61.61,57.95,3.67,NA,NA,0,0,0,9.84,38.48,35.31,8.68,58.2,27.53,0,3.66,5.4,15.48,52.07,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"94",95,"9_1525","Nodo 3 - Pies inventariados","IFN2",10,44,1251.47,13.44,119,51.18,0.01,4.78,22.82,30.34,726.88,16.57,3.28,3.35,1.1,70.57,54.62,1066.64,17.06,18.33,12.81,372.39,340.44,31.95,0.04,33.05,0,0,0,8.75,215.77,165.8,101.79,351.35,161.76,0,16.67,26.43,84.71,289.57,0.04,20.37,"Nodo 1 - Pies inventariados","IFN3",2003,45,314.77,0,0,14.18,NA,NA,23.95,29.77,701.17,17.77,3.87,3.94,0.38,66.95,59.69,292.02,31.72,34.09,17.79,103.99,95.94,8.05,NA,NA,0,0,0,7.65,58.11,43.1,24.72,98.22,45.59,0,4.81,7.45,23.47,81.32,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"95",96,"9_1543","Nodo 3 - Pies inventariados","IFN2",10,40,3099.08,33.02,253.16,52.55,0.01,7.77,14.69,28.38,632.52,11.15,2.43,2.48,1.5,62.34,39.29,1222.65,16.11,17.31,7.13,228.76,201.19,27.58,0.04,33.58,0,0,0,0,24.6,22.81,156.41,204.87,95.59,0,20.61,47.36,86.98,250.55,0.06,30.79,"Nodo 1 - Pies inventariados","IFN3",2003,41,2496.96,0,0,28.12,NA,NA,11.98,20.08,328.14,11.75,2.11,2.15,0.9,74.32,58.54,688.69,17.03,18.29,11.82,124.05,105.8,18.25,NA,NA,0,0,0,0,6.73,3.31,89.99,108.09,50.27,0,9.66,25.21,46.55,131.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",97,"9_1549","Nodo 3 - Pies inventariados","IFN2",10,39,131.93,0.42,58.06,7.77,0,3.01,27.39,28.36,639.31,10.47,5.15,5.19,0.28,37.64,36.92,154.74,83.15,89.35,7.26,35.01,33.47,1.54,0.02,12.44,0,0,0,4.12,20.14,12.37,4.55,32.55,15.9,0,4.2,6.87,12.86,39.83,0.02,12.2,"Nodo 1 - Pies inventariados","IFN3",2003,40,56.59,0,0,3.98,NA,NA,29.92,29.76,702.96,11.23,5.75,5.77,0.15,37.73,37.73,77.48,118.4,127.23,11.23,19.43,18.73,0.7,NA,NA,0,0,0,2.47,12.23,10.36,1.71,18.23,8.9,0,2.12,3.24,6.58,20.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",98,"9_1568","Nodo 3 - Pies inventariados","IFN2",10,30,536.18,2.92,157.13,9.09,0.01,2.42,14.69,16.05,202.34,8.89,2.85,2.87,0.35,56.04,55.41,211.46,48.55,52.18,6,35.44,31.05,4.39,0.04,8.9,0,0,0,0,0,0,27.9,31.52,14.75,0,3.79,9.24,15.04,42.82,0.06,7.85,"Nodo 1 - Pies inventariados","IFN3",2003,31,190.99,0,0,2.29,NA,NA,12.35,13.39,143.64,9.21,2.51,2.53,0.1,71.41,68.78,55.6,78.57,84.43,8.72,9.94,8.48,1.46,NA,NA,0,0,0,0,0,0,7.27,8.88,4.03,0,0.79,2.06,3.79,10.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",99,"9_1577","Nodo 3 - Pies inventariados","IFN2",10,49,972.08,8.32,53.78,63.49,0,2.75,28.84,35.96,1020.92,18.6,3.96,4,1.22,61.81,51.71,1248.13,17.25,18.53,14.31,496.23,466.52,29.71,0.04,20.15,0,0,0,107.06,316.3,244.29,54.24,472.2,221.66,0.06,22.1,30.45,105.1,379.37,0.03,12.53,"Nodo 1 - Pies inventariados","IFN3",2003,50,767.48,0,0,51.66,NA,NA,29.28,36.3,1040.04,17.17,4.22,4.27,1.1,56.07,47.3,1011.7,21.02,22.59,17.26,370.64,350.73,19.9,NA,NA,0,0,0,79.5,225.37,185.72,37.8,352.14,166.64,0.08,19.63,27.4,85.51,299.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",100,"9_1580","Nodo 3 - Pies inventariados","IFN2",10,28,1587.19,11.75,134.72,30.6,0,2.26,15.67,21.24,354.58,8.8,2.78,2.81,0.99,55.95,41.41,700.58,28.54,30.66,5.87,124.45,110.03,14.41,0.01,8.44,0,0,0,0,9.23,0,87.03,111.06,52.28,0,12.97,29.71,50.65,145.61,0.02,7.89,"Nodo 1 - Pies inventariados","IFN3",2003,29,760.41,0,0,15.2,NA,NA,15.95,22.44,395.94,9.77,2.82,2.93,0.51,64.72,43.55,346.36,37.11,39.88,9.74,70.97,62.92,8.06,NA,NA,0,0,0,0,13.29,0,42.94,64.31,29.89,0,6.02,12.74,25.15,73.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",101,"9_1587","Nodo 3 - Pies inventariados","IFN2",10,25,428.74,2.03,144.29,7.6,0,2.21,15.02,16.49,214.19,7.55,2.99,3,0.3,49.12,45.77,175.87,63.98,68.75,4.92,26.17,23.12,3.06,0.01,6.87,0,0,0,0,0,0,18.18,22.55,10.98,0,3.57,8.81,12.58,35.94,0.01,7.61,"Nodo 1 - Pies inventariados","IFN3",2003,26,127.32,0,0,2.97,NA,NA,17.23,17.86,251.22,9.42,3.46,3.48,0.09,54.12,52.76,66.36,94.04,101.05,9.28,9.04,8.08,0.96,NA,NA,0,0,0,0,0,0,6.07,8.18,3.84,0,0.96,2.1,3.64,10.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",102,"9_1589","Nodo 3 - Pies inventariados","IFN2",10,40,533.77,3.24,119.67,22.92,0,4.6,23.38,29.58,688.74,12.23,4,4.11,0.71,45.67,41.33,474.83,35.4,38.04,8.76,109.88,103.07,6.81,0.02,20.38,0,0,0,3.16,62.35,38.24,24.47,101.85,48.97,0,11.02,19.01,37.94,116.95,0.02,18.2,"Nodo 1 - Pies inventariados","IFN3",2003,41,233.43,0,0,13.08,NA,NA,26.71,30.83,750.04,12.38,4.69,4.79,0.42,44.29,40.15,262.04,52.88,56.82,12.48,67.22,63.86,3.37,NA,NA,0,0,0,7.22,39.69,35.31,10.42,62.8,30.34,0,6.36,10.02,21.65,68.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",103,"9_1595","Nodo 3 - Pies inventariados","IFN2",10,40,2261.75,30.32,177.07,66.52,0,6.04,19.35,26.93,570.34,10.58,3.06,3.14,1.75,51.72,39.28,1444.72,19.88,21.36,7.37,301.09,274.37,26.71,0.02,25.25,0,0,0,0,113.42,25.72,130.69,275.76,130.37,0,29.58,57.67,110.1,327.72,0.02,24.28,"Nodo 1 - Pies inventariados","IFN3",2003,41,834.68,0,0,29.46,NA,NA,21.2,26.89,569.04,11.14,3.63,3.67,0.88,49.85,41.43,625.46,31.07,33.39,11.17,139.88,128.44,11.44,NA,NA,0,0,0,0,68.15,14.74,50.29,129.26,61.03,0,13.11,24.38,48.77,147.27,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"103",104,"9_1596","Nodo 3 - Pies inventariados","IFN2",10,47,605.92,3.89,68.68,35.49,0,3.38,27.31,33.37,883.66,15.82,4.22,4.27,0.87,54.54,47.41,707.26,25.68,27.59,11.37,232.08,218.35,13.72,0.02,20.54,0,0,0,30.57,142.95,121.28,31.69,219.58,103.75,0.05,14.02,20.77,58.75,197.33,0.02,14.32,"Nodo 1 - Pies inventariados","IFN3",2003,48,385.51,0,0,26.6,NA,NA,29.64,33.83,899.97,15.56,4.56,4.6,0.52,52.02,45.99,519.35,32.74,35.18,15.64,140.56,132.94,7.62,NA,NA,0,0,0,24.89,91.87,71.19,15.13,133.38,63.16,0,8.11,11.62,34.11,116.99,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"104",105,"9_1602","Nodo 3 - Pies inventariados","IFN2",10,35,2968.29,53.9,189.23,82.39,0,6.22,18.8,25.87,525.82,12.1,2.8,2.86,1.91,62.27,46.78,1802.51,15.16,16.29,9.12,447.9,403.44,44.46,0.03,32.05,0,0,0,0,171.7,79.18,208.03,414.24,191.69,0,30.74,58.7,136.38,417.51,0.03,25,"Nodo 1 - Pies inventariados","IFN3",2003,36,2412.08,0,0,56.96,NA,NA,17.34,24.59,476.63,12.31,2.68,2.79,1.48,64.96,50.08,1271.6,16.53,17.77,12.35,303.48,271.41,32.07,NA,NA,0,0,0,0,108.59,37.18,150.51,279.04,128.95,0,25.03,56.74,94.29,305.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18261182,31.83,0.4325697,23.3638566
"105",106,"9_1608","Nodo 3 - Pies inventariados","IFN2",10,27,1808.27,12.18,133.39,33.63,0.01,2.17,15.39,18.66,273.64,9.2,2.71,2.73,1.06,58.39,49.32,773.48,25.55,27.45,6.37,141.67,124.45,17.21,0.02,8.28,0,0,0,0,2,0,107.97,126.85,59.13,0,13.54,31.49,55.66,159.83,0.03,7.41,"Nodo 1 - Pies inventariados","IFN3",2003,28,636.62,0,0,14.96,NA,NA,17.3,20.77,338.95,11.23,3.1,3.14,0.49,62.27,54.09,334.22,35.28,37.91,11.33,74.72,66.45,8.26,NA,NA,0,0,0,0,15.02,0,43.77,68.36,31.57,0,5.65,11.67,24.77,73.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",107,"9_1609","Nodo 3 - Pies inventariados","IFN2",10,42,2103.57,23.83,185.71,61.76,0.02,6.07,19.33,24.89,486.67,11.35,3.05,3.11,1.59,54.82,45.58,1341.6,19.22,20.65,8,302.14,274.24,27.9,0.06,27.8,0,0,0,0,116.93,30.49,133.41,278.92,130.3,0,25.49,49.31,102.22,307.32,0.08,23.95,"Nodo 1 - Pies inventariados","IFN3",2003,43,1556.18,0,0,39.85,NA,NA,18.06,24.22,461.08,10.56,3.08,3.14,1.21,48.37,43.62,880.61,24,25.79,10.63,179.64,163.06,16.58,NA,NA,0,0,0,0,68,0,81.28,164.81,77.48,0,23.6,80.58,65.96,247.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.84715856,286.47,0.3784587,59.5007739
"107",108,"9_1617","Nodo 3 - Pies inventariados","IFN2",10,38,1671.06,22.73,127,64.56,0.01,5.05,22.18,31.2,765.8,16.39,3.26,3.33,1.46,61.12,52.53,1355.13,14.92,16.04,12.12,397.63,364.97,32.66,0.04,29.3,0,0,0,19.18,209.95,162.75,120.18,372.92,173.41,0,24.15,40.8,106.86,345.23,0.04,21.09,"Nodo 1 - Pies inventariados","IFN3",2003,39,1206.04,0,0,45.04,NA,NA,21.81,33.63,888.86,15.05,3.51,3.62,1.24,51.87,44.76,949.39,19.13,20.56,14.95,256.02,237.33,18.69,NA,NA,0,0,0,27.4,136.48,99.36,66.41,239.81,112.76,0,34.63,113,74.55,334.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.71809413,254.64,0.9545817,112.4515704
"108",109,"9_1620","Nodo 3 - Pies inventariados","IFN2",10,25,562.52,3.11,151.82,8.76,0,2.48,14.08,17.62,243.85,6.73,2.8,2.83,0.35,47.37,38.2,205.97,62.64,67.31,4.4,27.35,24.07,3.28,0.02,6.88,0,0,0,0,0,0,19.66,23.6,11.43,0,4.36,11.38,14.5,41.67,0.03,9.22,"Nodo 1 - Pies inventariados","IFN3",2003,26,127.32,0,0,2.23,NA,NA,14.95,15.36,187.37,6.61,3.15,3.17,0.1,44.33,43.06,51.75,134,143.99,6.58,6.94,6.16,0.78,NA,NA,0,0,0,0,0,0,5.18,6.01,2.93,0,1.15,2.93,3.7,10.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",110,"9_1626","Nodo 3 - Pies inventariados","IFN2",10,36,2512.83,38.21,199.09,66.72,0,6.4,18.39,27.07,576.26,12.18,2.86,2.93,1.7,57.75,45.01,1467.77,16.38,17.6,8.94,328.76,296.95,31.81,0.02,30.21,0,0,0,0,107.74,50.18,158.77,302.84,141.09,0,26.92,53.09,110.44,331.54,0.02,25.36,"Nodo 1 - Pies inventariados","IFN3",2003,37,1191.89,0,0,26.17,NA,NA,16.72,25.52,512.58,11.36,2.99,3.07,0.88,48.34,44.54,589.45,25.49,27.39,11.52,113.2,102.4,10.79,NA,NA,0,0,0,0,37.49,16.37,52.14,103.13,48.66,0,19.65,79.16,43.31,190.77,NA,NA,NA,NA,NA,NA,0,0,0,NA,2.2128216,254.64,0.458352,72.34959
"110",111,"9_1688","Nodo 3 - Pies inventariados","IFN2",10,34,293.79,1.06,103.87,10.18,0,3.52,21.01,23.34,427.91,9.57,4.02,4.04,0.38,40.78,41.02,216.67,60.93,65.48,6,39.69,36.71,2.98,0.01,13.47,0,0,0,0,13.2,0,14.05,36.23,17.44,0,5.31,10.54,16.85,50.14,0.02,13.61,"Nodo 1 - Pies inventariados","IFN3",2003,35,265.26,0,0,5.38,NA,NA,16.08,20.62,340.28,6.89,4.06,4.09,0.18,41.45,33.44,122.49,89.07,95.71,6.86,13.49,12.53,0.95,NA,NA,0,0,0,0,3.49,0,5.86,12,5.96,0,2.72,5.86,7.23,21.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",112,"9_1735","Nodo 3 - Pies inventariados","IFN2",10,30,578.46,2.9,135.72,10.43,0,2.2,15.15,18.32,264.08,6.95,3,3.02,0.41,44.01,37.92,240.9,59.85,64.32,4.08,32.32,28.73,3.59,0,6.1,0,0,0,0,0,0,22.52,28.02,13.65,0,5.41,13.61,17.27,49.94,0.02,8.18,"Nodo 1 - Pies inventariados","IFN3",2003,31,159.15,0,0,3.3,NA,NA,16.24,17.42,241.47,5.85,3.39,3.43,0.15,36.79,33.6,74.82,135.43,145.52,5.94,8.88,8.03,0.85,NA,NA,0,0,0,0,0,0,5.66,7.57,3.81,0,2.06,5.13,5.46,16.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",113,"9_1810","Nodo 3 - Pies inventariados","IFN2",10,29,428.69,2.1,91.25,20.57,0,4.29,24.72,30.28,723.29,12.08,4.27,4.33,0.63,46.56,39.9,420.32,39.98,42.96,8.79,104.54,98.09,6.46,0.02,20.37,0,0,0,3.71,59.59,36.92,21.11,97.47,46.6,0,9.54,15.9,34.05,106.1,0.02,17.29,"Nodo 1 - Pies inventariados","IFN3",2003,30,304.16,0,0,14.16,NA,NA,24.35,29.94,708.62,11.65,4.31,4.39,0.46,46.5,38.9,290.37,49.24,52.91,11.52,70.48,66.12,4.36,NA,NA,0,0,0,5.01,35.69,22.55,15.58,65.69,31.42,0,6.67,11.19,23.44,72.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",114,"9_1884","Nodo 3 - Pies inventariados","IFN2",10,40,610.77,4.09,116.18,27.46,0,5.21,23.93,31.92,802.64,14.74,3.84,3.91,0.73,57.75,46.18,565.58,27.46,29.5,10.58,169.11,156.91,12.21,0.03,30.18,0,0,0,14.39,96.82,69.77,41.55,158.66,74.55,0,10.68,17.14,45.45,147.82,0.03,21.51,"Nodo 1 - Pies inventariados","IFN3",2003,41,1266.17,0,0,27.53,NA,NA,16.64,31.22,774.88,12.85,3.92,4.03,0.5,34.25,41.16,620.93,21.87,23.5,12.2,96.49,90.04,6.44,NA,NA,0,0,0,12.58,47.03,37.22,24.99,90.29,42.78,0,7.56,12.35,28.94,91.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.23367958,541.11,0,NA
"114",115,"9_1959","Nodo 3 - Pies inventariados","IFN2",10,35,637.48,3.17,120.74,24.21,0,5.21,21.99,28.06,618.4,11.11,3.77,3.82,0.73,51.97,39.61,509.21,35.64,38.3,7.85,122.81,112.95,9.86,0.02,23.61,0,0,0,0,62.77,21.65,39.72,114.35,53.67,0,10.44,18.65,40.07,122.83,0.02,20.83,"Nodo 1 - Pies inventariados","IFN3",2003,36,519.91,0,0,18.14,NA,NA,21.08,24.92,495.03,11.12,3.74,3.77,0.58,52.2,44.62,385.63,39.45,42.39,11.15,92.19,84.34,7.85,NA,NA,0,0,0,0,43.56,9.2,32.27,85.52,40.07,0,9.44,22.92,30.02,102.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58904598,31.83,0.1801578,13.1757102
"115",116,"9_218","Nodo 3 - Pies inventariados","IFN2",10,43,1562.14,15.63,170.13,48.64,0,5.92,19.91,28.26,629.48,11.65,3.28,3.36,1.39,47.39,41.21,1048.81,21.73,23.35,7.97,210.63,193.49,17.14,0.02,24.71,0,0,0,0,87.8,23.44,82.05,192.5,91.93,0,22.97,44.86,80.5,240.27,0.02,23.81,"Nodo 1 - Pies inventariados","IFN3",2003,44,477.46,0,0,16.86,NA,NA,21.2,27.33,589.3,10.91,3.81,3.87,0.56,45.87,39.92,357.88,41.95,45.08,11.14,75.18,69.53,5.65,NA,NA,0,0,0,0,34.81,17.92,24.86,69.07,33.03,0,8.1,15.35,27.9,84.39,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"116",117,"9_2337","Nodo 3 - Pies inventariados","IFN2",10,41,2978.48,125.52,182.61,82.06,0,6.31,18.73,30.81,747.88,18.01,2.48,2.59,1.57,89.92,58.45,1796.89,10.17,10.93,13.5,629.27,560.86,68.41,0.05,45.45,0,0,0,17.23,256.02,173.34,283.36,591.47,266.48,0,23.45,39.8,135.83,465.56,0.05,27.22,"Nodo 1 - Pies inventariados","IFN3",2003,42,1152.99,0,0,40.73,NA,NA,21.21,30.89,752.1,17.73,3.09,3.17,0.91,78.26,57.41,864.54,16.61,17.85,17.78,310.64,281.3,29.34,NA,NA,0,0,0,16.98,152.14,103.9,108.7,293.31,133.66,0,13.07,23.33,67.41,237.46,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.39688827,31.83,0.1992558,5.44293
"117",118,"9_2346","Nodo 3 - Pies inventariados","IFN2",10,24,313.92,2.41,0,35.9,0,0,38.16,42.76,1438.25,23.46,5.02,5.08,0.64,61.95,54.88,657.9,24.05,25.85,19.2,358.66,347.36,11.3,0.09,0,2.57,2.57,2.23,229.99,120.73,103.94,12.62,344.55,165.04,0.94,12.05,13.32,59.41,250.76,0.06,0,"Nodo 1 - Pies inventariados","IFN3",2003,25,298.22,0,0,31.99,NA,NA,36.95,42.05,1393.04,19.83,5.21,5.29,0.65,55.33,47.16,590.96,29.2,31.38,19.83,275.06,267.03,8.03,NA,NA,2.63,2.63,2.28,165.75,102.45,87.23,11.18,262.9,126.88,0.84,12.13,14.14,52.94,206.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",119,"9_2351","Nodo 3 - Pies inventariados","IFN2",10,31,991.91,9.39,166.63,30.98,0,6.06,19.94,31.37,782.8,12.25,3.28,3.41,0.91,54.22,39.06,667.89,25.92,27.85,8.93,152.36,140.23,12.13,0.03,28.4,0,0,0,12,55.27,31.44,57.39,141.16,66.63,0,13.51,24.68,51.29,156.11,0.03,24.16,"Nodo 1 - Pies inventariados","IFN3",2003,32,590.64,0,0,18.06,NA,NA,19.73,30.19,726.99,14.1,3.2,3.38,0.53,68.21,46.69,390.39,29.19,31.37,14.01,107.56,98.16,9.41,NA,NA,0,0,0,9.83,44.71,23.36,41.4,100.13,46.64,0,6.82,11.65,29.9,95.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",120,"9_2413","Nodo 3 - Pies inventariados","IFN2",10,71,772.83,10.96,103.17,38.38,0.01,4.18,25.15,35.52,1011.59,20.47,3.48,3.61,0.79,72.4,57.64,780.7,17.57,18.88,16.44,324.87,301.97,22.9,0.06,33.14,2.81,2.81,2.43,66.22,191.94,153.97,55.55,309.26,143.48,0.29,12.05,17.17,63.52,236.51,0.04,18.64,"Nodo 1 - Pies inventariados","IFN3",2003,72,341.09,0,0,21.52,NA,NA,28.34,34.46,960.51,18.58,4.3,4.4,0.52,63.09,53.91,424.89,29.14,31.32,18.61,167,157.32,9.68,NA,NA,0,0,2.09,34.46,92.75,76.79,21.54,159.22,74.75,0.36,7.67,10.44,35.62,128.83,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
