"","X","TREE_ID","INVENTORY_ID_IFN2","PLOT_ID.x","TREE_ID_IFN3_2.x","TREE_ID_IFN3.x","TREE_ID_IFN2.x","TREE_ID_compare","expan_IFN2","dbh_IFN2","h_IFN2","g_IFN2","bal_IFN2","circ_normal_IFN2","esbeltez_IFN2","cr_IFN2","lcw_IFN2","hcb_IFN2","hlcw_IFN2","vob_IFN2","vub_IFN2","vbark_IFN2","v_desenrollo.x","v_chapa.x","v_sierra_gruesa_IFN2","v_sierra_IFN2","v_sierra_canter_IFN2","v_poste.x","v_estaca.x","v_trituracion_IFN2","wsw_IFN2","wthickb_IFN2","wb2_7_IFN2","wtbl_IFN2","wr_IFN2","wt_IFN2","sheet_SM4_IFN2","dbh_i_IFN2","h_i_IFN2","dbh","TREE_ID.y","INVENTORY_ID_IFN3","PLOT_ID.y","TREE_ID_IFN3_2.y","TREE_ID_IFN3.y","TREE_ID_IFN2.y","expan_IFN3","dbh_IFN3","h_IFN3","g_IFN3","bal_IFN3","g_ha","circ_normal_IFN3","esbeltez_IFN3","cr_IFN3","lcw_IFN3","hcb_IFN3","hlcw_IFN3","vob_IFN3","vub_IFN3","vbark_IFN3","v_ha","v_desenrollo.y","v_chapa.y","v_sierra_gruesa_IFN3","v_sierra_IFN3","v_sierra_canter_IFN3","v_poste.y","v_estaca.y","v_trituracion_IFN3","wsw_IFN3","wthickb_IFN3","wb2_7_IFN3","wtbl_IFN3","wr_IFN3","wt_IFN3","sheet_SM4_IFN3","dbh_i_IFN3","h_i_IFN3"
"1061",1061,"9_1231_31","IFN2","9_1231",NA,NA,31,NA,35.18,17.79,7.42,248.46,10.44,55.88,41.7,0.48,3.33,3.88,4.84,84.02,76.04,7.98,0,0,0,0,0,0,62.08,75.6,36.13,0,13.04,29.51,41.13,119.8,"Nodo 3 - Pies inventariados",4.44,0.92,13.35,"9_1231_55","IFN3","9_1231",55,55,31,31.83,16.71,10.5,219.43,11.45,0.7,52.51,62.82,0.45,2.92,5.8,7.04,107.75,95.08,12.67,3.43,0,0,0,0,0,0,81.36,97.85,45.18,0,8.04,17.24,36.32,106.78,"Nodo 1 - Pies inventariados",3.36,4
"1062",1062,"9_1231_32","IFN2","9_1231",NA,NA,32,NA,35.24,21.97,8.92,378.98,0,69.01,40.62,0.49,4.05,4.51,5.64,150.5,139.54,10.96,0,0,0,0,73.43,0,47.2,136.77,66.3,0,19.7,37.92,62.73,186.65,"Nodo 3 - Pies inventariados",4.52,0.92,17.45,"9_1231_56","IFN3","9_1231",56,56,32,14.15,23.52,11.91,434.59,0,0.61,73.9,50.63,0.47,4.08,6.29,7.72,230.93,213.59,17.35,3.27,0,0,0,0,153.31,0,50.74,214.34,101.48,0,18.33,31.6,71.93,223.35,"Nodo 1 - Pies inventariados",6.07,3.91
"1063",1063,"9_1231_4","IFN2","9_1231",NA,NA,4,NA,35.23,20.95,8.92,344.66,1.34,65.81,42.6,0.49,3.86,4.54,5.67,137.91,126.93,10.98,0,0,0,0,67.28,0,49.47,125.34,60.31,0,17.29,34.16,57.05,168.81,"Nodo 3 - Pies inventariados",4.5,0.92,16.45,"9_1231_4","IFN3","9_1231",4,4,4,31.83,21.4,11.64,359.81,0.61,1.15,67.24,54.37,0.47,3.73,6.15,7.55,189.36,172.79,16.57,6.03,0,0,0,0,76.09,0,67.08,176.28,82.1,0,14.45,26.37,59.56,182.48,"Nodo 1 - Pies inventariados",4.95,3.64
"1064",1064,"9_1231_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1231_8","IFN3","9_1231",8,8,5,127.32,9.27,8.82,67.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",1.57,1.82
"1065",1065,"9_1231_6","IFN2","9_1231",NA,NA,6,NA,35.17,16.96,7.92,225.99,12.12,53.29,46.68,0.47,3.13,4.21,5.21,82.44,73.85,8.6,0,0,0,0,0,0,62.04,73.5,35.09,0,10.8,24.65,37.41,107.94,"Nodo 3 - Pies inventariados",4.41,0.92,12.55,"9_1231_9","IFN3","9_1231",9,9,6,31.83,16.91,11.36,224.61,10.73,0.71,53.13,67.2,0.45,2.91,6.3,7.63,119.58,105.33,14.25,3.81,0,0,0,0,0,0,86.93,109.38,50.05,0,7.74,16.14,37.18,111.11,"Nodo 1 - Pies inventariados",4.36,4.36
"1066",1066,"9_1231_7","IFN2","9_1231",NA,NA,7,NA,138.92,14.46,5.91,164.11,21.97,45.41,40.9,0.46,2.75,3.19,3.99,45.22,40.04,5.18,0,0,0,0,0,0,35.27,37.83,19.03,0,9.05,24.28,27.16,79.52,"Nodo 3 - Pies inventariados",4.36,0.91,10.1,"9_1231_10","IFN3","9_1231",10,10,7,127.32,10.91,7.45,93.46,13.27,1.19,34.27,68.34,0.46,2.02,4,4.97,34.27,28.75,5.51,4.36,0,0,0,0,0,0,24.31,29.06,13.66,0,3.4,10.01,15.47,42.54,"Nodo 1 - Pies inventariados",0.81,2.45
"1067",1067,"9_1231_8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1231_11","IFN3","9_1231",11,11,8,127.32,10.5,11.77,86.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",1.85,5.27
"1068",1068,"9_1231_9","IFN2","9_1231",NA,NA,9,NA,140.52,16.24,6.9,207.11,19.06,51.02,42.52,0.46,3.03,3.74,4.63,65.92,59.01,6.91,0,0,0,0,0,0,44.23,57.13,28.04,0,10.83,26.23,34.28,99.38,"Nodo 3 - Pies inventariados",4.39,0.9,11.85,"9_1231_13","IFN3","9_1231",13,13,9,31.83,13.95,8.91,152.9,12.79,0.49,43.83,63.85,0.45,2.51,4.87,5.96,65.02,56.22,8.81,2.07,0,0,0,0,0,0,52.45,59.03,26.71,0,5.68,14,25.31,71.71,"Nodo 1 - Pies inventariados",2.1,2.91
"1069",1069,"9_1232_1","IFN2","9_1232",NA,NA,1,NA,142.71,16.43,5.67,212.11,10.26,51.63,34.5,0.5,3.2,2.84,3.64,54.84,49.62,5.22,0,0,0,0,0,0,40.99,46.44,23.58,0,13.36,33.8,35.11,105.85,"Nodo 3 - Pies inventariados",4.33,0.67,12.1,"9_1232_1","IFN3","9_1232",1,1,1,31.83,15.46,8.45,187.72,8.35,0.6,48.57,54.69,0.53,2.93,3.98,5.08,74.39,65.5,8.9,2.37,0,0,0,0,0,0,56.99,65.06,31.12,0,7.89,18.64,31.07,88.72,"Nodo 1 - Pies inventariados",3.36,3.45
"1070",1070,"9_1232_10","IFN2","9_1232",NA,NA,10,NA,35.69,16.95,5.67,225.66,6.35,53.25,33.48,0.51,3.32,2.78,3.59,58.12,52.84,5.28,0,0,0,0,0,0,42.7,49.25,25.11,0,14.54,36.14,37.35,113.13,"Nodo 3 - Pies inventariados",4.35,0.67,12.6,"9_1232_18","IFN3","9_1232",18,18,10,31.83,16.41,8.82,211.56,6.44,0.67,51.56,53.73,0.53,3.1,4.12,5.27,86.81,76.99,9.82,2.76,0,0,0,0,0,0,63.43,78.87,36.58,0,8.95,20.25,35.02,100.8,"Nodo 1 - Pies inventariados",3.81,3.82
"1071",1071,"9_1232_11","IFN2","9_1232",NA,NA,11,NA,35.71,17.6,7.68,243.37,3.84,55.3,43.61,0.5,3.32,3.86,4.86,85.47,77.11,8.37,0,0,0,0,0,0,63.03,76.74,36.64,0,12.29,27.71,40.28,116.92,"Nodo 3 - Pies inventariados",4.35,0.68,13.25,"9_1232_20","IFN3","9_1232",20,20,11,31.83,17.75,9.55,247.36,2.82,0.79,55.75,53.79,0.54,3.33,4.4,5.63,108.94,97.44,11.5,3.47,0,0,0,0,0,0,72.18,100.26,46.3,0,10.33,21.95,40.94,119.52,"Nodo 1 - Pies inventariados",4.5,2.55
"1072",1072,"9_1232_12","IFN2","9_1232",NA,NA,12,NA,35.71,17.97,6.68,253.52,2.94,56.44,37.16,0.51,3.46,3.28,4.19,76.71,69.86,6.85,0,0,0,0,0,0,48.95,67.12,33.19,0,14.73,34.05,41.96,123.93,"Nodo 3 - Pies inventariados",4.37,0.68,13.6,"9_1232_27","IFN3","9_1232",27,27,12,31.83,17.66,9.55,245.08,3.61,0.78,55.5,54.04,0.54,3.31,4.42,5.65,108.01,96.54,11.47,3.44,0,0,0,0,0,0,72.22,99.41,45.87,0,10.2,21.73,40.57,118.36,"Nodo 1 - Pies inventariados",4.06,3.55
"1073",1073,"9_1232_13","IFN2","9_1232",NA,NA,13,NA,35.7,17,6.18,226.95,5.54,53.4,36.33,0.51,3.3,3.05,3.91,63.84,57.85,5.99,0,0,0,0,0,0,44.86,56.63,27.48,0,13.58,32.98,37.56,111.61,"Nodo 3 - Pies inventariados",4.35,0.68,12.65,"9_1232_29","IFN3","9_1232",29,29,13,31.83,16.53,9.23,214.66,5.07,0.68,51.94,55.81,0.53,3.11,4.29,5.49,92.25,81.74,10.51,2.94,0,0,0,0,0,0,65.64,82.99,38.84,0,8.77,19.53,35.53,102.66,"Nodo 1 - Pies inventariados",3.88,3.73
"1074",1074,"9_1232_14","IFN2","9_1232",NA,NA,14,NA,35.72,18.84,6.18,278.74,0,59.18,32.8,0.52,3.69,2.96,3.83,77.21,71.08,6.13,0,0,0,0,0,0,45.35,68.52,33.77,0,17.99,41.32,46.14,139.22,"Nodo 3 - Pies inventariados",4.39,0.68,14.45,"9_1232_31","IFN3","9_1232",31,31,14,31.83,19.49,9.23,298.39,0.96,0.95,61.24,47.34,0.55,3.69,4.19,5.4,125.02,113.63,11.4,3.98,0,0,0,0,59.44,0,64.56,112.47,53.99,0,13.77,28.05,49.39,145.2,"Nodo 1 - Pies inventariados",5.04,3.73
"1075",1075,"9_1232_15","IFN2","9_1232",NA,NA,15,NA,35.72,18.63,6.68,272.61,1,58.53,35.84,0.51,3.6,3.25,4.16,82.04,75.13,6.91,0,0,0,0,0,0,47.66,71.79,35.7,0,16.27,36.87,45.12,133.96,"Nodo 3 - Pies inventariados",4.38,0.68,14.25,"9_1232_45","IFN3","9_1232",45,45,15,31.83,19.56,8.91,300.44,0,0.96,61.44,45.55,0.55,3.73,4.01,5.18,121.28,110.46,10.82,3.86,0,0,0,0,59.16,0,62.8,110.11,52.48,0,14.35,29.43,49.73,145.99,"Nodo 1 - Pies inventariados",5.31,2.91
"1076",1076,"9_1232_16","IFN2","9_1232",NA,NA,16,NA,142.41,12.38,5.17,120.34,22.81,38.89,41.81,0.47,2.39,2.73,3.47,29.55,25.7,3.85,0,0,0,0,0,0,16.22,22.66,12.21,0,6.67,20.13,19.92,58.93,"Nodo 3 - Pies inventariados",4.23,0.67,8.15,"9_1232_46","IFN3","9_1232",46,46,16,127.32,9.56,6.05,71.81,11.73,0.91,30.04,63.22,0.53,1.89,2.82,3.64,21.59,17.92,3.67,2.75,0,0,0,0,0,0,10.69,17.89,8.51,0,2.86,9.54,11.89,32.8,"Nodo 1 - Pies inventariados",1.41,1.55
"1077",1077,"9_1232_2","IFN2","9_1232",NA,NA,2,NA,142.62,15.85,7.16,197.31,16.2,49.79,45.18,0.47,2.96,3.81,4.73,65.49,58.31,7.18,0,0,0,0,0,0,43.86,56.17,27.71,0,9.81,23.84,32.66,94.02,"Nodo 3 - Pies inventariados",4.3,0.66,11.55,"9_1232_3","IFN3","9_1232",3,3,2,31.83,16.49,9.95,213.6,5.76,0.68,51.81,60.36,0.53,3.06,4.68,5.96,99.41,87.75,11.66,3.16,0,0,0,0,0,0,77.21,91.17,41.69,0,8.13,17.8,35.36,102.98,"Nodo 1 - Pies inventariados",4.94,3.45
"1078",1078,"9_1232_3","IFN2","9_1232",NA,NA,3,NA,142.75,16.65,5.17,217.68,7.15,52.3,31.08,0.51,3.3,2.51,3.28,51.05,46.48,4.57,0,0,0,0,0,0,39.06,44.22,22.08,0,15.03,38.64,36.03,111.79,"Nodo 3 - Pies inventariados",4.35,0.67,12.3,"9_1232_4","IFN3","9_1232",4,4,3,31.83,15.9,8.59,198.64,7.11,0.63,49.96,54.02,0.53,3.02,4.02,5.14,79.7,70.42,9.27,2.54,0,0,0,0,0,0,59.33,72.73,33.46,0,8.41,19.47,32.88,94.22,"Nodo 1 - Pies inventariados",3.6,4.09
"1079",1079,"9_1232_4","IFN2","9_1232",NA,NA,4,NA,137.14,13.2,5.67,136.78,20.94,41.46,42.98,0.47,2.53,3,3.78,36.6,32.01,4.58,0,0,0,0,0,0,29.63,31,15.21,0,7.32,20.85,22.64,66.02,"Nodo 3 - Pies inventariados",4.25,0.67,8.95,"9_1232_5","IFN3","9_1232",5,5,4,127.32,12.31,8.91,119.07,8.95,1.52,38.68,72.36,0.53,2.31,4.23,5.38,51.62,43.78,7.84,6.57,0,0,0,0,0,0,42.25,44.33,20.8,0,4.03,10.64,19.71,55.18,"Nodo 1 - Pies inventariados",3.36,3.91
"1080",1080,"9_1232_5","IFN2","9_1232",NA,NA,5,NA,35.7,17.16,5.68,231.19,4.71,53.9,33.09,0.51,3.37,2.76,3.57,59.46,54.16,5.3,0,0,0,0,0,0,42.97,50.39,25.73,0,15.02,37.1,38.27,116.12,"Nodo 3 - Pies inventariados",4.36,0.68,12.8,"9_1232_7","IFN3","9_1232",7,7,5,31.83,16.57,9.09,215.71,4.39,0.69,52.06,54.85,0.54,3.13,4.21,5.39,91.24,80.93,10.31,2.9,0,0,0,0,0,0,65.29,82.38,38.45,0,8.95,19.97,35.71,103.08,"Nodo 1 - Pies inventariados",3.77,4.09
"1081",1081,"9_1232_6","IFN2","9_1232",NA,NA,6,NA,142.66,16.12,5.66,204.13,13.29,50.65,35.14,0.49,3.13,2.88,3.68,52.89,47.72,5.17,0,0,0,0,0,0,39.52,44.77,22.67,0,12.69,32.43,33.79,101.58,"Nodo 3 - Pies inventariados",4.32,0.66,11.8,"9_1232_8","IFN3","9_1232",8,8,6,31.83,15.66,8.09,192.5,7.74,0.61,49.18,51.68,0.53,2.99,3.78,4.84,72.72,64.27,8.44,2.31,0,0,0,0,0,0,56.57,64.32,30.54,0,8.5,20.16,31.86,91.06,"Nodo 1 - Pies inventariados",3.86,3.09
"1082",1082,"9_1232_7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1232_11","IFN3","9_1232",11,11,7,31.83,15.05,8.18,177.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",2.35,2.18
"1083",1083,"9_1232_8","IFN2","9_1232",NA,NA,8,NA,137.18,13.36,4.67,140.27,19.01,41.98,34.96,0.49,2.63,2.38,3.08,30.59,27.05,3.54,0,0,0,0,0,0,17.94,24.47,12.85,0,9.02,26.8,23.22,71.89,"Nodo 3 - Pies inventariados",4.26,0.67,9.1,"9_1232_12","IFN3","9_1232",12,12,8,127.32,11.24,7.55,99.31,10.47,1.26,35.33,67.1,0.53,2.16,3.56,4.55,36.7,30.92,5.78,4.67,0,0,0,0,0,0,25.86,30.91,14.69,0,3.65,10.55,16.44,45.33,"Nodo 1 - Pies inventariados",2.14,3.55
"1084",1084,"9_1232_9","IFN2","9_1232",NA,NA,9,NA,35.72,18.58,6.68,271.08,1.97,58.36,35.93,0.51,3.59,3.26,4.17,81.59,74.68,6.9,0,0,0,0,0,0,47.39,71.38,35.48,0,16.15,36.66,44.87,133.16,"Nodo 3 - Pies inventariados",4.38,0.68,14.2,"9_1232_14","IFN3","9_1232",14,14,9,31.83,19.11,9.27,286.75,1.91,0.91,60.03,48.53,0.54,3.61,4.24,5.45,121.13,109.73,11.4,3.86,0,0,0,0,57.44,0,66.54,108.42,52.14,0,12.98,26.7,47.46,139.28,"Nodo 1 - Pies inventariados",4.91,3.27
"1085",1085,"9_1234_1","IFN2","9_1234",NA,NA,1,NA,35.79,18.83,7.98,278.42,11.62,59.15,42.39,0.47,3.48,4.19,5.2,100.79,91.71,9.08,0,0,0,0,0,0,50.84,89.67,43.57,0,14.27,30.72,46.08,134.65,"Nodo 3 - Pies inventariados",4.68,0.98,14.15,"9_1234_1","IFN3","9_1234",1,1,1,31.83,17.1,11,229.61,9.46,0.73,53.72,64.33,0.47,3,5.84,7.14,117.95,104.23,13.72,3.75,0,0,0,0,0,0,86.4,108.66,49.52,0,8.21,17.17,38.01,112.91,"Nodo 1 - Pies inventariados",2.95,4
"1086",1086,"9_1234_10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1234_17","IFN3","9_1234",17,17,10,31.83,15.71,13.36,193.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",2.96,3.36
"1087",1087,"9_1234_11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1234_18","IFN3","9_1234",18,18,11,31.83,15.9,14.05,198.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",3.2,4.55
"1088",1088,"9_1234_12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1234_19","IFN3","9_1234",19,19,12,31.83,17.56,12.05,242.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",2.81,2.55
"1089",1089,"9_1234_13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1234_20","IFN3","9_1234",20,20,13,31.83,16.14,13.45,204.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",3.24,3.45
"1090",1090,"9_1234_14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1234_21","IFN3","9_1234",21,21,14,127.32,9.78,10.82,75.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",1.43,1.82
"1091",1091,"9_1234_15","IFN2","9_1234",NA,NA,15,NA,35.83,22.24,9.98,388.63,6.64,69.88,44.84,0.48,3.99,5.23,6.44,173.09,159.98,13.1,0,0,0,0,77.89,0,49.38,158.97,76.01,0,18.44,34.28,64.33,193.06,"Nodo 3 - Pies inventariados",4.74,0.98,17.5,"9_1234_25","IFN3","9_1234",25,25,15,31.83,22.41,12.73,394.36,2.15,1.26,70.4,56.8,0.48,3.86,6.6,8.11,226.31,207.13,19.18,7.2,0,0,0,0,144.25,0,67.11,212.43,98.41,0,15.12,26.31,65.27,205.11,"Nodo 1 - Pies inventariados",4.91,3.73
"1092",1092,"9_1234_16","IFN2","9_1234",NA,NA,16,NA,50.5,23.47,9.98,432.79,2.37,73.75,42.51,0.49,4.24,5.11,6.34,191.23,178.22,13.01,0,0,0,0,86.05,0,46.89,175.67,84.68,0,21.37,38.57,71.64,216.26,"Nodo 3 - Pies inventariados",4.77,0.98,18.7,"9_1234_26","IFN3","9_1234",26,26,16,14.15,26.04,12.45,532.61,0.77,0.75,81.81,47.83,0.49,4.52,6.4,7.88,291.96,273.75,18.22,4.13,0,0,0,0,178.68,202.2,47.12,275.35,130.07,0,23.27,37.53,88.16,279.03,"Nodo 1 - Pies inventariados",7.34,3.45
"1093",1093,"9_1234_17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1234_33","IFN3","9_1234",33,33,17,31.83,15.84,12.73,197.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",1.89,3.73
"1094",1094,"9_1234_18","IFN2","9_1234",NA,NA,18,NA,138.73,13.64,6,146.12,22.41,42.85,43.98,0.46,2.59,3.22,4.02,41.25,36.18,5.07,0,0,0,0,0,0,32.67,34.24,17.19,0,7.62,21.02,24.19,70.01,"Nodo 3 - Pies inventariados",4.54,1,9.1,"9_1234_34","IFN3","9_1234",34,34,18,127.32,11.68,8.55,107.22,11.84,1.37,36.71,73.14,0.48,2.14,4.49,5.54,44.86,37.81,7.05,5.71,0,0,0,0,0,0,37.3,39.17,17.97,0,3.63,9.95,17.75,49.28,"Nodo 1 - Pies inventariados",2.58,3.55
"1095",1095,"9_1234_19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1234_38","IFN3","9_1234",38,38,19,31.83,15.53,13.55,189.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",1.73,4.55
"1096",1096,"9_1234_2","IFN2","9_1234",NA,NA,2,NA,142.87,15.71,5.99,193.84,17.31,49.35,38.13,0.48,3.01,3.13,3.95,53.45,47.92,5.54,0,0,0,0,0,0,39.92,44.33,22.77,0,11.24,28.73,32.08,94.82,"Nodo 3 - Pies inventariados",4.61,0.99,11.1,"9_1234_2","IFN3","9_1234",2,2,2,31.83,13.42,7.91,141.38,11.39,0.45,42.15,58.95,0.48,2.5,4.11,5.1,53.41,46.14,7.26,1.7,0,0,0,0,0,0,45.78,47.58,21.93,0,5.68,14.74,23.4,65.74,"Nodo 1 - Pies inventariados",2.32,2.91
"1097",1097,"9_1234_20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1234_40","IFN3","9_1234",40,40,20,31.83,16.73,12.27,219.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",2.48,3.27
"1098",1098,"9_1234_21","IFN2","9_1234",NA,NA,21,NA,138.9,14.62,5.99,167.96,20.08,45.94,40.99,0.47,2.79,3.18,3.99,46.86,41.55,5.32,0,0,0,0,0,0,36.36,38.88,19.74,0,9.23,24.52,27.8,81.29,"Nodo 3 - Pies inventariados",4.57,0.99,10.05,"9_1234_42","IFN3","9_1234",42,42,21,31.83,13.67,9.45,146.7,10.92,0.47,42.94,69.18,0.47,2.47,4.99,6.13,66.6,57.24,9.36,2.12,0,0,0,0,0,0,52.92,59.31,27.2,0,5.09,12.49,24.28,69.06,"Nodo 1 - Pies inventariados",3.62,4.45
"1099",1099,"9_1234_22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1234_44","IFN3","9_1234",44,44,22,31.83,18.98,10.23,282.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",2.98,1.73
"1100",1100,"9_1234_23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1234_45","IFN3","9_1234",45,45,23,14.15,23.42,10.73,430.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",2.87,2.73
"1101",1101,"9_1234_24","IFN2","9_1234",NA,NA,24,NA,35.77,18.44,5.47,267.08,13.61,57.93,29.69,0.49,3.59,2.78,3.55,65.41,60.34,5.07,0,0,0,0,0,0,42.84,55.88,28.67,0,18.92,45.33,44.21,137.13,"Nodo 3 - Pies inventariados",4.69,0.97,13.75,"9_1234_46","IFN3","9_1234",46,46,24,31.83,17.7,10.95,246.16,7.9,0.78,55.62,61.88,0.47,3.12,5.77,7.07,125.23,111.28,13.95,3.99,0,0,0,0,0,0,88.92,116.15,52.87,0,9.07,18.63,40.74,121.31,"Nodo 1 - Pies inventariados",3.95,6.45
"1102",1102,"9_1234_25","IFN2","9_1234",NA,NA,25,NA,50.51,24.45,9.98,469.33,0,76.8,40.82,0.49,4.43,5.05,6.28,206.09,193.28,12.82,0,0,0,0,152.28,0,45.09,189.33,91.83,0,23.88,42.17,77.68,235.56,"Nodo 3 - Pies inventariados",4.8,0.98,19.65,"9_1234_53","IFN3","9_1234",53,53,25,14.15,26.32,16.18,544.26,0,0.77,82.7,61.47,0.47,4.26,8.5,10.38,391.59,363.45,28.13,5.54,0,0,0,0,261.54,224.55,63.72,369.33,172.69,0,18.95,28.42,90.09,310.15,"Nodo 1 - Pies inventariados",6.67,7.18
"1103",1103,"9_1234_26","IFN2","9_1234",NA,NA,26,NA,35.81,20.62,8.48,333.84,9.26,64.77,41.11,0.48,3.79,4.43,5.49,126.9,116.78,10.12,0,0,0,0,64.05,0,48.83,115.51,55.49,0,17.34,35,55.26,163.08,"Nodo 3 - Pies inventariados",4.72,0.98,15.9,"9_1234_54","IFN3","9_1234",54,54,26,31.83,20.4,12.23,326.75,3.41,1.04,64.08,59.95,0.48,3.54,6.36,7.81,182.44,164.88,17.57,5.81,0,0,0,0,70.78,0,72.32,168.99,78.34,0,12.11,22.4,54.08,166.93,"Nodo 1 - Pies inventariados",4.5,4.73
