"","TREE_ID","INVENTORY_ID_IFN2","PLOT_ID.x","expan_IFN2","dbh_IFN2","h_IFN2","g_IFN2","g_intrasp.x","g_intersp.x","bal_IFN2","bal_intrasp.x","bal_intersp.x","circ_normal_IFN2","esbeltez_IFN2","cr_IFN2","lcw_IFN2","hcb_IFN2","hlcw_IFN2","vob_IFN2","vub_IFN2","vbark_IFN2","v_sierra_gruesa_IFN2","v_sierra_IFN2","v_sierra_canter_IFN2","v_trituracion_IFN2","wsw_IFN2","wb2_t_IFN2","wtbl_IFN2","wr_IFN2","wt_IFN2","n_descorches.x","w_descorchado.x","v_descorchado.x","sheet_SM4_IFN2","dbh_i_IFN2","h_i_IFN2","dbh","TREE_ID.y","INVENTORY_ID_IFN3","PLOT_ID.y","TREE_ID_IFN3_2","TREE_ID_IFN3","TREE_ID_IFN2","expan_IFN3","dbh_IFN3","h_IFN3","g_IFN3","g_intrasp.y","g_intersp.y","bal_IFN3","bal_intrasp.y","bal_intersp.y","g_ha","circ_normal_IFN3","esbeltez_IFN3","cr_IFN3","lcw_IFN3","hcb_IFN3","hlcw_IFN3","vob_IFN3","vub_IFN3","vbark_IFN3","v_ha","v_sierra_gruesa_IFN3","v_sierra_IFN3","v_sierra_canter_IFN3","v_trituracion_IFN3","wsw_IFN3","wb2_t_IFN3","wtbl_IFN3","wr_IFN3","wt_IFN3","n_descorches.y","w_descorchado.y","v_descorchado.y","sheet_SM4_IFN3","dbh_i_IFN3","h_i_IFN3"
"656","19_593_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_593_15","IFN3","19_593",15,10,0,31.83,14.75,8.5,170.87,0,0,29.13,0,0,0.54,46.34,57.63,0.37,2.2,5.36,6.18,69.73,44.91,24.81,2.22,0,0,0,61.29,30.93,1.79,6.64,8.41,47.77,0,0,0,"Nodo 1 - Pies inventariados",.,.
"657","19_593_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_593_2","IFN3","19_593",2,1,0,31.83,18.75,9,276.12,0,0,21.13,0,0,0.88,58.9,48,0.38,2.81,5.54,6.45,117.13,76.85,40.28,3.73,0,0,58.55,106.65,53.23,3.8,11.59,16.48,85.09,0,0,0,"Nodo 1 - Pies inventariados",.,.
"658","19_593_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_593_11","IFN3","19_593",11,7,0,14.15,27,11,572.56,0,0,4.63,0,0,0.81,84.82,40.74,0.41,4.04,6.49,7.72,287.91,194.76,93.15,4.07,0,0,194.08,265.74,130.3,11.94,27,45.81,215.05,0,0,0,"Nodo 1 - Pies inventariados",.,.
"659","19_593_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_593_12","IFN3","19_593",12,8,0,31.83,14.95,8.5,175.54,0,0,28.57,0,0,0.56,46.97,56.86,0.37,2.23,5.35,6.17,71.56,46.14,25.42,2.28,0,0,0,62.9,31.83,1.86,6.85,8.73,49.27,0,0,0,"Nodo 1 - Pies inventariados",.,.
"660","19_593_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_593_19","IFN3","19_593",19,14,0,14.15,28.9,12,655.97,0,0,1.04,0,0,0.93,90.79,41.52,0.41,4.31,7.06,8.44,357.37,243.42,113.95,5.06,0,0,220.57,334.11,158.77,14.78,31.61,55.43,260.59,0,0,0,"Nodo 1 - Pies inventariados",.,.
"661","19_593_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_593_55","IFN3","19_593",55,35,0,14.15,24.8,9.5,483.05,0,0,10.07,0,0,0.68,77.91,38.31,0.41,3.74,5.63,6.65,211.78,141.91,69.87,3,0,0,164.57,196.18,99.44,9.14,22.17,36.09,166.84,0,0,0,"Nodo 1 - Pies inventariados",.,.
"662","19_593_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_593_33","IFN3","19_593",33,19,0,31.83,16.7,10.5,219.04,0,0,25.96,0,0,0.7,52.46,62.87,0.36,2.46,6.69,7.75,108.9,71.12,37.78,3.47,0,0,0,99.36,45.83,2.64,8.86,11.91,69.24,0,0,0,"Nodo 1 - Pies inventariados",.,.
"663","19_593_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_593_42","IFN3","19_593",42,25,0,14.15,24.75,11.5,481.11,0,0,10.76,0,0,0.68,77.75,46.46,0.39,3.67,7,8.25,254.22,171.09,83.13,3.6,0,0,175.67,237.12,111.42,9.08,22.06,35.89,178.46,0,0,0,"Nodo 1 - Pies inventariados",.,.
"664","19_593_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_593_40","IFN3","19_593",40,23,0,14.15,23.5,11.5,433.74,0,0,12.75,0,0,0.61,73.83,48.94,0.39,3.48,7.05,8.3,230.03,154.25,75.78,3.25,0,0,160.69,214.56,99.85,7.72,19.56,31.04,158.17,0,0,0,"Nodo 1 - Pies inventariados",.,.
"665","19_593_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_593_57","IFN3","19_593",57,37,0,14.15,27,10.5,572.56,0,0,5.44,0,0,0.81,84.82,38.89,0.41,4.06,6.18,7.34,275.12,185.91,89.22,3.89,0,0,190.09,256.92,126.61,11.94,27,45.81,211.35,0,0,0,"Nodo 1 - Pies inventariados",.,.
"666","19_593_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_593_31","IFN3","19_593",31,18,0,14.15,28.6,12,642.42,0,0,1.97,0,0,0.91,89.85,41.96,0.41,4.26,7.09,8.46,350.25,238.39,111.86,4.96,0,0,217.77,327.45,155.31,14.3,30.86,53.83,254.3,0,0,0,"Nodo 1 - Pies inventariados",.,.
"667","19_593_1","IFN2","19_593",33.48,21.28,8.72,355.63,0,0,35.5,0,0,66.85,40.98,0.27,3.03,6.34,7.13,144.96,95.89,49.07,0,0,74.14,132.08,68.22,5.65,15.54,23.49,112.9,0,0,0,"Nodo 3 - Pies inventariados",4.48,1.72,16.8,"19_593_1","IFN3","19_593",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies inventariados",.,.
"668","19_593_10","IFN2","19_593",33.48,17.72,9.96,246.57,0,0,47.89,0,0,55.66,56.23,0.24,2.46,7.54,8.38,115.98,75.97,40.01,0,0,0,106.72,50.29,3.18,10.16,14.06,77.69,0,0,0,"Nodo 3 - Pies inventariados",4.22,1.96,13.5,"19_593_14","IFN3","19_593",14,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies inventariados",.,.
"669","19_593_11","IFN2","19_593",133.93,16.21,8.88,206.42,0,0,53.36,0,0,50.93,54.8,0.24,2.26,6.76,7.48,87.36,56.71,30.65,0,0,0,79.45,38.82,2.4,8.27,10.96,60.45,0,0,0,"Nodo 3 - Pies inventariados",4.11,1.88,12.1,"19_593_16","IFN3","19_593",16,11,11,31.83,17.95,9,253.06,0,0,22.88,0,0,0.81,56.39,50.14,0.38,2.68,5.58,6.48,107.68,70.43,37.25,3.43,0,0,0,98.04,48.54,3.31,10.47,14.58,76.9,0,0,0,"Nodo 1 - Pies inventariados",5.85,2
"670","19_593_12","IFN2","19_593",34.79,22.84,10.42,409.85,0,0,21.06,0,0,71.77,45.62,0.29,3.25,7.38,8.42,197.85,132.09,65.76,0,0,88.71,183.65,88.5,7.06,18.32,28.67,142.55,0,0,0,"Nodo 3 - Pies inventariados",4.64,1.92,18.2,"19_593_17","IFN3","19_593",17,12,12,14.15,24.7,10.5,479.16,0,0,11.44,0,0,0.68,77.6,42.51,0.4,3.69,6.33,7.46,231.7,155.58,76.12,3.28,0,0,170.8,216.37,104.88,9.02,21.96,35.69,171.55,0,0,0,"Nodo 1 - Pies inventariados",6.5,2
"671","19_593_13","IFN2","19_593",33.48,16.79,8.28,221.53,0,0,52.62,0,0,52.76,49.29,0.24,2.35,6.26,6.93,87.28,56.71,30.58,0,0,0,77.17,40.04,2.69,8.97,12.1,63.8,0,0,0,"Nodo 3 - Pies inventariados",4.14,1.78,12.65,"19_593_18","IFN3","19_593",18,13,13,31.83,17,9,226.98,0,0,25.23,0,0,0.72,53.41,52.94,0.37,2.53,5.63,6.52,96.96,63.17,33.79,3.09,0,0,0,88.28,43.27,2.79,9.23,12.52,67.81,0,0,0,"Nodo 1 - Pies inventariados",4.35,2.5
"672","19_593_14","IFN2","19_593",34.79,23.29,10.43,425.95,0,0,16.63,0,0,73.16,44.78,0.3,3.33,7.29,8.35,205.47,137.37,68.1,0,0,151.72,190.82,92.22,7.5,19.16,30.26,149.13,0,0,0,"Nodo 3 - Pies inventariados",4.69,1.93,18.6,"19_593_20","IFN3","19_593",20,15,14,14.15,25.8,10,522.79,0,0,9.33,0,0,0.74,81.05,38.76,0.41,3.88,5.94,7.02,240.3,161.67,78.63,3.4,0,0,175.05,219.73,111.59,10.35,24.3,40.32,186.56,0,0,0,"Nodo 1 - Pies inventariados",7.2,1.5
"673","19_593_15","IFN2","19_593",33.48,20.92,10.4,343.89,0,0,37.88,0,0,65.74,49.72,0.26,2.93,7.7,8.64,166.77,110.65,56.12,0,0,75.02,156.03,73.43,5.36,14.95,22.41,116.15,0,0,0,"Nodo 3 - Pies inventariados",4.42,1.9,16.5,"19_593_21","IFN3","19_593",21,888,15,31.83,16.5,9.13,213.82,0,0,26.65,0,0,0.68,51.84,55.31,0.37,2.45,5.74,6.64,92.79,60.35,32.44,2.95,0,0,0,83.95,40.97,2.54,8.61,11.51,63.64,0,0,0,"Nodo 1 - Pies inventariados",0,0.630000000000001
"674","19_593_16","IFN2","19_593",33.48,21.88,10.41,376.05,0,0,30.56,0,0,68.74,47.56,0.27,3.09,7.56,8.54,181.82,121.02,60.8,0,0,81.79,170.13,80.72,6.17,16.58,25.41,128.88,0,0,0,"Nodo 3 - Pies inventariados",4.53,1.91,17.35,"19_593_22","IFN3","19_593",22,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies inventariados",.,.
"675","19_593_17","IFN2","19_593",180.24,11.99,6.8,112.88,0,0,63.87,0,0,37.66,56.73,0.23,1.68,5.23,5.74,37.6,23.74,13.86,0,0,0,30.34,17.39,0.93,4.11,4.7,27.12,0,0,0,"Nodo 3 - Pies inventariados",3.84,1.8,8.15,"19_593_23","IFN3","19_593",23,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies inventariados",.,.
"676","19_593_18","IFN2","19_593",33.48,17.39,9.4,237.59,0,0,49.52,0,0,54.64,54.07,0.24,2.42,7.11,7.9,105.77,69.09,36.67,0,0,0,95.26,46.66,3,9.73,13.35,72.74,0,0,0,"Nodo 3 - Pies inventariados",4.19,1.9,13.2,"19_593_24","IFN3","19_593",24,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies inventariados",.,.
"677","19_593_19","IFN2","19_593",33.48,18.94,11.04,281.71,0,0,44.24,0,0,59.5,58.3,0.24,2.62,8.34,9.3,145.79,96.18,49.61,0,0,62.67,134.94,61.69,3.92,11.86,16.95,94.41,0,0,0,"Nodo 3 - Pies inventariados",4.29,2.04,14.65,"19_593_25","IFN3","19_593",25,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies inventariados",.,.
"678","19_593_2","IFN2","19_593",33.48,17.19,8.27,231.99,0,0,50.31,0,0,53.99,48.12,0.25,2.41,6.22,6.9,91.17,59.33,31.84,0,0,0,80.56,42.02,2.89,9.47,12.91,67.29,0,0,0,"Nodo 3 - Pies inventariados",4.19,1.77,13,"19_593_3","IFN3","19_593",3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies inventariados",.,.
"679","19_593_20","IFN2","19_593",33.48,19.16,11.03,288.23,0,0,43.28,0,0,60.18,57.6,0.25,2.65,8.31,9.28,148.95,98.35,50.61,0,0,64.03,137.8,63.18,4.06,12.18,17.5,96.92,0,0,0,"Nodo 3 - Pies inventariados",4.31,2.03,14.85,"19_593_26","IFN3","19_593",26,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies inventariados",.,.
"680","19_593_21","IFN2","19_593",34.79,24.33,12.65,464.79,0,0,10.41,0,0,76.42,52.01,0.3,3.44,8.84,10.2,269.91,181.84,88.07,0,0,177.55,255.28,113.96,8.6,21.2,34.2,177.95,0,0,0,"Nodo 3 - Pies inventariados",4.73,2.15,19.6,"19_593_27","IFN3","19_593",27,16,21,14.15,28.25,12,626.8,0,0,2.88,0,0,0.89,88.75,42.48,0.41,4.2,7.12,8.48,342.03,232.59,109.44,4.84,0,0,212.66,319.76,151.32,13.76,29.99,52,247.07,0,0,0,"Nodo 1 - Pies inventariados",8.65,1.5
"681","19_593_22","IFN2","19_593",34.79,23.51,11,434.01,0,0,13.62,0,0,73.85,46.79,0.3,3.36,7.66,8.8,220.36,147.61,72.75,0,0,158.1,203.37,97.2,7.72,19.58,31.06,155.57,0,0,0,"Nodo 3 - Pies inventariados",4.71,2,18.8,"19_593_28","IFN3","19_593",28,17,22,14.15,26.75,10,562,0,0,6.25,0,0,0.8,84.04,37.38,0.41,4.03,5.87,6.96,257.66,173.79,83.87,3.65,0,0,183.67,239.58,120.46,11.59,26.42,44.63,203.1,0,0,0,"Nodo 1 - Pies inventariados",7.95,1
"682","19_593_23","IFN2","19_593",33.48,20.75,11.53,338.01,0,0,39.03,0,0,65.17,55.56,0.25,2.87,8.62,9.66,181.25,120.47,60.78,0,0,75.27,169.37,76.82,5.22,14.65,21.88,118.56,0,0,0,"Nodo 3 - Pies inventariados",4.4,2.03,16.35,"19_593_29","IFN3","19_593",29,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies inventariados",.,.
"683","19_593_24","IFN2","19_593",47.19,25.11,12.63,495.34,0,0,6.44,0,0,78.9,50.3,0.31,3.57,8.72,10.11,286.58,193.5,93.08,0,0,184.74,270.72,121.78,9.51,22.82,37.39,191.49,0,0,0,"Nodo 3 - Pies inventariados",4.76,2.13,20.35,"19_593_30","IFN3","19_593",30,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies inventariados",.,.
"684","19_593_25","IFN2","19_593",33.48,21.71,10.97,370.1,0,0,31.82,0,0,68.2,50.52,0.27,3.04,8.03,9.06,188.45,125.51,62.94,0,0,81.28,175.26,81.99,6.01,16.28,24.85,129.13,0,0,0,"Nodo 3 - Pies inventariados",4.51,1.97,17.2,"19_593_32","IFN3","19_593",32,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies inventariados",.,.
"685","19_593_26","IFN2","19_593",34.79,22.53,12.09,398.73,0,0,25.28,0,0,70.79,53.65,0.27,3.15,8.77,9.96,222.67,149.04,73.63,0,0,150.63,207.08,94.21,6.76,17.74,27.58,146.3,0,0,0,"Nodo 3 - Pies inventariados",4.58,2.09,17.95,"19_593_34","IFN3","19_593",34,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies inventariados",.,.
"686","19_593_27","IFN2","19_593",20.97,27.33,13.11,586.5,0,0,0,0,0,85.85,47.96,0.32,3.89,8.91,10.4,349.66,237.72,111.94,0,0,209.34,328.6,148.95,12.4,27.76,47.38,236.49,0,0,0,"Nodo 3 - Pies inventariados",4.83,2.11,22.5,"19_593_35","IFN3","19_593",35,20,27,14.15,30.6,11,735.42,0,0,0,0,0,1.04,96.13,35.95,0.42,4.6,6.37,7.62,366.53,250.16,116.38,5.19,0,158.11,212.59,342.82,169.8,17.68,36.1,65.06,288.64,0,0,0,"Nodo 1 - Pies inventariados",8.1,0
"687","19_593_28","IFN2","19_593",47.19,26.61,13.14,556.06,0,0,1.23,0,0,83.59,49.37,0.32,3.78,8.97,10.46,332.88,225.9,106.99,0,0,200.97,313.41,140.99,11.4,26.1,43.97,222.46,0,0,0,"Nodo 3 - Pies inventariados",4.81,2.14,21.8,"19_593_36","IFN3","19_593",36,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies inventariados",.,.
"688","19_593_29","IFN2","19_593",34.79,24.13,11.54,457.13,0,0,12.03,0,0,75.79,47.81,0.3,3.44,8.03,9.25,242.71,163.06,79.65,0,0,169.03,226.95,105.76,8.38,20.79,33.41,168.34,0,0,0,"Nodo 3 - Pies inventariados",4.73,2.04,19.4,"19_593_38","IFN3","19_593",38,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies inventariados",.,.
"689","19_593_3","IFN2","19_593",33.48,17.17,8.84,231.57,0,0,51.09,0,0,53.94,51.46,0.24,2.4,6.68,7.41,97.09,63.28,33.82,0,0,0,88.64,43.7,2.88,9.45,12.88,68.9,0,0,0,"Nodo 3 - Pies inventariados",4.17,1.84,13,"19_593_4","IFN3","19_593",4,2,3,31.83,17.25,10.5,233.71,0,0,24.49,0,0,0.74,54.19,60.87,0.37,2.54,6.66,7.72,115.92,75.88,40.04,3.69,0,0,0,105.77,49.08,2.92,9.55,13.04,74.6,0,0,0,"Nodo 1 - Pies inventariados",4.25,3.5
"690","19_593_30","IFN2","19_593",33.48,22.46,12.64,396.25,0,0,26.67,0,0,70.56,56.27,0.27,3.13,9.24,10.47,231.17,154.86,76.31,0,0,152.04,218.45,96.2,6.7,17.62,27.34,147.85,0,0,0,"Nodo 3 - Pies inventariados",4.56,2.14,17.9,"19_593_39","IFN3","19_593",39,22,30,14.15,23.9,11.5,448.63,0,0,12.11,0,0,0.63,75.08,48.12,0.39,3.54,7.04,8.28,237.64,159.54,78.1,3.36,0,0,166.01,221.66,103.48,8.14,20.35,32.54,164.51,0,0,0,"Nodo 1 - Pies inventariados",6,1
"691","19_593_31","IFN2","19_593",33.48,21.93,12.09,377.65,0,0,29.3,0,0,68.89,55.14,0.27,3.06,8.86,10.02,211.38,141.22,70.17,0,0,143,196.64,88.97,6.21,16.66,25.56,137.4,0,0,0,"Nodo 3 - Pies inventariados",4.53,2.09,17.4,"19_593_41","IFN3","19_593",41,24,31,14.15,23.25,11,424.56,0,0,13.98,0,0,0.6,73.04,47.31,0.39,3.45,6.74,7.92,215.76,144.42,71.35,3.05,0,0,154.8,199.15,94.98,7.46,19.08,30.12,151.64,0,0,0,"Nodo 1 - Pies inventariados",5.85,1
"692","19_593_32","IFN2","19_593",133.93,16.11,10.59,203.8,0,0,56.12,0,0,50.61,65.72,0.23,2.21,8.19,9.04,102.4,66.72,35.68,0,0,0,93.07,42.69,2.36,8.15,10.76,63.95,0,0,0,"Nodo 3 - Pies inventariados",4.06,2.09,12.05,"19_593_43","IFN3","19_593",43,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies inventariados",.,.
"693","19_593_33","IFN2","19_593",34.79,22.61,10.98,401.43,0,0,23.89,0,0,71.03,48.55,0.28,3.2,7.87,8.95,203.98,136.25,67.73,0,0,146.27,189.81,89.39,6.83,17.88,27.84,141.95,0,0,0,"Nodo 3 - Pies inventariados",4.61,1.98,18,"19_593_45","IFN3","19_593",45,27,33,14.15,25.95,10.5,528.89,0,0,8.58,0,0,0.75,81.52,40.46,0.4,3.89,6.26,7.4,254.86,171.73,83.13,3.61,0,0,181.57,237.99,116.42,10.54,24.63,40.98,192.57,0,0,0,"Nodo 1 - Pies inventariados",7.95,1.5
"694","19_593_34","IFN2","19_593",34.79,23.16,10.42,421.39,0,0,19.59,0,0,72.77,44.97,0.29,3.3,7.34,8.39,203.09,135.72,67.37,0,0,150.41,190.17,91.1,7.37,18.92,29.8,147.2,0,0,0,"Nodo 3 - Pies inventariados",4.66,1.92,18.5,"19_593_46","IFN3","19_593",46,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies inventariados",.,.
"695","19_593_35","IFN2","19_593",33.48,16.94,9.99,225.49,0,0,51.86,0,0,53.23,58.94,0.24,2.34,7.62,8.45,106.65,69.64,37.01,0,0,0,98.29,45.82,2.76,9.16,12.4,70.15,0,0,0,"Nodo 3 - Pies inventariados",4.14,1.99,12.8,"19_593_47","IFN3","19_593",47,28,35,31.83,19.25,10,291.04,0,0,20.21,0,0,0.93,60.48,51.95,0.38,2.86,6.2,7.23,136.58,90,46.58,4.35,0,0,63.14,124.89,60.06,4.12,12.32,17.74,94.24,0,0,0,"Nodo 1 - Pies inventariados",6.45,2
"696","19_593_36","IFN2","19_593",133.93,15.27,9.46,183.15,0,0,61.42,0,0,47.97,61.98,0.22,2.1,7.35,8.09,82.8,53.6,29.2,0,0,0,74.26,35.57,1.99,7.2,9.27,54.03,0,0,0,"Nodo 3 - Pies inventariados",3.97,1.96,11.3,"19_593_48","IFN3","19_593",48,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies inventariados",.,.
"697","19_593_37","IFN2","19_593",34.79,24.46,10.98,469.8,0,0,8.78,0,0,76.84,44.9,0.31,3.51,7.53,8.71,237.49,159.52,77.96,0,0,170.32,221.07,105.59,8.75,21.46,34.71,170.52,0,0,0,"Nodo 3 - Pies inventariados",4.76,1.98,19.7,"19_593_49","IFN3","19_593",49,29,37,14.15,27.95,10.5,613.56,0,0,3.76,0,0,0.87,87.81,37.57,0.42,4.21,6.14,7.31,294.1,199.22,94.88,4.16,0,0,201.29,274.64,136.22,13.3,29.25,50.47,229.25,0,0,0,"Nodo 1 - Pies inventariados",8.25,1.5
"698","19_593_38","IFN2","19_593",133.93,15.63,8.31,191.76,0,0,58.85,0,0,49.09,53.18,0.23,2.17,6.38,7.02,76.22,49.27,26.95,0,0,0,67.55,34.46,2.14,7.59,9.88,54.07,0,0,0,"Nodo 3 - Pies inventariados",4.03,1.81,11.6,"19_593_50","IFN3","19_593",50,30,38,31.83,15.35,9,185.06,0,0,27.98,0,0,0.59,48.22,58.63,0.37,2.28,5.68,6.56,79.62,51.5,28.12,2.53,0,0,0,72.5,34.86,2.03,7.28,9.4,53.58,0,0,0,"Nodo 1 - Pies inventariados",3.75,2.5
"699","19_593_39","IFN2","19_593",33.48,18.4,9.92,265.89,0,0,47,0,0,57.8,53.94,0.25,2.56,7.49,8.33,124.25,81.6,42.65,0,0,57.79,114,54.33,3.58,11.09,15.63,84.63,0,0,0,"Nodo 3 - Pies inventariados",4.25,1.92,14.15,"19_593_51","IFN3","19_593",51,31,39,31.83,21.55,10,364.74,0,0,18.12,0,0,1.16,67.7,46.4,0.38,3.21,6.15,7.19,169.8,112.79,57.01,5.41,0,0,78.5,155.27,76.26,5.88,16,24.34,122.48,0,0,0,"Nodo 1 - Pies inventariados",7.4,2
"700","19_593_4","IFN2","19_593",33.48,19.2,8.21,289.44,0,0,42.31,0,0,60.31,42.78,0.26,2.72,6.05,6.76,112.09,73.5,38.59,0,0,59.86,99.33,52.87,4.09,12.24,17.6,86.8,0,0,0,"Nodo 3 - Pies inventariados",4.35,1.71,14.85,"19_593_5","IFN3","19_593",5,3,4,31.83,18.65,8.5,273.18,0,0,22.01,0,0,0.87,58.59,45.58,0.39,2.8,5.22,6.07,109.63,71.81,37.83,3.49,0,0,0,100.25,50.81,3.73,11.44,16.23,82.21,0,0,0,"Nodo 1 - Pies inventariados",3.8,2
"701","19_593_40","IFN2","19_593",33.48,21.59,10.96,366.14,0,0,33.06,0,0,67.83,50.78,0.27,3.02,8.05,9.07,186.46,124.14,62.32,0,0,80.7,173.37,81.05,5.91,16.07,24.47,127.51,0,0,0,"Nodo 3 - Pies inventariados",4.49,1.96,17.1,"19_593_52","IFN3","19_593",52,32,40,31.83,21.85,11,374.97,0,0,16.92,0,0,1.19,68.64,50.34,0.38,3.23,6.82,7.98,191.4,127.55,63.85,6.09,0,0,82.56,176.66,83.28,6.14,16.52,25.3,131.25,0,0,0,"Nodo 1 - Pies inventariados",4.75,2
"702","19_593_41","IFN2","19_593",34.79,23.23,9.86,423.91,0,0,18.12,0,0,72.99,42.44,0.3,3.33,6.89,7.88,193.63,129.26,64.37,0,0,90.59,178.36,88.63,7.44,19.05,30.05,145.18,0,0,0,"Nodo 3 - Pies inventariados",4.68,1.86,18.55,"19_593_53","IFN3","19_593",53,33,41,14.15,23.15,10,420.91,0,0,14.58,0,0,0.6,72.73,43.2,0.39,3.46,6.07,7.13,194.96,130.16,64.8,2.76,0,0,90.13,178.27,88.73,7.36,18.9,29.76,144.74,0,0,0,"Nodo 1 - Pies inventariados",4.6,2
"703","19_593_42","IFN2","19_593",33.48,22.22,10.41,387.64,0,0,28,0,0,69.79,46.85,0.28,3.14,7.51,8.51,187.23,124.76,62.48,0,0,84.23,175.21,83.36,6.47,17.17,26.51,133.52,0,0,0,"Nodo 3 - Pies inventariados",4.57,1.91,17.65,"19_593_54","IFN3","19_593",54,34,42,14.15,23.5,10,433.74,0,0,13.36,0,0,0.61,73.83,42.55,0.4,3.52,6.04,7.1,200.69,134.13,66.56,2.84,0,0,92.78,183.51,91.59,7.72,19.56,31.04,149.91,0,0,0,"Nodo 1 - Pies inventariados",5.85,1.5
"704","19_593_43","IFN2","19_593",34.79,23.45,10.43,431.98,0,0,15.13,0,0,73.68,44.47,0.3,3.36,7.26,8.33,208.3,139.33,68.97,0,0,153.81,193.47,93.61,7.67,19.47,30.86,151.61,0,0,0,"Nodo 3 - Pies inventariados",4.7,1.93,18.75,"19_593_56","IFN3","19_593",56,36,43,14.15,26.25,10,541.19,0,0,7.82,0,0,0.77,82.47,38.1,0.41,3.95,5.91,6.99,248.45,167.35,81.09,3.51,0,0,179,227.18,115.75,10.92,25.29,42.33,194.29,0,0,0,"Nodo 1 - Pies inventariados",7.5,1.5
